SimTime,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,16.598700,91.013600,65.446800,29.211600
2回目,16.372700,89.423100,64.573700,29.169400
3回目,16.456500,90.808200,64.847900,29.635700
4回目,16.688300,91.005500,64.754200,29.225400
5回目,17.342400,91.147600,65.631100,29.953200
6回目,16.939400,90.155500,65.360800,28.968800
7回目,16.565100,89.049900,65.103800,29.118000
8回目,16.433200,90.562800,64.905900,29.405800
9回目,16.581900,90.271800,65.066400,29.373800
10回目,16.586800,90.139800,65.975600,29.403900
11回目,16.341100,91.011200,65.606100,29.276600
12回目,16.662700,90.959000,65.105900,29.237000
13回目,16.238900,89.062900,64.726900,29.177300
14回目,16.447200,90.992400,65.689100,29.077300
15回目,16.572800,90.038500,66.039400,29.130800
16回目,16.500900,89.923000,64.463800,29.353800
17回目,16.532900,89.679200,64.842600,29.041400
18回目,16.774700,90.380400,65.180800,29.375600
19回目,16.312200,89.966600,65.113800,29.399400
20回目,17.765900,90.754600,64.979100,29.568100
21回目,16.431200,90.385200,64.159300,29.382800
22回目,16.628700,89.838600,64.960300,29.333900
23回目,16.357300,89.946400,64.180800,29.102000
24回目,16.331100,90.715800,65.243100,28.872400
25回目,16.319700,89.928100,65.232000,29.213300
26回目,16.803700,90.205700,64.679500,29.385400
27回目,16.732600,90.153400,65.685600,29.586400
28回目,16.561300,90.167400,65.215000,29.148600
29回目,16.536000,90.572700,65.640700,29.059000
30回目,16.493900,90.939500,64.191200,29.282600
31回目,16.498000,89.806900,65.739300,28.933200
32回目,16.445800,90.554000,64.303400,29.371300
33回目,16.887100,90.455600,64.938100,29.485400
34回目,16.563300,91.040400,65.340900,29.295700
35回目,16.800000,90.568000,65.332800,29.187000
36回目,16.234400,90.220700,65.428000,28.857800
37回目,16.367000,90.427200,65.145700,29.026000
38回目,16.624200,89.686800,64.765000,29.396500
39回目,16.726500,90.386700,64.124100,29.390400
40回目,16.509100,90.049500,64.999400,29.672700
41回目,16.310300,89.864600,65.180200,29.613400
42回目,16.404900,90.730300,65.010800,29.444700
43回目,16.520300,89.164700,65.234400,29.725100
44回目,16.573100,90.929500,65.259500,29.546000
45回目,16.207100,89.415100,65.350700,29.564800
46回目,16.561800,91.023200,64.375600,29.509600
47回目,16.619500,89.177400,65.683100,29.178700
48回目,16.327000,91.241500,65.066100,29.349900
49回目,16.543500,89.786400,64.483800,29.306600
50回目,16.400700,91.714300,65.281100,29.133600
51回目,16.414400,91.111900,64.971200,28.792500
52回目,16.388400,89.023800,65.249600,28.872900
53回目,16.556200,90.621500,65.705500,29.172300
54回目,16.414700,91.071200,64.777000,28.887100
55回目,16.300600,89.528600,65.189500,29.028100
56回目,16.424100,90.339300,65.222700,29.263100
57回目,16.926200,90.710200,65.074900,29.405600
58回目,18.256700,89.767900,64.980400,29.496800
59回目,18.787500,89.188900,64.997500,29.374200
60回目,16.419800,90.972300,65.195200,29.754600
61回目,16.442900,89.156600,65.505700,29.527100
62回目,16.480000,88.411100,65.347900,29.598500
63回目,16.479400,90.613900,65.544900,29.065100
64回目,16.416100,89.753200,64.665700,29.379600
65回目,16.782500,89.984300,65.033600,29.515500
66回目,16.423100,90.503400,65.903500,28.814400
67回目,16.606200,89.323900,64.899100,29.504500
68回目,16.321400,88.978300,65.099300,29.514100
69回目,16.332800,88.944300,65.329500,29.325000
70回目,16.421400,91.860300,65.397100,29.318500
71回目,16.164000,90.722400,64.999800,29.420400
72回目,16.245500,88.775100,64.720800,29.335600
73回目,16.819800,90.194100,64.360000,28.952700
74回目,16.468100,90.835400,64.445900,29.343900
75回目,16.201000,91.137200,64.842900,29.141800
76回目,16.464800,90.552700,65.224100,29.310100
77回目,16.559400,90.781800,64.897600,29.488300
78回目,16.600600,90.448800,64.950800,29.331000
79回目,17.724300,90.879700,65.289100,29.196800
80回目,17.115400,92.483500,64.872900,29.394400
81回目,16.212900,90.162900,63.941400,28.889900
82回目,16.817000,90.626600,64.818300,29.058500
83回目,16.349200,89.321500,64.715700,29.558000
84回目,16.456200,91.111400,65.044300,29.261400
85回目,16.334700,90.360700,64.980500,29.492500
86回目,16.457000,94.022600,65.206400,29.116800
87回目,16.663900,89.901800,65.564000,29.311200
88回目,16.618300,89.622300,65.693800,29.406000
89回目,16.636500,90.297000,65.070000,29.024600
90回目,16.438300,91.175500,65.355200,29.176200
91回目,16.428800,90.139500,64.797300,29.024800
92回目,16.478600,88.931500,65.036800,29.080000
93回目,16.596800,90.392600,65.380100,29.439200
94回目,16.554200,90.268100,64.950900,29.536400
95回目,16.725800,90.753600,65.138200,29.504500
96回目,16.399200,92.503700,65.016700,29.401200
97回目,16.422000,89.619600,64.155300,29.551900
98回目,16.460700,89.731700,65.348400,29.485000
99回目,16.441800,90.418500,64.775500,29.464800
100回目,16.312300,89.421600,64.997500,29.551200
101回目,16.413900,93.443000,65.221700,28.969200
102回目,16.696800,89.368700,65.440400,28.750500
103回目,16.818400,90.613200,64.666600,29.713700
104回目,16.595700,89.498000,64.532500,29.546600
105回目,16.797700,91.415600,65.078100,29.369300
106回目,16.460600,89.319000,65.684400,29.202100
107回目,16.212400,90.582200,65.307600,28.743100
108回目,16.260500,89.753700,64.736800,29.327300
109回目,16.310200,90.130600,65.275600,29.559700
110回目,16.622000,91.624600,65.062500,29.258600
111回目,16.458700,90.693100,65.029500,29.566400
