Memory,GPSR,NGPSR,NPGPSR,NDGPSR
197回目,73936.000000,74900.000000,101516.000000,85736.000000
198回目,73312.000000,74600.000000,101080.000000,85972.000000
199回目,73616.000000,74644.000000,101664.000000,85588.000000
200回目,73804.000000,74524.000000,101444.000000,85448.000000
201回目,73540.000000,74948.000000,101548.000000,85644.000000
202回目,73568.000000,74836.000000,101632.000000,85548.000000
203回目,73800.000000,74648.000000,101464.000000,85552.000000
204回目,73480.000000,74572.000000,101548.000000,85780.000000
205回目,73796.000000,74652.000000,101408.000000,85508.000000
206回目,73616.000000,74844.000000,101300.000000,85788.000000
207回目,73568.000000,74648.000000,101264.000000,85876.000000
208回目,73676.000000,75124.000000,101576.000000,85788.000000
209回目,73832.000000,74580.000000,101660.000000,85564.000000
210回目,73932.000000,74936.000000,101096.000000,85792.000000
211回目,73896.000000,74320.000000,100944.000000,85628.000000
212回目,73968.000000,74304.000000,101732.000000,85692.000000
213回目,73828.000000,74888.000000,101484.000000,85648.000000
214回目,73676.000000,74972.000000,101740.000000,85764.000000
215回目,73344.000000,75176.000000,101692.000000,85416.000000
216回目,73792.000000,75180.000000,101256.000000,85800.000000
217回目,73808.000000,74284.000000,101164.000000,85440.000000
218回目,73428.000000,74564.000000,101500.000000,85776.000000
219回目,74136.000000,74852.000000,101284.000000,85728.000000
220回目,73668.000000,74872.000000,101692.000000,85424.000000
221回目,73808.000000,75040.000000,101252.000000,85432.000000
222回目,73608.000000,75112.000000,101652.000000,85800.000000
223回目,73804.000000,74444.000000,101552.000000,85616.000000
224回目,73628.000000,74320.000000,101188.000000,85652.000000
225回目,73924.000000,74900.000000,101428.000000,85608.000000
226回目,74224.000000,74724.000000,101676.000000,85876.000000
227回目,73308.000000,74616.000000,101608.000000,85476.000000
228回目,73820.000000,74832.000000,101140.000000,85784.000000
229回目,73676.000000,74444.000000,101388.000000,85788.000000
230回目,73680.000000,74832.000000,101372.000000,85792.000000
231回目,73760.000000,74648.000000,101696.000000,85776.000000
232回目,74140.000000,74644.000000,101828.000000,85772.000000
233回目,73448.000000,74592.000000,101328.000000,85780.000000
234回目,73828.000000,74964.000000,101496.000000,85780.000000
235回目,73600.000000,74908.000000,100992.000000,85448.000000
236回目,73788.000000,75156.000000,101692.000000,85668.000000
237回目,73804.000000,74908.000000,101460.000000,85540.000000
238回目,73740.000000,75124.000000,101380.000000,85716.000000
239回目,73952.000000,74444.000000,101772.000000,85432.000000
240回目,73744.000000,75040.000000,101444.000000,85432.000000
241回目,73792.000000,75156.000000,101724.000000,85676.000000
242回目,73596.000000,74828.000000,101396.000000,85388.000000
243回目,73336.000000,74956.000000,101728.000000,85512.000000
244回目,74060.000000,74840.000000,101228.000000,85644.000000
245回目,73812.000000,74964.000000,101472.000000,85616.000000
246回目,73860.000000,74984.000000,101664.000000,85532.000000
247回目,73852.000000,75028.000000,101744.000000,85452.000000
248回目,74008.000000,74864.000000,101536.000000,85740.000000
249回目,73780.000000,75000.000000,101460.000000,85608.000000
250回目,73860.000000,74580.000000,101196.000000,85108.000000
