Memory,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,73148.000000,74832.000000,101104.000000,85404.000000
2回目,73676.000000,74980.000000,101376.000000,85796.000000
3回目,73672.000000,74640.000000,101384.000000,85640.000000
4回目,73484.000000,74256.000000,101620.000000,85448.000000
5回目,74144.000000,74588.000000,101420.000000,85764.000000
6回目,73676.000000,74660.000000,101500.000000,85432.000000
7回目,73936.000000,74912.000000,101364.000000,85464.000000
8回目,73792.000000,74572.000000,101788.000000,85904.000000
9回目,73912.000000,74600.000000,101204.000000,85768.000000
10回目,73760.000000,74900.000000,101460.000000,85768.000000
11回目,74008.000000,74440.000000,101004.000000,85608.000000
12回目,73900.000000,74564.000000,101568.000000,85432.000000
13回目,74036.000000,75128.000000,101644.000000,85116.000000
14回目,73828.000000,75024.000000,101688.000000,85680.000000
15回目,73588.000000,74808.000000,101656.000000,85120.000000
16回目,74140.000000,74848.000000,100960.000000,85120.000000
17回目,74048.000000,74624.000000,101692.000000,85780.000000
18回目,73956.000000,74896.000000,101268.000000,85804.000000
19回目,74008.000000,74312.000000,101492.000000,85512.000000
20回目,73800.000000,74328.000000,101480.000000,85608.000000
21回目,73928.000000,74620.000000,101156.000000,85636.000000
22回目,73712.000000,74840.000000,101516.000000,85584.000000
23回目,74268.000000,74896.000000,101532.000000,85780.000000
24回目,73804.000000,74664.000000,101496.000000,85764.000000
25回目,73912.000000,74712.000000,101412.000000,85672.000000
26回目,73836.000000,75056.000000,101188.000000,85592.000000
27回目,73816.000000,74828.000000,101608.000000,85760.000000
28回目,73856.000000,74312.000000,101384.000000,85576.000000
29回目,73672.000000,74808.000000,101596.000000,85760.000000
30回目,74008.000000,74804.000000,101512.000000,85080.000000
31回目,73652.000000,74852.000000,101516.000000,85452.000000
32回目,73804.000000,74624.000000,101632.000000,85764.000000
33回目,74136.000000,74916.000000,101844.000000,85468.000000
34回目,73620.000000,74504.000000,101748.000000,85800.000000
35回目,73832.000000,74564.000000,101480.000000,85324.000000
36回目,73436.000000,74568.000000,101548.000000,85640.000000
37回目,73772.000000,74844.000000,101152.000000,85768.000000
38回目,73472.000000,74824.000000,101152.000000,85120.000000
39回目,73600.000000,75008.000000,101196.000000,85788.000000
40回目,73888.000000,74984.000000,101532.000000,85796.000000
41回目,73480.000000,74884.000000,101416.000000,85864.000000
42回目,73472.000000,74580.000000,101428.000000,85772.000000
43回目,73696.000000,74724.000000,101100.000000,85764.000000
44回目,73792.000000,75136.000000,101804.000000,85756.000000
45回目,73340.000000,74724.000000,101060.000000,85364.000000
46回目,73340.000000,74820.000000,101104.000000,85556.000000
47回目,74228.000000,75036.000000,101936.000000,85564.000000
48回目,73676.000000,74892.000000,101372.000000,85120.000000
49回目,73860.000000,74808.000000,101368.000000,85880.000000
50回目,74260.000000,74652.000000,101268.000000,85452.000000
51回目,74096.000000,74292.000000,101388.000000,85428.000000
52回目,73888.000000,74868.000000,101632.000000,85808.000000
53回目,74236.000000,75052.000000,101408.000000,85428.000000
54回目,73892.000000,74780.000000,101496.000000,85636.000000
55回目,73692.000000,74676.000000,101368.000000,85116.000000
56回目,73884.000000,74580.000000,101460.000000,85520.000000
57回目,73568.000000,74600.000000,101516.000000,85644.000000
58回目,73556.000000,75084.000000,101180.000000,85552.000000
59回目,74108.000000,74576.000000,101352.000000,85356.000000
60回目,73800.000000,74992.000000,101300.000000,85348.000000
61回目,73820.000000,74596.000000,101460.000000,85792.000000
62回目,73484.000000,74624.000000,101268.000000,85768.000000
63回目,74132.000000,75116.000000,101316.000000,85956.000000
64回目,73988.000000,74716.000000,101576.000000,85452.000000
65回目,73816.000000,74588.000000,101268.000000,85752.000000
66回目,73896.000000,74816.000000,101400.000000,85668.000000
67回目,74100.000000,74860.000000,101600.000000,85780.000000
68回目,74272.000000,74880.000000,101352.000000,85880.000000
69回目,73480.000000,74832.000000,101284.000000,85844.000000
70回目,73656.000000,74912.000000,101288.000000,85644.000000
71回目,74012.000000,74764.000000,101080.000000,85452.000000
72回目,73668.000000,74916.000000,100944.000000,85640.000000
73回目,73724.000000,74404.000000,101636.000000,85760.000000
74回目,73480.000000,74808.000000,101072.000000,85800.000000
75回目,73676.000000,74564.000000,101684.000000,85660.000000
76回目,73672.000000,74600.000000,101424.000000,85796.000000
77回目,73676.000000,74468.000000,101412.000000,85780.000000
78回目,73640.000000,74528.000000,101088.000000,85764.000000
79回目,73876.000000,74808.000000,101264.000000,85516.000000
80回目,73744.000000,74616.000000,101592.000000,85884.000000
81回目,74252.000000,75112.000000,101380.000000,85452.000000
82回目,73924.000000,74520.000000,101828.000000,85576.000000
83回目,73304.000000,75152.000000,101200.000000,85432.000000
84回目,73812.000000,74676.000000,101788.000000,85552.000000
85回目,73620.000000,74884.000000,101608.000000,85428.000000
86回目,73676.000000,74672.000000,101332.000000,85584.000000
87回目,73804.000000,74448.000000,101436.000000,85120.000000
88回目,73536.000000,74972.000000,101656.000000,85092.000000
89回目,73704.000000,74648.000000,101636.000000,85776.000000
90回目,73772.000000,74408.000000,101584.000000,85808.000000
91回目,73480.000000,74724.000000,101656.000000,85880.000000
92回目,74264.000000,75124.000000,101560.000000,85512.000000
93回目,73784.000000,74608.000000,101540.000000,85384.000000
94回目,73600.000000,74804.000000,101588.000000,85636.000000
95回目,74220.000000,74936.000000,101164.000000,85408.000000
96回目,73984.000000,74444.000000,101076.000000,85716.000000
97回目,73764.000000,75148.000000,101300.000000,85524.000000
98回目,73708.000000,74832.000000,101668.000000,85872.000000
99回目,73900.000000,74976.000000,101748.000000,85648.000000
100回目,73812.000000,74652.000000,101588.000000,85728.000000
101回目,74160.000000,74632.000000,101340.000000,85784.000000
102回目,74124.000000,74636.000000,101640.000000,85636.000000
103回目,73896.000000,74324.000000,101564.000000,85588.000000
104回目,73816.000000,75040.000000,101392.000000,85816.000000
105回目,74104.000000,74812.000000,101512.000000,85764.000000
106回目,73812.000000,75152.000000,101492.000000,85592.000000
107回目,73692.000000,74864.000000,101736.000000,85740.000000
108回目,73424.000000,75060.000000,101660.000000,85528.000000
109回目,73864.000000,74812.000000,101388.000000,85900.000000
110回目,73604.000000,74720.000000,101588.000000,85792.000000
111回目,73320.000000,74932.000000,101484.000000,85596.000000
112回目,73548.000000,74788.000000,101452.000000,85776.000000
113回目,74064.000000,74864.000000,101128.000000,85372.000000
114回目,73892.000000,75144.000000,101736.000000,85544.000000
115回目,73756.000000,74656.000000,101620.000000,85384.000000
116回目,73916.000000,75140.000000,101208.000000,85780.000000
117回目,74064.000000,75068.000000,101692.000000,85780.000000
118回目,73300.000000,74576.000000,101204.000000,85392.000000
119回目,73832.000000,74912.000000,101252.000000,85776.000000
120回目,74044.000000,74648.000000,101684.000000,85588.000000
121回目,74108.000000,75004.000000,101608.000000,85444.000000
122回目,73844.000000,74772.000000,101408.000000,85640.000000
123回目,73628.000000,74528.000000,101420.000000,85116.000000
124回目,74052.000000,74840.000000,101424.000000,85748.000000
125回目,74092.000000,74904.000000,101688.000000,85668.000000
126回目,74040.000000,74900.000000,101300.000000,85764.000000
127回目,73800.000000,74916.000000,101652.000000,85800.000000
128回目,73668.000000,74732.000000,101824.000000,85772.000000
129回目,73588.000000,74728.000000,101580.000000,85444.000000
130回目,74096.000000,75152.000000,101660.000000,85780.000000
131回目,73688.000000,74444.000000,101364.000000,85452.000000
132回目,74212.000000,74656.000000,101416.000000,85644.000000
133回目,73868.000000,74596.000000,101016.000000,85596.000000
134回目,73584.000000,74508.000000,101416.000000,85796.000000
135回目,73808.000000,75016.000000,101336.000000,85796.000000
136回目,73744.000000,74504.000000,101400.000000,85776.000000
137回目,73688.000000,75000.000000,101320.000000,85636.000000
138回目,73824.000000,74888.000000,101336.000000,85576.000000
139回目,74008.000000,74828.000000,101308.000000,85792.000000
140回目,74140.000000,74580.000000,101548.000000,85796.000000
141回目,73860.000000,74860.000000,101612.000000,85596.000000
142回目,73824.000000,75012.000000,101644.000000,85628.000000
143回目,73868.000000,74720.000000,101328.000000,85612.000000
144回目,73756.000000,74832.000000,101832.000000,85652.000000
145回目,73836.000000,75100.000000,101600.000000,85900.000000
146回目,74000.000000,74344.000000,101316.000000,85588.000000
147回目,73736.000000,74840.000000,101568.000000,85116.000000
148回目,73484.000000,75124.000000,101696.000000,85768.000000
149回目,74112.000000,74896.000000,101348.000000,85776.000000
150回目,73824.000000,74564.000000,101632.000000,85764.000000
151回目,73732.000000,75156.000000,101064.000000,85776.000000
152回目,74256.000000,74580.000000,101760.000000,85452.000000
153回目,73632.000000,74552.000000,101300.000000,85556.000000
154回目,74056.000000,75088.000000,101308.000000,85812.000000
155回目,73460.000000,75024.000000,101096.000000,85776.000000
156回目,73628.000000,74828.000000,100912.000000,85664.000000
157回目,73504.000000,74644.000000,101240.000000,85764.000000
158回目,73836.000000,74984.000000,101180.000000,85104.000000
159回目,73604.000000,74448.000000,101728.000000,85556.000000
160回目,74024.000000,74976.000000,101256.000000,85756.000000
161回目,73704.000000,74956.000000,101524.000000,85508.000000
162回目,73480.000000,74840.000000,100956.000000,85384.000000
163回目,73652.000000,74728.000000,101332.000000,85096.000000
164回目,73596.000000,74816.000000,101576.000000,85452.000000
165回目,73604.000000,74580.000000,101528.000000,85420.000000
166回目,73668.000000,75024.000000,101464.000000,85900.000000
167回目,74060.000000,74808.000000,101536.000000,85880.000000
168回目,73664.000000,74488.000000,101312.000000,85592.000000
169回目,73756.000000,74944.000000,101392.000000,85612.000000
170回目,73480.000000,74772.000000,101508.000000,85572.000000
171回目,73620.000000,74508.000000,101272.000000,85388.000000
172回目,73852.000000,75128.000000,101104.000000,85432.000000
173回目,73572.000000,74900.000000,101304.000000,85676.000000
174回目,74140.000000,75148.000000,101532.000000,85552.000000
175回目,73820.000000,74888.000000,101456.000000,85776.000000
176回目,73828.000000,74912.000000,101696.000000,85904.000000
177回目,73820.000000,75156.000000,101516.000000,85420.000000
178回目,73812.000000,75132.000000,101416.000000,85448.000000
179回目,73740.000000,74464.000000,101452.000000,85552.000000
180回目,74024.000000,74796.000000,101088.000000,85680.000000
181回目,73960.000000,74632.000000,101564.000000,85860.000000
182回目,73604.000000,75044.000000,101472.000000,85448.000000
183回目,73848.000000,74920.000000,101376.000000,85640.000000
184回目,73620.000000,74608.000000,101652.000000,85120.000000
185回目,73812.000000,74880.000000,101404.000000,85792.000000
186回目,73480.000000,75084.000000,101512.000000,85660.000000
187回目,73616.000000,75008.000000,101656.000000,85768.000000
188回目,73808.000000,74600.000000,101244.000000,85800.000000
189回目,73804.000000,74812.000000,101312.000000,85356.000000
190回目,73584.000000,74900.000000,101580.000000,85796.000000
191回目,73340.000000,75120.000000,101080.000000,85612.000000
192回目,73760.000000,74532.000000,101360.000000,85356.000000
193回目,73872.000000,75024.000000,101604.000000,85784.000000
194回目,73892.000000,74900.000000,101424.000000,85512.000000
195回目,74224.000000,74632.000000,101624.000000,85508.000000
196回目,73600.000000,74620.000000,101264.000000,85740.000000
