HopNum,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,1.983050,2.038960,2.029410,2.024690
2回目,1.796300,2.039470,2.041100,2.059700
3回目,1.796300,2.025640,2.038960,2.024690
4回目,1.983050,2.026670,2.082190,2.040000
5回目,1.807690,2.040540,2.041100,2.042250
6回目,1.829790,2.038960,2.025640,1.986670
7回目,1.791670,2.037040,1.985290,2.042250
8回目,1.823530,2.025640,2.029410,1.985710
9回目,1.894740,2.025640,1.986840,1.986670
10回目,1.894740,2.051280,2.014290,1.985710
11回目,1.823530,2.013890,2.027030,2.042250
12回目,1.894740,2.027400,2.025970,2.059700
13回目,1.807690,2.056340,2.040000,2.055560
14回目,1.791670,2.038960,1.969700,2.042250
15回目,1.823530,2.064940,2.013510,2.042250
16回目,1.823530,2.026670,2.082190,2.024690
17回目,1.823530,2.051280,2.013700,2.055560
18回目,1.937500,2.028170,2.041100,2.043480
19回目,1.823530,2.025640,2.054790,2.024390
20回目,1.791670,2.026670,2.038960,1.986670
21回目,1.823530,2.024100,2.025640,2.024390
22回目,1.894740,2.038960,2.012200,2.040000
23回目,1.823530,2.025640,2.041670,1.985710
24回目,1.830190,2.051280,2.023260,2.024390
25回目,1.823530,2.056340,2.042250,1.985710
26回目,1.823530,2.051280,2.027780,2.043480
27回目,1.983050,2.027400,2.000000,2.055560
28回目,1.937500,2.036590,2.025640,2.065790
29回目,1.830190,2.040540,2.012500,2.024690
30回目,1.830190,2.040540,2.039470,2.055560
31回目,1.796300,2.025640,2.038960,2.065790
32回目,1.823530,2.037040,2.029410,2.065790
33回目,1.937500,2.036590,2.013160,1.985710
34回目,1.894740,2.036590,2.038960,2.042250
35回目,1.894740,2.024100,2.023260,2.040000
36回目,1.796300,2.038960,2.045450,2.043480
37回目,1.823530,2.040540,2.038960,2.042250
38回目,1.796300,2.024100,2.027030,2.043480
39回目,1.983050,2.064940,2.038960,2.040000
40回目,1.830190,2.025640,2.027780,2.024390
41回目,1.796300,2.056340,2.041100,2.059700
42回目,1.830190,2.037970,2.013510,2.015380
43回目,1.829790,2.026670,2.025640,2.015380
44回目,1.796300,2.040540,2.013160,2.059700
45回目,1.796300,2.025640,2.012820,2.065790
46回目,1.796300,2.037040,2.057140,2.040000
47回目,1.937500,2.036590,2.041670,2.043480
48回目,1.823530,2.027030,2.053330,1.985710
49回目,1.937500,2.051280,2.028990,2.040000
50回目,1.928570,2.051950,2.038960,2.043480
51回目,1.823530,2.051280,2.025970,2.059700
52回目,1.807690,2.051280,2.000000,2.042250
53回目,1.807690,2.037970,2.012820,2.015380
54回目,1.807690,2.039470,2.012820,2.065790
55回目,1.823530,2.036590,2.025640,2.040000
56回目,1.928570,2.064940,2.029410,2.059700
