Loss,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,27.551000,17.346900,23.469400,23.469400
2回目,30.612200,26.530600,22.449000,23.469400
3回目,24.489800,23.469400,20.408200,25.510200
4回目,32.989700,26.804100,20.618600,22.449000
5回目,29.591800,28.571400,16.326500,21.428600
6回目,27.551000,23.469400,21.428600,23.469400
7回目,25.510200,28.571400,28.571400,26.530600
8回目,25.510200,24.489800,27.551000,23.469400
9回目,26.530600,19.387800,24.489800,28.571400
10回目,32.989700,20.408200,20.618600,23.469400
11回目,27.551000,19.387800,23.469400,26.530600
12回目,31.632700,23.469400,22.449000,23.469400
13回目,27.551000,23.469400,18.367300,25.510200
14回目,28.571400,24.489800,23.469400,23.469400
15回目,26.530600,24.489800,20.408200,23.469400
16回目,25.510200,26.804100,27.551000,25.510200
17回目,29.591800,20.408200,24.489800,25.510200
18回目,31.632700,24.489800,28.571400,21.428600
19回目,25.510200,23.469400,28.571400,22.449000
20回目,27.551000,26.530600,27.551000,21.428600
21回目,25.510200,26.804100,27.551000,24.742300
22回目,31.632700,26.804100,23.469400,21.428600
23回目,27.551000,26.530600,22.449000,26.530600
24回目,29.591800,26.804100,25.510200,24.742300
25回目,29.591800,19.387800,21.649500,21.428600
26回目,27.551000,26.530600,23.469400,21.428600
27回目,26.530600,24.489800,23.469400,26.530600
28回目,32.989700,28.571400,27.551000,23.469400
29回目,25.510200,19.387800,24.489800,28.571400
30回目,29.591800,26.530600,22.449000,25.510200
31回目,28.571400,17.346900,22.449000,24.742300
32回目,32.989700,17.346900,18.367300,26.530600
33回目,32.989700,19.387800,20.618600,28.571400
34回目,28.571400,24.489800,25.510200,21.428600
35回目,27.551000,17.346900,22.449000,23.469400
36回目,27.551000,24.489800,18.367300,26.530600
37回目,31.632700,23.469400,24.489800,25.510200
38回目,29.591800,23.469400,23.469400,28.571400
39回目,26.530600,26.804100,26.530600,23.469400
40回目,30.612200,19.387800,25.510200,24.742300
41回目,26.530600,23.711300,22.449000,21.428600
42回目,28.571400,19.387800,29.591800,23.469400
43回目,28.571400,23.711300,20.618600,23.469400
44回目,29.591800,28.571400,20.408200,25.510200
45回目,27.551000,23.469400,24.489800,24.742300
46回目,30.612200,23.469400,23.469400,22.449000
47回目,25.510200,23.469400,23.469400,21.428600
48回目,27.551000,24.489800,20.408200,28.571400
49回目,30.612200,23.469400,25.510200,25.510200
50回目,27.551000,23.469400,23.469400,21.428600
51回目,25.510200,24.489800,25.510200,24.742300
52回目,25.510200,20.408200,23.469400,22.449000
53回目,31.632700,26.804100,26.530600,22.449000
54回目,26.530600,26.530600,27.551000,28.571400
55回目,29.591800,20.408200,22.449000,21.428600
56回目,30.612200,24.489800,29.591800,21.428600
57回目,29.591800,23.469400,23.469400,23.469400
58回目,27.551000,23.711300,25.510200,22.449000
59回目,30.612200,17.346900,18.367300,28.571400
60回目,30.612200,17.346900,25.510200,25.510200
61回目,29.591800,24.489800,27.551000,23.469400
62回目,28.571400,20.408200,23.469400,21.428600
63回目,25.510200,26.530600,31.632700,23.469400
64回目,26.530600,24.489800,19.387800,23.469400
65回目,25.510200,19.387800,21.428600,26.530600
66回目,30.612200,23.469400,25.510200,23.469400
67回目,31.632700,24.489800,22.449000,25.510200
68回目,28.571400,24.489800,23.469400,23.469400
69回目,26.530600,26.804100,23.469400,28.571400
70回目,27.551000,26.530600,22.449000,26.530600
71回目,25.510200,24.489800,18.367300,22.449000
72回目,24.489800,23.469400,26.530600,26.530600
73回目,32.989700,28.571400,20.408200,26.530600
74回目,25.510200,24.489800,22.449000,24.742300
75回目,32.989700,19.387800,23.469400,23.469400
76回目,26.530600,23.469400,25.510200,25.510200
77回目,25.510200,24.489800,26.530600,25.510200
78回目,24.489800,28.571400,26.804100,21.428600
79回目,32.989700,18.367300,17.525800,21.428600
80回目,27.551000,26.804100,23.469400,21.428600
81回目,24.489800,26.530600,27.551000,21.428600
82回目,31.632700,26.804100,21.428600,24.742300
83回目,31.632700,19.387800,21.428600,21.428600
84回目,24.489800,20.408200,26.530600,23.469400
85回目,28.571400,26.530600,27.551000,21.428600
86回目,25.510200,26.804100,22.449000,24.742300
87回目,28.571400,26.530600,23.469400,26.530600
88回目,29.591800,24.489800,22.449000,28.571400
89回目,30.612200,19.387800,18.367300,28.571400
90回目,26.530600,24.489800,20.618600,21.428600
91回目,25.510200,26.530600,29.591800,28.571400
92回目,27.551000,20.408200,22.449000,26.530600
93回目,32.989700,23.469400,21.649500,23.469400
94回目,26.530600,19.387800,20.408200,25.510200
95回目,25.510200,24.489800,20.618600,22.449000
96回目,29.591800,24.489800,20.618600,22.449000
97回目,28.571400,23.469400,23.469400,28.571400
98回目,25.510200,20.408200,18.367300,21.428600
99回目,30.612200,24.489800,23.469400,23.469400
100回目,24.489800,26.530600,24.489800,24.742300
101回目,32.989700,26.804100,22.449000,24.742300
102回目,31.632700,19.387800,22.449000,22.449000
103回目,25.510200,28.571400,27.551000,26.530600
104回目,27.551000,19.387800,27.551000,25.510200
105回目,25.510200,19.387800,29.591800,22.449000
106回目,31.632700,24.489800,28.571400,21.428600
107回目,30.612200,28.571400,20.408200,25.510200
108回目,25.510200,23.469400,20.408200,25.510200
109回目,29.591800,24.489800,28.866000,22.449000
110回目,29.591800,26.530600,29.591800,21.428600
111回目,27.551000,26.530600,23.469400,25.510200
112回目,27.551000,24.489800,18.367300,25.510200
113回目,30.612200,23.469400,22.449000,23.469400
114回目,27.551000,28.571400,23.469400,23.469400
115回目,28.571400,23.469400,23.469400,24.742300
116回目,26.530600,26.804100,29.591800,24.742300
117回目,31.632700,20.408200,19.587600,23.469400
118回目,27.551000,23.711300,23.469400,25.510200
119回目,30.612200,20.408200,25.510200,24.742300
120回目,31.632700,23.469400,27.551000,25.510200
121回目,30.612200,24.489800,25.510200,22.449000
122回目,31.632700,26.804100,27.551000,21.428600
123回目,24.489800,26.530600,17.525800,23.469400
124回目,28.571400,24.489800,23.469400,28.571400
125回目,31.632700,26.530600,23.469400,24.742300
126回目,24.489800,28.571400,20.408200,23.469400
127回目,29.591800,19.387800,25.510200,25.510200
128回目,24.489800,23.469400,23.469400,28.571400
129回目,31.632700,23.469400,24.489800,25.510200
130回目,26.530600,24.489800,23.469400,26.530600
131回目,25.510200,23.469400,23.469400,24.742300
132回目,28.571400,20.408200,26.530600,26.530600
133回目,31.632700,20.408200,23.469400,21.428600
134回目,24.489800,19.387800,22.449000,21.428600
135回目,27.551000,28.571400,23.469400,26.530600
136回目,28.571400,26.804100,23.469400,24.742300
137回目,30.612200,19.387800,27.551000,21.428600
138回目,32.989700,24.489800,26.530600,24.742300
139回目,27.551000,23.469400,22.449000,23.469400
140回目,32.989700,18.367300,23.469400,23.469400
141回目,27.551000,23.469400,24.742300,28.571400
142回目,26.530600,23.469400,29.591800,23.469400
143回目,27.551000,23.469400,21.649500,23.469400
144回目,32.989700,24.489800,22.449000,22.449000
145回目,24.489800,28.571400,23.469400,21.428600
146回目,27.551000,24.489800,22.449000,21.428600
147回目,31.632700,23.469400,20.408200,23.469400
148回目,25.510200,24.489800,23.469400,21.428600
149回目,31.632700,19.387800,20.618600,23.469400
150回目,30.612200,19.387800,23.469400,25.510200
151回目,30.612200,26.530600,24.489800,22.449000
152回目,32.989700,19.387800,20.408200,23.469400
153回目,24.489800,19.387800,23.469400,25.510200
154回目,32.989700,23.469400,27.551000,25.510200
155回目,32.989700,24.489800,23.469400,23.469400
156回目,25.510200,26.804100,20.408200,21.428600
157回目,28.571400,26.530600,21.649500,25.510200
158回目,29.591800,24.489800,21.428600,24.742300
159回目,29.591800,26.530600,20.408200,25.510200
160回目,28.571400,26.530600,23.469400,24.742300
161回目,28.571400,24.489800,23.469400,22.449000
162回目,31.632700,24.489800,27.551000,26.530600
163回目,31.632700,19.387800,20.618600,25.510200
164回目,28.571400,18.367300,23.469400,23.469400
165回目,27.551000,28.571400,23.469400,23.469400
166回目,29.591800,26.530600,22.449000,22.449000
167回目,29.591800,24.489800,20.408200,23.469400
168回目,28.571400,17.346900,25.510200,25.510200
169回目,26.530600,23.469400,21.428600,23.469400
170回目,27.551000,19.387800,28.571400,26.530600
171回目,27.551000,23.469400,22.449000,25.510200
172回目,29.591800,23.469400,20.618600,23.469400
173回目,27.551000,28.571400,23.469400,26.530600
174回目,27.551000,28.571400,26.530600,23.469400
175回目,31.632700,28.571400,23.469400,21.428600
176回目,25.510200,28.571400,26.530600,23.469400
177回目,29.591800,24.489800,25.510200,24.742300
178回目,25.510200,19.387800,23.469400,21.428600
179回目,26.530600,23.469400,27.551000,25.510200
180回目,30.612200,26.530600,25.510200,23.469400
181回目,27.551000,23.469400,22.449000,23.469400
182回目,26.530600,23.469400,20.408200,26.530600
183回目,28.571400,26.530600,23.469400,21.428600
184回目,26.530600,19.387800,27.551000,24.742300
185回目,32.989700,29.591800,21.428600,22.449000
186回目,28.571400,19.387800,23.469400,23.469400
187回目,31.632700,20.408200,23.469400,23.469400
188回目,31.632700,23.469400,21.428600,23.469400
189回目,28.571400,20.408200,22.449000,22.449000
190回目,25.510200,24.489800,28.571400,23.469400
191回目,25.510200,19.387800,22.449000,28.571400
192回目,28.571400,17.346900,27.551000,23.469400
193回目,28.571400,23.469400,23.469400,24.742300
194回目,30.612200,20.408200,20.618600,21.428600
195回目,29.591800,24.489800,27.551000,25.510200
196回目,31.632700,23.469400,25.510200,21.428600
197回目,27.551000,28.571400,21.428600,23.469400
198回目,28.571400,26.804100,23.469400,22.449000
199回目,25.510200,28.571400,24.489800,21.428600
200回目,24.489800,28.571400,24.742300,22.449000
201回目,27.551000,26.804100,22.449000,21.428600
202回目,27.551000,23.469400,22.449000,21.428600
203回目,24.489800,23.711300,21.428600,21.428600
204回目,31.632700,26.530600,23.469400,25.510200
205回目,27.551000,24.489800,23.469400,28.571400
206回目,29.591800,19.387800,26.530600,25.510200
207回目,24.489800,24.489800,21.428600,26.530600
208回目,32.989700,29.591800,23.469400,21.428600
209回目,26.530600,23.469400,26.530600,25.510200
210回目,27.551000,23.469400,18.367300,22.449000
211回目,24.489800,26.530600,23.469400,24.742300
212回目,27.551000,23.469400,23.469400,25.510200
213回目,30.612200,23.469400,23.469400,26.530600
214回目,25.510200,26.804100,20.408200,22.449000
215回目,30.612200,26.530600,20.408200,21.428600
216回目,25.510200,26.530600,20.408200,26.530600
217回目,32.989700,23.469400,22.449000,24.742300
218回目,28.571400,23.469400,24.489800,21.428600
219回目,32.989700,28.571400,22.449000,22.449000
220回目,25.510200,20.408200,20.408200,25.510200
221回目,25.510200,19.387800,25.510200,21.428600
222回目,29.591800,29.591800,22.449000,23.469400
223回目,29.591800,19.387800,23.469400,24.742300
224回目,27.551000,19.387800,20.408200,25.510200
225回目,25.510200,19.387800,22.449000,23.469400
226回目,31.632700,20.408200,20.408200,25.510200
227回目,25.510200,23.469400,25.510200,24.742300
228回目,31.632700,23.469400,24.489800,23.469400
229回目,26.530600,19.387800,23.469400,23.469400
230回目,32.989700,24.489800,20.408200,23.469400
231回目,27.551000,23.469400,21.428600,28.571400
232回目,26.530600,24.489800,20.408200,22.449000
233回目,29.591800,20.408200,20.408200,21.428600
234回目,25.510200,26.530600,29.591800,24.742300
235回目,28.571400,23.469400,25.510200,24.742300
236回目,27.551000,23.469400,27.551000,26.530600
237回目,25.510200,23.469400,22.449000,21.428600
238回目,27.551000,24.489800,27.551000,21.428600
239回目,27.551000,23.711300,22.449000,28.571400
240回目,25.510200,28.571400,25.510200,23.469400
241回目,25.510200,26.530600,18.367300,24.742300
242回目,29.591800,26.530600,20.618600,24.742300
243回目,31.632700,20.408200,20.408200,25.510200
244回目,27.551000,24.489800,23.469400,26.530600
245回目,29.591800,23.469400,18.367300,21.428600
246回目,30.612200,29.591800,23.469400,23.469400
247回目,27.551000,19.387800,27.835100,24.742300
248回目,27.551000,28.571400,24.489800,25.510200
249回目,27.551000,28.571400,22.449000,23.469400
250回目,27.551000,26.530600,25.510200,23.469400
