SimTime,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,64.540600,396.407000,272.704000,121.832000
2回目,64.669600,399.291000,271.380000,122.009000
3回目,63.773600,393.188000,269.096000,121.544000
4回目,63.842800,395.983000,272.321000,122.486000
5回目,64.444000,400.971000,272.178000,121.360000
6回目,64.592100,393.421000,272.226000,122.306000
7回目,64.721300,396.396000,271.720000,120.829000
8回目,65.273300,396.302000,272.295000,123.503000
9回目,65.307500,395.894000,271.976000,121.385000
10回目,65.131500,394.933000,272.096000,123.053000
11回目,63.726800,397.319000,271.791000,122.861000
12回目,64.587900,397.500000,271.434000,122.015000
13回目,64.326500,396.701000,273.054000,122.312000
14回目,64.658700,393.649000,271.755000,122.941000
15回目,64.392500,396.497000,273.204000,122.924000
16回目,64.695400,394.831000,272.689000,120.962000
17回目,65.809200,393.314000,268.250000,122.785000
18回目,65.155000,395.969000,271.536000,121.799000
19回目,64.532300,403.602000,271.518000,123.350000
20回目,64.596200,405.087000,274.206000,124.130000
21回目,63.987400,389.138000,271.651000,123.598000
22回目,64.817900,398.677000,270.597000,122.634000
23回目,64.250000,394.474000,273.505000,121.655000
24回目,64.770800,392.902000,272.137000,122.163000
25回目,64.964900,399.504000,272.380000,122.532000
26回目,65.309000,393.504000,271.041000,123.016000
27回目,64.530400,395.478000,271.283000,122.158000
28回目,64.375300,398.643000,271.342000,123.020000
29回目,64.261700,394.178000,270.854000,123.283000
30回目,65.522300,394.255000,271.633000,123.528000
31回目,64.821200,396.834000,272.296000,122.151000
32回目,64.739800,399.678000,272.517000,122.446000
33回目,65.135100,401.737000,270.946000,121.851000
34回目,64.277200,400.489000,272.250000,121.452000
35回目,63.690100,398.756000,271.049000,121.874000
36回目,64.516100,398.420000,271.076000,121.780000
37回目,64.536200,396.327000,273.095000,121.747000
38回目,63.901900,397.843000,272.614000,123.156000
39回目,64.486500,395.852000,272.689000,122.959000
40回目,64.151600,400.162000,272.796000,122.031000
41回目,65.250100,400.761000,271.792000,121.850000
42回目,64.744500,397.167000,271.725000,121.111000
43回目,64.393700,403.863000,271.608000,120.829000
44回目,65.384000,393.251000,273.171000,122.490000
45回目,65.192100,400.267000,272.467000,123.070000
46回目,64.132200,402.930000,269.059000,121.342000
47回目,64.336200,398.560000,273.545000,122.771000
48回目,63.620500,399.610000,270.973000,128.096000
49回目,64.511000,399.744000,269.808000,122.471000
50回目,64.972200,397.027000,272.885000,120.807000
51回目,63.405400,401.969000,273.578000,122.993000
52回目,64.169700,393.968000,272.901000,123.264000
53回目,64.539200,398.257000,273.049000,120.611000
54回目,63.388200,400.503000,271.281000,122.509000
55回目,62.921800,397.918000,271.339000,122.326000
56回目,64.480400,397.008000,269.048000,122.827000
57回目,64.233700,398.167000,273.629000,121.633000
58回目,65.494600,392.761000,269.916000,122.790000
59回目,63.832800,402.557000,271.643000,121.655000
60回目,65.527200,397.080000,269.531000,121.305000
61回目,64.049700,397.315000,269.276000,122.696000
62回目,63.985700,399.510000,273.017000,121.373000
63回目,65.315200,395.172000,271.524000,122.139000
64回目,64.506700,395.552000,271.244000,122.578000
65回目,63.353400,396.199000,272.511000,121.153000
66回目,64.730100,393.677000,271.706000,122.774000
67回目,64.517900,397.373000,273.460000,122.099000
68回目,63.424900,395.826000,273.117000,123.633000
69回目,64.656300,395.627000,272.105000,123.116000
70回目,64.583600,399.991000,272.861000,122.438000
71回目,63.299300,398.135000,273.168000,122.379000
72回目,64.931900,399.847000,272.661000,122.771000
73回目,64.648500,395.774000,271.202000,123.215000
74回目,63.859100,393.717000,272.755000,122.157000
75回目,65.155500,389.766000,270.906000,123.643000
76回目,64.737900,398.259000,272.746000,122.112000
77回目,63.739700,393.882000,272.787000,121.962000
78回目,64.349400,395.990000,271.524000,122.147000
79回目,63.803500,396.906000,270.439000,122.068000
80回目,64.360800,393.688000,272.328000,124.102000
81回目,66.225300,392.022000,272.249000,124.354000
82回目,64.393200,396.235000,271.454000,122.643000
83回目,64.352200,399.595000,270.884000,122.544000
84回目,64.694900,399.750000,269.132000,121.941000
85回目,63.925100,400.835000,269.466000,123.700000
86回目,64.668100,394.338000,270.219000,121.914000
87回目,64.805800,399.267000,272.854000,123.005000
88回目,65.010600,395.624000,272.880000,122.763000
89回目,64.717400,397.521000,269.155000,121.542000
90回目,64.532200,399.119000,270.858000,121.810000
91回目,63.827300,395.899000,272.957000,122.503000
92回目,64.794400,403.166000,269.734000,122.593000
93回目,64.175700,390.815000,271.040000,122.623000
94回目,65.301700,396.817000,272.616000,120.721000
95回目,64.573400,399.013000,272.603000,123.165000
96回目,64.857500,392.969000,272.543000,122.421000
97回目,64.437700,398.038000,272.972000,121.589000
98回目,65.076200,399.468000,272.988000,122.451000
99回目,63.460900,396.395000,270.280000,122.157000
100回目,63.706500,396.796000,272.274000,122.205000
101回目,64.263000,401.117000,271.968000,123.172000
102回目,64.048800,396.025000,272.981000,122.032000
103回目,64.905700,401.736000,271.934000,121.867000
104回目,65.482600,396.918000,272.948000,120.612000
105回目,64.020800,394.101000,272.692000,122.548000
106回目,65.411700,397.390000,274.455000,123.152000
107回目,63.496100,408.670000,271.227000,121.468000
108回目,63.798000,399.179000,270.630000,123.834000
109回目,64.718700,399.464000,272.696000,122.051000
110回目,64.072900,398.881000,272.406000,122.659000
111回目,65.744300,396.024000,273.644000,122.828000
112回目,64.458400,393.009000,272.068000,121.693000
113回目,64.653600,395.067000,272.659000,122.324000
114回目,63.952100,399.912000,271.277000,123.014000
115回目,64.757900,400.047000,271.963000,122.866000
116回目,64.174800,397.814000,272.342000,120.246000
117回目,64.182400,397.359000,270.952000,121.906000
118回目,65.310800,400.452000,272.609000,121.877000
119回目,64.792900,399.254000,268.939000,122.632000
120回目,64.661100,401.467000,271.598000,123.060000
121回目,63.933900,395.311000,272.355000,122.521000
122回目,65.159100,399.010000,269.237000,121.673000
123回目,64.847600,396.170000,271.572000,121.808000
124回目,64.183300,397.184000,273.851000,122.408000
125回目,65.766900,393.466000,272.774000,122.305000
126回目,65.212500,396.269000,271.976000,121.570000
127回目,64.651800,396.390000,271.467000,121.877000
128回目,64.870200,400.617000,272.254000,122.929000
129回目,63.659800,392.222000,272.231000,122.194000
130回目,63.860800,403.219000,272.653000,120.936000
131回目,64.093000,392.247000,272.141000,124.331000
132回目,63.611500,393.579000,273.091000,122.866000
133回目,64.146900,397.580000,272.027000,123.020000
134回目,65.182000,390.826000,271.934000,121.301000
135回目,64.093900,396.004000,273.516000,124.530000
136回目,65.198200,398.500000,271.633000,122.756000
137回目,64.862100,395.734000,270.484000,121.670000
138回目,64.408000,397.186000,271.959000,122.689000
139回目,62.973200,394.683000,276.142000,123.420000
140回目,63.483900,404.005000,271.073000,121.038000
141回目,64.226200,397.122000,271.451000,122.517000
142回目,64.559200,394.505000,270.768000,122.449000
