HopNum,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,1.483870,1.578950,1.549300,1.537310
2回目,1.474580,1.522390,1.569440,1.537310
3回目,1.530300,1.544120,1.555560,1.530300
4回目,1.421050,1.545450,1.547950,1.537310
5回目,1.500000,1.492060,1.589740,1.583330
6回目,1.483870,1.563380,1.555560,1.537310
7回目,1.492310,1.492060,1.500000,1.492060
8回目,1.476190,1.552240,1.507690,1.537310
9回目,1.507460,1.586670,1.550720,1.523080
10回目,1.421050,1.575340,1.547950,1.544120
11回目,1.483870,1.555560,1.544120,1.492060
12回目,1.457630,1.565220,1.557140,1.544120
13回目,1.483870,1.563380,1.569440,1.530300
14回目,1.474580,1.538460,1.558820,1.558820
15回目,1.507460,1.552240,1.555560,1.544120
16回目,1.476190,1.545450,1.507690,1.523080
17回目,1.500000,1.575340,1.530300,1.523080
18回目,1.457630,1.552240,1.500000,1.583330
19回目,1.476190,1.565220,1.515620,1.537310
20回目,1.483870,1.565220,1.507690,1.583330
21回目,1.476190,1.545450,1.507690,1.515150
22回目,1.457630,1.545450,1.537310,1.583330
23回目,1.483870,1.565220,1.529410,1.492060
24回目,1.500000,1.545450,1.523080,1.515150
25回目,1.500000,1.555560,1.554050,1.583330
26回目,1.483870,1.565220,1.558820,1.583330
27回目,1.507460,1.538460,1.529410,1.492060
28回目,1.421050,1.492060,1.507690,1.558820
29回目,1.492310,1.586670,1.535210,1.523080
30回目,1.500000,1.565220,1.529410,1.523080
31回目,1.474580,1.578950,1.569440,1.515150
32回目,1.421050,1.578950,1.581080,1.492060
33回目,1.421050,1.555560,1.547950,1.523080
34回目,1.474580,1.552240,1.507690,1.583330
35回目,1.483870,1.578950,1.529410,1.558820
36回目,1.483870,1.552240,1.569440,1.492060
37回目,1.457630,1.565220,1.522390,1.530300
38回目,1.500000,1.563380,1.558820,1.523080
39回目,1.507460,1.545450,1.507690,1.558820
40回目,1.474580,1.586670,1.529410,1.515150
41回目,1.507460,1.545450,1.529410,1.583330
42回目,1.474580,1.555560,1.500000,1.544120
43回目,1.474580,1.545450,1.547950,1.537310
44回目,1.500000,1.492060,1.555560,1.523080
45回目,1.483870,1.563380,1.537310,1.515150
46回目,1.474580,1.563380,1.529410,1.537310
47回目,1.476190,1.565220,1.565220,1.583330
48回目,1.483870,1.552240,1.555560,1.523080
49回目,1.474580,1.563380,1.522390,1.523080
50回目,1.483870,1.565220,1.545450,1.583330
51回目,1.492310,1.571430,1.507690,1.515150
52回目,1.476190,1.575340,1.536230,1.537310
53回目,1.457630,1.545450,1.538460,1.537310
54回目,1.507460,1.538460,1.507690,1.523080
55回目,1.500000,1.575340,1.563380,1.583330
56回目,1.474580,1.538460,1.500000,1.583330
57回目,1.500000,1.544120,1.555560,1.558820
58回目,1.483870,1.545450,1.507690,1.537310
59回目,1.474580,1.578950,1.569440,1.523080
60回目,1.474580,1.578950,1.507690,1.530300
61回目,1.500000,1.552240,1.507690,1.544120
62回目,1.474580,1.575340,1.552240,1.583330
63回目,1.476190,1.565220,1.483330,1.537310
64回目,1.507460,1.552240,1.557140,1.544120
65回目,1.476190,1.555560,1.536230,1.492060
66回目,1.474580,1.544120,1.537310,1.544120
67回目,1.457630,1.552240,1.514710,1.523080
68回目,1.474580,1.571430,1.544120,1.544120
69回目,1.507460,1.545450,1.558820,1.523080
70回目,1.483870,1.538460,1.569440,1.492060
71回目,1.476190,1.552240,1.569440,1.537310
72回目,1.530300,1.563380,1.529410,1.492060
73回目,1.421050,1.492060,1.555560,1.492060
74回目,1.492310,1.552240,1.529410,1.515150
75回目,1.421050,1.555560,1.529410,1.558820
76回目,1.507460,1.544120,1.507690,1.530300
77回目,1.492310,1.552240,1.558820,1.530300
78回目,1.530300,1.492060,1.515150,1.583330
79回目,1.421050,1.602560,1.560000,1.583330
80回目,1.483870,1.545450,1.529410,1.583330
81回目,1.530300,1.565220,1.500000,1.583330
82回目,1.457630,1.545450,1.542860,1.515150
83回目,1.457630,1.555560,1.550720,1.583330
84回目,1.530300,1.575340,1.567160,1.544120
85回目,1.474580,1.565220,1.507690,1.583330
86回目,1.492310,1.545450,1.529410,1.515150
87回目,1.474580,1.565220,1.544120,1.492060
88回目,1.500000,1.552240,1.563380,1.523080
89回目,1.474580,1.555560,1.569440,1.523080
90回目,1.507460,1.538460,1.554050,1.583330
91回目,1.476190,1.565220,1.500000,1.523080
92回目,1.483870,1.575340,1.569440,1.492060
93回目,1.421050,1.563380,1.569440,1.558820
94回目,1.507460,1.555560,1.555560,1.530300
95回目,1.476190,1.552240,1.547950,1.537310
96回目,1.500000,1.552240,1.547950,1.537310
97回目,1.474580,1.563380,1.558820,1.523080
98回目,1.476190,1.575340,1.569440,1.583330
99回目,1.474580,1.552240,1.557140,1.558820
100回目,1.530300,1.565220,1.507690,1.515150
101回目,1.421050,1.545450,1.569440,1.515150
102回目,1.457630,1.586670,1.567570,1.537310
103回目,1.492310,1.492060,1.538460,1.492060
104回目,1.483870,1.555560,1.507690,1.523080
105回目,1.476190,1.586670,1.500000,1.537310
106回目,1.457630,1.552240,1.538460,1.583330
107回目,1.474580,1.492060,1.555560,1.523080
108回目,1.492310,1.563380,1.555560,1.530300
109回目,1.500000,1.538460,1.483330,1.537310
110回目,1.500000,1.538460,1.500000,1.583330
111回目,1.483870,1.538460,1.544120,1.530300
112回目,1.483870,1.552240,1.569440,1.530300
113回目,1.474580,1.563380,1.563380,1.558820
114回目,1.483870,1.492060,1.550720,1.558820
115回目,1.474580,1.563380,1.529410,1.515150
116回目,1.507460,1.545450,1.500000,1.515150
117回目,1.457630,1.575340,1.528570,1.544120
118回目,1.483870,1.545450,1.529410,1.523080
119回目,1.474580,1.575340,1.522390,1.515150
120回目,1.457630,1.563380,1.507690,1.530300
121回目,1.474580,1.552240,1.529410,1.537310
122回目,1.457630,1.545450,1.507690,1.583330
123回目,1.530300,1.565220,1.560000,1.558820
124回目,1.474580,1.538460,1.558820,1.523080
125回目,1.457630,1.565220,1.549300,1.515150
126回目,1.530300,1.492060,1.555560,1.537310
127回目,1.500000,1.586670,1.537310,1.523080
128回目,1.530300,1.563380,1.558820,1.523080
129回目,1.457630,1.563380,1.530300,1.530300
130回目,1.507460,1.552240,1.537310,1.492060
131回目,1.476190,1.563380,1.542860,1.515150
132回目,1.474580,1.575340,1.500000,1.492060
133回目,1.457630,1.575340,1.555560,1.583330
134回目,1.530300,1.555560,1.569440,1.583330
135回目,1.483870,1.492060,1.544120,1.492060
136回目,1.474580,1.545450,1.557140,1.515150
137回目,1.474580,1.586670,1.507690,1.583330
138回目,1.421050,1.571430,1.538460,1.515150
139回目,1.483870,1.565220,1.529410,1.558820
140回目,1.421050,1.602560,1.558820,1.558820
141回目,1.483870,1.563380,1.515150,1.523080
142回目,1.507460,1.544120,1.500000,1.544120
143回目,1.483870,1.563380,1.521740,1.544120
144回目,1.421050,1.552240,1.569440,1.537310
145回目,1.530300,1.492060,1.537310,1.583330
146回目,1.483870,1.538460,1.544120,1.583330
147回目,1.457630,1.563380,1.555560,1.558820
148回目,1.492310,1.571430,1.544120,1.583330
149回目,1.457630,1.586670,1.547950,1.537310
150回目,1.474580,1.586670,1.544120,1.523080
151回目,1.474580,1.538460,1.569230,1.537310
152回目,1.421050,1.586670,1.549300,1.558820
153回目,1.530300,1.555560,1.544120,1.530300
154回目,1.421050,1.544120,1.507690,1.530300
155回目,1.421050,1.571430,1.544120,1.558820
156回目,1.476190,1.545450,1.555560,1.583330
157回目,1.474580,1.565220,1.536230,1.523080
158回目,1.500000,1.552240,1.569440,1.515150
159回目,1.500000,1.565220,1.555560,1.530300
160回目,1.474580,1.565220,1.558820,1.515150
161回目,1.474580,1.538460,1.558820,1.537310
