Delay,GPSR,NGPSR,NPGPSR,NDGPSR
54回目,2.386190,2.091160,2.315300,33.982000
55回目,2.842540,2.224620,2.607400,2.947870
56回目,2.310910,17.616700,2.141360,2.882460
57回目,2.842540,2.537800,16.163800,17.027100
58回目,18.628600,32.775100,17.819800,2.979030
59回目,2.310910,29.347100,2.316040,33.982000
60回目,2.310910,29.347100,17.819800,2.617940
61回目,2.842540,2.260320,2.315300,3.017980
62回目,36.405700,2.224620,17.800500,2.882460
63回目,49.612300,2.740640,2.489740,17.087500
64回目,2.386190,2.260320,2.677120,3.017980
65回目,49.612300,30.811200,2.165950,18.029600
66回目,2.310910,2.537800,2.848940,3.017980
67回目,2.257100,2.260320,2.695400,18.045900
68回目,36.405700,16.920500,2.498340,3.017980
69回目,2.386190,18.108700,16.866600,33.982000
70回目,18.628600,2.091160,16.555300,18.029600
71回目,49.612300,2.252440,2.316040,2.979030
72回目,17.598100,2.831090,2.143220,18.029600
73回目,19.504800,2.247190,2.841890,18.029600
74回目,2.893260,2.260320,3.281000,17.975800
75回目,19.504800,30.811200,2.471740,17.027100
76回目,2.386190,2.537800,17.819800,2.617940
77回目,2.893260,2.260320,17.453500,2.617940
78回目,17.598100,2.247190,2.738780,2.947870
79回目,19.504800,15.232100,2.838470,2.947870
80回目,18.628600,18.108700,2.471740,2.882460
81回目,17.598100,2.740640,17.656800,2.882460
82回目,2.257100,18.108700,3.248290,17.975800
83回目,2.257100,30.811200,2.221800,2.947870
84回目,17.598100,2.224620,17.141300,3.017980
85回目,36.405700,2.740640,2.315300,2.947870
86回目,2.893260,18.108700,3.281000,17.975800
87回目,36.405700,2.740640,2.498340,18.029600
88回目,2.842540,2.260320,31.035800,33.982000
89回目,2.310910,30.811200,2.316040,33.982000
90回目,2.386190,17.616700,2.208440,2.882460
91回目,49.612300,2.740640,2.141360,33.982000
92回目,67.723400,2.224620,15.934100,18.029600
93回目,19.504800,17.214600,2.626070,17.027100
94回目,2.386190,30.811200,15.665100,2.617940
95回目,49.612300,2.252440,2.220790,2.979030
96回目,2.842540,2.260320,2.272620,2.979030
97回目,36.405700,2.831090,16.994200,33.982000
98回目,49.612300,2.224620,2.316040,2.882460
99回目,2.310910,2.260320,16.908100,17.027100
100回目,17.598100,2.740640,17.634500,17.975800
101回目,19.504800,18.108700,16.555300,17.975800
102回目,2.257100,2.359660,16.801400,2.979030
103回目,2.893260,2.246510,2.097710,18.029600
104回目,67.723400,30.811200,2.315300,18.045900
105回目,49.612300,2.359660,2.141360,2.979030
106回目,2.257100,2.252440,2.588780,2.882460
107回目,2.310910,2.247190,2.841890,18.045900
108回目,2.893260,17.214600,2.841890,2.617940
109回目,2.842540,17.616700,19.093500,2.979030
110回目,2.842540,2.091160,2.141360,2.947870
111回目,18.628600,2.091160,2.498340,2.617940
112回目,67.723400,2.260320,2.316040,2.617940
113回目,2.310910,17.214600,16.774600,17.027100
114回目,18.628600,2.246510,2.099030,17.027100
115回目,36.405700,17.214600,2.471740,17.975800
116回目,2.386190,18.108700,2.141360,17.975800
117回目,2.257100,2.224620,2.993090,3.017980
118回目,67.723400,32.775100,2.471740,18.045900
119回目,2.310910,2.224620,17.314900,17.975800
120回目,2.257100,2.831090,2.315300,2.617940
121回目,2.310910,2.260320,2.400250,2.979030
122回目,2.257100,18.108700,2.315300,2.947870
123回目,17.598100,2.740640,2.838470,17.027100
124回目,36.405700,17.616700,16.866600,33.982000
125回目,2.257100,2.736740,2.145150,17.975800
126回目,17.598100,2.247190,2.841890,17.087500
127回目,2.842540,2.359660,2.225030,18.045900
128回目,17.598100,17.214600,16.866600,33.982000
129回目,2.257100,17.214600,2.318650,2.617940
130回目,2.386190,2.252440,18.122100,18.029600
131回目,49.612300,17.214600,2.295840,17.975800
132回目,36.405700,2.224620,33.828200,18.029600
133回目,2.257100,2.224620,3.235450,2.947870
134回目,17.598100,30.811200,16.555300,2.947870
135回目,67.723400,2.247190,2.498340,18.029600
136回目,36.405700,18.108700,2.767200,17.975800
137回目,2.310910,2.359660,2.315300,2.947870
138回目,19.504800,16.920500,18.206700,17.975800
139回目,67.723400,2.817940,3.281000,17.027100
140回目,19.504800,15.232100,16.866600,17.027100
141回目,18.628600,17.214600,2.927060,33.982000
142回目,2.386190,2.537800,2.141360,3.017980
143回目,18.628600,17.214600,1.971280,3.017980
144回目,19.504800,2.260320,16.555300,2.979030
145回目,17.598100,2.247190,2.322240,2.882460
146回目,67.723400,17.616700,2.617240,2.882460
147回目,2.257100,17.214600,2.841890,17.027100
148回目,2.893260,16.920500,2.498340,2.882460
149回目,2.257100,2.359660,2.220790,17.087500
150回目,2.310910,2.359660,2.498340,18.045900
151回目,2.310910,2.091160,3.315870,2.979030
152回目,19.504800,2.359660,2.778370,17.027100
153回目,17.598100,30.811200,2.498340,2.617940
154回目,19.504800,2.537800,2.315300,2.617940
155回目,19.504800,16.920500,2.498340,17.027100
156回目,49.612300,18.108700,2.841890,2.882460
157回目,36.405700,2.740640,2.658370,18.045900
158回目,2.842540,2.260320,16.719900,17.975800
159回目,2.842540,2.740640,2.841890,2.617940
160回目,36.405700,2.740640,16.866600,17.975800
161回目,36.405700,17.616700,16.866600,2.979030
162回目,2.257100,2.252440,2.315300,18.029600
163回目,2.257100,30.811200,2.220790,2.617940
164回目,36.405700,15.232100,16.866600,17.087500
165回目,18.628600,2.247190,2.099030,3.017980
166回目,2.842540,2.740640,2.984000,2.979030
167回目,2.842540,17.616700,2.271050,17.027100
168回目,36.405700,29.347100,18.048400,18.045900
169回目,2.386190,2.537800,2.416970,3.017980
170回目,18.628600,2.359660,2.318940,18.029600
171回目,18.628600,17.214600,16.555300,2.617940
172回目,2.842540,17.214600,2.220790,3.017980
173回目,67.723400,2.246510,16.866600,18.029600
174回目,18.628600,2.247190,2.493590,17.087500
175回目,2.257100,2.246510,16.866600,2.947870
176回目,2.893260,2.247190,3.097360,3.017980
177回目,2.842540,2.260320,17.913300,17.975800
178回目,2.893260,30.811200,16.866600,2.882460
179回目,2.386190,2.817940,2.315300,2.617940
180回目,2.310910,92.623000,17.819800,17.087500
181回目,18.628600,2.537800,3.281000,3.017980
182回目,2.386190,17.214600,17.018700,18.029600
183回目,36.405700,2.740640,16.866600,2.882460
184回目,2.386190,2.359660,17.808800,17.975800
185回目,19.504800,2.231860,2.553240,2.979030
186回目,36.405700,30.811200,2.471740,17.027100
187回目,2.257100,2.224620,16.866600,17.027100
188回目,2.257100,17.214600,2.221800,17.087500
189回目,36.405700,2.224620,16.555300,2.979030
190回目,49.612300,17.616700,2.088500,3.017980
191回目,49.612300,2.359660,16.555300,33.982000
192回目,36.405700,29.347100,3.020470,17.087500
193回目,36.405700,2.831090,2.471740,17.975800
194回目,2.310910,2.224620,2.220790,2.947870
195回目,2.842540,2.260320,2.315300,2.617940
196回目,2.257100,17.214600,17.585800,2.882460
197回目,67.723400,2.247190,2.514560,3.017980
198回目,36.405700,18.108700,2.268320,2.979030
199回目,49.612300,2.247190,17.384400,2.947870
200回目,17.598100,2.246510,2.850310,2.979030
201回目,18.628600,18.108700,2.278490,2.947870
202回目,18.628600,17.214600,2.152720,2.882460
203回目,17.598100,32.775100,2.431140,2.947870
204回目,2.257100,92.623000,2.471740,2.617940
205回目,67.723400,17.616700,2.498340,33.982000
206回目,2.842540,30.811200,17.504600,2.617940
207回目,17.598100,2.260320,2.683590,18.029600
208回目,19.504800,2.231860,2.800890,2.947870
209回目,2.386190,17.214600,2.749390,18.045900
210回目,67.723400,2.537800,2.316040,2.979030
211回目,17.598100,2.740640,16.859500,17.975800
212回目,18.628600,2.537800,16.866600,18.045900
213回目,2.310910,2.537800,16.866600,18.029600
214回目,2.893260,18.108700,2.841890,2.979030
215回目,2.310910,2.736740,2.841890,2.882460
216回目,49.612300,2.740640,2.841890,18.029600
217回目,19.504800,2.831090,16.555300,17.975800
218回目,36.405700,2.831090,2.367360,2.947870
219回目,19.504800,2.247190,16.555300,2.979030
220回目,2.893260,2.224620,2.841890,18.045900
221回目,49.612300,30.811200,17.819800,2.882460
222回目,2.842540,2.231860,17.771500,17.027100
223回目,2.842540,30.811200,2.498340,17.975800
224回目,67.723400,30.811200,16.098800,18.045900
225回目,2.893260,2.359660,16.555300,3.017980
226回目,2.257100,2.224620,2.470970,2.617940
227回目,49.612300,2.537800,17.631500,17.975800
228回目,2.257100,2.817940,2.932110,17.027100
229回目,2.386190,2.359660,16.866600,3.017980
230回目,19.504800,17.616700,2.778370,17.027100
231回目,18.628600,17.214600,16.317600,33.982000
232回目,2.386190,2.252440,2.841890,2.979030
233回目,2.842540,2.224620,16.343500,2.947870
234回目,2.893260,2.740640,2.141360,17.975800
235回目,36.405700,2.817940,17.819800,17.975800
236回目,67.723400,2.537800,18.403500,18.029600
237回目,49.612300,2.817940,3.281000,2.947870
238回目,18.628600,16.920500,2.315300,2.882460
239回目,67.723400,32.775100,16.555300,33.982000
240回目,49.612300,2.247190,3.003890,17.087500
241回目,2.893260,2.736740,2.279750,17.975800
242回目,2.842540,2.740640,2.220790,17.975800
243回目,2.257100,2.224620,2.841890,2.617940
244回目,18.628600,17.616700,2.279570,18.029600
245回目,2.842540,2.817940,2.240640,2.882460
246回目,2.310910,2.231860,2.498340,17.027100
247回目,18.628600,2.359660,3.053080,17.975800
248回目,18.628600,2.246510,2.281930,2.617940
249回目,67.723400,2.247190,2.558030,17.027100
250回目,67.723400,2.091160,17.819800,17.087500
