PDR,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,63.265300,77.551000,72.449000,68.367300
2回目,60.204100,68.367300,73.469400,68.367300
3回目,67.346900,69.387800,73.469400,67.346900
4回目,58.762900,68.041200,75.257700,68.367300
5回目,63.265300,64.285700,79.591800,73.469400
6回目,63.265300,72.449000,73.469400,68.367300
7回目,66.326500,64.285700,65.306100,64.285700
8回目,64.285700,68.367300,66.326500,68.367300
9回目,68.367300,76.530600,70.408200,66.326500
10回目,58.762900,74.489800,75.257700,69.387800
11回目,63.265300,73.469400,69.387800,64.285700
12回目,60.204100,70.408200,71.428600,69.387800
13回目,63.265300,72.449000,73.469400,67.346900
14回目,60.204100,66.326500,69.387800,69.387800
15回目,68.367300,68.367300,73.469400,69.387800
16回目,64.285700,68.041200,66.326500,66.326500
17回目,63.265300,74.489800,67.346900,66.326500
18回目,60.204100,68.367300,65.306100,73.469400
19回目,64.285700,70.408200,65.306100,68.367300
20回目,63.265300,70.408200,66.326500,73.469400
21回目,64.285700,68.041200,66.326500,68.041200
22回目,60.204100,68.041200,68.367300,73.469400
23回目,63.265300,70.408200,69.387800,64.285700
24回目,63.265300,68.041200,66.326500,68.041200
25回目,63.265300,73.469400,76.288700,73.469400
26回目,63.265300,70.408200,69.387800,73.469400
27回目,68.367300,66.326500,69.387800,64.285700
28回目,58.762900,64.285700,66.326500,69.387800
29回目,66.326500,76.530600,72.449000,66.326500
30回目,63.265300,70.408200,69.387800,66.326500
31回目,60.204100,77.551000,73.469400,68.041200
32回目,58.762900,77.551000,75.510200,64.285700
33回目,58.762900,73.469400,75.257700,66.326500
34回目,60.204100,68.367300,66.326500,73.469400
35回目,63.265300,77.551000,69.387800,69.387800
36回目,63.265300,68.367300,73.469400,64.285700
37回目,60.204100,70.408200,68.367300,67.346900
38回目,63.265300,72.449000,69.387800,66.326500
39回目,68.367300,68.041200,66.326500,69.387800
40回目,60.204100,76.530600,69.387800,68.041200
41回目,68.367300,68.041200,69.387800,73.469400
42回目,60.204100,73.469400,63.265300,69.387800
43回目,60.204100,68.041200,75.257700,68.367300
44回目,63.265300,64.285700,73.469400,66.326500
45回目,63.265300,72.449000,68.367300,68.041200
46回目,60.204100,72.449000,69.387800,68.367300
47回目,64.285700,70.408200,70.408200,73.469400
