Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,3549227.000000,8690565.000000,7768171.000000,7801242.000000
2回目,3521327.000000,8742453.000000,7782347.000000,7752444.000000
3回目,3549227.000000,8741605.000000,7752419.000000,7780496.000000
4回目,3535457.000000,8702447.000000,7764283.000000,7782892.000000
5回目,3545935.000000,8761661.000000,7788061.000000,7782892.000000
6回目,3521327.000000,8761690.000000,7812997.000000,7768010.000000
7回目,3545935.000000,8671966.000000,7768429.000000,7782892.000000
8回目,3567321.000000,8740277.000000,7805265.000000,7768010.000000
9回目,3521327.000000,8707972.000000,7778157.000000,7771414.000000
10回目,3534097.000000,8707972.000000,7801307.000000,7801242.000000
11回目,3545935.000000,8776086.000000,7792845.000000,7768010.000000
12回目,3545935.000000,8706644.000000,7798637.000000,7771414.000000
13回目,3534097.000000,8762777.000000,7785109.000000,7771414.000000
14回目,3551383.000000,8712580.000000,7787761.000000,7770892.000000
15回目,3521327.000000,8707972.000000,7767379.000000,7801242.000000
16回目,3549227.000000,8706644.000000,7769161.000000,7780496.000000
17回目,3535457.000000,8732671.000000,7732495.000000,7723424.000000
18回目,3601691.000000,8707972.000000,7777231.000000,7770892.000000
19回目,3545935.000000,8672842.000000,7776955.000000,7738088.000000
20回目,3535457.000000,8693790.000000,7758265.000000,7768010.000000
21回目,3535457.000000,8746213.000000,7691253.000000,7768010.000000
22回目,3591851.000000,8699038.000000,7791561.000000,7756554.000000
23回目,3534097.000000,8671966.000000,7781379.000000,7780496.000000
24回目,3545195.000000,8727423.000000,7762821.000000,7723424.000000
25回目,3591851.000000,8714483.000000,7791017.000000,7771414.000000
26回目,3591851.000000,8740277.000000,7804377.000000,7801242.000000
27回目,3521327.000000,8694424.000000,7756467.000000,7752444.000000
28回目,3545195.000000,8680850.000000,7767317.000000,7752444.000000
29回目,3521327.000000,8728057.000000,7814421.000000,7723424.000000
30回目,3535457.000000,8729144.000000,7774619.000000,7801242.000000
31回目,3601691.000000,8700041.000000,7776239.000000,7771414.000000
32回目,3551383.000000,8714483.000000,7776187.000000,7782892.000000
33回目,3521327.000000,8690607.000000,7698551.000000,7738088.000000
34回目,3549227.000000,8690607.000000,7824371.000000,7770892.000000
35回目,3551383.000000,8588783.000000,7764321.000000,7738088.000000
36回目,3567321.000000,8728028.000000,7815587.000000,7770892.000000
37回目,3545935.000000,8683371.000000,7769153.000000,7738088.000000
38回目,3601691.000000,8714483.000000,7802473.000000,7771414.000000
39回目,3575813.000000,8588783.000000,7762949.000000,7782892.000000
40回目,3534097.000000,8727423.000000,7777339.000000,7752444.000000
41回目,3521327.000000,8740277.000000,7782311.000000,7752444.000000
42回目,3591851.000000,8683371.000000,7791701.000000,7723424.000000
43回目,3575813.000000,8694424.000000,7700515.000000,7768010.000000
44回目,3601691.000000,8680850.000000,7759343.000000,7768010.000000
45回目,3575813.000000,8693790.000000,7777131.000000,7770892.000000
46回目,3545935.000000,8700041.000000,7846979.000000,7780496.000000
47回目,3521327.000000,8717051.000000,7752705.000000,7756554.000000
48回目,3591851.000000,8776086.000000,7791645.000000,7738088.000000
49回目,3575813.000000,8748116.000000,7766411.000000,7711652.000000
50回目,3545195.000000,8727423.000000,7711947.000000,7711652.000000
51回目,3575813.000000,8773910.000000,7787605.000000,7756554.000000
52回目,3591851.000000,8728028.000000,7757065.000000,7782892.000000
53回目,3591851.000000,8705599.000000,7741441.000000,7723424.000000
54回目,3591851.000000,8706475.000000,7760217.000000,7756554.000000
55回目,3575813.000000,8717051.000000,7758899.000000,7801242.000000
56回目,3545935.000000,8706475.000000,7760253.000000,7782892.000000
57回目,3535457.000000,8706475.000000,7766671.000000,7723424.000000
58回目,3549227.000000,8693790.000000,7764759.000000,7771414.000000
59回目,3551383.000000,8671966.000000,7755027.000000,7723424.000000
60回目,3534097.000000,8761661.000000,7760745.000000,7771414.000000
61回目,3591851.000000,8693790.000000,7806371.000000,7752444.000000
62回目,3551383.000000,8732671.000000,7793217.000000,7756554.000000
63回目,3567321.000000,8740277.000000,7865557.000000,7771414.000000
64回目,3534097.000000,8746213.000000,7768107.000000,7770892.000000
65回目,3534097.000000,8717051.000000,7758035.000000,7782892.000000
66回目,3591851.000000,8742453.000000,7737955.000000,7801242.000000
67回目,3591851.000000,8766304.000000,7817389.000000,7780496.000000
