HopNum,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,1.909470,1.958490,1.966040,1.957200
2回目,1.923080,1.989010,1.961540,1.950760
3回目,1.909470,1.970260,1.969470,1.961090
4回目,1.932490,1.950940,1.965250,1.961390
5回目,1.922760,1.984790,1.941630,1.961390
6回目,1.923080,1.970150,1.953670,1.949810
7回目,1.922760,1.985240,1.957850,1.961390
8回目,1.934430,1.981200,1.953120,1.949810
9回目,1.923080,1.970260,1.961540,1.949420
10回目,1.916670,1.970260,1.958020,1.957200
11回目,1.922760,1.989010,1.964980,1.949810
12回目,1.922760,1.981200,1.932540,1.949420
13回目,1.916670,1.970040,1.977440,1.949420
14回目,1.916670,1.974170,1.936000,1.977190
15回目,1.923080,1.970260,1.953490,1.957200
16回目,1.909470,1.981200,1.946770,1.961090
17回目,1.932490,1.966420,1.973680,1.988850
18回目,1.904760,1.970260,1.961980,1.977190
19回目,1.922760,1.954370,1.996230,1.961830
20回目,1.932490,1.989090,1.981340,1.949810
21回目,1.932490,1.974170,1.970480,1.949810
22回目,1.897870,1.966420,1.954200,1.958490
23回目,1.916670,1.985240,1.954370,1.961090
24回目,1.929460,1.989090,1.973580,1.988850
25回目,1.897870,1.989210,1.964840,1.949420
26回目,1.897870,1.981200,1.972760,1.957200
27回目,1.923080,1.970150,1.974170,1.950760
28回目,1.929460,1.989210,1.950000,1.950760
29回目,1.923080,1.970150,1.957030,1.988850
30回目,1.932490,1.970040,1.954370,1.957200
31回目,1.904760,1.965910,1.980920,1.949420
32回目,1.916670,1.989210,1.954200,1.961390
33回目,1.923080,1.977610,1.965120,1.961830
34回目,1.909470,1.977610,1.964710,1.977190
35回目,1.916670,1.988720,1.954020,1.961830
36回目,1.934430,1.984790,1.942080,1.977190
37回目,1.922760,1.973780,1.958020,1.961830
38回目,1.904760,1.989210,1.949420,1.949420
39回目,1.907170,1.988720,1.954550,1.961390
40回目,1.916670,1.989090,1.969700,1.950760
41回目,1.923080,1.981200,1.961690,1.950760
42回目,1.897870,1.973780,1.961390,1.988850
