Memory,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,76784.000000,78256.000000,254400.000000,151252.000000
2回目,77024.000000,77996.000000,254460.000000,151440.000000
3回目,77132.000000,78208.000000,254248.000000,151440.000000
4回目,76784.000000,78124.000000,254100.000000,151188.000000
5回目,77132.000000,78300.000000,254388.000000,151620.000000
6回目,77228.000000,77828.000000,254544.000000,150800.000000
7回目,76892.000000,78072.000000,254252.000000,151448.000000
8回目,77176.000000,77856.000000,254608.000000,151448.000000
9回目,77388.000000,78420.000000,254420.000000,151564.000000
10回目,77476.000000,78128.000000,254412.000000,151208.000000
11回目,77008.000000,77872.000000,254376.000000,151224.000000
12回目,76756.000000,78380.000000,253904.000000,151584.000000
13回目,77292.000000,78236.000000,254384.000000,151436.000000
14回目,76880.000000,77956.000000,254160.000000,151672.000000
15回目,77228.000000,78128.000000,254320.000000,150928.000000
16回目,77152.000000,77868.000000,253952.000000,151540.000000
17回目,76648.000000,78272.000000,254268.000000,151588.000000
18回目,77132.000000,78432.000000,254044.000000,151572.000000
19回目,77136.000000,78176.000000,254128.000000,151348.000000
20回目,77040.000000,78160.000000,254100.000000,151384.000000
21回目,77116.000000,77924.000000,254652.000000,151224.000000
22回目,77116.000000,78312.000000,254456.000000,151684.000000
23回目,77164.000000,77888.000000,254440.000000,150896.000000
24回目,76740.000000,78124.000000,254260.000000,151588.000000
25回目,76860.000000,78364.000000,253996.000000,151464.000000
26回目,76996.000000,78416.000000,253996.000000,151680.000000
27回目,77032.000000,77964.000000,254152.000000,151560.000000
28回目,77344.000000,78340.000000,254104.000000,151224.000000
29回目,77140.000000,78340.000000,254692.000000,151236.000000
30回目,77176.000000,78352.000000,254204.000000,151576.000000
31回目,76912.000000,78240.000000,254432.000000,151676.000000
32回目,77196.000000,78228.000000,254452.000000,151468.000000
33回目,77224.000000,78360.000000,254080.000000,151588.000000
34回目,76976.000000,78376.000000,254276.000000,151256.000000
35回目,77188.000000,78312.000000,254284.000000,151156.000000
36回目,77120.000000,78160.000000,254132.000000,151484.000000
37回目,77148.000000,77880.000000,254364.000000,151192.000000
38回目,76912.000000,77840.000000,253924.000000,151472.000000
39回目,77276.000000,78420.000000,254056.000000,151580.000000
40回目,77388.000000,78112.000000,254052.000000,151264.000000
41回目,77172.000000,77900.000000,254432.000000,151172.000000
42回目,77028.000000,77748.000000,254348.000000,151604.000000
43回目,76916.000000,78104.000000,254368.000000,151312.000000
44回目,76784.000000,78108.000000,254040.000000,151396.000000
45回目,77384.000000,78068.000000,253884.000000,151476.000000
46回目,77200.000000,78260.000000,254412.000000,151600.000000
47回目,77380.000000,77880.000000,254332.000000,151388.000000
48回目,77144.000000,77876.000000,254376.000000,151448.000000
49回目,77032.000000,77900.000000,254156.000000,151316.000000
50回目,76892.000000,78044.000000,254276.000000,151484.000000
51回目,76892.000000,77928.000000,253888.000000,151420.000000
52回目,76916.000000,77932.000000,254296.000000,151248.000000
53回目,77140.000000,78236.000000,253964.000000,151604.000000
54回目,76924.000000,78248.000000,254044.000000,151192.000000
55回目,76992.000000,78140.000000,253820.000000,151580.000000
56回目,76996.000000,78152.000000,254372.000000,151392.000000
57回目,77040.000000,77972.000000,253964.000000,151324.000000
58回目,76784.000000,77992.000000,254596.000000,151220.000000
59回目,77128.000000,77960.000000,254096.000000,151228.000000
60回目,76776.000000,77848.000000,254304.000000,151672.000000
61回目,77300.000000,78308.000000,254568.000000,151580.000000
62回目,77220.000000,77884.000000,254316.000000,151160.000000
63回目,77136.000000,77964.000000,254516.000000,151684.000000
64回目,77384.000000,77812.000000,253916.000000,151572.000000
65回目,77128.000000,77936.000000,254232.000000,151484.000000
66回目,77340.000000,77872.000000,254340.000000,151316.000000
67回目,77072.000000,78420.000000,254508.000000,151324.000000
68回目,77044.000000,78124.000000,254300.000000,151312.000000
69回目,77124.000000,78360.000000,254124.000000,151448.000000
70回目,77004.000000,78232.000000,254204.000000,151604.000000
71回目,76628.000000,78236.000000,254260.000000,151580.000000
72回目,76900.000000,77840.000000,253908.000000,151384.000000
73回目,77380.000000,78072.000000,254088.000000,151676.000000
74回目,76892.000000,78376.000000,254392.000000,151316.000000
75回目,76816.000000,78072.000000,254140.000000,151600.000000
76回目,77140.000000,78112.000000,254180.000000,151680.000000
77回目,76920.000000,78232.000000,254124.000000,151540.000000
78回目,77096.000000,77840.000000,254176.000000,151592.000000
79回目,77220.000000,78272.000000,254316.000000,151392.000000
80回目,77040.000000,78108.000000,254296.000000,151388.000000
81回目,77136.000000,78232.000000,253940.000000,151552.000000
82回目,76916.000000,78440.000000,254020.000000,151312.000000
83回目,77360.000000,77952.000000,254476.000000,151316.000000
84回目,77312.000000,78208.000000,254404.000000,151468.000000
85回目,77140.000000,77940.000000,254404.000000,151604.000000
