Memory,GPSR,NGPSR,NPGPSR,NDGPSR
86回目,76660.000000,78448.000000,253764.000000,150900.000000
87回目,77072.000000,78164.000000,254480.000000,151280.000000
88回目,77216.000000,77960.000000,254436.000000,150924.000000
89回目,76648.000000,78420.000000,254224.000000,151520.000000
90回目,76872.000000,77996.000000,254284.000000,150888.000000
91回目,77308.000000,78424.000000,254176.000000,151580.000000
92回目,76888.000000,77948.000000,254400.000000,151432.000000
93回目,77284.000000,78152.000000,254412.000000,151444.000000
94回目,77108.000000,77896.000000,254584.000000,151104.000000
95回目,77044.000000,77928.000000,254388.000000,151568.000000
96回目,77060.000000,78264.000000,254516.000000,151584.000000
97回目,76944.000000,78228.000000,254264.000000,151188.000000
98回目,77132.000000,78048.000000,254416.000000,151428.000000
99回目,76732.000000,78124.000000,254124.000000,151428.000000
100回目,77208.000000,78240.000000,254436.000000,151580.000000
101回目,76928.000000,78428.000000,254216.000000,151532.000000
102回目,77040.000000,78352.000000,254200.000000,151164.000000
103回目,76940.000000,78440.000000,254316.000000,151444.000000
104回目,76904.000000,78384.000000,253924.000000,151596.000000
105回目,77380.000000,77860.000000,254280.000000,151240.000000
106回目,76920.000000,77844.000000,254232.000000,151444.000000
107回目,77120.000000,78084.000000,254344.000000,151412.000000
108回目,77324.000000,77976.000000,254424.000000,151592.000000
109回目,77072.000000,77924.000000,253908.000000,151192.000000
110回目,77164.000000,78136.000000,253912.000000,151588.000000
111回目,76960.000000,77880.000000,254292.000000,151420.000000
112回目,77316.000000,77884.000000,254352.000000,151412.000000
113回目,77120.000000,78308.000000,253736.000000,151568.000000
114回目,77316.000000,78304.000000,254176.000000,151188.000000
115回目,76896.000000,78204.000000,254208.000000,151312.000000
116回目,77116.000000,78232.000000,254468.000000,151656.000000
117回目,77344.000000,78360.000000,254252.000000,151316.000000
118回目,76812.000000,77952.000000,254316.000000,151236.000000
119回目,76624.000000,78412.000000,254128.000000,151428.000000
120回目,76896.000000,77936.000000,253940.000000,151660.000000
121回目,77092.000000,78200.000000,254212.000000,151444.000000
122回目,77256.000000,78128.000000,253952.000000,151236.000000
123回目,76880.000000,78432.000000,253940.000000,151356.000000
124回目,77312.000000,78148.000000,253992.000000,151568.000000
125回目,77140.000000,78188.000000,254208.000000,151244.000000
126回目,77008.000000,78208.000000,253952.000000,151508.000000
127回目,76932.000000,77808.000000,254428.000000,151684.000000
128回目,76940.000000,78084.000000,254072.000000,151400.000000
129回目,76996.000000,77812.000000,254168.000000,151192.000000
130回目,77136.000000,77836.000000,254140.000000,151356.000000
131回目,77096.000000,78256.000000,254424.000000,151568.000000
132回目,77204.000000,78064.000000,253920.000000,151448.000000
133回目,76916.000000,78456.000000,254396.000000,151392.000000
134回目,76892.000000,78420.000000,254692.000000,151024.000000
135回目,77240.000000,78344.000000,254360.000000,151388.000000
136回目,77392.000000,78432.000000,254296.000000,151436.000000
137回目,77004.000000,78428.000000,254188.000000,151348.000000
138回目,77024.000000,78284.000000,254424.000000,151348.000000
139回目,76964.000000,78140.000000,254404.000000,151512.000000
140回目,77208.000000,78368.000000,254444.000000,151192.000000
141回目,76916.000000,77916.000000,253780.000000,151380.000000
142回目,76872.000000,78168.000000,254144.000000,151352.000000
143回目,77224.000000,78188.000000,254392.000000,151280.000000
144回目,77224.000000,78280.000000,254460.000000,151256.000000
145回目,77224.000000,78404.000000,254016.000000,151316.000000
146回目,77312.000000,77816.000000,254448.000000,151432.000000
147回目,77008.000000,78128.000000,254012.000000,151212.000000
148回目,76996.000000,78404.000000,254340.000000,151472.000000
149回目,76996.000000,77848.000000,254128.000000,151224.000000
150回目,77172.000000,77764.000000,254576.000000,151160.000000
151回目,77136.000000,77844.000000,254448.000000,151412.000000
152回目,77004.000000,78140.000000,254320.000000,151384.000000
153回目,77292.000000,78068.000000,254624.000000,151316.000000
154回目,77048.000000,78416.000000,254348.000000,151252.000000
155回目,77224.000000,78160.000000,253772.000000,151460.000000
156回目,77152.000000,77952.000000,254080.000000,151244.000000
157回目,76932.000000,77908.000000,254404.000000,151584.000000
158回目,77032.000000,78456.000000,254400.000000,151568.000000
159回目,76904.000000,78216.000000,254212.000000,151328.000000
160回目,77208.000000,78196.000000,254268.000000,151580.000000
161回目,76652.000000,77948.000000,253976.000000,151600.000000
162回目,77280.000000,77904.000000,254324.000000,151236.000000
163回目,77128.000000,78212.000000,254448.000000,151344.000000
164回目,77128.000000,78164.000000,254528.000000,151328.000000
165回目,77472.000000,78072.000000,253736.000000,151584.000000
166回目,77120.000000,78204.000000,253980.000000,151252.000000
167回目,77180.000000,78252.000000,254216.000000,151536.000000
168回目,76924.000000,78308.000000,254572.000000,150920.000000
169回目,76976.000000,78072.000000,254476.000000,151668.000000
170回目,77164.000000,77840.000000,254636.000000,151172.000000
171回目,77340.000000,78128.000000,254200.000000,151568.000000
172回目,77192.000000,78108.000000,254048.000000,151588.000000
173回目,77140.000000,78156.000000,254368.000000,151448.000000
174回目,77352.000000,77992.000000,253828.000000,151288.000000
175回目,76800.000000,78404.000000,254088.000000,151228.000000
176回目,77224.000000,78128.000000,254488.000000,151572.000000
177回目,76868.000000,77868.000000,253872.000000,151188.000000
178回目,76968.000000,78240.000000,254228.000000,151396.000000
179回目,77196.000000,77836.000000,254432.000000,151348.000000
180回目,76996.000000,78212.000000,254204.000000,150928.000000
181回目,76896.000000,78120.000000,254340.000000,151584.000000
182回目,76924.000000,78316.000000,254176.000000,151588.000000
183回目,76648.000000,77932.000000,254272.000000,151432.000000
184回目,76920.000000,77928.000000,254564.000000,151712.000000
185回目,76988.000000,78208.000000,254040.000000,151580.000000
186回目,77344.000000,77892.000000,254512.000000,151196.000000
187回目,77316.000000,78408.000000,254380.000000,151568.000000
188回目,77356.000000,78132.000000,254372.000000,151524.000000
189回目,76976.000000,77904.000000,253972.000000,151568.000000
190回目,77332.000000,77924.000000,254692.000000,151436.000000
191回目,76788.000000,78160.000000,254060.000000,151284.000000
192回目,76992.000000,78428.000000,254000.000000,151220.000000
193回目,76896.000000,78124.000000,254212.000000,151600.000000
194回目,76644.000000,78232.000000,254012.000000,151252.000000
195回目,76628.000000,78108.000000,254044.000000,151316.000000
196回目,76636.000000,77932.000000,253924.000000,151356.000000
197回目,77064.000000,78208.000000,254052.000000,151460.000000
198回目,77232.000000,78240.000000,253820.000000,151576.000000
199回目,76904.000000,78260.000000,254096.000000,151328.000000
200回目,77120.000000,77984.000000,254384.000000,151476.000000
201回目,76796.000000,77952.000000,254272.000000,151568.000000
202回目,76744.000000,78200.000000,254400.000000,151568.000000
203回目,77224.000000,78420.000000,254280.000000,151236.000000
204回目,77000.000000,77920.000000,254264.000000,151212.000000
205回目,77276.000000,78116.000000,254376.000000,151412.000000
206回目,77352.000000,78464.000000,254056.000000,151684.000000
207回目,76920.000000,77936.000000,254104.000000,151248.000000
208回目,76924.000000,77844.000000,254544.000000,151580.000000
209回目,77292.000000,78256.000000,254348.000000,151244.000000
210回目,77004.000000,78328.000000,254324.000000,151580.000000
211回目,77028.000000,77860.000000,254412.000000,151192.000000
212回目,76952.000000,78420.000000,254388.000000,151392.000000
213回目,76908.000000,78224.000000,254384.000000,151236.000000
214回目,76916.000000,77744.000000,254156.000000,151180.000000
215回目,77052.000000,77956.000000,254368.000000,151568.000000
216回目,77168.000000,78432.000000,254224.000000,151260.000000
217回目,77192.000000,78232.000000,254508.000000,151192.000000
218回目,76960.000000,78216.000000,254376.000000,151604.000000
219回目,77240.000000,78272.000000,254484.000000,151184.000000
220回目,76912.000000,77840.000000,254328.000000,151328.000000
221回目,77368.000000,78432.000000,254380.000000,151224.000000
222回目,76972.000000,78424.000000,254312.000000,151588.000000
223回目,77320.000000,77988.000000,254512.000000,151544.000000
224回目,76860.000000,78260.000000,254432.000000,151228.000000
225回目,76908.000000,78308.000000,254624.000000,151620.000000
226回目,77132.000000,78368.000000,253896.000000,151208.000000
227回目,77004.000000,78324.000000,253972.000000,151444.000000
228回目,77024.000000,77840.000000,254160.000000,151580.000000
229回目,77036.000000,78128.000000,254624.000000,151312.000000
230回目,77200.000000,78236.000000,254640.000000,151464.000000
231回目,77104.000000,77924.000000,254200.000000,151156.000000
232回目,76988.000000,78152.000000,254276.000000,151192.000000
233回目,76612.000000,78344.000000,254156.000000,151388.000000
234回目,77212.000000,78208.000000,254360.000000,151188.000000
235回目,77224.000000,77996.000000,254404.000000,150896.000000
236回目,77196.000000,78232.000000,254088.000000,151472.000000
237回目,76836.000000,78320.000000,253948.000000,151220.000000
238回目,76916.000000,77928.000000,254272.000000,151600.000000
239回目,77240.000000,77840.000000,254296.000000,151264.000000
240回目,77360.000000,77956.000000,254340.000000,151428.000000
241回目,77236.000000,78416.000000,254204.000000,151600.000000
242回目,77116.000000,78372.000000,253912.000000,151192.000000
243回目,76976.000000,77888.000000,254352.000000,151684.000000
244回目,77376.000000,78396.000000,254528.000000,151684.000000
245回目,77144.000000,78232.000000,254204.000000,151580.000000
246回目,77344.000000,78084.000000,254184.000000,151620.000000
247回目,77312.000000,78272.000000,254136.000000,151568.000000
248回目,77336.000000,78244.000000,253956.000000,151436.000000
249回目,76920.000000,77996.000000,254196.000000,151476.000000
250回目,77340.000000,78244.000000,254020.000000,151684.000000
