Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
44回目,6.789020,8.087810,7.738670,7.535010
45回目,7.036840,8.000540,7.618890,7.651390
46回目,7.205330,7.680510,7.618880,7.527550
47回目,7.234630,7.505950,7.709600,7.709530
48回目,6.836550,7.996180,7.648070,7.700100
49回目,7.036840,8.087810,7.498260,7.895680
50回目,7.230480,8.000540,7.535020,7.895680
51回目,7.036840,7.738700,7.651400,7.709530
52回目,6.836550,7.651410,7.738500,7.535050
53回目,6.836550,7.910780,7.854980,7.825970
54回目,6.836550,7.703290,7.680490,7.709530
55回目,7.036840,7.505950,7.913160,7.476820
56回目,7.205330,7.703290,7.791160,7.535050
57回目,6.941750,7.703290,7.735650,7.825970
58回目,7.315590,8.000540,7.788270,7.476860
59回目,7.200460,7.910780,7.706420,7.825970
60回目,7.126160,7.651410,7.564140,7.476860
61回目,6.836550,8.000540,7.418680,7.732560
62回目,7.200460,7.823220,7.564120,7.709530
63回目,7.098650,7.738700,7.505950,7.476860
64回目,7.126160,7.884160,7.502100,7.651390
65回目,7.126160,7.505950,7.476830,7.535050
66回目,6.836550,7.996180,7.560510,7.476820
67回目,6.836550,7.823220,7.389580,7.527550
68回目,7.230480,7.680510,7.709600,7.535010
69回目,6.941750,7.738690,7.527550,7.825970
70回目,7.230480,7.651410,7.910770,7.732560
71回目,7.234630,7.651410,7.447770,7.700100
72回目,7.234630,7.615420,7.709550,7.476820
73回目,7.126160,8.000540,7.297780,7.700100
74回目,6.789020,7.996180,7.472930,7.535010
75回目,7.036840,7.820410,7.950530,7.527550
76回目,6.789020,7.735640,7.535020,7.527550
77回目,7.205330,8.000540,7.673990,7.732560
78回目,7.200460,7.703290,7.622300,7.535050
79回目,7.230480,7.796880,7.593190,7.895680
80回目,6.941750,7.709590,7.622230,7.732560
81回目,7.315590,7.884160,7.502120,7.709530
82回目,6.789020,8.000540,7.593200,7.732560
83回目,6.941750,7.651410,7.703260,7.895680
84回目,7.230480,7.738700,7.593230,7.476860
85回目,7.230480,7.996180,7.884140,7.535050
86回目,7.036840,7.996180,7.560480,7.476860
87回目,7.036840,7.823220,7.476860,7.476820
88回目,6.789020,7.703290,7.564140,7.732560
89回目,7.315590,7.796880,7.651410,7.535010
90回目,6.789020,8.087810,7.767790,7.476820
91回目,6.789020,8.000540,7.531310,7.535050
92回目,7.036840,7.796880,7.651390,7.709530
93回目,7.205330,7.703290,7.969180,7.732560
94回目,6.941750,7.651410,7.502100,7.709530
95回目,6.789020,8.087810,7.670700,7.535050
96回目,7.126160,7.680510,7.709600,7.651390
97回目,7.036840,7.505950,7.648060,7.527550
98回目,7.200460,7.996180,7.680490,7.732560
99回目,7.205330,7.910780,7.648080,7.535050
100回目,7.126160,7.823220,7.593190,7.476860
101回目,6.789020,8.087810,7.593230,7.700100
102回目,7.098650,7.703290,7.502120,7.651390
103回目,7.036840,8.000540,7.651420,7.700100
104回目,6.941750,7.505950,7.505810,7.476860
105回目,6.836550,7.738700,7.709600,7.651390
106回目,7.200460,7.996180,7.527540,7.709530
107回目,7.205330,7.502120,7.700110,7.895680
108回目,7.230480,7.823220,7.796880,7.709530
109回目,7.036840,7.825970,7.593230,7.535010
110回目,7.126160,8.087810,7.535050,7.476820
111回目,7.230480,7.910780,7.677270,7.825970
112回目,6.941750,7.820410,7.738700,7.895680
113回目,7.230480,7.910780,7.738540,7.825970
114回目,7.230480,7.820410,7.593230,7.476860
115回目,7.234630,7.820410,7.738690,7.700100
116回目,6.941750,7.502120,7.447770,7.476860
117回目,6.789020,7.738700,7.622320,7.651390
118回目,7.234630,8.000540,7.622330,7.535050
119回目,6.941750,7.738700,7.564140,7.895680
120回目,7.315590,7.884160,7.447770,7.535050
121回目,7.315590,7.738700,7.447750,7.825970
122回目,7.234630,7.823220,7.709600,7.535010
123回目,6.941750,7.910780,7.876440,7.895680
124回目,7.205330,7.738700,7.651420,7.535050
125回目,6.789020,7.847060,7.677260,7.651390
126回目,7.098650,7.847060,7.560450,7.527550
127回目,7.234630,7.703290,7.498260,7.895680
128回目,6.941750,7.820410,7.729490,7.535050
129回目,6.789020,7.738690,7.651400,7.535050
130回目,7.230480,8.087810,7.593230,7.527550
131回目,6.836550,7.910780,7.593200,7.535010
132回目,7.126160,7.884160,7.505950,7.895680
133回目,6.789020,7.884160,7.331220,7.476820
134回目,6.789020,7.820410,7.971440,7.527550
135回目,7.200460,7.738690,7.273210,7.651390
136回目,7.126160,7.709590,7.677270,7.476860
137回目,6.789020,7.823220,7.505870,7.895680
138回目,7.234630,7.996180,7.677270,7.527550
139回目,7.036840,7.651410,7.738670,7.700100
140回目,7.200460,7.823220,7.523760,7.700100
141回目,6.941750,8.000540,7.651420,7.732560
142回目,7.234630,7.996180,7.767790,7.651390
143回目,6.941750,7.825970,7.709580,7.651390
144回目,7.315590,7.709590,7.729400,7.535050
145回目,7.098650,7.823220,7.615330,7.651390
146回目,7.205330,7.847060,7.560360,7.651390
147回目,7.098650,8.000540,7.622330,7.709530
148回目,7.315590,7.847060,7.505800,7.651390
149回目,7.036840,7.738700,7.767760,7.535010
150回目,7.098650,7.738700,7.505950,7.732560
151回目,6.789020,7.996180,7.709610,7.535050
152回目,7.200460,7.738700,7.651270,7.700100
153回目,7.230480,7.910780,7.476830,7.527550
154回目,7.315590,7.796880,7.706460,7.895680
155回目,6.941750,7.651410,7.651400,7.476820
156回目,7.200460,7.651410,7.564120,7.476820
157回目,7.036840,7.823220,7.648080,7.476820
158回目,7.315590,7.651410,7.472890,7.709530
159回目,7.230480,7.823220,7.738680,7.476860
160回目,7.230480,8.000540,7.709600,7.895680
161回目,7.234630,7.910780,7.670690,7.700100
162回目,6.789020,7.615420,7.680480,7.527550
163回目,7.230480,7.738690,7.738690,7.895680
164回目,7.126160,7.738690,7.825930,7.476820
165回目,7.126160,7.910780,7.556840,7.700100
166回目,7.315590,8.000540,7.796840,7.527550
167回目,7.200460,7.651410,7.500700,7.825970
168回目,7.200460,7.823220,7.767780,7.895680
169回目,7.230480,7.680510,7.913190,7.700100
170回目,6.941750,7.738690,7.535020,7.709530
171回目,7.098650,7.825970,7.464990,7.709530
172回目,7.036840,7.996180,7.706460,7.732560
173回目,7.234630,7.825970,7.564140,7.476860
174回目,7.126160,7.884160,7.564140,7.709530
175回目,6.789020,7.738700,7.244120,7.732560
176回目,7.230480,7.823220,7.472930,7.535010
177回目,7.036840,7.825970,7.447730,7.895680
178回目,6.941750,7.996180,7.764840,7.732560
179回目,6.789020,8.000540,7.767770,7.476820
180回目,7.234630,7.910780,7.703260,7.535010
181回目,6.789020,8.000540,7.505950,7.709530
182回目,6.836550,7.910780,7.680360,7.825970
183回目,6.789020,7.996180,7.505930,7.535010
184回目,7.234630,7.884160,7.823220,7.700100
185回目,7.315590,7.823220,7.738670,7.825970
186回目,7.205330,7.884160,7.680470,7.709530
187回目,7.126160,7.738700,7.622330,7.825970
188回目,7.126160,7.651410,7.796880,7.732560
189回目,6.941750,7.738690,7.651410,7.895680
190回目,6.836550,7.823220,7.318020,7.651390
191回目,7.098650,7.502120,7.651420,7.709530
192回目,7.098650,7.825970,7.560450,7.651390
193回目,6.836550,7.910780,7.913260,7.700100
194回目,7.205330,7.884160,7.564120,7.700100
195回目,6.789020,7.910780,7.447760,7.535010
196回目,7.036840,7.735640,7.502120,7.476820
197回目,7.036840,7.823220,7.709600,7.895680
198回目,7.200460,7.615420,7.706460,7.895680
199回目,6.789020,7.615420,7.356140,7.651390
200回目,7.315590,7.709590,7.535050,7.700100
201回目,7.205330,7.651410,7.500680,7.535010
202回目,6.941750,7.738700,7.735630,7.527550
203回目,7.036840,7.502120,8.000530,7.709530
204回目,7.230480,7.738700,7.381100,7.527550
205回目,7.315590,7.651410,7.593230,7.527550
206回目,7.200460,7.825970,7.564080,7.709530
207回目,7.200460,8.087810,7.523760,7.651390
208回目,7.205330,7.738690,7.793890,7.476860
209回目,7.126160,7.910780,7.680490,7.476820
210回目,7.205330,7.884160,7.764760,7.895680
211回目,7.098650,7.738700,7.729400,7.476820
212回目,7.315590,7.502120,7.680510,7.476820
213回目,6.941750,8.000540,7.331380,7.700100
214回目,7.200460,7.615420,7.505950,7.535050
215回目,7.200460,7.820410,7.564140,7.732560
216回目,7.126160,8.000540,7.709590,7.895680
217回目,7.036840,7.884160,7.589700,7.535050
218回目,7.234630,7.703290,7.589690,7.732560
219回目,7.205330,7.703290,7.738670,7.700100
220回目,7.315590,7.825970,7.823160,7.732560
221回目,7.036840,7.615420,7.618890,7.476860
222回目,7.234630,7.910780,7.641320,7.732560
223回目,7.126160,7.884160,7.644700,7.825970
224回目,6.789020,7.823220,7.523760,7.709530
225回目,7.205330,7.505950,7.356170,7.535010
226回目,7.126160,7.996180,7.809170,7.476860
227回目,7.230480,7.703290,7.738700,7.732560
228回目,7.234630,7.796880,7.476840,7.709530
229回目,7.126160,7.823220,7.677270,7.651390
230回目,7.036840,7.825970,7.560500,7.732560
231回目,6.789020,7.996180,7.779470,7.732560
232回目,7.200460,7.823220,7.560460,7.700100
233回目,7.098650,8.087810,7.709580,7.709530
234回目,6.941750,7.651410,7.389440,7.476820
235回目,7.205330,7.823220,7.680430,7.535050
236回目,6.941750,8.000540,7.560480,7.700100
237回目,7.230480,7.884160,7.593220,7.476860
238回目,7.098650,7.651410,7.476860,7.700100
239回目,7.036840,7.651410,7.564120,7.476820
240回目,7.234630,7.738700,7.622300,7.895680
241回目,7.315590,7.703290,7.589690,7.527550
242回目,7.205330,7.823220,7.767790,7.709530
243回目,7.205330,7.680510,7.555410,7.476820
244回目,7.098650,7.996180,7.680510,7.732560
245回目,7.036840,7.996180,7.593200,7.527550
246回目,7.230480,7.615420,7.622320,7.476820
247回目,6.941750,7.651410,7.589670,7.651390
248回目,7.036840,7.823220,7.648040,7.895680
249回目,7.036840,7.738700,7.582500,7.476820
250回目,6.789020,7.651410,7.852410,7.535050
