Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,7.315590,7.709590,7.709580,7.476820
2回目,7.234630,7.996180,7.641320,7.732560
3回目,7.315590,7.825970,7.648080,7.527550
4回目,6.941750,7.735640,7.535020,7.535050
5回目,7.205330,7.651410,7.476840,7.535050
6回目,7.234630,7.823220,7.716930,7.535010
7回目,7.205330,7.910780,7.618880,7.535050
8回目,7.098650,7.738700,7.447720,7.535010
9回目,7.234630,7.825970,7.667400,7.476860
10回目,7.126160,7.825970,7.648080,7.476820
11回目,7.205330,7.996180,7.476860,7.535010
12回目,7.205330,7.738700,7.381090,7.476860
13回目,7.126160,7.820410,7.738690,7.476860
14回目,7.200460,7.884160,7.372480,7.651390
15回目,7.234630,7.825970,7.531310,7.476820
16回目,7.315590,7.738700,7.651420,7.527550
17回目,6.941750,7.823220,7.738700,7.825970
18回目,6.789020,7.825970,7.677270,7.651390
19回目,7.205330,7.703290,7.709600,7.700100
20回目,6.941750,8.000540,7.796860,7.535010
21回目,6.941750,7.884160,7.884160,7.535010
22回目,6.836550,7.823220,7.622240,7.709530
23回目,7.126160,7.910780,7.809140,7.527550
24回目,7.230480,8.000540,7.735650,7.825970
25回目,6.836550,8.087810,7.549440,7.476860
26回目,6.836550,7.738700,7.476860,7.476820
27回目,7.234630,7.823220,7.884140,7.732560
28回目,7.230480,8.087810,7.564120,7.732560
29回目,7.234630,7.823220,7.523770,7.825970
30回目,6.941750,7.820410,7.651420,7.476820
31回目,6.789020,7.680510,7.622300,7.476860
32回目,7.200460,8.087810,7.622320,7.535050
33回目,7.234630,7.796880,7.556840,7.700100
34回目,7.315590,7.796880,7.418670,7.651390
35回目,7.200460,7.738690,7.618880,7.700100
36回目,7.098650,7.651410,7.663990,7.651390
37回目,7.205330,7.847060,7.648060,7.700100
38回目,6.789020,8.087810,7.502120,7.476860
39回目,7.036840,7.738690,7.680490,7.535050
40回目,7.126160,8.000540,7.680510,7.732560
41回目,7.234630,7.738700,7.618840,7.732560
42回目,6.836550,7.847060,7.560500,7.825970
43回目,7.036840,7.823220,7.535050,7.535010
