SimTime,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,109.028000,633.619000,435.243000,200.742000
2回目,112.149000,630.463000,440.932000,202.421000
3回目,111.158000,620.769000,437.762000,199.418000
4回目,110.637000,634.026000,434.715000,203.857000
5回目,111.391000,624.231000,436.031000,201.550000
6回目,108.936000,620.311000,437.568000,197.554000
7回目,109.366000,624.382000,436.078000,198.300000
8回目,110.867000,626.811000,436.837000,201.071000
9回目,110.447000,621.009000,436.037000,201.995000
10回目,109.624000,621.991000,435.499000,200.755000
11回目,110.463000,627.015000,438.763000,201.321000
12回目,108.452000,621.380000,438.362000,201.976000
13回目,110.194000,626.276000,436.267000,202.351000
14回目,109.409000,628.233000,436.219000,203.311000
15回目,111.597000,630.212000,438.326000,201.485000
16回目,110.191000,621.400000,438.981000,201.584000
17回目,110.219000,631.651000,436.834000,200.572000
18回目,112.306000,625.428000,436.683000,202.872000
19回目,110.662000,630.780000,434.203000,200.677000
20回目,110.491000,630.204000,437.754000,202.113000
21回目,111.251000,624.498000,435.386000,201.499000
22回目,109.881000,623.709000,440.437000,200.117000
23回目,112.704000,625.809000,436.634000,201.165000
24回目,109.526000,630.000000,437.235000,200.713000
25回目,109.889000,628.488000,438.150000,200.365000
26回目,110.494000,623.041000,439.274000,201.099000
27回目,109.723000,628.083000,437.783000,201.017000
28回目,110.040000,625.831000,436.223000,200.088000
29回目,109.672000,626.456000,437.400000,200.844000
30回目,110.918000,624.436000,437.012000,200.655000
31回目,110.625000,629.926000,438.930000,200.465000
32回目,109.556000,624.751000,436.150000,201.739000
33回目,110.159000,624.364000,437.568000,201.898000
34回目,108.747000,623.668000,436.727000,200.450000
35回目,111.518000,625.009000,436.548000,200.016000
36回目,111.791000,623.524000,438.929000,203.543000
37回目,111.105000,622.196000,439.975000,201.625000
38回目,110.345000,624.042000,434.599000,201.661000
39回目,110.950000,618.948000,434.902000,200.265000
40回目,110.345000,625.493000,435.272000,198.371000
41回目,111.059000,628.214000,436.142000,203.555000
42回目,110.326000,625.323000,439.400000,199.867000
43回目,109.844000,625.924000,440.562000,199.560000
44回目,108.833000,625.264000,437.040000,201.295000
45回目,108.898000,626.112000,434.790000,200.018000
46回目,111.915000,632.451000,437.877000,199.747000
47回目,109.777000,630.884000,437.772000,201.891000
48回目,108.873000,625.435000,435.056000,201.931000
49回目,112.002000,620.477000,434.870000,201.005000
50回目,109.087000,625.579000,435.275000,201.000000
51回目,110.958000,622.077000,433.599000,201.606000
52回目,109.925000,623.404000,438.765000,200.624000
53回目,110.718000,628.071000,438.490000,200.614000
54回目,111.285000,630.265000,436.856000,203.089000
55回目,109.051000,619.900000,436.851000,200.728000
56回目,111.626000,624.002000,437.164000,202.161000
57回目,111.062000,634.093000,434.922000,200.449000
58回目,109.806000,621.547000,438.556000,203.254000
59回目,110.369000,620.638000,438.094000,200.989000
60回目,109.990000,626.517000,436.684000,199.372000
61回目,110.063000,624.704000,438.794000,199.719000
62回目,109.829000,617.841000,438.462000,200.311000
63回目,109.553000,619.219000,433.178000,199.292000
64回目,110.658000,625.143000,437.778000,200.390000
65回目,110.087000,628.294000,435.622000,201.298000
66回目,109.935000,625.863000,433.443000,200.824000
67回目,110.470000,623.739000,434.359000,199.593000
68回目,109.374000,633.336000,437.145000,202.119000
69回目,111.457000,626.171000,436.384000,200.893000
70回目,109.979000,622.602000,439.736000,201.238000
71回目,108.674000,624.580000,436.277000,199.183000
72回目,109.151000,625.632000,436.385000,199.412000
73回目,109.607000,629.873000,436.177000,201.321000
74回目,110.123000,618.601000,434.185000,202.411000
75回目,110.003000,625.035000,436.335000,200.526000
76回目,111.277000,624.256000,436.804000,202.243000
77回目,110.610000,623.900000,438.061000,201.082000
78回目,110.410000,627.051000,437.799000,201.506000
79回目,110.590000,627.102000,435.709000,201.201000
80回目,109.400000,628.642000,440.198000,202.196000
81回目,110.440000,624.210000,436.334000,199.638000
82回目,110.682000,627.313000,439.988000,200.294000
83回目,109.513000,627.224000,439.075000,201.397000
84回目,110.057000,621.171000,434.950000,201.097000
85回目,112.200000,621.802000,437.527000,211.373000
86回目,109.419000,621.115000,435.139000,200.821000
87回目,110.667000,627.375000,437.501000,200.201000
88回目,109.756000,628.636000,437.615000,201.328000
89回目,110.298000,624.819000,434.942000,199.443000
90回目,111.079000,622.261000,438.198000,202.241000
91回目,109.936000,622.898000,435.908000,198.577000
92回目,109.566000,631.420000,435.473000,201.460000
93回目,110.198000,624.879000,441.254000,201.734000
94回目,110.370000,628.998000,433.352000,199.252000
95回目,112.039000,626.470000,434.852000,201.785000
96回目,111.189000,620.004000,436.559000,200.147000
97回目,113.061000,627.579000,436.966000,201.350000
98回目,110.533000,623.695000,438.109000,201.632000
99回目,110.280000,620.356000,435.664000,201.558000
100回目,109.765000,620.059000,438.245000,202.195000
101回目,109.904000,618.863000,437.073000,198.385000
102回目,109.628000,625.162000,435.379000,201.966000
103回目,109.352000,627.782000,439.829000,200.667000
104回目,111.143000,627.210000,434.800000,200.146000
105回目,109.472000,620.144000,433.673000,202.767000
106回目,114.984000,617.694000,435.255000,203.696000
107回目,109.981000,619.348000,439.042000,201.386000
108回目,110.066000,628.346000,434.645000,199.992000
109回目,109.812000,620.774000,434.390000,200.637000
110回目,110.109000,627.260000,436.790000,201.450000
