Delay,GPSR,NGPSR,NPGPSR,NDGPSR
145回目,35.593800,32.237500,3.745700,17.090400
146回目,109.270000,2.769240,2.131470,2.647780
147回目,2.419680,2.610160,3.745700,2.647780
148回目,2.711070,16.651700,33.641000,32.339700
149回目,80.538700,16.651700,34.609300,2.647780
150回目,19.496100,2.332160,3.209370,47.435800
151回目,68.299900,2.536790,3.745700,34.325500
152回目,34.131700,2.320250,2.336580,2.442560
153回目,2.241900,2.332160,2.443010,2.784160
154回目,80.538700,2.536790,2.570710,32.339700
155回目,2.419680,2.320250,32.709600,47.435800
156回目,20.298600,2.031860,2.680340,17.968300
157回目,19.496100,2.320250,18.717500,2.647780
158回目,109.270000,2.610160,18.717500,2.784160
159回目,19.496100,32.237500,32.882400,2.501390
160回目,19.496100,2.769240,2.840510,34.325500
161回目,20.298600,2.320250,2.372430,17.090400
162回目,20.298600,3.052790,3.484840,18.326900
163回目,20.298600,2.666990,18.717500,2.293080
164回目,109.270000,16.719900,36.021000,17.968300
165回目,35.593800,17.697300,2.680340,32.339700
166回目,35.593800,17.641600,2.680340,2.647780
167回目,1.963930,17.697300,3.024770,2.784160
168回目,34.131700,3.052790,17.972100,2.784160
169回目,2.419680,32.237500,17.039400,2.647780
170回目,2.241900,18.417100,3.174870,2.442560
171回目,1.963930,17.530500,36.021000,47.435800
172回目,109.270000,16.651700,3.745700,47.435800
173回目,20.298600,2.610160,2.778960,2.647780
174回目,20.298600,17.849700,2.570710,18.326900
175回目,1.963930,2.610160,3.024770,2.442560
176回目,34.131700,16.719900,18.717500,18.326900
177回目,19.496100,3.052790,3.086170,17.968300
178回目,34.131700,17.849700,2.729360,34.325500
179回目,68.299900,16.072900,3.745700,17.968300
180回目,34.131700,2.610160,31.644500,17.968300
181回目,68.299900,2.769240,18.717500,32.339700
182回目,34.131700,18.417100,2.680340,18.326900
183回目,34.131700,18.417100,32.709600,32.339700
184回目,109.270000,2.738240,2.911150,17.090400
185回目,80.538700,2.320250,2.482880,17.090400
186回目,80.538700,17.849700,2.680340,2.501390
187回目,80.538700,2.974280,2.557450,2.442560
188回目,19.496100,2.320250,3.745700,17.968300
189回目,2.419680,32.237500,17.216800,2.784160
190回目,2.711070,2.610160,2.964830,17.090400
191回目,35.593800,2.308710,2.649940,32.339700
192回目,35.593800,16.719900,36.021000,17.090400
193回目,2.241900,2.320250,32.617700,34.325500
194回目,2.241900,2.666990,3.519210,2.647780
195回目,34.131700,16.719900,2.570710,2.784160
196回目,2.419680,2.974280,2.312450,18.326900
197回目,19.496100,2.666990,3.065830,34.325500
198回目,20.298600,2.666990,2.570710,18.326900
199回目,34.131700,17.849700,2.570710,34.325500
200回目,2.419680,2.536790,2.640590,47.435800
201回目,1.963930,2.738240,36.021000,32.339700
202回目,2.419680,17.697300,3.745700,34.325500
203回目,35.593800,2.610160,2.107730,17.968300
204回目,2.419680,2.769240,2.680340,17.968300
205回目,1.963930,2.769240,2.498010,2.501390
206回目,68.299900,18.417100,32.709600,18.326900
207回目,35.593800,2.536790,2.443010,2.293080
208回目,2.711070,2.332160,18.782300,34.325500
209回目,109.270000,18.417100,18.717500,2.784160
210回目,20.298600,16.651700,33.056300,34.325500
211回目,2.419680,2.308710,2.249820,2.293080
212回目,109.270000,2.332160,30.854500,18.326900
213回目,35.593800,2.610160,3.024770,2.442560
214回目,19.496100,17.530500,3.986790,2.442560
215回目,68.299900,2.332160,3.024770,32.339700
216回目,19.496100,32.237500,2.740080,34.325500
217回目,80.538700,2.536790,2.399460,17.968300
218回目,20.298600,17.259700,32.617700,47.435800
219回目,34.131700,17.849700,3.048750,47.435800
220回目,35.593800,2.320250,16.837600,2.501390
221回目,19.496100,2.320250,36.021000,18.326900
222回目,2.241900,17.697300,34.486400,2.647780
223回目,34.131700,16.719900,18.717500,32.339700
224回目,34.131700,2.320250,32.725800,17.968300
225回目,2.419680,2.769240,2.357100,2.442560
226回目,2.241900,2.666990,2.443010,34.325500
227回目,35.593800,3.052790,32.709600,17.090400
228回目,19.496100,3.052790,2.895920,17.090400
229回目,2.419680,2.769240,2.680340,17.968300
230回目,2.419680,32.237500,2.644600,34.325500
231回目,1.963930,2.974280,3.250850,17.968300
232回目,1.963930,17.849700,48.889300,17.968300
233回目,1.963930,2.610160,2.680340,17.968300
234回目,20.298600,18.417100,3.024770,2.647780
235回目,80.538700,2.769240,34.195200,2.647780
236回目,68.299900,2.738240,18.371500,2.784160
237回目,35.593800,2.320250,18.717500,34.325500
238回目,34.131700,2.031860,2.443010,17.968300
239回目,80.538700,2.610160,17.908400,32.339700
240回目,1.963930,17.697300,36.021000,17.968300
241回目,35.593800,32.237500,3.209370,17.968300
242回目,2.241900,17.530500,17.650000,34.325500
243回目,68.299900,2.769240,2.443010,17.090400
244回目,2.711070,32.237500,32.709600,18.326900
245回目,19.496100,2.320250,2.570710,2.647780
246回目,20.298600,2.332160,33.704800,2.647780
247回目,80.538700,2.308710,2.570710,18.326900
248回目,80.538700,17.697300,2.665550,2.293080
249回目,2.711070,17.849700,2.804670,34.325500
250回目,2.711070,2.320250,2.640590,2.442560
