Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
47回目,1863970.000000,4719642.000000,4100389.000000,4173177.000000
48回目,1832240.000000,4733612.000000,4194997.000000,4196517.000000
49回目,1863970.000000,4679432.000000,4210753.000000,4182715.000000
50回目,1861150.000000,4738202.000000,4177737.000000,4196517.000000
51回目,1839026.000000,4736430.000000,4193005.000000,4190615.000000
52回目,1849816.000000,4759624.000000,4202879.000000,4183057.000000
53回目,1839026.000000,4741064.000000,4193971.000000,4182715.000000
54回目,1847886.000000,4748088.000000,4214009.000000,4166319.000000
55回目,1863970.000000,4748088.000000,4209097.000000,4145655.000000
56回目,1849816.000000,4692094.000000,4211703.000000,4147007.000000
57回目,1847886.000000,4741536.000000,4216493.000000,4190615.000000
58回目,1832240.000000,4736430.000000,4205445.000000,4178731.000000
59回目,1875776.000000,4736430.000000,4202731.000000,4190295.000000
60回目,1847886.000000,4730414.000000,4192629.000000,4178731.000000
61回目,1839026.000000,4741064.000000,4214009.000000,4178731.000000
62回目,1830410.000000,4752172.000000,4209097.000000,4196517.000000
63回目,1842666.000000,4724844.000000,4183789.000000,4196517.000000
64回目,1839026.000000,4741536.000000,4203475.000000,4196517.000000
65回目,1832240.000000,4754990.000000,4223081.000000,4190295.000000
66回目,1875776.000000,4726544.000000,4190239.000000,4173177.000000
67回目,1830410.000000,4704626.000000,4214009.000000,4183057.000000
68回目,1832240.000000,4735858.000000,4205445.000000,4190295.000000
69回目,1832240.000000,4692094.000000,4209097.000000,4181557.000000
70回目,1842666.000000,4717298.000000,4203261.000000,4190615.000000
71回目,1847886.000000,4719642.000000,4209097.000000,4196517.000000
72回目,1857538.000000,4699164.000000,4221911.000000,4190615.000000
73回目,1875776.000000,4698738.000000,4190239.000000,4182715.000000
74回目,1830410.000000,4741536.000000,4215463.000000,4181557.000000
75回目,1863970.000000,4711854.000000,4197439.000000,4178731.000000
76回目,1842666.000000,4729528.000000,4223553.000000,4190295.000000
77回目,1832240.000000,4719642.000000,4167083.000000,4183057.000000
78回目,1830410.000000,4717870.000000,4193005.000000,4182715.000000
79回目,1849816.000000,4725196.000000,4189753.000000,4145655.000000
80回目,1839026.000000,4719642.000000,4202731.000000,4190295.000000
81回目,1839026.000000,4735858.000000,4223553.000000,4190615.000000
82回目,1854366.000000,4725196.000000,4196641.000000,4178731.000000
83回目,1863970.000000,4717870.000000,4207711.000000,4190295.000000
84回目,1854366.000000,4719642.000000,4205445.000000,4182715.000000
85回目,1830410.000000,4717870.000000,4203625.000000,4190615.000000
86回目,1842666.000000,4710444.000000,4208563.000000,4145655.000000
87回目,1875776.000000,4700726.000000,4193005.000000,4147007.000000
88回目,1842666.000000,4698738.000000,4197945.000000,4166319.000000
89回目,1847886.000000,4760096.000000,4176017.000000,4190615.000000
90回目,1857538.000000,4683642.000000,4216455.000000,4166319.000000
91回目,1839026.000000,4729528.000000,4193005.000000,4196517.000000
92回目,1830410.000000,4717298.000000,4177053.000000,4178731.000000
93回目,1863970.000000,4729528.000000,4190239.000000,4196517.000000
94回目,1847886.000000,4717870.000000,4203911.000000,4190295.000000
95回目,1832240.000000,4743404.000000,4216493.000000,4182715.000000
96回目,1839026.000000,4738202.000000,4190239.000000,4190295.000000
97回目,1830410.000000,4733612.000000,4197945.000000,4190295.000000
98回目,1857538.000000,4741536.000000,4169753.000000,4196517.000000
99回目,1861150.000000,4719642.000000,4193935.000000,4190615.000000
100回目,1857538.000000,4778656.000000,4196601.000000,4178731.000000
101回目,1839026.000000,4679432.000000,4252215.000000,4190615.000000
102回目,1857538.000000,4688338.000000,4207273.000000,4196517.000000
103回目,1857538.000000,4748974.000000,4163539.000000,4145655.000000
104回目,1830410.000000,4717298.000000,4202731.000000,4182715.000000
105回目,1861150.000000,4679432.000000,4205445.000000,4166319.000000
106回目,1861150.000000,4729528.000000,4214009.000000,4147007.000000
107回目,1830410.000000,4700726.000000,4203161.000000,4147007.000000
108回目,1842666.000000,4748974.000000,4176233.000000,4181557.000000
109回目,1863970.000000,4745104.000000,4181873.000000,4190295.000000
110回目,1847886.000000,4683642.000000,4201905.000000,4173177.000000
111回目,1863970.000000,4729528.000000,4192905.000000,4173177.000000
112回目,1857538.000000,4688338.000000,4202731.000000,4173177.000000
113回目,1854366.000000,4738202.000000,4214009.000000,4173177.000000
114回目,1875776.000000,4752172.000000,4209097.000000,4190295.000000
115回目,1847886.000000,4747564.000000,4190239.000000,4196517.000000
116回目,1842666.000000,4729528.000000,4205445.000000,4145655.000000
117回目,1849816.000000,4748974.000000,4183951.000000,4182715.000000
118回目,1847886.000000,4710444.000000,4190239.000000,4190615.000000
119回目,1832240.000000,4710444.000000,4205015.000000,4173177.000000
120回目,1839026.000000,4759624.000000,4214009.000000,4182715.000000
121回目,1863970.000000,4748974.000000,4216493.000000,4147007.000000
122回目,1839026.000000,4759624.000000,4216493.000000,4145655.000000
123回目,1847886.000000,4717298.000000,4211411.000000,4181557.000000
124回目,1830410.000000,4698738.000000,4205445.000000,4166319.000000
125回目,1849816.000000,4729004.000000,4183789.000000,4190615.000000
126回目,1863970.000000,4729528.000000,4205103.000000,4183057.000000
127回目,1875776.000000,4725196.000000,4185835.000000,4183057.000000
128回目,1863970.000000,4729004.000000,4213703.000000,4178731.000000
129回目,1857538.000000,4763664.000000,4197373.000000,4173177.000000
130回目,1857538.000000,4699164.000000,4216493.000000,4145655.000000
131回目,1830410.000000,4726544.000000,4189997.000000,4147007.000000
132回目,1832240.000000,4748088.000000,4214009.000000,4181557.000000
133回目,1842666.000000,4748974.000000,4197945.000000,4147007.000000
134回目,1863970.000000,4704548.000000,4193005.000000,4183057.000000
135回目,1842666.000000,4717298.000000,4205445.000000,4190615.000000
136回目,1857538.000000,4725196.000000,4236451.000000,4182715.000000
137回目,1847886.000000,4699164.000000,4186467.000000,4182715.000000
138回目,1857538.000000,4730414.000000,4182791.000000,4181557.000000
139回目,1832240.000000,4719642.000000,4204805.000000,4173177.000000
140回目,1842666.000000,4756762.000000,4189513.000000,4196517.000000
141回目,1830410.000000,4717870.000000,4192905.000000,4166319.000000
142回目,1875776.000000,4763664.000000,4183789.000000,4190615.000000
143回目,1847886.000000,4704548.000000,4192815.000000,4173177.000000
144回目,1842666.000000,4756762.000000,4221911.000000,4196517.000000
145回目,1854366.000000,4729528.000000,4205445.000000,4166319.000000
146回目,1830410.000000,4741064.000000,4214141.000000,4190615.000000
147回目,1847886.000000,4752172.000000,4205445.000000,4190615.000000
148回目,1863970.000000,4683642.000000,4207119.000000,4182715.000000
149回目,1832240.000000,4683642.000000,4209827.000000,4190615.000000
150回目,1861150.000000,4717298.000000,4205869.000000,4173177.000000
151回目,1839026.000000,4692094.000000,4205445.000000,4196517.000000
152回目,1842666.000000,4710444.000000,4189341.000000,4145655.000000
153回目,1857538.000000,4717298.000000,4202731.000000,4183057.000000
154回目,1832240.000000,4692094.000000,4209097.000000,4182715.000000
155回目,1847886.000000,4710444.000000,4193005.000000,4173177.000000
156回目,1875776.000000,4699164.000000,4190239.000000,4178731.000000
157回目,1861150.000000,4710444.000000,4221911.000000,4190615.000000
158回目,1830410.000000,4733612.000000,4221911.000000,4183057.000000
159回目,1861150.000000,4729528.000000,4210557.000000,4147007.000000
160回目,1861150.000000,4741064.000000,4183789.000000,4196517.000000
161回目,1875776.000000,4729004.000000,4182167.000000,4166319.000000
162回目,1875776.000000,4719642.000000,4207995.000000,4181557.000000
163回目,1875776.000000,4725196.000000,4221911.000000,4190295.000000
164回目,1830410.000000,4730414.000000,4223553.000000,4178731.000000
165回目,1854366.000000,4736430.000000,4190239.000000,4182715.000000
166回目,1854366.000000,4690980.000000,4190239.000000,4190615.000000
167回目,1849816.000000,4754990.000000,4197945.000000,4183057.000000
168回目,1842666.000000,4738202.000000,4208005.000000,4183057.000000
169回目,1847886.000000,4748088.000000,4189029.000000,4190615.000000
170回目,1857538.000000,4741536.000000,4194575.000000,4145655.000000
171回目,1849816.000000,4724844.000000,4223553.000000,4173177.000000
172回目,1830410.000000,4683642.000000,4205445.000000,4173177.000000
173回目,1875776.000000,4733612.000000,4157679.000000,4190615.000000
174回目,1875776.000000,4726544.000000,4209097.000000,4181557.000000
175回目,1849816.000000,4752172.000000,4197945.000000,4145655.000000
176回目,1842666.000000,4711854.000000,4221911.000000,4181557.000000
177回目,1861150.000000,4719642.000000,4177599.000000,4178731.000000
178回目,1842666.000000,4726544.000000,4188483.000000,4196517.000000
179回目,1839026.000000,4679432.000000,4205445.000000,4178731.000000
180回目,1842666.000000,4733612.000000,4187777.000000,4178731.000000
181回目,1839026.000000,4759624.000000,4221911.000000,4182715.000000
182回目,1842666.000000,4741536.000000,4190239.000000,4181557.000000
183回目,1842666.000000,4741536.000000,4193005.000000,4182715.000000
184回目,1830410.000000,4704626.000000,4179785.000000,4166319.000000
185回目,1832240.000000,4710444.000000,4193851.000000,4166319.000000
186回目,1832240.000000,4726544.000000,4190239.000000,4147007.000000
187回目,1832240.000000,4700726.000000,4181873.000000,4145655.000000
188回目,1861150.000000,4747564.000000,4205445.000000,4178731.000000
189回目,1847886.000000,4748088.000000,4189543.000000,4183057.000000
190回目,1863970.000000,4733612.000000,4205603.000000,4166319.000000
191回目,1854366.000000,4688338.000000,4202873.000000,4182715.000000
192回目,1854366.000000,4730414.000000,4223553.000000,4166319.000000
193回目,1857538.000000,4710444.000000,4214009.000000,4196517.000000
194回目,1857538.000000,4725196.000000,4285545.000000,4190615.000000
195回目,1842666.000000,4748974.000000,4209097.000000,4183057.000000
196回目,1847886.000000,4700726.000000,4205569.000000,4181557.000000
197回目,1861150.000000,4725196.000000,4205103.000000,4196517.000000
198回目,1875776.000000,4725196.000000,4209097.000000,4181557.000000
199回目,1842666.000000,4745104.000000,4209097.000000,4196517.000000
200回目,1847886.000000,4692094.000000,4216493.000000,4173177.000000
201回目,1849816.000000,4704626.000000,4223553.000000,4182715.000000
202回目,1847886.000000,4717870.000000,4205445.000000,4196517.000000
203回目,1854366.000000,4752172.000000,4225165.000000,4178731.000000
204回目,1847886.000000,4741064.000000,4190239.000000,4178731.000000
205回目,1849816.000000,4741064.000000,4260669.000000,4147007.000000
206回目,1839026.000000,4760096.000000,4193005.000000,4181557.000000
207回目,1854366.000000,4692094.000000,4202731.000000,4190295.000000
208回目,1863970.000000,4698738.000000,4206221.000000,4196517.000000
209回目,1830410.000000,4760096.000000,4221911.000000,4183057.000000
210回目,1875776.000000,4683642.000000,4193979.000000,4196517.000000
211回目,1847886.000000,4688338.000000,4217005.000000,4190295.000000
212回目,1830410.000000,4698738.000000,4180861.000000,4181557.000000
213回目,1854366.000000,4733612.000000,4197945.000000,4145655.000000
214回目,1861150.000000,4743404.000000,4200973.000000,4145655.000000
215回目,1839026.000000,4698738.000000,4197945.000000,4182715.000000
216回目,1861150.000000,4729528.000000,4190687.000000,4196517.000000
217回目,1832240.000000,4692094.000000,4191999.000000,4178731.000000
218回目,1875776.000000,4696056.000000,4214009.000000,4173177.000000
219回目,1842666.000000,4726544.000000,4221517.000000,4173177.000000
220回目,1854366.000000,4747564.000000,4179721.000000,4147007.000000
221回目,1861150.000000,4729004.000000,4223553.000000,4181557.000000
222回目,1857538.000000,4736430.000000,4207373.000000,4190615.000000
223回目,1842666.000000,4711854.000000,4221911.000000,4182715.000000
224回目,1842666.000000,4710444.000000,4191843.000000,4178731.000000
225回目,1847886.000000,4759624.000000,4189339.000000,4145655.000000
226回目,1857538.000000,4725196.000000,4202731.000000,4196517.000000
227回目,1854366.000000,4719642.000000,4193005.000000,4166319.000000
228回目,1861150.000000,4738202.000000,4208559.000000,4166319.000000
229回目,1847886.000000,4778184.000000,4190239.000000,4178731.000000
230回目,1847886.000000,4748088.000000,4197215.000000,4196517.000000
231回目,1849816.000000,4700726.000000,4172321.000000,4178731.000000
232回目,1849816.000000,4726544.000000,4204691.000000,4178731.000000
233回目,1849816.000000,4733612.000000,4190239.000000,4178731.000000
234回目,1875776.000000,4741536.000000,4197945.000000,4190615.000000
235回目,1832240.000000,4741064.000000,4212061.000000,4190615.000000
236回目,1839026.000000,4704626.000000,4206387.000000,4183057.000000
237回目,1854366.000000,4729004.000000,4221911.000000,4196517.000000
238回目,1842666.000000,4699164.000000,4202731.000000,4178731.000000
239回目,1832240.000000,4733612.000000,4208059.000000,4182715.000000
240回目,1849816.000000,4717870.000000,4223553.000000,4178731.000000
241回目,1854366.000000,4729528.000000,4205869.000000,4178731.000000
242回目,1857538.000000,4743404.000000,4205571.000000,4196517.000000
243回目,1839026.000000,4741064.000000,4202731.000000,4166319.000000
244回目,1863970.000000,4729528.000000,4193005.000000,4181557.000000
245回目,1861150.000000,4710444.000000,4209097.000000,4190615.000000
246回目,1875776.000000,4717298.000000,4204153.000000,4190615.000000
247回目,1832240.000000,4688338.000000,4209097.000000,4181557.000000
248回目,1832240.000000,4754990.000000,4165633.000000,4190295.000000
249回目,1863970.000000,4745104.000000,4206711.000000,4196517.000000
250回目,1863970.000000,4729004.000000,4216493.000000,4145655.000000
