Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,1863970.000000,4729004.000000,4212863.000000,4181557.000000
2回目,1861150.000000,4761964.000000,4265683.000000,4145655.000000
3回目,1830410.000000,4754990.000000,4205445.000000,4173177.000000
4回目,1857538.000000,4759624.000000,4195693.000000,4147007.000000
5回目,1847886.000000,4760096.000000,4214009.000000,4178731.000000
6回目,1839026.000000,4748088.000000,4202299.000000,4147007.000000
7回目,1842666.000000,4719642.000000,4193523.000000,4178731.000000
8回目,1839026.000000,4692094.000000,4201141.000000,4178731.000000
9回目,1839026.000000,4759624.000000,4202731.000000,4147007.000000
10回目,1861150.000000,4696056.000000,4193005.000000,4183057.000000
11回目,1832240.000000,4741064.000000,4194609.000000,4190295.000000
12回目,1830410.000000,4683642.000000,4199365.000000,4182715.000000
13回目,1830410.000000,4688338.000000,4223553.000000,4178731.000000
14回目,1863970.000000,4778184.000000,4190239.000000,4190295.000000
15回目,1849816.000000,4698738.000000,4193005.000000,4196517.000000
16回目,1857538.000000,4717870.000000,4223553.000000,4196517.000000
17回目,1875776.000000,4688338.000000,4223027.000000,4196517.000000
18回目,1863970.000000,4698738.000000,4223553.000000,4182715.000000
19回目,1847886.000000,4710444.000000,4193005.000000,4183057.000000
20回目,1861150.000000,4729528.000000,4214009.000000,4145655.000000
21回目,1832240.000000,4738202.000000,4165887.000000,4190295.000000
22回目,1857538.000000,4711854.000000,4184157.000000,4182715.000000
23回目,1847886.000000,4736430.000000,4202731.000000,4173177.000000
24回目,1875776.000000,4690980.000000,4216493.000000,4145655.000000
25回目,1849816.000000,4726544.000000,4200077.000000,4182715.000000
26回目,1849816.000000,4726544.000000,4183789.000000,4173177.000000
27回目,1854366.000000,4748974.000000,4205203.000000,4183057.000000
28回目,1854366.000000,4747564.000000,4204625.000000,4181557.000000
29回目,1847886.000000,4704548.000000,4205445.000000,4173177.000000
30回目,1832240.000000,4704548.000000,4191615.000000,4166319.000000
31回目,1847886.000000,4763664.000000,4193005.000000,4147007.000000
32回目,1839026.000000,4688338.000000,4193005.000000,4190295.000000
33回目,1830410.000000,4692094.000000,4210965.000000,4183057.000000
34回目,1830410.000000,4710444.000000,4179721.000000,4147007.000000
35回目,1854366.000000,4696056.000000,4193465.000000,4173177.000000
36回目,1875776.000000,4717298.000000,4183789.000000,4183057.000000
37回目,1857538.000000,4756762.000000,4202217.000000,4178731.000000
38回目,1847886.000000,4741064.000000,4190239.000000,4182715.000000
39回目,1830410.000000,4733612.000000,4199673.000000,4173177.000000
40回目,1832240.000000,4699164.000000,4184259.000000,4190295.000000
41回目,1875776.000000,4724844.000000,4168613.000000,4182715.000000
42回目,1832240.000000,4743404.000000,4193005.000000,4183057.000000
43回目,1847886.000000,4729004.000000,4196737.000000,4145655.000000
44回目,1857538.000000,4726544.000000,4346383.000000,4190615.000000
45回目,1857538.000000,4778184.000000,4197945.000000,4183057.000000
46回目,1839026.000000,4760096.000000,4265683.000000,4190615.000000
