PDR,GPSR,NGPSR,NPGPSR,NDGPSR
77回目,65.306100,70.408200,76.530600,66.326500
78回目,57.142900,72.449000,68.367300,69.387800
79回目,55.670100,64.285700,66.326500,73.195900
80回目,62.244900,70.408200,67.346900,64.285700
81回目,62.244900,73.469400,61.224500,66.326500
82回目,62.244900,64.285700,66.326500,66.326500
83回目,60.204100,72.449000,67.346900,64.285700
84回目,62.244900,70.408200,75.510200,69.387800
85回目,57.142900,72.449000,65.306100,66.326500
86回目,64.285700,67.346900,66.326500,73.195900
87回目,59.183700,74.489800,68.367300,72.449000
88回目,64.285700,73.469400,67.010300,71.428600
89回目,62.244900,67.346900,71.428600,66.326500
90回目,58.163300,71.428600,64.285700,71.428600
91回目,62.244900,70.408200,68.367300,66.326500
92回目,57.142900,73.469400,68.367300,66.326500
93回目,60.204100,70.408200,64.285700,66.326500
94回目,62.244900,72.449000,68.367300,64.285700
95回目,65.306100,69.387800,65.306100,69.387800
96回目,62.244900,70.408200,64.285700,64.285700
97回目,57.142900,67.346900,67.010300,64.285700
98回目,58.163300,67.346900,74.489800,66.326500
99回目,59.183700,70.408200,70.408200,66.326500
100回目,58.163300,67.346900,71.134000,66.326500
101回目,62.244900,75.510200,69.387800,66.326500
102回目,58.163300,71.428600,66.326500,66.326500
103回目,58.163300,71.428600,73.469400,73.195900
104回目,57.142900,73.469400,67.346900,69.387800
105回目,59.183700,75.510200,75.510200,71.428600
106回目,59.183700,70.408200,70.408200,72.449000
107回目,57.142900,74.489800,75.510200,72.449000
108回目,64.285700,71.428600,67.010300,68.367300
109回目,60.204100,68.367300,66.326500,64.285700
110回目,62.244900,71.428600,70.408200,68.367300
111回目,60.204100,70.408200,75.510200,68.367300
112回目,58.163300,71.428600,67.346900,68.367300
113回目,62.244900,70.408200,70.408200,68.367300
114回目,59.183700,67.346900,65.306100,64.285700
115回目,62.244900,67.346900,64.285700,66.326500
116回目,64.285700,70.408200,75.510200,73.195900
117回目,55.670100,71.428600,66.326500,69.387800
118回目,62.244900,67.346900,64.285700,66.326500
119回目,65.306100,67.346900,67.346900,68.367300
120回目,62.244900,67.010300,70.408200,69.387800
121回目,60.204100,71.428600,65.306100,72.449000
122回目,62.244900,67.010300,65.306100,73.195900
123回目,62.244900,73.469400,66.326500,68.367300
124回目,57.142900,73.469400,75.510200,71.428600
125回目,55.670100,67.346900,70.408200,66.326500
126回目,60.204100,70.408200,66.326500,66.326500
127回目,59.183700,64.285700,71.428600,66.326500
128回目,60.204100,67.346900,69.387800,66.326500
129回目,58.163300,68.367300,66.326500,68.367300
130回目,58.163300,65.979400,65.306100,73.195900
131回目,57.142900,68.367300,63.265300,72.449000
132回目,65.306100,70.408200,70.408200,68.367300
133回目,64.285700,71.428600,67.010300,72.449000
134回目,60.204100,71.428600,68.367300,66.326500
135回目,64.285700,73.469400,75.510200,66.326500
136回目,58.163300,64.285700,63.265300,69.387800
137回目,62.244900,65.979400,71.134000,69.387800
138回目,58.163300,71.428600,67.346900,68.367300
139回目,65.306100,70.408200,69.387800,68.367300
140回目,64.285700,70.408200,67.346900,66.326500
141回目,57.142900,72.449000,75.510200,71.428600
142回目,59.183700,68.367300,70.408200,66.326500
143回目,62.244900,71.428600,70.408200,68.367300
144回目,64.285700,70.408200,64.285700,66.326500
145回目,62.244900,70.408200,75.510200,71.428600
146回目,57.142900,67.010300,62.244900,66.326500
147回目,62.244900,67.346900,75.510200,66.326500
148回目,60.204100,71.428600,66.326500,69.387800
149回目,65.306100,71.428600,64.285700,66.326500
150回目,59.183700,73.469400,72.449000,68.367300
151回目,62.244900,71.428600,75.510200,66.326500
152回目,64.285700,67.346900,68.367300,73.195900
153回目,58.163300,73.469400,67.346900,66.326500
154回目,65.306100,71.428600,65.306100,69.387800
155回目,62.244900,67.346900,68.367300,68.367300
156回目,59.183700,65.979400,64.285700,66.326500
157回目,59.183700,67.346900,64.285700,66.326500
158回目,57.142900,67.346900,64.285700,66.326500
159回目,59.183700,70.408200,69.387800,72.449000
160回目,59.183700,67.010300,70.408200,66.326500
161回目,59.183700,67.346900,69.387800,71.428600
162回目,59.183700,70.408200,71.428600,68.367300
163回目,59.183700,64.285700,64.285700,64.285700
164回目,57.142900,71.428600,61.224500,66.326500
165回目,62.244900,72.449000,64.285700,69.387800
166回目,62.244900,68.367300,64.285700,66.326500
167回目,55.670100,72.449000,67.010300,66.326500
168回目,64.285700,70.408200,67.346900,66.326500
169回目,62.244900,70.408200,71.428600,66.326500
170回目,58.163300,67.346900,73.469400,73.195900
171回目,55.670100,69.387800,61.224500,68.367300
172回目,57.142900,71.428600,75.510200,68.367300
173回目,59.183700,67.346900,72.449000,66.326500
174回目,59.183700,68.367300,65.306100,68.367300
175回目,55.670100,67.346900,67.010300,73.195900
176回目,64.285700,71.428600,64.285700,68.367300
177回目,59.183700,70.408200,69.072200,66.326500
178回目,64.285700,68.367300,71.428600,66.326500
179回目,62.244900,75.510200,75.510200,66.326500
180回目,64.285700,67.346900,71.428600,66.326500
181回目,62.244900,67.010300,64.285700,69.387800
182回目,64.285700,67.346900,64.285700,68.367300
183回目,64.285700,67.346900,68.367300,69.387800
184回目,57.142900,69.387800,71.428600,71.428600
185回目,65.306100,67.346900,66.326500,71.428600
186回目,65.306100,68.367300,64.285700,72.449000
187回目,65.306100,74.489800,66.326500,73.195900
188回目,59.183700,67.346900,75.510200,66.326500
189回目,62.244900,70.408200,72.449000,66.326500
190回目,60.204100,67.346900,68.367300,71.428600
191回目,62.244900,71.428600,66.326500,69.387800
192回目,62.244900,71.428600,61.224500,71.428600
193回目,58.163300,67.346900,70.408200,66.326500
194回目,58.163300,64.285700,63.265300,66.326500
195回目,64.285700,71.428600,65.306100,66.326500
196回目,62.244900,74.489800,65.306100,68.367300
197回目,59.183700,64.285700,66.326500,66.326500
198回目,59.183700,64.285700,65.306100,68.367300
199回目,64.285700,68.367300,65.306100,66.326500
200回目,62.244900,71.428600,65.306100,68.367300
201回目,55.670100,69.387800,61.224500,69.387800
202回目,62.244900,72.449000,75.510200,66.326500
203回目,62.244900,67.346900,58.163300,66.326500
204回目,62.244900,67.010300,64.285700,66.326500
205回目,55.670100,67.010300,66.326500,72.449000
206回目,62.244900,67.346900,68.367300,68.367300
207回目,62.244900,71.428600,67.346900,64.285700
208回目,60.204100,73.469400,62.244900,66.326500
209回目,57.142900,67.346900,64.285700,66.326500
210回目,59.183700,71.428600,67.346900,66.326500
211回目,62.244900,71.428600,61.224500,64.285700
212回目,57.142900,73.469400,72.449000,68.367300
213回目,62.244900,67.346900,67.010300,73.195900
214回目,59.183700,69.387800,73.469400,73.195900
215回目,62.244900,73.469400,67.010300,69.387800
216回目,59.183700,70.408200,67.346900,66.326500
217回目,65.306100,71.428600,69.387800,66.326500
218回目,59.183700,73.469400,70.408200,68.367300
219回目,64.285700,68.367300,67.346900,68.367300
220回目,62.244900,67.346900,72.449000,72.449000
221回目,59.183700,67.346900,61.224500,68.367300
222回目,58.163300,72.449000,65.306100,66.326500
223回目,64.285700,71.428600,64.285700,69.387800
224回目,64.285700,67.346900,68.367300,66.326500
225回目,62.244900,67.010300,68.367300,73.195900
226回目,58.163300,64.285700,67.346900,66.326500
227回目,62.244900,70.408200,68.367300,71.428600
228回目,59.183700,70.408200,68.367300,71.428600
229回目,62.244900,67.010300,64.285700,66.326500
230回目,62.244900,70.408200,67.346900,66.326500
231回目,55.670100,74.489800,77.551000,66.326500
232回目,55.670100,68.367300,66.326500,66.326500
233回目,55.670100,67.346900,64.285700,66.326500
234回目,59.183700,67.346900,67.010300,66.326500
235回目,65.306100,67.010300,65.306100,66.326500
236回目,62.244900,69.387800,66.326500,66.326500
237回目,62.244900,67.346900,64.285700,66.326500
238回目,64.285700,65.979400,67.346900,66.326500
239回目,65.306100,67.346900,70.408200,69.387800
240回目,55.670100,72.449000,61.224500,66.326500
241回目,62.244900,70.408200,72.449000,66.326500
242回目,58.163300,69.387800,69.387800,66.326500
243回目,62.244900,67.010300,67.346900,71.428600
244回目,60.204100,70.408200,68.367300,68.367300
245回目,59.183700,67.346900,65.306100,66.326500
246回目,59.183700,73.469400,66.326500,66.326500
247回目,65.306100,71.428600,65.306100,68.367300
248回目,65.306100,72.449000,68.367300,64.285700
249回目,60.204100,68.367300,66.326500,66.326500
250回目,60.204100,67.346900,65.306100,73.195900
