Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,5.879120,6.680810,6.413590,6.324520
2回目,6.146360,6.210380,6.235440,6.680790
3回目,5.611890,6.413580,6.570400,6.324520
4回目,6.057280,6.680810,6.057280,6.502670
5回目,6.057280,6.413580,6.570400,6.502660
6回目,5.611890,6.057280,5.968210,6.502660
7回目,5.879120,6.413580,6.146360,6.502670
8回目,5.850350,6.502660,6.591750,6.502670
9回目,5.879130,6.591740,6.413590,6.502670
10回目,6.057280,6.413590,6.502660,6.324520
11回目,6.146360,6.057280,6.235430,6.502670
12回目,6.146360,6.413590,6.324510,6.502670
13回目,5.879120,6.324510,6.480390,6.413590
14回目,5.879120,6.413580,6.413590,6.502670
15回目,5.792180,6.591750,6.300390,6.502670
16回目,5.611890,6.502670,6.413590,6.502670
17回目,6.057280,6.680810,6.769900,6.750410
18回目,5.792180,6.502670,6.413580,6.502670
19回目,5.879120,6.502670,6.591750,6.413590
20回目,6.057280,6.502660,6.769900,6.324520
21回目,6.057280,6.502670,6.324510,6.502670
22回目,5.792180,6.680810,6.502660,6.413590
23回目,6.057280,6.502660,6.502660,6.413590
24回目,6.146360,6.413580,6.502670,6.146350
25回目,5.850350,6.591740,6.502660,6.680790
26回目,6.146360,6.210380,6.591740,6.324520
27回目,5.850350,6.591750,6.502660,6.680790
28回目,5.792180,6.591750,6.413590,6.680790
29回目,6.146360,6.502660,6.057280,6.502660
30回目,5.611890,6.324510,6.235440,6.502670
31回目,6.146360,6.502670,6.591750,6.324520
32回目,6.057280,6.324510,6.057280,6.146350
33回目,6.057280,6.769900,6.413590,6.502670
34回目,6.057280,6.413580,6.235440,6.146350
35回目,6.235430,6.413580,6.413580,6.502660
36回目,5.611890,6.680810,6.502660,6.502670
37回目,5.792180,6.413590,6.413590,6.680790
38回目,5.879130,6.413580,6.146360,6.502670
39回目,5.792180,6.413580,6.502660,6.324520
40回目,5.879130,6.591750,6.680820,6.413590
41回目,5.879130,6.502660,6.057280,6.502670
42回目,6.146360,6.502660,6.324510,6.413590
43回目,5.792180,6.413580,6.570400,6.680790
44回目,6.146360,6.948060,6.502660,6.413590
45回目,5.850350,6.480400,6.502660,6.680790
46回目,5.879130,6.502660,6.502660,6.413590
47回目,5.879120,6.591750,6.146350,6.750410
48回目,6.146360,6.769900,6.235440,6.680790
49回目,5.611890,6.769900,5.968200,6.146350
50回目,6.235430,6.769900,6.591750,6.146350
51回目,5.850350,6.413590,6.502660,6.413590
52回目,5.879120,6.680820,6.591750,6.413590
53回目,5.879130,6.502670,6.324510,6.413590
54回目,5.879130,6.680810,6.502660,6.680790
55回目,6.057280,6.235430,6.057280,6.680790
56回目,5.611890,6.210380,6.769900,6.413590
57回目,6.057280,6.591750,6.146360,6.502660
58回目,5.879130,6.210380,5.879120,6.502670
59回目,5.611890,6.480400,6.413590,6.324520
60回目,6.057280,6.502660,6.502660,6.502670
61回目,5.850350,6.324510,6.591750,6.502660
62回目,6.057280,6.680810,5.790040,6.502670
63回目,5.611890,6.413580,6.502660,6.502670
64回目,5.792180,6.324510,6.680820,6.324520
65回目,5.850350,6.324510,6.502660,6.146350
66回目,5.879130,6.057280,6.235440,6.502660
67回目,6.057280,6.502660,6.324510,6.502670
68回目,5.850350,6.502660,5.940360,6.413590
69回目,6.235430,6.413580,6.413590,6.502670
70回目,5.879120,6.413590,6.502660,6.324520
71回目,5.879130,6.480400,6.591750,6.502670
72回目,5.879130,6.413580,6.591750,6.324520
