Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
73回目,6.057280,6.591740,5.968200,6.146350
74回目,5.879120,6.413580,6.146360,6.750410
75回目,6.057280,6.480400,6.502660,6.502670
76回目,5.850350,6.324510,6.235430,6.502660
77回目,6.057280,6.324510,6.235440,6.750410
78回目,5.879130,6.210380,6.057280,6.324520
79回目,6.057280,6.680820,6.324510,6.502670
80回目,5.879120,6.591750,6.591750,6.750410
81回目,5.879130,6.324510,6.502660,6.502660
82回目,6.057280,6.413580,6.502660,6.680790
83回目,6.146360,6.502670,6.502660,6.502670
84回目,6.235430,6.413580,6.591740,6.502660
85回目,5.792180,6.413590,6.502660,6.502670
86回目,5.792180,6.502670,6.324510,6.502670
87回目,5.879120,6.591740,6.324510,6.502670
88回目,6.057280,6.324510,6.235440,6.750410
89回目,6.057280,6.413590,6.680820,6.502670
90回目,5.850350,6.413580,6.502660,6.146350
91回目,6.235430,6.413580,6.591740,6.413590
92回目,6.057280,6.413580,6.502660,6.502670
93回目,6.146360,6.324510,6.413590,6.413590
94回目,5.850350,6.680810,6.570400,6.502670
95回目,5.879120,6.324510,6.324510,6.502670
96回目,5.879130,6.502660,6.235440,6.146350
97回目,6.057280,6.502670,6.057280,6.146350
98回目,6.146360,6.324510,6.413590,6.413590
99回目,6.057280,6.769900,6.502660,6.502670
100回目,5.850350,6.413590,5.968200,6.502670
101回目,6.235430,6.591750,6.324510,6.324520
102回目,6.057280,6.324510,6.413590,6.413590
103回目,6.235430,6.324510,6.502660,6.502670
104回目,5.879130,6.591750,6.502660,6.502670
105回目,6.057280,6.769900,6.324520,6.502670
106回目,5.850350,6.413580,6.502660,6.146350
107回目,5.879130,6.502660,6.502660,6.750410
108回目,5.792180,6.057280,6.324500,6.413590
109回目,5.850350,6.480400,6.413590,6.502670
110回目,5.850350,6.324510,6.235440,6.750410
111回目,6.235430,6.324510,6.324510,6.146350
112回目,5.792180,6.502660,5.700960,6.502670
113回目,6.235430,6.680810,6.502660,6.324520
114回目,5.850350,6.502660,6.502660,6.146350
115回目,5.611890,6.413590,6.235440,6.413590
116回目,6.057280,6.680810,6.413580,6.502670
117回目,5.879130,6.680810,6.057280,6.324520
118回目,6.146360,6.324510,6.591740,6.680790
119回目,5.850350,6.413580,6.324520,6.750410
120回目,5.611890,6.413590,6.413590,6.413590
121回目,5.850350,6.413580,6.502660,6.324520
122回目,5.611890,6.680810,6.680820,6.750410
123回目,6.057280,6.324510,6.210380,6.502670
124回目,5.879120,6.413580,6.057280,6.413590
125回目,6.057280,6.680810,6.390380,6.413590
126回目,5.611890,6.413580,6.591740,6.324520
127回目,5.879130,6.413580,6.235440,6.413590
128回目,5.792180,6.413580,6.858980,6.413590
129回目,6.146360,6.502660,6.413590,6.502660
130回目,6.057280,6.502670,6.502660,6.413590
131回目,5.611890,6.413590,6.413590,6.502670
132回目,5.879120,6.324510,6.769900,6.413590
133回目,6.057280,6.680810,6.413590,6.146350
134回目,6.057280,6.324510,6.413590,6.502670
135回目,5.879120,6.413580,6.502660,6.502670
136回目,6.057280,6.057280,6.235440,6.502670
137回目,6.057280,6.502660,6.480390,6.502670
138回目,5.879120,6.680810,6.057280,6.502670
139回目,5.879130,6.413580,6.413590,6.502670
140回目,6.235430,6.480400,6.502660,6.502670
141回目,6.057280,6.480400,6.502670,6.502670
142回目,6.057280,6.324510,6.502660,6.680790
143回目,6.057280,6.324510,6.413590,6.413590
144回目,5.879120,6.680810,6.146350,6.502670
145回目,5.850350,6.680810,6.210370,6.413590
146回目,6.146360,6.502660,6.057280,6.413590
147回目,6.057280,6.324510,6.591740,6.750410
148回目,6.146360,6.591750,6.502660,6.324520
149回目,5.879120,6.591740,6.591750,6.502660
150回目,5.879130,6.413580,6.591750,6.502670
151回目,6.057280,6.235430,5.968210,6.413590
152回目,6.146360,6.502670,6.502660,6.146350
153回目,6.057280,6.413580,6.502660,6.750410
154回目,5.850350,6.413590,6.413590,6.750410
155回目,6.146360,6.413580,6.502660,6.680790
156回目,6.057280,6.413590,6.235440,6.680790
157回目,6.057280,6.591740,6.570400,6.502670
158回目,5.792180,6.502660,6.502660,6.502660
159回目,5.850350,6.324510,6.769900,6.146350
160回目,5.879130,6.324510,6.057280,6.324520
161回目,5.850350,6.769900,6.680820,6.502660
162回目,6.057280,6.324510,6.235440,6.680790
163回目,6.235430,6.413580,6.680820,6.502670
164回目,5.879130,6.324510,6.235430,6.750410
165回目,5.879120,6.413580,6.390390,6.413590
166回目,5.879120,6.324510,6.502660,6.146350
167回目,6.057280,6.413580,6.502660,6.502670
168回目,5.792180,6.324510,6.502660,6.680790
169回目,6.057280,6.591750,5.968200,6.146350
170回目,5.792180,6.591750,6.324520,6.324520
171回目,5.879130,6.413580,6.570400,6.502670
172回目,5.792180,6.680810,6.057280,6.502670
173回目,5.611890,6.413590,6.502670,6.502670
174回目,5.879120,6.948060,6.413580,6.324520
175回目,6.057280,6.413580,6.591750,6.413590
176回目,5.611890,6.413580,6.680820,6.680790
177回目,5.850350,6.502670,6.324510,6.413590
178回目,6.146360,6.502670,6.146350,6.502670
179回目,5.879120,6.769900,6.502660,6.146350
180回目,5.879130,6.502660,6.591750,6.750410
181回目,5.792180,6.680810,6.057280,6.502660
182回目,5.611890,6.413580,6.769900,6.413590
183回目,6.057280,6.235430,6.591750,6.413590
184回目,6.057280,6.324510,6.502660,6.502670
185回目,5.879130,6.413580,6.502660,6.502670
186回目,6.057280,6.413580,6.502670,6.502670
187回目,5.879120,6.413590,6.413590,6.680790
188回目,6.057280,6.480400,6.502660,6.750410
189回目,5.611890,6.680820,6.502660,6.502670
190回目,5.879120,6.324510,5.968200,6.413590
191回目,6.057280,6.502670,6.769900,6.750410
192回目,6.146360,6.413580,6.591740,6.680790
193回目,5.879130,6.480400,6.591740,6.750410
194回目,5.792180,6.480400,6.502670,6.502670
195回目,5.879130,6.591750,6.591740,6.502660
196回目,5.879130,6.413590,6.591740,6.502660
197回目,6.235430,6.502670,6.324510,6.502670
198回目,6.057280,6.480400,6.502660,6.502670
199回目,6.057280,6.413590,6.324510,6.324520
200回目,5.879120,6.769900,6.502660,6.502670
201回目,5.879130,6.413580,6.502660,6.413590
202回目,5.850350,6.413580,6.769900,6.750410
203回目,5.850350,6.591740,5.968210,6.502670
204回目,6.235430,6.413580,6.591740,6.413590
205回目,5.792180,6.413580,6.502660,6.680790
206回目,6.235430,6.502660,6.057280,6.413590
207回目,6.146360,6.502660,5.968200,6.324520
208回目,5.792180,6.480400,6.591750,6.502670
209回目,6.057280,6.591750,6.057280,6.502670
210回目,6.057280,6.680810,6.502660,6.750410
211回目,5.879130,6.413590,6.324510,6.680790
212回目,6.146360,6.769900,6.413590,6.750410
213回目,5.879120,6.057280,6.502660,6.146350
214回目,5.611890,6.324510,6.235440,6.502660
215回目,5.792180,6.413580,6.146360,6.324520
216回目,5.611890,6.591740,6.413590,6.502670
217回目,5.611890,6.502660,6.591740,6.502670
218回目,6.057280,6.413580,6.057280,6.502670
219回目,6.057280,6.413590,6.769900,6.413590
220回目,6.057280,6.324510,6.591750,6.502660
221回目,5.879120,6.769900,6.769900,6.502670
222回目,6.057280,6.413580,6.591740,6.502670
223回目,5.850350,6.591740,6.413590,6.413590
224回目,6.057280,6.680820,6.324510,6.680790
225回目,6.057280,6.480400,6.502660,6.680790
226回目,6.057280,6.502660,6.210370,6.680790
227回目,6.235430,6.480400,6.235430,6.413590
228回目,6.146360,6.324510,6.680820,6.502660
229回目,6.057280,6.413590,6.502670,6.502670
230回目,5.879130,6.502660,6.324510,6.502670
231回目,5.792180,6.769900,6.502660,6.680790
232回目,6.057280,6.680810,6.413590,6.324520
233回目,6.057280,6.948060,6.680820,6.502660
234回目,5.850350,6.413580,6.502660,6.750410
235回目,5.879130,6.591750,6.413590,6.750410
236回目,5.879130,6.413580,6.769900,6.146350
237回目,6.235430,6.680820,6.502660,6.502670
238回目,6.146360,6.680810,6.235440,6.413590
239回目,5.792180,6.324510,6.502660,6.413590
240回目,5.850350,6.502670,6.413590,6.324520
241回目,5.611890,6.680820,6.057280,6.324520
242回目,6.057280,6.480400,6.413590,6.502670
243回目,5.879130,6.948060,6.057270,6.502670
244回目,5.879130,6.324510,6.680820,6.413590
245回目,5.879120,6.680810,5.940360,6.750410
246回目,6.235430,6.502660,6.502660,6.502670
247回目,5.850350,6.413580,6.324510,6.502670
248回目,6.057280,6.502670,6.680820,6.502670
249回目,6.146360,6.413590,6.769900,6.502670
250回目,5.792180,6.324510,5.850360,6.413590
