PDR,GPSR,NGPSR,NPGPSR,NDGPSR
71回目,67.380500,74.414100,75.547800,74.601300
72回目,67.346900,73.911300,75.547800,72.593600
73回目,69.422300,75.661000,68.572300,70.513600
74回目,67.481400,73.837300,70.654600,77.319600
75回目,69.387800,74.414100,74.526900,74.564100
76回目,67.010300,72.629900,71.606900,74.713100
77回目,69.387800,72.629900,71.678500,77.319600
78回目,67.346900,71.241600,69.526300,72.593600
79回目,69.387800,76.760100,72.775300,74.750500
80回目,67.481400,75.623200,75.547800,77.319600
81回目,67.380500,72.629900,74.601300,74.713100
82回目,69.422300,73.579400,74.601300,76.645200
83回目,70.443300,74.638500,74.675800,74.526900
84回目,71.499800,73.911300,75.623200,74.713100
85回目,60.204100,73.542700,74.601300,74.750500
86回目,60.204100,74.638500,72.702500,74.564100
87回目,67.481400,75.661000,72.593600,74.750500
88回目,69.387800,72.557400,71.678500,77.319600
89回目,69.422300,73.542700,76.760100,74.601300
90回目,67.010300,73.911300,74.526900,70.513600
91回目,71.499800,73.579400,75.736600,73.689700
92回目,69.387800,73.579400,74.675800,74.601300
93回目,70.443300,72.629900,73.579400,73.689700
94回目,67.010300,76.836900,75.371500,74.601300
95回目,67.481400,72.629900,72.593600,74.601300
96回目,67.380500,74.638500,71.571200,70.513600
97回目,69.422300,74.638500,69.526300,70.513600
98回目,70.443300,72.629900,73.579400,73.689700
99回目,69.387800,77.783500,74.825300,74.564100
100回目,67.010300,73.542700,68.469700,74.750500
101回目,71.499800,75.623200,72.557400,72.593600
102回目,69.387800,72.629900,73.689700,73.689700
103回目,71.499800,72.557400,74.825300,74.526900
104回目,67.346900,75.623200,74.601300,74.750500
105回目,69.387800,77.783500,72.629900,74.601300
106回目,67.010300,73.579400,74.526900,70.513600
107回目,67.346900,74.638500,74.825300,77.319600
108回目,60.204100,69.595800,72.557400,73.689700
109回目,67.010300,74.414100,73.579400,74.526900
110回目,67.010300,72.629900,71.678500,77.319600
111回目,71.499800,72.557400,72.629900,70.513600
112回目,60.204100,74.638500,65.534700,74.601300
113回目,71.499800,76.836900,74.825300,72.593600
114回目,67.010300,74.638500,74.564100,70.513600
115回目,64.285700,73.542700,71.678500,73.689700
116回目,69.387800,76.836900,73.911300,74.601300
117回目,67.380500,76.836900,69.526300,72.593600
118回目,70.443300,72.557400,75.812400,76.645200
119回目,67.010300,73.579400,72.593600,77.319600
120回目,64.285700,73.542700,73.506000,73.689700
121回目,67.010300,73.579400,74.601300,72.593600
122回目,64.285700,76.836900,76.721700,77.319600
123回目,69.387800,72.629900,71.566300,74.750500
124回目,67.481400,73.579400,69.630600,73.689700
125回目,69.387800,76.836900,73.306600,73.689700
126回目,64.285700,73.579400,75.812400,72.593600
127回目,67.380500,73.911300,71.642700,73.689700
128回目,60.204100,73.837300,78.807000,73.689700
129回目,70.443300,74.638500,73.579400,74.713100
130回目,69.422300,74.638500,74.564100,73.689700
131回目,64.285700,73.542700,73.579400,74.526900
132回目,67.481400,72.557400,77.861400,73.689700
133回目,69.387800,76.836900,73.652900,70.513600
134回目,69.422300,72.629900,73.726500,74.601300
135回目,67.481400,73.911300,74.825300,74.750500
136回目,69.422300,69.595800,71.678500,74.564100
137回目,69.422300,74.675800,74.451700,74.564100
138回目,67.481400,76.836900,69.526300,74.750500
139回目,67.380500,73.579400,73.616100,74.564100
140回目,71.499800,74.414100,74.601300,74.526900
141回目,69.387800,74.414100,74.601300,74.750500
142回目,69.387800,72.629900,74.564100,76.645200
143回目,69.387800,72.629900,73.726500,73.689700
144回目,67.481400,76.836900,70.513600,74.526900
145回目,67.010300,76.836900,71.385500,73.689700
146回目,70.443300,74.638500,69.526300,73.689700
147回目,69.422300,72.629900,75.698800,77.319600
148回目,70.443300,75.623200,74.825300,72.593600
149回目,67.481400,75.661000,75.547800,74.713100
150回目,67.380500,73.579400,75.774500,74.564100
151回目,69.387800,71.678500,68.503900,73.689700
152回目,70.443300,74.638500,74.526900,70.513600
153回目,69.387800,73.837300,74.825300,77.319600
154回目,67.010300,73.542700,73.579400,77.319600
155回目,70.443300,73.911300,74.526900,76.645200
156回目,69.387800,73.542700,71.642700,76.645200
157回目,69.387800,75.661000,75.371500,74.526900
158回目,60.204100,74.638500,74.526900,74.713100
159回目,67.010300,72.557400,77.861400,70.513600
160回目,67.380500,72.557400,69.526300,72.593600
161回目,67.010300,77.783500,76.875300,74.713100
162回目,69.422300,72.848200,71.786200,76.645200
163回目,71.499800,73.579400,76.721700,74.564100
164回目,67.346900,72.629900,71.750300,77.319600
165回目,67.481400,73.837300,73.306600,73.689700
166回目,67.481400,72.557400,74.526900,70.513600
167回目,69.387800,73.911300,74.526900,74.564100
168回目,60.204100,72.629900,74.825300,76.645200
169回目,69.422300,75.623200,68.435500,70.513600
170回目,60.204100,75.623200,72.666200,72.593600
171回目,67.380500,73.579400,75.371500,74.526900
172回目,60.204100,76.836900,69.630600,74.564100
173回目,64.285700,73.542700,74.526900,74.750500
174回目,67.481400,79.830500,73.616100,72.593600
175回目,69.387800,73.579400,75.547800,73.689700
176回目,64.285700,73.911300,76.683400,76.645200
177回目,67.010300,74.638500,72.738900,73.689700
178回目,70.443300,74.638500,70.760700,74.750500
179回目,67.481400,77.783500,74.825300,70.513600
180回目,67.346900,74.638500,75.547800,77.319600
181回目,60.204100,76.836900,69.630600,74.713100
182回目,64.285700,73.837300,77.705900,73.689700
183回目,69.422300,71.678500,75.547800,73.689700
184回目,69.387800,72.848200,74.825300,74.601300
185回目,67.346900,73.911300,74.601300,74.750500
186回目,69.422300,73.579400,74.526900,74.526900
187回目,67.481400,73.542700,73.579400,76.645200
188回目,69.387800,74.414100,74.601300,77.319600
189回目,64.285700,76.760100,74.601300,74.526900
190回目,67.481400,72.629900,68.572300,73.689700
191回目,69.387800,74.638500,77.900300,77.319600
192回目,70.443300,73.837300,75.623200,76.645200
193回目,67.346900,74.414100,75.698800,77.319600
194回目,60.204100,74.414100,74.713100,74.564100
195回目,67.380500,75.623200,75.736600,74.713100
196回目,67.380500,73.542700,75.850300,74.713100
197回目,71.499800,74.638500,72.775300,74.750500
198回目,69.387800,74.414100,74.825300,74.564100
199回目,69.422300,73.542700,72.593600,72.593600
200回目,67.481400,77.783500,74.526900,74.750500
201回目,67.380500,73.579400,74.601300,73.689700
202回目,67.010300,73.579400,77.783500,77.319600
203回目,67.010300,75.661000,68.744100,74.526900
204回目,71.499800,73.911300,75.623200,73.689700
205回目,60.204100,73.911300,74.601300,76.645200
206回目,71.499800,74.638500,69.526300,73.689700
207回目,70.443300,74.638500,68.538100,72.593600
208回目,60.204100,74.414100,75.547800,74.564100
209回目,69.422300,75.623200,69.526300,74.601300
210回目,69.422300,76.836900,74.601300,77.319600
211回目,67.346900,73.542700,72.702500,76.645200
212回目,70.443300,77.783500,73.579400,77.319600
213回目,67.481400,69.595800,74.601300,70.513600
214回目,64.285700,72.629900,71.678500,74.713100
215回目,60.204100,73.579400,70.689900,72.593600
216回目,64.285700,75.661000,73.579400,74.750500
217回目,64.285700,74.638500,75.623200,74.601300
218回目,69.387800,73.579400,69.561000,74.564100
219回目,69.387800,73.542700,77.861400,73.689700
220回目,69.422300,72.629900,75.547800,74.713100
221回目,67.481400,77.783500,77.861400,74.750500
222回目,69.387800,73.579400,75.812400,74.750500
223回目,67.010300,75.661000,73.579400,73.689700
224回目,69.387800,76.760100,72.557400,76.645200
225回目,69.387800,74.414100,74.526900,76.645200
226回目,69.422300,74.638500,71.241600,76.645200
227回目,71.499800,74.414100,71.535500,73.689700
228回目,70.443300,72.629900,76.760100,74.713100
229回目,69.387800,73.542700,74.601300,74.564100
230回目,67.380500,74.638500,72.775300,74.526900
231回目,60.204100,77.783500,74.825300,76.645200
232回目,69.387800,76.836900,73.542700,72.593600
233回目,69.387800,79.830500,76.683400,74.713100
234回目,67.010300,73.837300,74.601300,77.319600
235回目,67.346900,75.623200,73.506000,77.319600
236回目,67.380500,73.579400,77.861400,70.513600
237回目,71.499800,76.760100,74.713100,74.601300
238回目,70.443300,76.836900,71.678500,73.689700
239回目,60.204100,72.848200,74.601300,73.689700
240回目,67.010300,74.638500,73.579400,72.593600
241回目,64.285700,76.760100,69.526300,72.593600
242回目,69.422300,74.414100,73.579400,74.564100
243回目,67.380500,79.830500,69.630600,74.526900
244回目,67.346900,72.557400,76.875300,73.689700
245回目,67.481400,76.836900,68.316300,77.319600
246回目,71.499800,74.638500,74.713100,74.601300
247回目,67.010300,73.837300,72.593600,74.750500
248回目,69.387800,74.638500,76.760100,74.526900
249回目,70.443300,73.542700,77.744700,74.564100
250回目,60.204100,72.557400,67.213300,73.689700
