Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,573370.000000,1175582.000000,1030652.000000,1042661.000000
2回目,586700.000000,1140118.000000,1021322.000000,1012069.000000
3回目,618706.000000,1097856.000000,1025680.000000,1042661.000000
4回目,604278.000000,1179318.000000,1043798.000000,1074361.000000
5回目,604278.000000,1094120.000000,1025680.000000,1024905.000000
6回目,618706.000000,1156608.000000,1010696.000000,1024905.000000
7回目,573370.000000,1128990.000000,1020874.000000,1046529.000000
8回目,603490.000000,1146076.000000,1042504.000000,1074361.000000
9回目,618828.000000,1157886.000000,1033576.000000,1140811.000000
10回目,596972.000000,1160912.000000,1053054.000000,1042661.000000
11回目,586700.000000,1156608.000000,1022108.000000,1140811.000000
12回目,586700.000000,1160912.000000,988768.000000,1046529.000000
13回目,573370.000000,1102374.000000,1059520.000000,1075689.000000
14回目,573370.000000,1125254.000000,1033576.000000,1055479.000000
15回目,543332.000000,1163424.000000,1020536.000000,1055479.000000
16回目,618706.000000,1137912.000000,1033576.000000,1046529.000000
17回目,596972.000000,1179318.000000,980590.000000,1048089.000000
18回目,543332.000000,1137912.000000,1022850.000000,1140811.000000
19回目,573370.000000,1137912.000000,1042504.000000,1075689.000000
20回目,589048.000000,1146076.000000,980590.000000,1042661.000000
21回目,604278.000000,1137912.000000,1032766.000000,1140811.000000
22回目,543332.000000,1175582.000000,1053054.000000,1015651.000000
23回目,589048.000000,1142340.000000,988046.000000,1075689.000000
24回目,586700.000000,1121518.000000,1037476.000000,1055059.000000
25回目,603490.000000,1157886.000000,992214.000000,1012069.000000
26回目,586700.000000,1140118.000000,1022232.000000,1042661.000000
27回目,603490.000000,1155952.000000,1009722.000000,1012069.000000
28回目,543332.000000,1159688.000000,1062124.000000,1012069.000000
29回目,586700.000000,1146076.000000,1037646.000000,1024905.000000
30回目,618706.000000,1181054.000000,1021322.000000,1046529.000000
31回目,586700.000000,1141648.000000,1042504.000000,1042661.000000
32回目,589048.000000,1102374.000000,1037646.000000,1055059.000000
33回目,604278.000000,1120948.000000,983748.000000,1055479.000000
34回目,596972.000000,1121518.000000,1021322.000000,1055059.000000
35回目,556890.000000,1094120.000000,1011798.000000,1024905.000000
36回目,618706.000000,1179318.000000,1027776.000000,1046529.000000
37回目,543332.000000,1164648.000000,1013102.000000,1012069.000000
38回目,618828.000000,1121518.000000,1059110.000000,1140811.000000
39回目,543332.000000,1094120.000000,1009722.000000,1042661.000000
40回目,618828.000000,1159688.000000,1032596.000000,1015651.000000
41回目,618828.000000,1149812.000000,1037646.000000,1046529.000000
42回目,586700.000000,1142340.000000,1024342.000000,1015651.000000
43回目,543332.000000,1162480.000000,1025680.000000,1012069.000000
44回目,586700.000000,1119542.000000,1009722.000000,1075689.000000
45回目,603490.000000,1133250.000000,1009722.000000,1012069.000000
46回目,592342.000000,1142340.000000,1011070.000000,1075689.000000
47回目,573370.000000,1159688.000000,1031942.000000,1048089.000000
48回目,586700.000000,1120948.000000,1021322.000000,1012069.000000
49回目,618706.000000,1117212.000000,1052908.000000,1055059.000000
50回目,556890.000000,1117212.000000,1042504.000000,1055059.000000
51回目,603490.000000,1160912.000000,992214.000000,1015651.000000
52回目,573370.000000,1117632.000000,1042504.000000,1015651.000000
53回目,592342.000000,1145384.000000,1026412.000000,1015651.000000
54回目,592342.000000,1175582.000000,1062752.000000,1012069.000000
55回目,596972.000000,1114262.000000,1037646.000000,1012069.000000
56回目,618706.000000,1140118.000000,999020.000000,1075689.000000
57回目,589048.000000,1159688.000000,1068856.000000,1024905.000000
58回目,618828.000000,1140118.000000,1050334.000000,1074361.000000
59回目,618706.000000,1133250.000000,1033576.000000,1042661.000000
60回目,604278.000000,1142340.000000,1062752.000000,1055479.000000
61回目,603490.000000,1143146.000000,1042504.000000,1024905.000000
62回目,589048.000000,1175582.000000,1010676.000000,1055479.000000
63回目,618706.000000,1097856.000000,1062752.000000,1046529.000000
64回目,543332.000000,1188526.000000,1054624.000000,1042661.000000
65回目,603490.000000,1188526.000000,1062752.000000,1055059.000000
66回目,618828.000000,1156608.000000,1021322.000000,1024905.000000
67回目,596972.000000,1146076.000000,1026412.000000,1046529.000000
68回目,603490.000000,1146076.000000,1065034.000000,1075689.000000
69回目,556890.000000,1162480.000000,1015720.000000,1074361.000000
70回目,573370.000000,1160912.000000,1062752.000000,1042661.000000
71回目,592342.000000,1133250.000000,1042504.000000,1046529.000000
72回目,618828.000000,1162480.000000,1042504.000000,1042661.000000
73回目,589048.000000,1157886.000000,1019144.000000,1055059.000000
74回目,573370.000000,1105328.000000,1018006.000000,1048089.000000
75回目,604278.000000,1129514.000000,1062752.000000,1055479.000000
76回目,603490.000000,1181054.000000,1033158.000000,1024905.000000
77回目,596972.000000,1181054.000000,1021322.000000,1048089.000000
78回目,618828.000000,1136382.000000,1037646.000000,1042661.000000
79回目,604278.000000,1117632.000000,991708.000000,1140811.000000
80回目,573370.000000,1155952.000000,1042504.000000,1048089.000000
81回目,592342.000000,1184790.000000,1053054.000000,1024905.000000
82回目,589048.000000,1121518.000000,1053054.000000,1012069.000000
83回目,586700.000000,1137912.000000,1027776.000000,1074361.000000
84回目,556890.000000,1162480.000000,1046546.000000,1024905.000000
85回目,543332.000000,1160912.000000,1053054.000000,1140811.000000
86回目,543332.000000,1137912.000000,998196.000000,1055479.000000
87回目,573370.000000,1157886.000000,1026412.000000,1140811.000000
88回目,604278.000000,1150496.000000,1021322.000000,1048089.000000
89回目,589048.000000,1164648.000000,1026198.000000,1046529.000000
90回目,603490.000000,1162480.000000,1062752.000000,1055059.000000
91回目,556890.000000,1125254.000000,1003246.000000,1075689.000000
92回目,604278.000000,1121518.000000,1036672.000000,1046529.000000
93回目,586700.000000,1181054.000000,1033576.000000,1015651.000000
94回目,603490.000000,1183054.000000,1025680.000000,1046529.000000
95回目,573370.000000,1181054.000000,1026412.000000,1046529.000000
96回目,592342.000000,1142340.000000,1026230.000000,1055059.000000
97回目,589048.000000,1145384.000000,1037646.000000,1055059.000000
98回目,586700.000000,1184790.000000,1033576.000000,1075689.000000
99回目,596972.000000,1117212.000000,992214.000000,1055479.000000
100回目,603490.000000,1164648.000000,1041356.000000,1140811.000000
101回目,556890.000000,1155952.000000,1059366.000000,1042661.000000
102回目,604278.000000,1181054.000000,1010794.000000,1015651.000000
103回目,556890.000000,1150496.000000,992214.000000,1074361.000000
104回目,618828.000000,1155952.000000,1053054.000000,1140811.000000
105回目,596972.000000,1117212.000000,1026290.000000,1046529.000000
106回目,603490.000000,1125254.000000,1062752.000000,1055059.000000
107回目,618828.000000,1142340.000000,992214.000000,1048089.000000
108回目,543332.000000,1156608.000000,1049464.000000,1075689.000000
109回目,603490.000000,1133250.000000,1033576.000000,1074361.000000
110回目,603490.000000,1181054.000000,989364.000000,1048089.000000
111回目,556890.000000,1143146.000000,1037362.000000,1055059.000000
112回目,543332.000000,1146076.000000,1040616.000000,1046529.000000
113回目,556890.000000,1179318.000000,992214.000000,1042661.000000
114回目,603490.000000,1142340.000000,1009722.000000,1055059.000000
115回目,618706.000000,1160912.000000,1021322.000000,1075689.000000
116回目,604278.000000,1186790.000000,977422.000000,1046529.000000
117回目,592342.000000,1175582.000000,1037646.000000,1042661.000000
118回目,586700.000000,1150496.000000,992982.000000,1012069.000000
119回目,603490.000000,1121518.000000,1036178.000000,1048089.000000
120回目,618706.000000,1157176.000000,1069488.000000,1015651.000000
121回目,603490.000000,1121518.000000,1053054.000000,1042661.000000
122回目,618706.000000,1175582.000000,1005732.000000,1048089.000000
123回目,604278.000000,1184790.000000,956496.000000,1140811.000000
124回目,573370.000000,1125254.000000,1023016.000000,1015651.000000
125回目,596972.000000,1175582.000000,1034232.000000,1015651.000000
126回目,618706.000000,1128990.000000,1008180.000000,1042661.000000
127回目,592342.000000,1162480.000000,1029840.000000,1075689.000000
128回目,543332.000000,1097856.000000,1009160.000000,1075689.000000
129回目,586700.000000,1146076.000000,1030652.000000,1024905.000000
130回目,589048.000000,1145384.000000,1009722.000000,1075689.000000
131回目,618706.000000,1157176.000000,1033576.000000,1074361.000000
132回目,573370.000000,1150496.000000,980590.000000,1075689.000000
133回目,604278.000000,1179318.000000,1025458.000000,1055059.000000
134回目,589048.000000,1184790.000000,1026638.000000,1046529.000000
135回目,573370.000000,1166216.000000,992214.000000,1140811.000000
136回目,589048.000000,1156608.000000,1021322.000000,1055479.000000
137回目,589048.000000,1135546.000000,1002362.000000,1055479.000000
138回目,573370.000000,1175582.000000,1037646.000000,1140811.000000
139回目,592342.000000,1121518.000000,1013078.000000,1055479.000000
140回目,556890.000000,1136986.000000,1032844.000000,1074361.000000
141回目,604278.000000,1133250.000000,1050772.000000,1140811.000000
142回目,596972.000000,1188526.000000,1009722.000000,1012069.000000
143回目,604278.000000,1184790.000000,994018.000000,1075689.000000
144回目,573370.000000,1175582.000000,1063702.000000,1074361.000000
145回目,603490.000000,1175582.000000,1017054.000000,1015651.000000
146回目,586700.000000,1142340.000000,1037646.000000,1075689.000000
147回目,589048.000000,1184790.000000,1031802.000000,1048089.000000
148回目,586700.000000,1155952.000000,992254.000000,1042661.000000
149回目,573370.000000,1157886.000000,1042504.000000,1024905.000000
150回目,592342.000000,1121518.000000,1000220.000000,1055479.000000
151回目,604278.000000,1114262.000000,1038598.000000,1075689.000000
152回目,586700.000000,1137912.000000,1062752.000000,1055059.000000
153回目,596972.000000,1094120.000000,992214.000000,1048089.000000
154回目,603490.000000,1157176.000000,1033576.000000,1048089.000000
155回目,586700.000000,1166216.000000,1062752.000000,1012069.000000
156回目,596972.000000,1157176.000000,1038916.000000,1012069.000000
157回目,604278.000000,1157886.000000,1025680.000000,1074361.000000
158回目,543332.000000,1149812.000000,1062752.000000,1024905.000000
159回目,603490.000000,1150496.000000,980590.000000,1055059.000000
160回目,592342.000000,1143146.000000,1037646.000000,1042661.000000
161回目,603490.000000,1124684.000000,980388.000000,1024905.000000
162回目,589048.000000,1102374.000000,998406.000000,1012069.000000
163回目,556890.000000,1121518.000000,1005732.000000,1055479.000000
164回目,618828.000000,1181054.000000,1015926.000000,1048089.000000
165回目,573370.000000,1105328.000000,1053880.000000,1015651.000000
166回目,573370.000000,1150496.000000,1062752.000000,1055059.000000
167回目,596972.000000,1173688.000000,1062752.000000,1055479.000000
168回目,543332.000000,1181054.000000,992214.000000,1012069.000000
169回目,589048.000000,1159688.000000,1070172.000000,1055059.000000
170回目,543332.000000,1155952.000000,1021114.000000,1042661.000000
171回目,592342.000000,1121518.000000,1025680.000000,1074361.000000
