Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
172回目,543332.000000,1183054.000000,1024544.000000,1055479.000000
173回目,618706.000000,1160912.000000,1049112.000000,1140811.000000
174回目,573370.000000,1119542.000000,1026046.000000,1042661.000000
175回目,604278.000000,1125254.000000,1042504.000000,1015651.000000
176回目,618706.000000,1162480.000000,1019628.000000,1012069.000000
177回目,603490.000000,1145384.000000,1000950.000000,1075689.000000
178回目,586700.000000,1137912.000000,1009768.000000,1140811.000000
179回目,573370.000000,1120948.000000,992214.000000,1055059.000000
180回目,618828.000000,1146076.000000,1042504.000000,1048089.000000
181回目,543332.000000,1175582.000000,1028732.000000,1024905.000000
182回目,618706.000000,1094120.000000,1006480.000000,1075689.000000
183回目,589048.000000,1114262.000000,1042504.000000,1015651.000000
184回目,604278.000000,1102374.000000,992214.000000,1046529.000000
185回目,618828.000000,1162480.000000,1053054.000000,1140811.000000
186回目,589048.000000,1128990.000000,1059326.000000,1074361.000000
187回目,573370.000000,1160912.000000,1033576.000000,1012069.000000
188回目,596972.000000,1129514.000000,1053054.000000,1048089.000000
189回目,618706.000000,1117632.000000,1053054.000000,1074361.000000
190回目,573370.000000,1192262.000000,1019004.000000,1015651.000000
191回目,596972.000000,1141648.000000,973846.000000,1048089.000000
192回目,586700.000000,1097856.000000,1049178.000000,1012069.000000
193回目,618828.000000,1129514.000000,1031802.000000,1048089.000000
194回目,543332.000000,1133250.000000,1110552.000000,1055479.000000
195回目,592342.000000,1155952.000000,1003246.000000,1024905.000000
196回目,592342.000000,1168384.000000,992542.000000,1024905.000000
197回目,556890.000000,1137912.000000,983404.000000,1140811.000000
198回目,596972.000000,1129514.000000,992214.000000,1055479.000000
199回目,589048.000000,1160912.000000,1026412.000000,1042661.000000
200回目,573370.000000,1124684.000000,1062752.000000,1140811.000000
201回目,592342.000000,1121518.000000,1053054.000000,1075689.000000
202回目,603490.000000,1125254.000000,985458.000000,1048089.000000
203回目,603490.000000,1157886.000000,991632.000000,1074361.000000
204回目,556890.000000,1162480.000000,1049178.000000,1075689.000000
205回目,543332.000000,1162480.000000,1053054.000000,1012069.000000
206回目,556890.000000,1142340.000000,1037646.000000,1075689.000000
207回目,586700.000000,1142340.000000,1051226.000000,1042661.000000
208回目,543332.000000,1133250.000000,1042504.000000,1055479.000000
209回目,589048.000000,1155952.000000,1037646.000000,1046529.000000
210回目,589048.000000,1179318.000000,1053054.000000,1048089.000000
211回目,618828.000000,1160912.000000,999910.000000,1012069.000000
212回目,586700.000000,1120948.000000,1033576.000000,1048089.000000
213回目,573370.000000,1156608.000000,1053054.000000,1055059.000000
214回目,618706.000000,1188526.000000,1021322.000000,1024905.000000
215回目,543332.000000,1125254.000000,1004546.000000,1042661.000000
216回目,618706.000000,1157886.000000,1049862.000000,1140811.000000
217回目,618706.000000,1149812.000000,1036006.000000,1046529.000000
218回目,604278.000000,1125254.000000,1036116.000000,1055479.000000
219回目,604278.000000,1160912.000000,980732.000000,1015651.000000
220回目,589048.000000,1181054.000000,1042504.000000,1024905.000000
221回目,573370.000000,1117212.000000,980590.000000,1140811.000000
222回目,596972.000000,1125254.000000,1005650.000000,1140811.000000
223回目,603490.000000,1157886.000000,1030652.000000,1075689.000000
224回目,596972.000000,1117632.000000,1034676.000000,1012069.000000
225回目,596972.000000,1133250.000000,1062752.000000,1012069.000000
226回目,589048.000000,1146076.000000,1029930.000000,1012069.000000
227回目,556890.000000,1133250.000000,1039838.000000,1075689.000000
228回目,586700.000000,1181054.000000,992964.000000,1024905.000000
229回目,596972.000000,1160912.000000,1028678.000000,1055479.000000
230回目,592342.000000,1146076.000000,983404.000000,1074361.000000
231回目,543332.000000,1117212.000000,992214.000000,1012069.000000
232回目,604278.000000,1175582.000000,1040220.000000,1042661.000000
233回目,596972.000000,1119542.000000,1004994.000000,1024905.000000
234回目,603490.000000,1097856.000000,1053054.000000,1048089.000000
235回目,618828.000000,1155952.000000,1062124.000000,1048089.000000
236回目,592342.000000,1121518.000000,980590.000000,1055059.000000
237回目,556890.000000,1117632.000000,1005772.000000,1046529.000000
238回目,586700.000000,1183054.000000,1021322.000000,1075689.000000
239回目,543332.000000,1102374.000000,1053054.000000,1075689.000000
240回目,603490.000000,1145384.000000,1033576.000000,1042661.000000
241回目,618706.000000,1117632.000000,1037646.000000,1042661.000000
242回目,589048.000000,1133250.000000,1033576.000000,1055479.000000
243回目,592342.000000,1119542.000000,1034848.000000,1074361.000000
244回目,618828.000000,1143146.000000,980388.000000,1015651.000000
245回目,573370.000000,1183054.000000,985100.000000,1048089.000000
246回目,556890.000000,1146076.000000,1005772.000000,1046529.000000
247回目,603490.000000,1094120.000000,1026412.000000,1140811.000000
248回目,604278.000000,1145384.000000,992964.000000,1074361.000000
249回目,586700.000000,1168384.000000,990408.000000,1055479.000000
250回目,543332.000000,1143146.000000,1036718.000000,1075689.000000
