Delay,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,16.975900,2.206100,2.207770,30.678300
2回目,16.461500,16.149100,16.570400,29.079100
3回目,17.801100,16.177100,15.700400,30.678300
4回目,17.129200,2.206100,1.679520,16.524500
5回目,17.129200,16.177100,15.700400,1.893540
6回目,17.801100,2.333480,2.561160,1.893540
7回目,16.975900,16.124200,16.802700,1.953080
8回目,1.955960,2.351960,2.360540,16.524500
9回目,32.869200,2.921750,2.048590,2.387400
10回目,1.861580,2.045820,16.481800,30.678300
11回目,16.461500,2.333480,1.936210,2.387400
12回目,16.461500,2.045820,2.154620,1.953080
13回目,16.975900,16.173600,16.695300,15.876500
14回目,16.975900,16.124200,2.048590,2.429710
15回目,19.297400,2.054360,16.811200,2.429710
16回目,17.801100,1.926670,2.048590,1.953080
17回目,1.861580,2.206100,28.671200,2.471280
18回目,19.297400,1.926670,16.050200,2.387400
19回目,16.975900,1.926670,2.360540,15.876500
20回目,1.894170,2.351960,28.671200,30.678300
21回目,17.129200,1.926670,16.266100,2.387400
22回目,19.297400,2.206100,16.481800,15.961800
23回目,1.894170,2.351960,2.192480,15.876500
24回目,16.461500,16.124200,2.517480,2.198830
25回目,1.955960,2.921750,2.212800,29.079100
26回目,16.461500,16.149100,2.044200,30.678300
27回目,1.955960,2.054360,2.269900,29.079100
28回目,19.297400,2.054360,16.012400,29.079100
29回目,16.461500,2.351960,2.190960,1.893540
30回目,17.801100,2.349990,16.570400,1.953080
31回目,16.461500,1.926670,2.360540,30.678300
32回目,1.894170,16.173600,2.190960,2.198830
33回目,17.129200,2.601380,16.150200,2.429710
34回目,1.861580,16.124200,16.570400,2.198830
35回目,1.616960,16.177100,16.608200,1.893540
36回目,17.801100,2.206100,2.084740,1.953080
37回目,19.297400,2.045820,16.134700,29.079100
38回目,32.869200,16.124200,45.984500,2.387400
39回目,19.297400,16.177100,2.269900,30.678300
40回目,32.869200,2.054360,2.399200,15.961800
41回目,32.869200,2.351960,2.190960,1.953080
42回目,16.461500,2.351960,15.950600,15.961800
43回目,19.297400,2.346090,15.700400,29.079100
44回目,16.461500,41.147800,2.269900,15.876500
45回目,1.955960,29.934000,2.269900,29.079100
46回目,1.889930,2.351960,2.280600,15.876500
47回目,16.975900,2.054360,2.409010,2.471280
48回目,16.461500,2.601380,16.570400,29.079100
49回目,17.801100,2.601380,1.989110,2.198830
50回目,1.616960,2.601380,2.360540,2.198830
51回目,1.955960,2.045820,2.212800,15.961800
52回目,16.975900,2.116300,2.360540,15.961800
53回目,1.889930,1.926670,2.034800,15.961800
54回目,1.889930,2.206100,15.913000,29.079100
55回目,1.861580,1.816540,2.190960,29.079100
56回目,17.801100,16.149100,2.659840,15.876500
57回目,1.894170,2.054360,17.384700,1.893540
58回目,32.869200,16.149100,2.006170,16.524500
59回目,17.801100,29.934000,2.048590,30.678300
60回目,17.129200,2.351960,15.913000,2.429710
61回目,1.955960,2.648090,2.360540,1.893540
62回目,1.894170,2.206100,2.537560,2.429710
63回目,17.801100,16.177100,15.913000,1.953080
64回目,19.297400,2.349990,2.838930,30.678300
65回目,1.955960,2.349990,15.913000,2.198830
66回目,32.869200,2.333480,16.570400,1.893540
67回目,1.861580,2.351960,2.034800,1.953080
68回目,1.955960,2.351960,2.374670,15.876500
69回目,1.616960,2.346090,2.135780,16.524500
70回目,16.975900,2.045820,15.913000,30.678300
71回目,1.889930,29.934000,2.360540,1.953080
72回目,32.869200,2.346090,2.360540,30.678300
73回目,1.894170,2.921750,1.668540,2.198830
74回目,16.975900,16.177100,2.184800,2.471280
75回目,17.129200,29.934000,15.913000,2.429710
76回目,1.955960,2.349990,2.516680,1.893540
77回目,1.861580,2.349990,16.570400,2.471280
78回目,32.869200,16.149100,2.190960,30.678300
79回目,17.129200,2.116300,2.245270,2.387400
80回目,16.975900,2.054360,2.360540,2.471280
81回目,1.889930,2.349990,16.481800,1.893540
82回目,1.894170,16.124200,16.481800,29.079100
83回目,16.461500,1.926670,2.084740,16.524500
84回目,1.616960,2.346090,16.257300,1.893540
85回目,19.297400,2.045820,16.481800,2.387400
86回目,19.297400,1.926670,16.359100,2.429710
87回目,16.975900,2.921750,2.034800,2.387400
88回目,17.129200,2.572860,16.570400,2.471280
89回目,1.894170,2.045820,16.275200,1.953080
90回目,1.955960,2.346090,15.913000,2.198830
91回目,1.616960,16.124200,2.048350,15.876500
92回目,17.129200,16.124200,2.823980,1.953080
93回目,16.461500,2.349990,2.048590,15.961800
94回目,1.955960,2.206100,15.700400,1.953080
95回目,16.975900,2.349990,2.034800,1.953080
96回目,1.889930,2.351960,2.048720,2.198830
97回目,1.894170,1.926670,2.190960,2.198830
98回目,16.461500,2.349990,2.048590,15.876500
99回目,1.861580,2.601380,2.212800,2.429710
100回目,1.955960,2.045820,1.438900,2.387400
