Memory,GPSR,NGPSR,NPGPSR,NDGPSR
102回目,71140.000000,71828.000000,80820.000000,74840.000000
103回目,71096.000000,71980.000000,80660.000000,75176.000000
104回目,70788.000000,71836.000000,80736.000000,75416.000000
105回目,71016.000000,71868.000000,80792.000000,75620.000000
106回目,71040.000000,72008.000000,80560.000000,75652.000000
107回目,70760.000000,72092.000000,80632.000000,75300.000000
108回目,70748.000000,72104.000000,80256.000000,75516.000000
109回目,71200.000000,72228.000000,80768.000000,75380.000000
110回目,70744.000000,72168.000000,80764.000000,75296.000000
111回目,71016.000000,72056.000000,80784.000000,75524.000000
112回目,71092.000000,72216.000000,80864.000000,75172.000000
113回目,70764.000000,71988.000000,80276.000000,75416.000000
114回目,71464.000000,71692.000000,80244.000000,75372.000000
115回目,71220.000000,71984.000000,80564.000000,75184.000000
116回目,71032.000000,71948.000000,80696.000000,75560.000000
117回目,70748.000000,71992.000000,80280.000000,75352.000000
118回目,70760.000000,72100.000000,80488.000000,75132.000000
119回目,70868.000000,72004.000000,80912.000000,75388.000000
120回目,71280.000000,72012.000000,80820.000000,75540.000000
121回目,71096.000000,72204.000000,80912.000000,75508.000000
122回目,71292.000000,71832.000000,80532.000000,75516.000000
123回目,70876.000000,71852.000000,80812.000000,75128.000000
124回目,70792.000000,72004.000000,80996.000000,75296.000000
125回目,70568.000000,72232.000000,80612.000000,75216.000000
126回目,70736.000000,71744.000000,80888.000000,75524.000000
127回目,71036.000000,71972.000000,80776.000000,75308.000000
128回目,71024.000000,71836.000000,80664.000000,75508.000000
129回目,70900.000000,71868.000000,80796.000000,75368.000000
130回目,71168.000000,72100.000000,80888.000000,75540.000000
131回目,70760.000000,72112.000000,80748.000000,75296.000000
132回目,70540.000000,71716.000000,80796.000000,75172.000000
133回目,70792.000000,72056.000000,80624.000000,75404.000000
134回目,70992.000000,71716.000000,80740.000000,75256.000000
135回目,70600.000000,72056.000000,80776.000000,75512.000000
136回目,70592.000000,72280.000000,80616.000000,75288.000000
137回目,70788.000000,72228.000000,80704.000000,75208.000000
138回目,71028.000000,71984.000000,80784.000000,75132.000000
139回目,71280.000000,72208.000000,80768.000000,75292.000000
140回目,70992.000000,72080.000000,80844.000000,74840.000000
141回目,70868.000000,71812.000000,80684.000000,75336.000000
142回目,71392.000000,71740.000000,80704.000000,75320.000000
143回目,70840.000000,72064.000000,80608.000000,75500.000000
144回目,71068.000000,71660.000000,80744.000000,75424.000000
145回目,70828.000000,72336.000000,80648.000000,75540.000000
146回目,70876.000000,72100.000000,80468.000000,75188.000000
147回目,70920.000000,71700.000000,80856.000000,75432.000000
148回目,70800.000000,72228.000000,80860.000000,75380.000000
149回目,70556.000000,71996.000000,80768.000000,75556.000000
150回目,71456.000000,71832.000000,80276.000000,75516.000000
151回目,71068.000000,72244.000000,80724.000000,75356.000000
152回目,71040.000000,72204.000000,80924.000000,75368.000000
153回目,71076.000000,72040.000000,80868.000000,75528.000000
154回目,71028.000000,71984.000000,80760.000000,75608.000000
155回目,70752.000000,72104.000000,80904.000000,75600.000000
156回目,71100.000000,72320.000000,80436.000000,75580.000000
157回目,70996.000000,72056.000000,80796.000000,75360.000000
158回目,70980.000000,72048.000000,81056.000000,75336.000000
159回目,70992.000000,71996.000000,80764.000000,75480.000000
160回目,71084.000000,71876.000000,80716.000000,75384.000000
161回目,70780.000000,71932.000000,80668.000000,75400.000000
162回目,70760.000000,71760.000000,80976.000000,75384.000000
163回目,70744.000000,72072.000000,80536.000000,75356.000000
164回目,70760.000000,71836.000000,80892.000000,75380.000000
165回目,70876.000000,71872.000000,80692.000000,75512.000000
166回目,70988.000000,72200.000000,80524.000000,75540.000000
167回目,71096.000000,71804.000000,80940.000000,74832.000000
168回目,70788.000000,72076.000000,80636.000000,75296.000000
169回目,70940.000000,72048.000000,80732.000000,75172.000000
170回目,71092.000000,72004.000000,80640.000000,75296.000000
171回目,71020.000000,71868.000000,80660.000000,75536.000000
172回目,71284.000000,71836.000000,80260.000000,75196.000000
173回目,71256.000000,71820.000000,80856.000000,75348.000000
174回目,71028.000000,72056.000000,80740.000000,75556.000000
175回目,70900.000000,71744.000000,80456.000000,75176.000000
176回目,70780.000000,71984.000000,80484.000000,75540.000000
177回目,70568.000000,71704.000000,80812.000000,75476.000000
178回目,70600.000000,72108.000000,80368.000000,75320.000000
179回目,71036.000000,72340.000000,80252.000000,75512.000000
180回目,71280.000000,72356.000000,80856.000000,75104.000000
181回目,70932.000000,72360.000000,80812.000000,75296.000000
182回目,70568.000000,72164.000000,80840.000000,75268.000000
183回目,70784.000000,71832.000000,80912.000000,75356.000000
184回目,70792.000000,71740.000000,80712.000000,75332.000000
185回目,70992.000000,72204.000000,80684.000000,75520.000000
186回目,70988.000000,72084.000000,80788.000000,75384.000000
187回目,71240.000000,71804.000000,80772.000000,75372.000000
188回目,70912.000000,72336.000000,80472.000000,75120.000000
189回目,71608.000000,71740.000000,80880.000000,75544.000000
190回目,71096.000000,71756.000000,80680.000000,74840.000000
191回目,71104.000000,71784.000000,80504.000000,74864.000000
192回目,70872.000000,72352.000000,80864.000000,75388.000000
193回目,70988.000000,71808.000000,80432.000000,75164.000000
194回目,70748.000000,71832.000000,80720.000000,75436.000000
195回目,71028.000000,72056.000000,80660.000000,75536.000000
196回目,71296.000000,71716.000000,80204.000000,75520.000000
197回目,70576.000000,72224.000000,80432.000000,75388.000000
198回目,71164.000000,71812.000000,80732.000000,75440.000000
199回目,70900.000000,71796.000000,80792.000000,75604.000000
200回目,70940.000000,71980.000000,80876.000000,75420.000000
201回目,70996.000000,72084.000000,80396.000000,75624.000000
202回目,70572.000000,72048.000000,80580.000000,75536.000000
203回目,70880.000000,72008.000000,80580.000000,75596.000000
204回目,71064.000000,71696.000000,80444.000000,75296.000000
205回目,70592.000000,71840.000000,80392.000000,75536.000000
206回目,71268.000000,71744.000000,80456.000000,75124.000000
207回目,71252.000000,71840.000000,80896.000000,75128.000000
208回目,70788.000000,71868.000000,80860.000000,75452.000000
209回目,70788.000000,71720.000000,80264.000000,75300.000000
210回目,70792.000000,72340.000000,80900.000000,75596.000000
211回目,71084.000000,71744.000000,80864.000000,75504.000000
212回目,71232.000000,71696.000000,80764.000000,75364.000000
213回目,71036.000000,72336.000000,80568.000000,75296.000000
214回目,71284.000000,72372.000000,80796.000000,75336.000000
215回目,71036.000000,71696.000000,80468.000000,75172.000000
216回目,71064.000000,72088.000000,80608.000000,75528.000000
217回目,70792.000000,72072.000000,80516.000000,75536.000000
218回目,71040.000000,71804.000000,80608.000000,75508.000000
219回目,70996.000000,72204.000000,80812.000000,75500.000000
220回目,70792.000000,72008.000000,80952.000000,75172.000000
221回目,71068.000000,71900.000000,80780.000000,75376.000000
222回目,70724.000000,72200.000000,80780.000000,75512.000000
223回目,70604.000000,71712.000000,80236.000000,75552.000000
224回目,70556.000000,71996.000000,80728.000000,75188.000000
225回目,70604.000000,71876.000000,80308.000000,75160.000000
226回目,70788.000000,72076.000000,80512.000000,75348.000000
227回目,71096.000000,71872.000000,80788.000000,75508.000000
228回目,70956.000000,71864.000000,80260.000000,75368.000000
229回目,70900.000000,71796.000000,80956.000000,75256.000000
230回目,70904.000000,71840.000000,80404.000000,75536.000000
231回目,70904.000000,72044.000000,80392.000000,75524.000000
232回目,71028.000000,71956.000000,80856.000000,75520.000000
233回目,71040.000000,71872.000000,80776.000000,75464.000000
234回目,70792.000000,71984.000000,80572.000000,75292.000000
235回目,71040.000000,71952.000000,80864.000000,75484.000000
236回目,71048.000000,71812.000000,80596.000000,75504.000000
237回目,70840.000000,72056.000000,80756.000000,75528.000000
238回目,71232.000000,71836.000000,80488.000000,75392.000000
239回目,71076.000000,72184.000000,80388.000000,74852.000000
240回目,71028.000000,72244.000000,80776.000000,75200.000000
241回目,70880.000000,72132.000000,80812.000000,75400.000000
242回目,70636.000000,71836.000000,80576.000000,75196.000000
243回目,70936.000000,72108.000000,81032.000000,75524.000000
244回目,70884.000000,71996.000000,80940.000000,75504.000000
245回目,70948.000000,71852.000000,80384.000000,75132.000000
246回目,70892.000000,71984.000000,80396.000000,75556.000000
247回目,70772.000000,71840.000000,80340.000000,74844.000000
248回目,70924.000000,71804.000000,80892.000000,75420.000000
249回目,71296.000000,72340.000000,80732.000000,75544.000000
250回目,71296.000000,71828.000000,80576.000000,75612.000000
