SimTime,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,15.940000,93.697300,64.820300,29.070500
2回目,16.024000,91.023100,64.439800,29.198300
3回目,16.048900,91.224400,64.875200,28.728200
4回目,16.117900,91.878500,64.673400,29.042500
5回目,16.030500,89.790100,64.885700,28.554000
6回目,16.118200,90.646400,65.019100,29.470700
7回目,16.276200,90.236300,65.220300,29.037100
8回目,16.100900,89.351500,64.788600,28.868900
9回目,16.305900,90.270700,64.604000,29.144200
10回目,16.094300,90.049500,65.140300,28.615400
11回目,16.239400,90.456700,64.945800,29.297500
12回目,15.766800,90.592700,63.731400,29.013100
13回目,16.511600,88.243600,64.067500,29.169900
14回目,16.254300,89.870200,65.069100,28.983000
15回目,15.786700,90.434800,64.566900,29.129700
16回目,15.986900,90.031000,64.316800,28.677600
17回目,16.264900,89.897400,64.891500,29.383200
18回目,16.053300,90.868700,65.173600,29.307800
19回目,16.116100,90.737600,64.861500,29.170300
20回目,16.122400,90.731700,64.622600,29.092000
21回目,16.055300,89.876400,63.645200,28.946800
22回目,15.920800,92.337200,65.197700,29.337800
23回目,16.011600,90.560300,65.224300,29.224700
24回目,16.388200,93.587100,64.957600,29.049500
25回目,16.033700,89.874100,65.495700,28.930900
26回目,16.172900,90.911700,64.565800,28.882800
27回目,16.410300,89.563200,64.147600,29.279500
28回目,15.994200,89.270400,64.986900,28.922900
29回目,16.167100,92.492600,64.987200,28.852600
30回目,15.847800,91.125500,64.585000,28.632300
31回目,15.825300,91.296400,64.992800,29.356200
32回目,15.844300,90.111000,63.963500,29.074400
33回目,16.009300,89.622200,65.194200,28.603500
34回目,16.366100,91.235100,65.153400,28.782100
35回目,15.977100,91.683000,63.750100,29.232300
36回目,15.827100,89.778600,64.889800,28.979900
37回目,16.033000,90.788900,65.233500,29.187300
38回目,16.012800,90.251800,64.194500,29.270500
39回目,16.149000,90.792900,64.061600,29.365700
40回目,16.014700,90.153300,65.280600,29.276000
41回目,15.935300,89.128600,65.036900,28.911100
42回目,16.235600,90.353300,64.266400,28.937100
43回目,16.057000,90.916700,64.917400,29.454700
44回目,16.109000,90.350500,64.169500,29.188700
45回目,15.842200,89.430000,64.396800,29.191700
46回目,15.992400,89.695600,64.934500,28.714500
47回目,16.207900,90.804900,63.788800,29.203500
48回目,16.336400,91.359000,64.926800,29.346600
49回目,15.765900,90.945700,64.911100,29.164300
50回目,16.207300,91.325800,65.210900,28.834300
51回目,16.133900,91.437300,65.129300,28.950000
52回目,16.128200,88.931600,63.891100,28.700800
53回目,16.063900,90.155100,65.146200,29.234100
54回目,16.153000,90.312000,64.892200,29.453300
55回目,15.852500,90.426400,65.419700,29.550700
56回目,15.730100,90.765800,64.628100,29.231300
57回目,16.054700,89.922900,64.409200,28.865000
58回目,15.784000,89.091100,64.347400,29.168200
59回目,16.228300,89.858300,64.766700,29.348700
60回目,16.203100,90.963800,64.687300,29.051900
61回目,16.359300,90.827000,64.797700,29.183600
62回目,16.186400,91.077300,65.004800,29.108400
63回目,15.788800,90.860100,64.880300,29.177000
64回目,16.077100,89.923800,63.765700,29.264200
65回目,16.305200,91.837200,64.536200,29.328900
66回目,15.844400,89.422700,65.118400,29.468700
67回目,16.221400,90.420700,65.134900,29.055300
68回目,15.920600,91.370100,64.595500,28.765800
69回目,16.051100,90.128700,63.938000,29.288200
70回目,15.783400,90.384600,64.976200,28.987200
71回目,15.884000,91.015500,64.898000,29.022000
72回目,16.204200,90.762900,64.892500,29.380200
73回目,15.944100,92.508000,64.988700,28.283300
74回目,16.102000,89.213100,64.417200,29.205600
75回目,16.212300,91.353500,64.699400,29.236000
76回目,16.016900,89.330300,65.171400,29.221500
77回目,15.996000,93.532500,64.576700,29.292500
78回目,15.968100,91.043100,65.229200,29.079300
79回目,15.906300,91.436400,64.962400,28.876400
80回目,16.160400,89.684900,64.674100,29.440700
81回目,15.577000,89.958100,65.163000,28.599800
82回目,16.198100,91.518300,64.811900,28.535900
83回目,16.135100,90.241000,65.089600,28.988500
84回目,16.124000,89.806900,64.891200,28.922100
85回目,16.041800,91.635700,64.135600,29.152700
86回目,15.913800,90.967100,65.157600,29.212800
87回目,16.320400,90.683100,64.411500,28.879500
88回目,15.955300,91.717400,65.203900,29.281200
89回目,15.583900,91.255900,65.217600,28.944500
90回目,15.826400,91.091500,64.938300,29.320300
91回目,16.052600,91.367900,64.976200,28.786000
92回目,16.203800,90.998200,65.258500,29.416000
93回目,15.868200,91.901100,64.916900,28.760300
94回目,16.082400,91.060600,64.395900,28.806800
95回目,15.973700,88.884300,65.315400,28.819000
96回目,16.174900,93.517500,64.849600,29.432000
97回目,15.876600,89.812000,64.143000,29.068700
98回目,16.136900,90.396400,64.830600,28.574500
99回目,16.303100,91.579600,65.170000,29.267500
100回目,16.312200,89.545000,64.111600,29.060000
101回目,16.204300,90.419800,64.999400,28.894900
102回目,16.136400,90.883800,65.069100,29.359600
103回目,15.853400,90.764000,65.054000,29.172300
104回目,15.910600,92.803400,64.636400,28.651000
105回目,16.029200,93.207200,64.602500,29.620500
106回目,16.255100,90.457500,65.046000,29.368000
107回目,15.901900,90.790500,64.920400,29.126400
108回目,16.316200,90.828300,65.016600,29.268100
109回目,15.861300,93.412200,64.562400,29.534400
110回目,15.963400,91.144300,65.026900,29.500700
111回目,15.817300,88.749600,64.159900,29.032500
112回目,15.825800,88.747000,64.985600,29.232900
113回目,16.170700,92.388900,64.384500,29.434500
114回目,15.901400,90.223800,65.017000,29.432900
115回目,16.748600,90.210300,64.904000,29.245700
116回目,15.956400,90.213400,65.043200,29.228000
117回目,16.202100,91.109200,65.262200,29.078500
118回目,16.196600,90.319600,65.154000,29.220500
119回目,15.987000,91.188100,65.254600,29.433000
120回目,15.941200,89.477300,65.076600,29.199300
121回目,16.095100,91.041000,65.011900,29.214400
122回目,15.912700,90.742200,64.243900,29.057400
123回目,16.099600,90.714900,64.218800,29.179900
124回目,16.201600,90.803500,65.055000,28.966300
125回目,15.934600,91.154500,64.970100,29.162700
126回目,16.138300,90.245500,65.210500,29.039800
127回目,16.374800,90.642200,64.460000,29.210400
128回目,16.153500,92.069600,65.269400,29.122500
129回目,16.119600,91.027000,64.992800,29.137000
130回目,16.068500,90.566900,64.745700,29.073400
131回目,15.777500,90.319900,64.688000,29.259000
132回目,15.984800,90.253900,64.328100,28.508900
133回目,15.853900,89.846100,64.398400,29.386600
134回目,15.985300,91.063200,64.716400,29.065600
135回目,16.175200,91.410500,65.112500,29.369500
136回目,15.934400,90.596100,65.332600,28.978400
137回目,16.105200,90.510300,64.459500,29.190400
138回目,16.350300,89.265100,63.966900,29.399600
139回目,16.067200,89.846200,65.107300,28.952900
140回目,16.079300,90.558500,65.076400,29.426200
141回目,16.128500,89.655900,64.117600,29.296400
142回目,15.850100,90.125700,63.999900,29.386200
143回目,15.898400,91.048700,64.398800,29.567200
144回目,15.942300,90.223300,64.201400,29.167400
145回目,16.016500,89.981800,65.281600,29.621000
146回目,16.110600,90.404400,64.257800,28.816500
147回目,16.091500,88.794700,64.866500,29.318900
148回目,16.273700,91.027200,64.208400,29.458000
149回目,16.222000,90.892100,64.114000,29.256200
150回目,16.065600,90.154700,64.982700,29.084200
151回目,16.061500,90.803100,65.280600,28.931900
152回目,15.928300,90.817200,65.190300,29.167600
153回目,15.892500,91.135300,64.392700,29.311500
154回目,16.149000,90.607700,64.589100,29.173100
155回目,15.963100,90.013600,64.002800,29.371500
156回目,16.067400,90.343600,64.586600,29.402000
157回目,15.992700,90.111100,64.907200,29.230900
158回目,15.939200,90.523400,63.980400,29.286300
159回目,15.986000,90.532100,65.112500,29.342600
160回目,16.110800,91.263200,64.646900,29.399600
161回目,16.128600,89.953100,65.028100,29.175400
162回目,16.267500,88.505400,64.526600,29.709700
163回目,16.041600,90.629400,65.109400,29.084000
164回目,15.991300,90.237200,64.620100,29.087800
165回目,15.997300,90.320900,65.321900,29.004700
166回目,16.065100,91.004300,64.323300,29.189600
167回目,15.970700,90.642700,65.027500,28.888700
168回目,15.920900,89.473600,64.875000,29.177600
169回目,16.035500,89.902500,65.024200,29.098600
170回目,16.130100,90.823900,64.857800,29.391800
171回目,16.052800,90.877500,64.676400,28.967600
172回目,15.944300,90.439600,64.810800,29.285000
173回目,15.895600,90.126600,64.177600,29.084800
174回目,15.951000,90.069800,65.127400,29.164300
175回目,15.777700,91.501000,64.477900,29.024400
176回目,16.023400,90.327300,64.758300,29.609400
177回目,15.948000,89.712100,65.382500,29.111900
178回目,16.322300,93.843200,64.759200,29.283000
179回目,16.213800,90.240200,64.914100,29.353700
180回目,16.186500,90.872000,64.901700,29.170600
181回目,15.973700,91.549400,64.964900,28.809100
182回目,16.131300,89.312800,64.620700,29.240300
183回目,16.158700,90.926400,63.852700,29.028300
184回目,16.179400,90.814800,65.235800,28.878900
185回目,16.458400,93.116300,64.880500,29.214700
186回目,15.948500,90.654300,64.815200,29.005800
187回目,16.371800,91.032100,64.024900,29.291500
188回目,15.843100,88.891300,64.491000,29.286700
189回目,16.010700,90.660000,65.086400,29.029400
190回目,16.044700,90.947200,64.940300,29.310700
191回目,16.107800,93.959000,64.824700,29.008000
192回目,15.956000,93.953900,65.150300,29.009400
193回目,15.685700,91.483900,64.183600,28.943600
194回目,15.831100,91.511500,65.020100,29.299700
195回目,16.180400,89.681900,65.102400,28.981100
196回目,16.122700,90.267500,65.027200,29.088100
197回目,15.739200,93.691200,65.071200,29.421900
198回目,16.021400,91.312100,65.064700,29.438400
199回目,16.092900,88.769200,64.956500,29.270500
200回目,16.134500,88.754000,64.558000,29.370200
201回目,16.214100,90.230700,64.821700,29.196200
202回目,15.898300,89.396100,64.707600,29.475300
203回目,15.959300,89.701300,64.925200,29.191700
204回目,15.982800,90.820800,65.019200,29.365900
205回目,15.943300,91.426100,64.374500,28.691900
206回目,15.992400,90.234100,64.678300,29.047200
207回目,16.109400,90.937000,64.815900,29.514900
208回目,16.002900,91.154400,65.218300,28.842200
209回目,16.063200,93.856600,64.706100,29.574100
210回目,15.913600,90.347200,64.971300,28.497700
211回目,15.921500,90.326900,64.216300,29.252200
212回目,16.185600,89.822900,65.201600,28.710200
213回目,16.282500,89.481500,65.101600,29.133800
214回目,16.076000,90.149100,65.051100,29.588900
215回目,16.055400,90.065200,65.107500,29.173000
216回目,16.075000,91.783200,64.683000,29.465700
217回目,16.137200,90.893200,64.186100,28.800400
218回目,16.102500,91.138700,64.409500,29.086900
219回目,15.909000,90.961200,64.159000,29.140800
220回目,16.345600,91.923000,64.772400,29.300200
221回目,16.216200,91.790700,64.567400,29.129700
222回目,16.027600,89.966800,64.985500,29.022700
223回目,16.018900,90.584700,64.554100,29.168600
224回目,16.215500,90.821300,63.858000,28.696100
225回目,16.274800,91.116000,64.018400,29.135800
226回目,16.324100,90.427300,64.875500,28.592400
227回目,15.833000,91.557300,65.208400,29.249600
228回目,15.988500,90.860200,64.647600,29.526100
229回目,16.277800,89.545500,65.101000,29.367800
230回目,16.035900,90.350100,65.375500,29.325200
231回目,16.063500,91.434500,64.778300,28.785300
232回目,15.969300,90.599600,64.165600,29.076700
233回目,15.872100,91.550400,63.900000,29.043500
234回目,15.811500,90.045100,64.772400,28.937600
235回目,16.119500,91.517900,64.782100,28.814900
236回目,16.168400,90.456800,65.237900,29.254800
237回目,16.242300,89.972000,64.677300,29.075800
238回目,16.445800,90.164400,64.235500,29.173900
239回目,15.842500,89.914400,63.870800,29.159200
240回目,16.187600,88.610600,64.702700,29.063200
241回目,16.018400,90.576600,64.707600,28.731500
242回目,16.145600,90.119800,64.161300,29.148800
243回目,15.985300,90.631900,65.153400,29.231700
244回目,15.940600,91.082400,64.980400,28.629000
245回目,15.903100,91.325300,64.983600,28.657000
246回目,16.217700,89.303600,64.748400,29.270300
247回目,16.203200,89.969500,64.750500,28.701300
248回目,16.142600,93.755600,64.964700,29.227900
249回目,16.016300,90.692200,64.854000,29.194100
250回目,16.098400,90.536200,65.156200,29.081300
