PDR,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,67.346900,83.673500,78.350500,79.381400
2回目,71.428600,83.673500,87.755100,81.632700
3回目,67.346900,84.693900,80.692600,82.653100
4回目,68.041200,85.714300,82.694300,83.673500
5回目,63.265300,85.714300,78.610600,81.673300
6回目,67.346900,88.775500,79.381400,87.755100
7回目,65.306100,86.777900,78.571400,81.673300
8回目,59.183700,84.693900,80.612200,79.381400
9回目,67.346900,86.777900,81.632700,84.693900
10回目,64.285700,83.673500,80.612200,81.632700
11回目,65.306100,78.571400,75.510200,83.673500
12回目,59.183700,85.610100,82.653100,81.673300
13回目,60.204100,82.653100,81.632700,81.632700
14回目,60.204100,82.653100,79.381400,81.673300
15回目,68.041200,78.571400,78.350500,85.757000
16回目,59.183700,88.775500,87.755100,81.632700
17回目,72.449000,86.777900,79.671200,84.693900
18回目,64.285700,86.734700,80.652400,82.653100
19回目,65.306100,84.693900,85.610100,80.652400
20回目,72.449000,85.714300,81.632700,84.693900
21回目,59.183700,80.612200,78.610600,85.757000
22回目,64.285700,84.693900,76.530600,85.757000
23回目,59.183700,82.474200,81.632700,85.757000
24回目,72.449000,82.653100,84.693900,87.755100
25回目,72.449000,85.714300,81.632700,79.381400
26回目,63.265300,83.673500,77.551000,84.693900
27回目,71.428600,80.652400,79.381400,78.610600
28回目,71.428600,86.777900,80.612200,85.757000
29回目,64.285700,85.714300,87.755100,85.757000
30回目,68.041200,80.652400,81.632700,79.381400
31回目,64.285700,80.612200,79.671200,82.653100
32回目,60.204100,86.777900,79.381400,81.673300
33回目,68.041200,82.653100,81.632700,83.673500
34回目,63.265300,80.652400,87.798800,84.693900
35回目,59.183700,84.693900,79.591800,81.673300
36回目,68.041200,84.693900,81.632700,87.755100
37回目,72.449000,82.653100,81.673300,84.693900
38回目,67.346900,88.775500,80.612200,81.632700
39回目,71.428600,82.474200,80.612200,83.673500
40回目,64.285700,82.653100,80.412400,84.693900
41回目,65.306100,82.653100,81.673300,81.673300
42回目,72.449000,83.673500,80.652400,81.673300
43回目,65.306100,82.474200,90.816300,83.673500
44回目,64.285700,86.734700,82.653100,85.757000
45回目,71.428600,85.714300,78.350500,87.755100
46回目,71.428600,83.673500,78.571400,83.673500
47回目,60.204100,84.693900,76.288700,81.673300
48回目,72.449000,82.474200,80.652400,78.610600
49回目,68.041200,83.673500,81.673300,79.381400
50回目,72.449000,82.653100,78.571400,79.381400
51回目,67.346900,80.652400,84.736100,83.673500
52回目,67.346900,80.652400,81.714100,79.381400
53回目,65.306100,82.653100,86.734700,79.381400
54回目,72.449000,82.474200,87.755100,79.381400
55回目,64.285700,88.775500,80.612200,78.610600
56回目,71.428600,83.673500,78.571400,83.673500
57回目,67.346900,83.673500,81.673300,78.610600
58回目,64.285700,78.571400,80.612200,81.673300
59回目,63.265300,83.673500,81.632700,80.652400
60回目,59.183700,82.474200,78.610600,81.673300
61回目,59.183700,86.777900,80.612200,82.653100
62回目,68.041200,85.610100,82.653100,85.757000
63回目,72.449000,83.673500,85.757000,87.755100
64回目,65.306100,80.652400,78.610600,83.673500
65回目,68.041200,78.571400,82.653100,85.757000
66回目,65.306100,82.653100,77.628400,78.610600
67回目,72.449000,82.474200,78.571400,83.673500
68回目,60.204100,82.474200,80.692600,81.673300
69回目,71.428600,82.474200,78.350500,84.693900
70回目,60.204100,82.474200,87.755100,84.693900
71回目,63.265300,85.714300,79.381400,83.673500
72回目,72.449000,80.652400,76.606900,82.653100
73回目,65.306100,82.474200,80.692600,80.652400
74回目,68.041200,82.653100,85.714300,79.381400
75回目,68.041200,80.652400,81.443300,84.693900
76回目,63.265300,84.693900,79.591800,87.755100
77回目,59.183700,82.474200,79.631500,80.652400
78回目,72.449000,80.612200,87.755100,82.653100
79回目,67.346900,83.673500,87.755100,81.673300
80回目,60.204100,84.693900,81.632700,87.755100
81回目,59.183700,80.612200,80.652400,81.673300
82回目,63.265300,88.775500,84.693900,80.652400
83回目,59.183700,82.653100,80.612200,87.755100
84回目,59.183700,82.653100,85.757000,82.653100
85回目,59.183700,82.653100,78.350500,80.652400
86回目,65.306100,80.652400,78.350500,85.757000
87回目,72.449000,88.775500,81.632700,85.757000
88回目,64.285700,78.571400,78.571400,83.673500
89回目,59.183700,80.612200,80.612200,81.632700
90回目,64.285700,82.653100,80.612200,84.693900
91回目,63.265300,84.693900,83.673500,81.673300
92回目,65.306100,83.673500,81.632700,79.381400
93回目,60.204100,85.714300,84.693900,84.693900
94回目,63.265300,85.610100,82.653100,81.673300
95回目,72.449000,85.714300,79.671200,78.610600
96回目,64.285700,85.714300,78.571400,82.653100
97回目,59.183700,83.673500,87.755100,81.673300
98回目,72.449000,85.714300,80.612200,80.652400
