Memory,GPSR,NGPSR,NPGPSR,NDGPSR
153回目,74344.000000,74748.000000,101876.000000,85888.000000
154回目,74276.000000,75084.000000,101704.000000,86048.000000
155回目,74004.000000,74836.000000,101924.000000,86032.000000
156回目,73916.000000,75276.000000,101444.000000,85924.000000
157回目,74248.000000,75160.000000,101932.000000,86044.000000
158回目,74028.000000,74636.000000,101712.000000,86028.000000
159回目,74256.000000,74848.000000,101972.000000,85772.000000
160回目,74344.000000,74776.000000,101532.000000,85716.000000
161回目,74116.000000,74548.000000,101620.000000,85940.000000
162回目,74260.000000,75312.000000,101444.000000,85888.000000
163回目,74392.000000,75092.000000,101784.000000,85808.000000
164回目,74080.000000,74992.000000,101696.000000,86132.000000
165回目,74160.000000,74976.000000,101920.000000,86032.000000
166回目,73912.000000,74716.000000,101652.000000,86128.000000
167回目,73704.000000,74988.000000,101984.000000,85896.000000
168回目,73864.000000,75180.000000,101408.000000,86032.000000
169回目,74096.000000,74976.000000,101884.000000,86012.000000
170回目,73972.000000,75072.000000,101484.000000,85684.000000
171回目,73512.000000,75076.000000,101916.000000,85928.000000
172回目,74200.000000,74840.000000,102084.000000,85620.000000
173回目,73680.000000,75280.000000,101988.000000,85868.000000
174回目,74252.000000,75096.000000,101628.000000,85680.000000
175回目,74380.000000,74952.000000,101588.000000,86032.000000
176回目,74044.000000,75088.000000,101624.000000,85840.000000
177回目,73928.000000,75312.000000,101888.000000,86152.000000
178回目,74208.000000,74668.000000,101636.000000,85356.000000
179回目,74224.000000,74828.000000,101520.000000,85892.000000
180回目,73952.000000,75000.000000,101604.000000,86052.000000
181回目,73924.000000,75080.000000,101696.000000,85608.000000
182回目,74168.000000,74492.000000,101724.000000,85864.000000
183回目,74160.000000,75092.000000,101916.000000,85652.000000
184回目,73976.000000,74804.000000,101828.000000,85876.000000
185回目,74224.000000,75208.000000,101808.000000,85864.000000
186回目,73668.000000,75288.000000,101940.000000,85892.000000
187回目,73372.000000,74668.000000,101344.000000,85560.000000
188回目,74264.000000,74776.000000,101784.000000,85864.000000
189回目,73928.000000,75132.000000,101728.000000,85960.000000
190回目,73936.000000,74728.000000,101856.000000,85880.000000
191回目,74076.000000,75316.000000,101836.000000,85372.000000
192回目,73896.000000,74836.000000,101840.000000,85684.000000
193回目,74080.000000,75080.000000,101676.000000,85836.000000
194回目,74396.000000,75152.000000,101756.000000,86012.000000
195回目,73680.000000,74664.000000,101732.000000,85904.000000
196回目,73180.000000,74780.000000,101640.000000,85372.000000
197回目,73772.000000,75308.000000,101652.000000,85764.000000
198回目,74228.000000,75100.000000,101808.000000,85804.000000
199回目,74044.000000,74920.000000,101820.000000,85892.000000
200回目,73996.000000,75016.000000,101708.000000,85796.000000
201回目,74364.000000,74952.000000,101776.000000,85804.000000
202回目,74004.000000,75268.000000,101328.000000,86036.000000
203回目,73820.000000,74584.000000,101788.000000,85620.000000
204回目,73928.000000,74836.000000,101776.000000,85864.000000
205回目,73948.000000,74868.000000,101608.000000,86028.000000
206回目,74012.000000,74960.000000,101976.000000,85556.000000
207回目,74152.000000,74716.000000,101776.000000,85808.000000
208回目,73984.000000,75316.000000,101832.000000,85692.000000
209回目,73940.000000,75172.000000,102148.000000,85608.000000
210回目,73976.000000,74388.000000,101980.000000,85376.000000
211回目,73972.000000,74812.000000,101580.000000,85888.000000
212回目,74172.000000,74712.000000,101784.000000,86024.000000
213回目,74180.000000,75096.000000,101984.000000,86020.000000
214回目,74400.000000,74544.000000,102048.000000,85712.000000
215回目,74280.000000,75040.000000,101524.000000,86068.000000
216回目,74140.000000,75316.000000,101684.000000,85756.000000
217回目,74172.000000,75156.000000,101704.000000,85684.000000
218回目,73980.000000,75308.000000,101600.000000,86044.000000
219回目,73696.000000,74692.000000,101468.000000,85372.000000
220回目,73508.000000,74832.000000,101532.000000,86032.000000
221回目,73680.000000,75276.000000,101756.000000,85504.000000
222回目,73948.000000,74716.000000,101724.000000,86060.000000
223回目,74388.000000,75000.000000,101648.000000,86048.000000
224回目,74028.000000,75120.000000,101572.000000,86160.000000
225回目,74100.000000,75156.000000,101392.000000,85760.000000
226回目,74264.000000,75092.000000,101416.000000,86132.000000
227回目,73204.000000,75116.000000,101600.000000,85888.000000
228回目,73356.000000,74972.000000,101328.000000,86056.000000
229回目,73912.000000,75020.000000,101932.000000,85924.000000
230回目,74172.000000,75052.000000,101720.000000,86036.000000
231回目,74252.000000,75008.000000,101700.000000,85888.000000
232回目,73776.000000,74736.000000,101884.000000,85888.000000
233回目,74240.000000,75012.000000,102084.000000,85988.000000
234回目,73644.000000,74920.000000,101380.000000,85840.000000
235回目,73948.000000,75152.000000,101632.000000,86032.000000
236回目,74280.000000,75012.000000,101480.000000,85920.000000
237回目,74172.000000,75088.000000,101620.000000,85604.000000
238回目,74128.000000,75296.000000,101684.000000,85676.000000
239回目,73964.000000,74772.000000,101900.000000,85356.000000
240回目,74212.000000,75084.000000,101704.000000,86028.000000
241回目,74036.000000,74692.000000,101772.000000,85896.000000
242回目,73944.000000,74812.000000,101792.000000,85860.000000
243回目,74028.000000,75324.000000,101748.000000,85892.000000
244回目,73944.000000,74924.000000,101396.000000,86008.000000
245回目,73972.000000,74976.000000,101592.000000,85660.000000
246回目,73912.000000,74712.000000,102116.000000,86064.000000
247回目,74172.000000,74732.000000,101708.000000,85216.000000
248回目,74204.000000,75080.000000,101772.000000,86052.000000
249回目,74016.000000,75028.000000,101912.000000,85684.000000
250回目,74252.000000,74780.000000,101664.000000,85876.000000
