Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
142回目,860884.000000,1982154.000000,1789566.000000,1777025.000000
143回目,876374.000000,2014194.000000,1805658.000000,1796673.000000
144回目,876374.000000,2023436.000000,1879964.000000,1798705.000000
145回目,864192.000000,1979840.000000,1774434.000000,1795005.000000
146回目,879760.000000,1969696.000000,1785802.000000,1806513.000000
147回目,876374.000000,1999750.000000,1789448.000000,1788027.000000
148回目,892400.000000,2002210.000000,1801090.000000,1796673.000000
149回目,892400.000000,2042228.000000,1832870.000000,1785271.000000
150回目,873240.000000,2003116.000000,1806294.000000,1806513.000000
151回目,872042.000000,2008552.000000,1810194.000000,1788027.000000
152回目,873240.000000,2018000.000000,1865330.000000,1764601.000000
153回目,879760.000000,2003116.000000,1796828.000000,1777025.000000
154回目,902650.000000,2027344.000000,1804598.000000,1788103.000000
155回目,892400.000000,2043962.000000,1794438.000000,1788027.000000
156回目,864192.000000,2025384.000000,1781482.000000,1802465.000000
157回目,902650.000000,2003116.000000,1780482.000000,1798705.000000
158回目,901554.000000,1995674.000000,1785802.000000,1795005.000000
159回目,901554.000000,2010558.000000,1810740.000000,1788103.000000
160回目,901554.000000,2042228.000000,1798268.000000,1796673.000000
161回目,864192.000000,2027344.000000,1794252.000000,1802465.000000
162回目,887738.000000,1978180.000000,1766912.000000,1788137.000000
163回目,901554.000000,2021636.000000,1794814.000000,1764601.000000
164回目,902650.000000,1978180.000000,1807712.000000,1788137.000000
165回目,864192.000000,2027344.000000,1802300.000000,1764601.000000
166回目,887738.000000,2007192.000000,1748820.000000,1802465.000000
167回目,876374.000000,2027254.000000,1806726.000000,1802465.000000
168回目,872042.000000,2027344.000000,1802300.000000,1802465.000000
169回目,892400.000000,2002210.000000,1785094.000000,1795005.000000
170回目,902650.000000,1987282.000000,1798268.000000,1785271.000000
171回目,860884.000000,1997038.000000,1785802.000000,1788103.000000
172回目,879760.000000,1982154.000000,1778100.000000,1796673.000000
173回目,879760.000000,1999750.000000,1785094.000000,1796673.000000
174回目,879760.000000,2009652.000000,1785094.000000,1798705.000000
175回目,873240.000000,1985622.000000,1785094.000000,1802465.000000
176回目,864192.000000,2025384.000000,1804598.000000,1785271.000000
177回目,887738.000000,1978180.000000,1777118.000000,1798705.000000
178回目,872042.000000,2021636.000000,1812462.000000,1777025.000000
179回目,872042.000000,2010558.000000,1803228.000000,1785271.000000
180回目,902650.000000,2014634.000000,1813300.000000,1788103.000000
181回目,879760.000000,2027344.000000,1777564.000000,1764601.000000
182回目,876374.000000,2021636.000000,1815800.000000,1802465.000000
183回目,902650.000000,2029078.000000,1812882.000000,1764601.000000
184回目,864192.000000,2004362.000000,1814846.000000,1788027.000000
185回目,892400.000000,1985622.000000,1778100.000000,1802465.000000
186回目,867816.000000,2009652.000000,1795896.000000,1796673.000000
187回目,860884.000000,2017942.000000,1780482.000000,1788027.000000
188回目,887738.000000,2021636.000000,1805354.000000,1798705.000000
189回目,887738.000000,2017942.000000,1802300.000000,1788027.000000
190回目,867816.000000,1989596.000000,1801414.000000,1764601.000000
191回目,872042.000000,1997306.000000,1782942.000000,1806513.000000
192回目,876374.000000,2001110.000000,1819074.000000,1798705.000000
193回目,879760.000000,1969696.000000,1800704.000000,1795005.000000
194回目,902650.000000,1995674.000000,1797576.000000,1788137.000000
195回目,876374.000000,1979840.000000,1766984.000000,1806513.000000
196回目,876374.000000,2027254.000000,1807136.000000,1802465.000000
197回目,879760.000000,1995674.000000,1779728.000000,1795005.000000
198回目,902650.000000,2014194.000000,1798764.000000,1764601.000000
199回目,901554.000000,1982154.000000,1798268.000000,1785271.000000
200回目,872042.000000,2042228.000000,1778100.000000,1785271.000000
201回目,887738.000000,2009652.000000,1785094.000000,1796673.000000
202回目,879760.000000,2005910.000000,1770062.000000,1802465.000000
203回目,892400.000000,2003116.000000,1780482.000000,1785271.000000
204回目,873240.000000,1997038.000000,1806456.000000,1795005.000000
205回目,879760.000000,1985622.000000,1802746.000000,1806513.000000
206回目,872042.000000,2007192.000000,1785094.000000,1777025.000000
207回目,873240.000000,1999750.000000,1794426.000000,1802465.000000
208回目,867816.000000,2008726.000000,1796996.000000,1802465.000000
209回目,902650.000000,2014194.000000,1800314.000000,1764601.000000
210回目,901554.000000,2021636.000000,1803332.000000,1798705.000000
211回目,901554.000000,1993614.000000,1812476.000000,1806513.000000
212回目,892400.000000,2007192.000000,1778100.000000,1788137.000000
213回目,902650.000000,1982154.000000,1778100.000000,1788137.000000
214回目,873240.000000,2002210.000000,1788902.000000,1764601.000000
215回目,867816.000000,2021636.000000,1804598.000000,1795005.000000
216回目,887738.000000,2008552.000000,1778100.000000,1795005.000000
217回目,887738.000000,1969696.000000,1792298.000000,1785271.000000
218回目,867816.000000,2004362.000000,1812882.000000,1788103.000000
219回目,873240.000000,2010558.000000,1806456.000000,1796673.000000
220回目,860884.000000,2008552.000000,1785802.000000,1788027.000000
221回目,876374.000000,2010558.000000,1804598.000000,1788137.000000
222回目,902650.000000,1969696.000000,1802300.000000,1798705.000000
223回目,864192.000000,2034696.000000,1789448.000000,1788027.000000
224回目,876374.000000,1993064.000000,1808414.000000,1788137.000000
225回目,867816.000000,2010558.000000,1803442.000000,1795005.000000
226回目,872042.000000,1989036.000000,1786724.000000,1788103.000000
227回目,876374.000000,2007192.000000,1789448.000000,1802465.000000
228回目,876374.000000,1989036.000000,1799584.000000,1798705.000000
229回目,892400.000000,2008552.000000,1778100.000000,1788027.000000
230回目,901554.000000,2001110.000000,1812882.000000,1796673.000000
231回目,864192.000000,2002210.000000,1805264.000000,1764601.000000
232回目,876374.000000,2001110.000000,1784390.000000,1795005.000000
233回目,873240.000000,1997306.000000,1798268.000000,1788103.000000
234回目,879760.000000,1969696.000000,1801414.000000,1798705.000000
235回目,879760.000000,2005910.000000,1814362.000000,1777025.000000
236回目,867816.000000,2014194.000000,1812882.000000,1806513.000000
237回目,864192.000000,2006558.000000,1807950.000000,1795005.000000
238回目,887738.000000,1987282.000000,1802300.000000,1806513.000000
239回目,872042.000000,1969696.000000,1814490.000000,1798705.000000
240回目,872042.000000,2027344.000000,1778100.000000,1802465.000000
241回目,879760.000000,1997306.000000,1808414.000000,1802465.000000
242回目,901554.000000,2002210.000000,1775580.000000,1798705.000000
243回目,887738.000000,2003116.000000,1785922.000000,1788137.000000
244回目,864192.000000,2021636.000000,1794252.000000,1788027.000000
245回目,872042.000000,1978180.000000,1783394.000000,1777025.000000
246回目,901554.000000,2042228.000000,1787150.000000,1788103.000000
247回目,892400.000000,2021636.000000,1795846.000000,1788027.000000
248回目,901554.000000,1989596.000000,1817790.000000,1802465.000000
249回目,879760.000000,2003630.000000,1778100.000000,1802465.000000
250回目,892400.000000,2001110.000000,1802300.000000,1788103.000000
