Loss,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,31.632700,16.326500,18.556700,18.556700
2回目,25.510200,16.326500,10.204100,15.306100
3回目,31.632700,15.306100,16.326500,14.285700
4回目,29.896900,12.244900,15.306100,16.326500
5回目,31.632700,12.244900,18.367300,17.346900
6回目,31.632700,9.183670,18.556700,11.224500
7回目,32.653100,13.265300,18.367300,17.346900
8回目,35.714300,12.244900,17.346900,18.556700
9回目,31.632700,13.265300,16.326500,12.244900
10回目,31.632700,16.326500,17.346900,15.306100
11回目,32.653100,20.408200,22.449000,16.326500
12回目,35.714300,13.402100,15.306100,16.326500
13回目,35.714300,17.346900,17.346900,15.306100
14回目,35.714300,17.346900,17.525800,17.346900
15回目,29.896900,20.408200,18.556700,11.224500
16回目,34.693900,9.183670,10.204100,15.306100
17回目,23.469400,13.265300,18.367300,12.244900
18回目,31.632700,11.224500,16.326500,14.285700
19回目,32.653100,12.244900,13.402100,16.326500
20回目,23.469400,12.244900,14.285700,12.244900
21回目,35.714300,15.306100,18.367300,11.224500
22回目,31.632700,15.306100,21.428600,11.224500
23回目,34.693900,15.463900,17.346900,11.224500
24回目,23.469400,17.346900,11.224500,11.224500
25回目,23.469400,12.244900,17.346900,18.556700
26回目,31.632700,16.326500,19.387800,12.244900
27回目,25.510200,16.326500,18.556700,19.387800
28回目,25.510200,13.265300,17.346900,11.224500
29回目,31.632700,12.244900,10.204100,11.224500
30回目,29.896900,16.326500,17.346900,18.556700
31回目,31.632700,18.367300,18.367300,14.285700
32回目,35.714300,13.265300,18.556700,16.326500
33回目,29.896900,17.346900,14.285700,16.326500
34回目,31.632700,16.326500,10.204100,12.244900
35回目,35.714300,15.306100,18.367300,16.326500
36回目,29.896900,12.244900,14.285700,11.224500
37回目,23.469400,15.306100,16.326500,12.244900
38回目,31.632700,9.183670,16.326500,15.306100
39回目,25.510200,15.463900,16.326500,16.326500
40回目,31.632700,15.306100,17.525800,12.244900
41回目,32.653100,17.346900,16.326500,16.326500
42回目,23.469400,16.326500,17.346900,17.346900
43回目,32.653100,15.463900,7.142860,16.326500
44回目,31.632700,11.224500,15.306100,11.224500
45回目,25.510200,12.244900,18.556700,11.224500
46回目,25.510200,16.326500,18.367300,16.326500
47回目,35.714300,14.285700,21.649500,16.326500
48回目,23.469400,15.463900,17.346900,19.387800
49回目,29.896900,16.326500,16.326500,18.556700
50回目,23.469400,15.306100,19.387800,18.556700
51回目,31.632700,16.326500,15.306100,16.326500
52回目,31.632700,16.326500,14.285700,18.556700
53回目,32.653100,17.346900,12.244900,18.556700
54回目,23.469400,15.463900,11.224500,18.556700
55回目,31.632700,9.183670,17.346900,19.387800
56回目,25.510200,12.244900,18.367300,16.326500
57回目,31.632700,16.326500,16.326500,19.387800
58回目,31.632700,20.408200,17.346900,17.346900
59回目,31.632700,12.244900,17.346900,16.326500
60回目,35.714300,15.463900,18.367300,17.346900
61回目,34.693900,13.265300,16.326500,14.285700
62回目,29.896900,13.402100,16.326500,11.224500
63回目,23.469400,16.326500,12.244900,11.224500
64回目,32.653100,16.326500,18.367300,16.326500
65回目,29.896900,20.408200,14.285700,11.224500
66回目,32.653100,15.306100,19.387800,19.387800
67回目,23.469400,15.463900,17.346900,16.326500
68回目,35.714300,15.463900,17.346900,16.326500
69回目,25.510200,15.463900,18.556700,12.244900
70回目,35.714300,15.463900,10.204100,12.244900
71回目,31.632700,12.244900,18.556700,16.326500
72回目,23.469400,16.326500,21.428600,14.285700
73回目,32.653100,15.463900,17.346900,16.326500
74回目,29.896900,17.346900,11.224500,18.556700
75回目,29.896900,16.326500,16.494800,12.244900
76回目,31.632700,15.306100,17.346900,11.224500
77回目,34.693900,15.463900,18.367300,16.326500
78回目,23.469400,15.306100,10.204100,14.285700
79回目,31.632700,12.244900,10.204100,17.346900
80回目,35.714300,12.244900,14.285700,11.224500
81回目,34.693900,18.367300,17.346900,17.346900
82回目,31.632700,9.183670,13.265300,16.326500
83回目,34.693900,15.306100,17.346900,11.224500
84回目,34.693900,15.306100,12.244900,14.285700
85回目,35.714300,15.306100,18.556700,16.326500
86回目,32.653100,16.326500,18.556700,11.224500
87回目,23.469400,9.183670,17.346900,11.224500
88回目,31.632700,20.408200,17.346900,16.326500
89回目,34.693900,15.306100,16.326500,15.306100
90回目,31.632700,17.346900,16.326500,12.244900
91回目,31.632700,12.244900,14.285700,17.346900
92回目,32.653100,16.326500,16.326500,18.556700
93回目,35.714300,12.244900,15.306100,12.244900
94回目,31.632700,13.402100,14.285700,16.326500
95回目,23.469400,12.244900,18.367300,19.387800
96回目,31.632700,12.244900,18.367300,14.285700
97回目,34.693900,16.326500,10.204100,17.346900
98回目,23.469400,12.244900,16.326500,16.326500
99回目,31.632700,16.326500,11.224500,15.306100
100回目,31.632700,12.244900,18.367300,12.244900
101回目,23.469400,11.224500,17.346900,18.556700
102回目,31.632700,12.244900,18.367300,12.244900
103回目,31.632700,15.306100,13.265300,16.326500
104回目,31.632700,12.244900,14.285700,11.224500
105回目,29.896900,12.244900,18.367300,16.326500
106回目,23.469400,9.183670,17.346900,11.224500
107回目,23.469400,15.306100,22.449000,14.285700
108回目,23.469400,11.224500,16.326500,11.224500
109回目,32.653100,15.306100,15.306100,15.306100
110回目,31.632700,20.408200,14.285700,11.224500
111回目,25.510200,16.326500,14.285700,14.285700
112回目,31.632700,9.183670,17.346900,11.224500
113回目,31.632700,12.244900,17.346900,15.306100
114回目,31.632700,16.326500,17.525800,17.346900
115回目,34.693900,20.408200,16.326500,19.387800
116回目,35.714300,16.326500,10.204100,18.556700
117回目,25.510200,14.285700,19.387800,16.326500
118回目,35.714300,13.402100,7.142860,16.326500
119回目,35.714300,16.326500,17.346900,16.326500
120回目,23.469400,14.285700,17.525800,11.224500
121回目,31.632700,12.244900,16.326500,16.326500
122回目,31.632700,14.285700,17.525800,16.326500
123回目,35.714300,16.326500,15.306100,17.346900
124回目,31.632700,12.244900,15.306100,16.326500
125回目,32.653100,17.346900,24.489800,18.556700
