Delay,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,2.132800,2.528500,2.022330,15.077200
2回目,44.548800,2.528300,13.884800,15.074400
3回目,2.132800,14.147200,14.811400,14.687700
4回目,2.012990,2.607410,2.770660,2.136160
5回目,2.304280,2.345380,15.048300,2.385270
6回目,2.132800,2.059570,1.971020,13.748600
7回目,17.973300,2.044370,1.868250,2.385270
8回目,1.325170,2.319540,2.347650,15.077200
9回目,2.132800,2.044370,2.531800,2.953320
10回目,1.952080,2.528500,2.347650,15.074400
11回目,17.973300,14.920400,2.366120,2.136160
12回目,1.325170,2.104600,14.107300,8.668670
13回目,2.023390,2.003210,14.530900,15.074400
14回目,2.023390,2.003210,1.912060,2.385270
15回目,2.012990,14.920400,2.022330,2.295450
16回目,18.946200,2.059570,13.884800,15.074400
17回目,16.079200,2.044370,15.170900,2.953320
18回目,1.952080,14.075700,14.668000,14.687700
19回目,17.973300,2.319540,2.116210,1.870580
20回目,16.415700,2.607790,2.240110,2.953320
21回目,1.325170,2.215530,15.048300,2.295450
22回目,1.952080,14.147200,2.340350,2.295450
23回目,18.946200,2.429320,14.748200,2.295450
24回目,16.079200,2.003210,14.506500,13.748600
25回目,16.079200,2.607790,14.530900,15.077200
26回目,2.304280,2.528300,2.443520,2.953320
27回目,44.548800,2.358510,1.971020,2.332250
28回目,44.548800,2.044370,2.347650,2.295450
29回目,1.952080,2.607410,13.884800,2.295450
30回目,2.012990,2.358510,14.530900,15.077200
31回目,1.952080,2.089410,15.170900,14.687700
32回目,2.023390,2.044370,15.586100,8.668670
33回目,2.012990,2.003210,2.240110,2.136160
34回目,2.304280,2.358510,1.960360,2.953320
35回目,1.325170,14.147200,15.035300,8.668670
36回目,2.012990,2.319540,2.240110,13.748600
37回目,16.415700,26.730900,14.422200,2.953320
38回目,2.132800,2.059570,1.939660,15.074400
39回目,44.548800,2.429320,1.939660,2.136160
40回目,1.952080,26.730900,2.335410,2.953320
41回目,17.973300,2.003210,1.982280,8.668670
42回目,16.415700,2.528300,2.242950,2.385270
43回目,17.973300,2.429320,13.374400,2.136160
44回目,1.952080,14.075700,14.136600,2.295450
45回目,44.548800,2.345380,2.022330,13.748600
46回目,44.548800,2.528500,2.307060,2.136160
47回目,2.023390,14.438300,2.229400,8.668670
48回目,16.415700,2.429320,2.084750,2.332250
49回目,2.012990,2.528500,2.019350,15.077200
50回目,16.079200,14.631300,2.122160,15.077200
51回目,2.132800,2.358510,2.542340,2.136160
52回目,2.132800,2.358510,1.863620,15.077200
53回目,17.973300,2.003210,14.240400,15.077200
54回目,16.079200,2.429320,2.206080,15.077200
55回目,1.952080,2.059570,2.376780,2.332250
56回目,44.548800,26.385300,2.266840,2.136160
57回目,2.132800,2.528500,1.982280,2.332250
58回目,1.952080,14.920400,2.347650,2.385270
59回目,2.304280,26.385300,14.313200,1.870580
60回目,1.325170,2.429320,15.048300,2.385270
61回目,18.946200,2.044370,2.381110,14.687700
62回目,2.012990,2.104600,14.351100,2.295450
63回目,16.415700,2.528500,2.237340,13.748600
64回目,17.973300,2.358510,1.591980,2.136160
65回目,2.012990,14.920400,27.111200,2.295450
66回目,17.973300,26.730900,15.431400,2.332250
67回目,16.415700,2.429320,2.308110,2.136160
68回目,2.023390,2.429320,2.158380,8.668670
69回目,44.548800,2.429320,1.959590,2.953320
70回目,2.023390,2.429320,13.884800,2.953320
71回目,2.304280,2.607790,15.586100,2.136160
72回目,16.415700,2.358510,2.476520,14.687700
73回目,17.973300,2.429320,2.158380,1.870580
74回目,2.012990,2.003210,14.151900,15.077200
75回目,2.012990,2.358510,1.892630,2.953320
76回目,2.304280,14.147200,2.360430,13.748600
77回目,18.946200,2.429320,14.729100,1.870580
78回目,16.415700,2.215530,13.884800,14.687700
79回目,2.132800,26.385300,13.884800,2.385270
80回目,2.023390,2.319540,2.291010,13.748600
81回目,18.946200,2.089410,2.084750,2.385270
82回目,2.304280,2.059570,26.442700,1.870580
83回目,18.946200,26.730900,2.347650,13.748600
84回目,18.946200,14.631300,2.493310,14.687700
85回目,1.325170,26.730900,2.022330,1.870580
86回目,17.973300,2.358510,2.022330,2.295450
87回目,16.415700,2.059570,14.530900,2.295450
88回目,1.952080,14.920400,2.347660,2.136160
89回目,18.946200,2.215530,1.939660,15.074400
90回目,1.952080,2.003210,2.222800,2.953320
91回目,2.304280,2.319540,2.025810,2.385270
92回目,17.973300,2.528300,14.544000,15.077200
93回目,2.023390,2.607790,14.000600,2.953320
94回目,2.304280,2.104600,14.598900,8.668670
95回目,16.415700,2.607790,15.170900,2.332250
96回目,1.952080,2.607790,14.955700,14.687700
97回目,18.946200,2.528500,13.884800,2.385270
98回目,16.079200,2.607410,1.939660,1.870580
99回目,1.952080,2.528500,2.146850,15.074400
100回目,1.952080,2.319540,15.170900,2.953320
101回目,16.079200,14.075700,14.922900,15.077200
102回目,2.304280,2.319540,15.056400,2.953320
103回目,2.304280,14.631300,1.919200,2.136160
104回目,2.304280,2.607790,2.240110,2.295450
105回目,2.012990,2.607790,15.170900,8.668670
106回目,16.079200,2.059570,2.084750,13.748600
107回目,16.415700,14.631300,2.413590,14.687700
108回目,16.079200,14.075700,2.019350,13.748600
109回目,17.973300,26.730900,27.041600,15.074400
110回目,2.132800,14.920400,2.449880,2.295450
111回目,44.548800,2.528500,2.633020,14.687700
112回目,2.132800,2.059570,2.347650,2.295450
113回目,1.952080,2.345380,2.347650,15.074400
114回目,1.952080,2.358510,2.335410,2.385270
115回目,18.946200,14.920400,2.019350,2.332250
116回目,2.023390,2.528500,13.884800,15.077200
117回目,44.548800,14.438300,1.927960,8.668670
118回目,2.023390,2.104600,13.746300,2.136160
119回目,1.325170,2.528500,2.347650,2.136160
120回目,16.415700,14.438300,1.992580,2.295450
121回目,1.952080,2.607790,1.982280,8.668670
122回目,2.304280,14.438300,2.310040,1.870580
123回目,2.023390,2.358510,14.810800,2.385270
124回目,2.304280,2.607790,14.136600,2.136160
125回目,17.973300,2.003210,2.589450,15.077200
126回目,2.023390,2.358510,2.240110,2.953320
127回目,2.023390,14.920400,1.954590,2.295450
128回目,2.304280,14.075700,2.391100,15.077200
129回目,2.304280,2.528500,2.278700,2.136160
130回目,2.012990,26.730900,2.263060,15.074400
131回目,18.946200,14.075700,15.048300,14.687700
132回目,17.973300,2.089410,2.314330,15.074400
133回目,16.415700,2.215530,2.019350,2.295450
134回目,18.946200,2.528500,13.560700,8.668670
135回目,16.415700,14.075700,14.107300,2.953320
136回目,17.973300,2.607790,1.692240,8.668670
137回目,2.012990,14.075700,2.240110,2.295450
138回目,16.079200,2.003210,15.178600,2.136160
139回目,1.952080,2.528500,2.263060,1.870580
140回目,1.325170,2.358510,28.640100,2.295450
141回目,2.023390,14.631300,3.187100,13.748600
142回目,2.132800,2.044370,1.979390,1.870580
143回目,1.325170,2.528300,15.009800,14.687700
144回目,1.325170,14.075700,15.509000,15.074400
145回目,2.304280,14.147200,14.443400,2.332250
146回目,2.023390,2.104600,2.263060,15.077200
147回目,1.325170,2.003210,14.530900,2.295450
148回目,16.415700,26.730900,14.842400,14.687700
149回目,16.415700,14.920400,2.755060,2.136160
150回目,17.973300,2.607790,2.046540,15.077200
151回目,44.548800,14.075700,15.521700,2.295450
152回目,17.973300,2.607790,14.737700,13.748600
153回目,2.023390,2.607790,1.954760,1.870580
154回目,16.079200,14.920400,1.939660,2.385270
155回目,16.415700,2.528500,1.973290,2.295450
156回目,2.304280,2.358510,14.136600,2.953320
157回目,16.079200,2.607790,14.107300,15.074400
