Delay,GPSR,NGPSR,NPGPSR,NDGPSR
158回目,2.012990,2.607410,2.263060,2.332250
159回目,2.012990,2.607790,15.007100,2.385270
160回目,2.012990,14.920400,2.240110,14.687700
161回目,2.304280,14.920400,1.972280,2.953320
162回目,1.952080,2.059570,2.320200,8.668670
163回目,2.012990,2.528500,14.741200,13.748600
164回目,16.079200,2.059570,2.386740,8.668670
165回目,2.304280,14.920400,2.347650,13.748600
166回目,1.952080,2.003210,13.697000,2.953320
167回目,1.325170,2.429320,15.146900,2.953320
168回目,44.548800,14.920400,2.347650,2.953320
169回目,16.415700,26.730900,2.019350,2.332250
170回目,16.079200,14.147200,2.240110,2.136160
171回目,2.132800,2.044370,2.263060,2.385270
172回目,2.023390,2.044370,13.884800,14.687700
173回目,2.023390,2.003210,2.019350,14.687700
174回目,2.023390,26.730900,2.019350,15.074400
175回目,17.973300,2.059570,2.019350,2.953320
176回目,2.304280,2.358510,1.939660,2.136160
177回目,1.952080,2.059570,2.491040,15.074400
178回目,44.548800,2.528500,2.024340,1.870580
179回目,44.548800,2.607790,2.201870,2.136160
180回目,16.079200,2.003210,2.504320,2.385270
181回目,2.023390,14.920400,2.257130,13.748600
182回目,1.325170,2.528500,2.082030,2.953320
183回目,16.079200,2.528500,15.048300,13.748600
184回目,2.304280,2.215530,15.421400,2.295450
185回目,16.415700,2.059570,13.884800,2.953320
186回目,18.946200,26.730900,2.053540,14.687700
187回目,2.132800,2.358510,14.107300,2.295450
188回目,1.952080,2.528500,2.078090,15.074400
189回目,1.952080,2.358510,2.347650,2.295450
190回目,18.946200,2.044370,15.170900,13.748600
191回目,44.548800,2.345380,2.255600,15.077200
192回目,1.325170,14.075700,2.215860,15.074400
193回目,2.023390,2.104600,1.928260,2.332250
194回目,16.079200,2.607410,2.111100,8.668670
195回目,1.325170,14.147200,2.614550,15.077200
196回目,1.325170,2.429320,2.287210,2.953320
197回目,2.023390,2.607410,15.169800,2.332250
198回目,16.079200,2.528300,2.009750,13.748600
199回目,2.012990,2.044370,2.240110,2.136160
200回目,44.548800,14.920400,13.884800,2.136160
201回目,1.952080,26.730900,2.019350,14.687700
202回目,2.023390,14.438300,1.755550,2.953320
203回目,16.415700,2.607790,14.107300,2.136160
204回目,17.973300,2.044370,15.036200,2.332250
205回目,2.023390,2.059570,2.088910,15.077200
206回目,44.548800,2.003210,2.019350,1.870580
207回目,17.973300,2.003210,2.108330,2.953320
208回目,18.946200,14.631300,14.652900,2.953320
209回目,16.079200,2.528300,14.597200,13.748600
210回目,2.012990,2.528500,2.084390,15.074400
211回目,2.012990,26.385300,1.913610,15.077200
212回目,16.415700,2.003210,13.884800,8.668670
213回目,16.079200,2.044370,13.884800,8.668670
214回目,17.973300,26.730900,2.417420,13.748600
215回目,18.946200,2.528500,1.939660,2.332250
216回目,1.952080,14.075700,13.884800,2.332250
217回目,1.952080,2.104600,1.961290,2.136160
218回目,18.946200,2.215530,15.048300,2.385270
219回目,17.973300,2.607790,15.036200,14.687700
220回目,2.132800,14.075700,2.263060,2.295450
221回目,1.325170,2.607790,1.939660,8.668670
222回目,16.079200,2.104600,2.347650,15.074400
223回目,2.304280,2.429320,14.530900,2.295450
224回目,1.325170,2.059570,2.022330,8.668670
225回目,18.946200,2.607790,2.329070,2.332250
226回目,44.548800,2.042030,14.298700,2.385270
227回目,1.325170,2.003210,14.530900,2.953320
228回目,1.325170,2.042030,14.496000,15.074400
229回目,16.415700,14.075700,13.884800,2.295450
230回目,2.012990,14.075700,15.048300,14.687700
231回目,2.304280,26.730900,15.161100,13.748600
232回目,1.325170,14.075700,2.232280,2.332250
233回目,17.973300,2.345380,2.240110,2.385270
234回目,2.023390,2.104600,15.170900,15.074400
235回目,2.023390,14.438300,1.868250,1.870580
236回目,18.946200,2.528300,15.048300,15.077200
237回目,2.304280,2.319540,2.316350,2.332250
238回目,1.952080,14.147200,2.347650,15.077200
239回目,44.548800,2.104600,15.695600,15.074400
240回目,44.548800,14.920400,13.884800,2.953320
241回目,2.023390,2.345380,2.022330,2.953320
242回目,2.012990,26.730900,14.420200,15.074400
243回目,1.952080,2.607790,2.158790,8.668670
244回目,2.304280,2.528500,1.972280,2.295450
245回目,44.548800,2.059570,2.178470,1.870580
246回目,2.012990,14.920400,14.320900,2.385270
247回目,16.415700,2.528500,15.027300,2.295450
248回目,2.012990,2.044370,15.234900,2.953320
249回目,2.023390,2.089410,13.884800,2.953320
250回目,16.415700,14.075700,2.347650,2.385270
