PDR,GPSR,NGPSR,NPGPSR,NDGPSR
99回目,77.516800,91.275200,91.610700,86.195300
100回目,76.174500,88.590600,88.590600,86.195300
101回目,82.550300,88.888900,86.912800,90.268500
102回目,77.181200,87.583900,87.919500,87.933900
103回目,82.550300,88.888900,87.933900,90.939600
104回目,76.510100,88.605100,89.261700,89.276400
105回目,76.174500,90.268500,87.933900,86.195300
106回目,77.181200,91.275200,85.598500,87.933900
107回目,81.208100,88.926200,88.269500,90.268500
108回目,76.510100,87.919500,86.912800,87.248300
109回目,77.852300,91.275200,89.597300,87.598200
110回目,76.174500,89.261700,87.583900,87.248300
111回目,78.859100,88.926200,85.234900,87.248300
112回目,77.516800,86.912800,89.261700,89.276400
113回目,80.201300,88.590600,86.532000,87.598200
114回目,81.208100,88.590600,89.899000,86.195300
115回目,77.852300,87.583900,86.577200,90.268500
116回目,77.181200,91.275200,86.912800,90.268500
117回目,78.787900,88.590600,85.934200,86.195300
118回目,78.787900,90.939600,88.605100,87.248300
119回目,77.181200,90.268500,87.248300,87.933900
120回目,81.208100,90.268500,88.926200,88.926200
121回目,81.208100,88.926200,86.912800,90.268500
122回目,77.852300,90.939600,86.868700,87.583900
123回目,77.516800,89.932900,86.927000,87.933900
124回目,78.787900,87.919500,86.927000,87.583900
125回目,81.208100,88.255000,89.276400,87.248300
126回目,80.201300,89.276400,86.195300,86.195300
127回目,80.201300,88.590600,87.612600,88.926200
128回目,77.516800,88.888900,80.214500,90.939600
129回目,78.859100,91.946300,89.932900,90.939600
130回目,80.201300,88.590600,88.926200,87.933900
131回目,81.208100,88.590600,88.590600,87.933900
132回目,72.818800,87.919500,87.248300,86.195300
133回目,77.516800,88.926200,89.261700,87.933900
134回目,81.208100,89.276400,87.248300,90.268500
135回目,80.201300,88.926200,85.234900,87.248300
136回目,80.201300,90.268500,86.912800,87.598200
137回目,78.787900,88.926200,87.919500,86.195300
138回目,76.174500,88.926200,87.583900,87.933900
139回目,81.208100,88.926200,88.590600,87.933900
140回目,77.516800,89.597300,87.248300,87.598200
141回目,76.174500,91.946300,87.933900,89.276400
142回目,78.859100,88.605100,86.910600,86.195300
143回目,80.201300,88.590600,89.261700,90.268500
144回目,78.859100,89.597300,86.912800,87.598200
145回目,82.550300,90.939600,88.255000,87.598200
146回目,82.550300,87.919500,89.261700,87.933900
147回目,78.859100,88.590600,87.933900,87.933900
148回目,76.174500,88.926200,88.605100,87.933900
149回目,77.852300,88.590600,85.858600,88.926200
150回目,82.550300,88.255000,88.590600,87.933900
151回目,81.208100,90.939600,86.255700,89.276400
152回目,72.818800,88.590600,88.926200,87.248300
153回目,78.787900,89.597300,87.542100,87.933900
154回目,80.201300,88.590600,89.276400,87.598200
155回目,77.181200,90.939600,88.605100,86.195300
156回目,77.516800,89.597300,85.234900,90.939600
157回目,80.201300,88.590600,88.255000,87.598200
158回目,82.550300,88.590600,88.940700,86.195300
159回目,80.201300,88.605100,88.255000,86.195300
160回目,78.859100,88.605100,88.255000,87.583900
161回目,81.208100,88.590600,88.255000,90.268500
162回目,77.852300,88.903500,86.912800,87.248300
163回目,78.787900,88.926200,90.939600,87.598200
164回目,77.181200,87.919500,87.919500,86.195300
165回目,77.516800,88.255000,88.255000,89.276400
166回目,77.516800,90.939600,89.261700,89.276400
167回目,77.852300,90.268500,85.570500,87.583900
168回目,72.818800,88.590600,87.276900,87.598200
169回目,80.201300,86.912800,85.598500,88.926200
170回目,82.550300,89.597300,86.912800,89.276400
171回目,76.174500,87.919500,84.927200,87.933900
172回目,77.852300,88.255000,89.261700,87.583900
173回目,78.859100,91.275200,89.261700,90.939600
174回目,78.787900,89.932900,89.261700,87.933900
175回目,82.550300,88.605100,87.248300,87.248300
176回目,76.174500,88.926200,80.885700,87.598200
177回目,82.550300,87.919500,87.933900,86.195300
178回目,78.787900,88.926200,88.619600,90.268500
179回目,78.859100,88.926200,87.205400,87.598200
180回目,81.208100,87.919500,87.919500,87.583900
181回目,77.516800,89.276400,87.948300,87.933900
182回目,78.787900,90.939600,89.899000,86.195300
183回目,80.201300,89.276400,88.590600,87.583900
184回目,72.818800,88.605100,86.577200,87.933900
185回目,80.201300,88.926200,90.268500,87.933900
186回目,77.516800,87.583900,88.590600,88.926200
187回目,77.181200,88.926200,89.932900,87.933900
188回目,80.201300,87.919500,86.269900,87.248300
189回目,76.510100,88.605100,89.612000,87.598200
190回目,82.550300,86.912800,87.583900,88.926200
191回目,76.174500,88.926200,87.248300,86.195300
192回目,80.201300,86.912800,87.907700,87.598200
193回目,80.201300,90.268500,87.205400,87.248300
194回目,72.818800,88.605100,88.269500,87.933900
195回目,76.510100,86.912800,82.214800,87.248300
196回目,82.550300,88.888900,88.926200,90.268500
197回目,77.181200,88.903500,86.195300,90.939600
198回目,77.181200,88.888900,86.605600,90.939600
199回目,78.859100,89.932900,88.590600,87.933900
200回目,80.201300,88.926200,85.906000,87.933900
201回目,77.852300,90.939600,87.919500,87.598200
202回目,77.852300,88.590600,86.605600,90.268500
203回目,77.852300,88.255000,88.940700,87.248300
204回目,80.201300,88.926200,88.255000,88.926200
205回目,80.201300,90.939600,83.557000,87.248300
206回目,77.516800,88.605100,88.269500,88.926200
207回目,80.201300,91.275200,88.215500,88.926200
208回目,80.201300,90.939600,87.583900,87.933900
209回目,77.516800,88.590600,86.927000,87.598200
210回目,77.181200,91.275200,87.583900,86.195300
211回目,82.550300,89.597300,86.532000,90.268500
212回目,76.174500,89.276400,87.583900,88.926200
213回目,77.852300,89.276400,87.919500,89.276400
214回目,76.174500,88.590600,86.591400,87.248300
215回目,72.818800,90.939600,87.919500,87.583900
216回目,81.208100,90.939600,88.269500,89.276400
217回目,82.550300,88.926200,85.234900,89.276400
218回目,76.510100,88.590600,86.577200,90.939600
219回目,78.787900,88.605100,86.868700,88.926200
220回目,80.201300,88.926200,88.269500,87.933900
221回目,77.181200,90.939600,87.919500,87.933900
222回目,78.859100,89.276400,89.291000,86.195300
223回目,76.510100,88.926200,90.268500,88.926200
224回目,72.818800,90.268500,87.583900,89.276400
225回目,76.510100,88.888900,88.590600,87.248300
226回目,77.852300,86.912800,87.248300,87.933900
227回目,81.208100,89.932900,86.912800,89.276400
228回目,78.787900,88.590600,87.583900,86.195300
229回目,77.852300,87.919500,88.926200,90.939600
230回目,76.174500,88.888900,85.234900,88.926200
231回目,76.510100,91.946300,87.583900,87.583900
232回目,77.852300,90.268500,87.583900,89.276400
233回目,82.550300,88.926200,88.269500,87.598200
234回目,76.174500,88.926200,87.583900,87.933900
235回目,78.787900,89.597300,86.195300,89.276400
236回目,76.510100,90.939600,89.597300,87.598200
237回目,81.208100,88.255000,88.605100,87.598200
238回目,78.787900,88.926200,86.241600,87.598200
239回目,81.208100,88.926200,89.932900,89.276400
240回目,78.787900,87.919500,85.598500,90.939600
241回目,76.174500,90.268500,87.248300,89.276400
242回目,80.201300,88.590600,87.205400,87.598200
243回目,76.174500,89.597300,87.919500,86.195300
244回目,77.516800,89.932900,87.248300,90.939600
245回目,82.550300,88.926200,87.598200,87.933900
246回目,78.859100,91.946300,89.899000,90.268500
247回目,77.852300,87.919500,86.591400,86.195300
248回目,77.852300,87.919500,87.919500,90.939600
249回目,81.208100,88.590600,89.276400,90.268500
250回目,77.852300,88.926200,86.532000,90.268500
