SimTime,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,50.766500,264.409000,192.303000,89.516300
2回目,50.968000,267.471000,195.313000,89.211100
3回目,50.440100,266.971000,195.111000,89.245300
4回目,50.493800,264.812000,195.107000,89.648100
5回目,51.058200,267.195000,195.120000,88.961000
6回目,51.507100,271.150000,195.079000,87.871100
7回目,49.901400,269.534000,194.705000,90.032500
8回目,50.492600,266.737000,195.599000,90.293600
9回目,50.580200,268.213000,195.057000,88.527100
10回目,50.760700,268.834000,195.947000,89.084400
11回目,51.102500,267.118000,195.523000,88.616300
12回目,51.453000,267.049000,195.003000,89.910800
13回目,50.926800,267.428000,195.128000,89.353000
14回目,50.122200,266.387000,195.140000,87.985800
15回目,50.014000,265.379000,193.851000,89.530100
16回目,51.065100,269.334000,194.564000,89.788000
17回目,50.330100,269.529000,194.937000,90.732500
18回目,51.559900,266.738000,193.791000,89.897000
19回目,50.083700,268.260000,194.125000,90.013800
20回目,50.782400,267.425000,195.111000,90.699800
21回目,50.597500,270.980000,195.393000,89.476900
22回目,50.684900,266.391000,194.771000,88.603000
23回目,50.834000,267.623000,193.663000,90.541300
24回目,50.077900,268.696000,193.619000,88.910900
25回目,50.552200,269.656000,195.084000,89.105100
26回目,49.807600,268.172000,193.356000,89.684900
27回目,49.177800,268.587000,194.477000,89.869700
28回目,51.502500,268.069000,194.453000,89.783700
29回目,50.694800,263.222000,194.006000,89.592700
30回目,50.464500,269.775000,196.076000,89.250800
31回目,50.321200,270.351000,195.126000,88.255700
32回目,50.322900,269.493000,194.151000,89.418200
33回目,50.136600,267.936000,193.829000,88.559100
34回目,50.347700,267.833000,195.508000,88.826700
35回目,51.184500,266.689000,195.122000,89.744900
36回目,49.987000,263.685000,194.970000,90.231600
37回目,50.368200,266.198000,194.402000,89.294600
38回目,50.207600,267.112000,193.275000,88.607100
39回目,50.368400,268.685000,194.999000,89.772300
40回目,49.760700,267.067000,194.839000,89.392200
41回目,50.221900,267.895000,195.695000,89.601600
42回目,51.924700,263.053000,194.944000,89.441200
43回目,52.315300,267.374000,194.737000,90.101800
44回目,49.687000,264.804000,195.810000,87.757200
45回目,50.519800,264.397000,193.313000,89.861000
46回目,51.383400,266.018000,195.258000,88.867600
47回目,50.133500,267.703000,194.252000,89.158700
48回目,50.252000,266.072000,192.176000,89.870900
49回目,49.894500,267.942000,192.950000,90.131400
50回目,50.821900,268.108000,194.749000,89.635800
51回目,50.725700,266.789000,193.650000,88.407900
52回目,51.064700,265.933000,194.314000,89.335600
53回目,50.990300,265.769000,194.009000,88.124200
54回目,50.115900,270.468000,194.950000,90.066200
55回目,51.072600,278.725000,194.216000,89.466000
56回目,49.451900,264.691000,192.874000,89.708300
57回目,50.885300,267.650000,193.733000,88.971000
58回目,50.647400,266.668000,195.610000,89.593400
59回目,50.445300,267.324000,194.270000,89.577700
60回目,50.604100,265.948000,192.311000,89.797900
61回目,50.573100,268.696000,194.420000,89.493400
62回目,51.080400,262.998000,193.258000,89.324300
63回目,50.621800,267.073000,194.786000,89.397800
64回目,50.999300,268.445000,193.588000,89.432700
65回目,50.284500,269.765000,195.499000,88.452000
66回目,50.213000,264.896000,196.086000,89.531700
67回目,49.989400,269.836000,194.704000,89.089500
68回目,50.252500,265.771000,194.268000,89.719100
69回目,49.871600,265.509000,191.997000,90.238500
70回目,50.371600,267.921000,194.394000,89.034700
71回目,50.407400,271.841000,193.697000,88.272100
72回目,50.931500,266.973000,193.100000,89.552800
73回目,50.194100,267.821000,193.548000,88.379200
74回目,50.193100,264.605000,195.817000,89.908200
75回目,50.401400,264.867000,195.249000,89.653000
76回目,50.130100,269.175000,192.490000,88.949100
77回目,50.703200,270.224000,193.822000,88.839800
78回目,49.983100,268.154000,193.896000,88.738900
79回目,50.565700,267.632000,193.292000,90.287800
80回目,50.869300,267.442000,194.562000,89.736500
81回目,50.488200,267.793000,194.532000,88.825400
82回目,50.389200,265.272000,194.670000,88.928500
83回目,51.298200,269.785000,193.722000,89.538300
84回目,50.127800,268.490000,194.240000,89.295000
85回目,50.476000,266.964000,194.296000,89.560500
86回目,50.647100,270.801000,193.910000,89.478500
87回目,50.986900,266.372000,194.132000,89.524600
88回目,49.289200,263.945000,194.223000,89.344900
89回目,49.940500,267.266000,194.987000,88.659800
90回目,50.124200,264.913000,196.026000,89.868700
91回目,50.695300,266.909000,195.148000,88.449500
92回目,50.681000,266.182000,194.863000,89.901700
93回目,51.337000,267.241000,194.926000,88.444700
94回目,50.698500,270.299000,194.857000,89.105300
95回目,51.489400,265.364000,194.161000,89.194400
96回目,51.243700,266.059000,194.558000,89.967200
97回目,50.869700,264.030000,195.185000,88.613000
98回目,50.492200,266.478000,193.915000,89.462800
99回目,51.314600,267.458000,195.953000,89.690500
100回目,50.440500,267.615000,194.181000,88.898600
101回目,50.019900,266.297000,195.232000,89.103100
102回目,51.235300,265.167000,194.022000,88.337000
103回目,51.343400,266.275000,193.499000,90.401800
104回目,50.198100,263.648000,195.546000,88.293900
105回目,50.825200,268.135000,193.889000,89.132100
106回目,50.486300,265.233000,193.752000,89.703300
107回目,50.771500,266.593000,195.383000,88.718400
108回目,50.755700,267.104000,192.872000,89.579100
109回目,50.359100,266.540000,195.785000,89.443600
110回目,50.927800,267.151000,194.025000,89.550400
111回目,50.563400,265.608000,195.254000,90.384400
112回目,50.576100,266.996000,194.854000,89.374600
113回目,50.135800,265.092000,195.677000,88.494100
114回目,50.684500,264.083000,192.549000,89.097400
115回目,50.569100,264.416000,195.410000,88.946800
116回目,50.559400,265.347000,195.071000,88.665800
117回目,50.096500,268.429000,195.362000,90.288100
118回目,50.265500,266.532000,193.399000,88.604200
119回目,50.576700,267.213000,193.254000,89.319500
120回目,50.507100,267.004000,195.074000,88.613200
121回目,50.063700,268.253000,195.168000,90.009800
122回目,51.149800,266.324000,195.559000,88.915300
123回目,50.371300,270.653000,194.794000,89.931200
124回目,50.367000,274.946000,195.281000,90.018000
125回目,50.435700,267.652000,193.770000,89.192100
126回目,50.569700,272.498000,194.926000,88.244400
127回目,51.142300,265.083000,193.714000,89.942100
128回目,50.768000,266.835000,193.473000,89.039100
129回目,50.842900,267.349000,193.495000,89.429800
130回目,50.461400,267.985000,193.397000,89.656800
131回目,50.165700,275.458000,194.110000,88.936900
132回目,50.299600,269.516000,194.183000,88.555100
133回目,50.885400,270.123000,192.860000,88.888900
134回目,51.784000,265.380000,192.265000,89.249100
135回目,50.023300,271.146000,193.909000,89.060200
136回目,50.598100,265.661000,193.327000,88.801000
137回目,50.048700,268.402000,194.778000,88.382800
138回目,50.078100,267.482000,193.654000,89.474100
139回目,51.257600,268.092000,195.565000,88.610900
140回目,50.795800,268.813000,194.041000,88.974100
141回目,49.782900,267.276000,194.928000,89.568400
142回目,50.831300,263.112000,193.638000,89.093100
143回目,50.343600,268.156000,192.753000,89.722300
144回目,51.317600,268.058000,194.708000,87.975900
145回目,51.142400,264.717000,196.353000,88.792200
146回目,50.176100,266.444000,194.753000,89.536900
147回目,51.454400,269.348000,194.245000,88.568100
148回目,50.255500,266.359000,192.080000,88.500200
149回目,52.182000,265.461000,193.578000,89.655700
150回目,50.804100,270.432000,195.857000,89.287800
151回目,50.680300,264.755000,193.759000,89.711100
152回目,50.354900,265.970000,195.498000,89.263700
153回目,50.085800,266.331000,194.449000,89.902500
154回目,50.777800,266.954000,194.345000,89.191700
155回目,50.269100,265.489000,194.965000,90.418200
156回目,50.233900,266.949000,194.400000,89.464500
157回目,50.846900,265.816000,195.209000,89.489800
158回目,49.856000,261.687000,194.743000,88.816900
159回目,50.392600,269.437000,194.638000,89.451100
160回目,50.922700,265.268000,195.447000,88.859800
161回目,49.906500,266.209000,192.988000,88.870300
162回目,50.902800,269.778000,195.278000,89.042300
163回目,50.587200,266.790000,195.329000,89.036600
164回目,50.849600,269.217000,193.206000,89.297700
165回目,51.431100,266.777000,195.926000,89.536700
166回目,51.002200,264.171000,193.748000,89.135500
167回目,50.222500,267.551000,195.097000,89.591200
168回目,50.266900,268.783000,193.848000,88.331200
169回目,50.962300,266.007000,193.703000,89.008800
170回目,50.355500,266.481000,195.515000,88.845100
171回目,49.920900,265.114000,193.261000,89.914000
172回目,50.626300,266.736000,195.033000,88.123800
173回目,51.122900,265.184000,195.646000,90.185400
174回目,50.888400,265.240000,193.933000,88.419800
175回目,50.254100,267.723000,198.617000,89.273700
176回目,49.655900,271.323000,192.978000,90.061900
177回目,50.338800,265.769000,193.687000,89.043900
178回目,51.233900,270.145000,191.975000,89.497000
179回目,51.196800,268.196000,192.518000,88.895700
180回目,51.793800,268.603000,193.254000,89.903400
181回目,50.185300,267.998000,193.765000,87.865100
182回目,50.705800,268.657000,195.735000,88.500400
183回目,50.298300,265.766000,193.083000,89.206100
184回目,50.053600,267.880000,194.908000,89.359500
185回目,50.221100,267.414000,194.805000,89.319800
186回目,51.007800,269.851000,194.754000,89.517700
187回目,49.877000,270.115000,193.210000,89.322600
188回目,51.421000,268.974000,194.719000,89.166700
189回目,50.944600,267.441000,194.566000,90.340400
190回目,49.764000,266.355000,193.767000,89.119600
191回目,50.278000,268.809000,194.087000,89.724900
192回目,50.728500,266.899000,192.434000,89.220500
193回目,51.462600,266.086000,194.782000,88.634600
194回目,50.274500,264.777000,194.751000,89.316300
195回目,51.743500,270.811000,194.262000,89.632500
196回目,51.328100,265.235000,194.405000,89.708800
197回目,50.708800,267.102000,194.362000,88.961700
198回目,50.325400,266.970000,191.477000,89.312700
199回目,50.532900,269.907000,195.553000,88.694100
200回目,51.208100,266.151000,194.374000,89.982300
201回目,50.350800,266.643000,193.160000,87.274300
202回目,50.569800,266.435000,194.497000,88.369500
203回目,51.004500,265.028000,195.224000,89.314500
204回目,50.700700,266.701000,193.925000,89.023500
205回目,50.658600,268.572000,193.744000,90.888500
206回目,50.330200,263.650000,194.044000,89.542000
207回目,51.117600,272.199000,192.516000,89.491600
208回目,50.803000,265.775000,194.673000,88.039900
209回目,50.895100,270.304000,194.246000,90.270600
210回目,50.734800,265.817000,195.664000,89.389400
211回目,52.201100,265.359000,194.495000,89.699700
212回目,50.197400,267.068000,195.532000,89.495000
213回目,49.635500,264.022000,193.893000,89.938600
214回目,50.139000,270.366000,195.044000,90.272100
215回目,50.572300,268.843000,194.341000,88.737200
216回目,50.818300,268.566000,194.423000,88.812400
217回目,50.473600,265.486000,194.853000,89.308900
218回目,50.527700,265.414000,193.429000,90.041400
219回目,50.240700,267.130000,194.427000,89.887700
220回目,50.781000,265.679000,195.175000,88.959700
221回目,50.915500,267.533000,194.467000,89.480300
222回目,50.466500,267.129000,194.883000,88.808300
223回目,51.304100,267.639000,192.822000,89.454200
224回目,50.991500,266.818000,194.186000,89.488200
225回目,49.555500,263.359000,193.686000,89.075800
226回目,50.984500,268.697000,195.023000,89.359000
227回目,51.004300,267.595000,194.692000,88.392500
228回目,50.947200,268.652000,195.120000,89.648300
229回目,50.764100,274.590000,195.599000,89.222600
230回目,49.541500,267.413000,195.542000,88.728700
231回目,50.725900,268.343000,194.635000,89.953900
232回目,50.569500,267.562000,194.327000,90.081800
233回目,50.844900,270.374000,195.709000,90.199500
234回目,50.131400,276.445000,194.964000,88.942000
235回目,50.413800,270.351000,194.060000,89.107000
236回目,50.024900,272.902000,194.156000,89.248600
237回目,50.821500,267.915000,192.956000,87.962700
238回目,50.571300,272.068000,195.062000,88.842900
239回目,50.890100,269.482000,194.228000,88.410200
240回目,50.181600,265.872000,194.300000,89.367300
241回目,49.893500,265.106000,193.986000,89.159600
242回目,50.608500,266.170000,194.385000,88.608700
243回目,49.440800,268.471000,195.923000,89.285200
244回目,49.661500,270.902000,194.825000,88.980400
245回目,51.432600,266.743000,194.557000,89.216000
246回目,51.012000,266.164000,193.895000,89.301400
247回目,50.600700,263.963000,194.984000,88.826300
248回目,51.135400,266.131000,194.856000,89.078800
249回目,51.070800,265.661000,194.148000,89.140600
250回目,50.840600,273.278000,194.384000,90.424000
