Memory,GPSR,NGPSR,NPGPSR,NDGPSR
112回目,74160.000000,75220.000000,152024.000000,106732.000000
113回目,74352.000000,75296.000000,152124.000000,106728.000000
114回目,73936.000000,75160.000000,152080.000000,106240.000000
115回目,74168.000000,75316.000000,152116.000000,106760.000000
116回目,74468.000000,75088.000000,151992.000000,106572.000000
117回目,74396.000000,74696.000000,151760.000000,106268.000000
118回目,74148.000000,75096.000000,151976.000000,106280.000000
119回目,74472.000000,75088.000000,152132.000000,106620.000000
120回目,74388.000000,75048.000000,151784.000000,106688.000000
121回目,73784.000000,75108.000000,151632.000000,106680.000000
122回目,74172.000000,74924.000000,151900.000000,106616.000000
123回目,74044.000000,74840.000000,151584.000000,106700.000000
124回目,73940.000000,74984.000000,151988.000000,106492.000000
125回目,73824.000000,75096.000000,151484.000000,106712.000000
126回目,74148.000000,74780.000000,151556.000000,106236.000000
127回目,74168.000000,74420.000000,151512.000000,106696.000000
128回目,74324.000000,74848.000000,151572.000000,105956.000000
129回目,74076.000000,74808.000000,152100.000000,106484.000000
130回目,73912.000000,75024.000000,151892.000000,106372.000000
131回目,74236.000000,75084.000000,152060.000000,106528.000000
132回目,74012.000000,74684.000000,151996.000000,106580.000000
133回目,73952.000000,75128.000000,152076.000000,105976.000000
134回目,74028.000000,75316.000000,151920.000000,106680.000000
135回目,74168.000000,75092.000000,152116.000000,106560.000000
136回目,74212.000000,75216.000000,151536.000000,106728.000000
137回目,74136.000000,74652.000000,151708.000000,106284.000000
138回目,73872.000000,74784.000000,152060.000000,106728.000000
139回目,73996.000000,75312.000000,151556.000000,106392.000000
140回目,74012.000000,74800.000000,151912.000000,106352.000000
141回目,73688.000000,75184.000000,151564.000000,106488.000000
142回目,74104.000000,74736.000000,152004.000000,106496.000000
143回目,73748.000000,74756.000000,152276.000000,105976.000000
144回目,74260.000000,74848.000000,151928.000000,106576.000000
145回目,74288.000000,75000.000000,151996.000000,106452.000000
146回目,73952.000000,75024.000000,151744.000000,105944.000000
147回目,74084.000000,75096.000000,151848.000000,106364.000000
148回目,74044.000000,75232.000000,151472.000000,106672.000000
149回目,74016.000000,74964.000000,151692.000000,106652.000000
150回目,73904.000000,75176.000000,152080.000000,106512.000000
151回目,74180.000000,75024.000000,151588.000000,106568.000000
152回目,74372.000000,75092.000000,151752.000000,106364.000000
153回目,73812.000000,75008.000000,151608.000000,106548.000000
154回目,73860.000000,75316.000000,151948.000000,106524.000000
155回目,74328.000000,74996.000000,151572.000000,106632.000000
156回目,74080.000000,75020.000000,152068.000000,106236.000000
157回目,73932.000000,74812.000000,152100.000000,106196.000000
158回目,73652.000000,74684.000000,152204.000000,106688.000000
159回目,73980.000000,74848.000000,151896.000000,106548.000000
160回目,74340.000000,75232.000000,152032.000000,106284.000000
161回目,74264.000000,75004.000000,151476.000000,106148.000000
162回目,74156.000000,75000.000000,151764.000000,106256.000000
163回目,74376.000000,74932.000000,151724.000000,105936.000000
164回目,74076.000000,74780.000000,151908.000000,106232.000000
165回目,74040.000000,75268.000000,151952.000000,106548.000000
166回目,73916.000000,75088.000000,151808.000000,106516.000000
167回目,74256.000000,74804.000000,152224.000000,106688.000000
168回目,73984.000000,74588.000000,151764.000000,106260.000000
169回目,73952.000000,75192.000000,152100.000000,106644.000000
170回目,74156.000000,74728.000000,151728.000000,106580.000000
171回目,73932.000000,74780.000000,151708.000000,106696.000000
172回目,73888.000000,74700.000000,152064.000000,105972.000000
173回目,73940.000000,74740.000000,151792.000000,106632.000000
174回目,74176.000000,75112.000000,151696.000000,106400.000000
175回目,74008.000000,75112.000000,151764.000000,106652.000000
176回目,73684.000000,75080.000000,152072.000000,106544.000000
177回目,73988.000000,74752.000000,151796.000000,106272.000000
178回目,74160.000000,74828.000000,152188.000000,106568.000000
179回目,74140.000000,74816.000000,151776.000000,106280.000000
180回目,74156.000000,75100.000000,151600.000000,106240.000000
181回目,74172.000000,75124.000000,152008.000000,105976.000000
182回目,73916.000000,75036.000000,151952.000000,106716.000000
183回目,74400.000000,75176.000000,151844.000000,106620.000000
184回目,73956.000000,75028.000000,152100.000000,106300.000000
185回目,73936.000000,75168.000000,152100.000000,106520.000000
186回目,74224.000000,75072.000000,151924.000000,106500.000000
187回目,74012.000000,74984.000000,151752.000000,106400.000000
188回目,74212.000000,75324.000000,151636.000000,106248.000000
189回目,73996.000000,74788.000000,151684.000000,106508.000000
190回目,74076.000000,75188.000000,152056.000000,106300.000000
191回目,74176.000000,74728.000000,151752.000000,106576.000000
192回目,74408.000000,74976.000000,152104.000000,106348.000000
193回目,74160.000000,74464.000000,151888.000000,106360.000000
194回目,73932.000000,74852.000000,151708.000000,106440.000000
195回目,74260.000000,75232.000000,151488.000000,106580.000000
196回目,73932.000000,74780.000000,151784.000000,106276.000000
197回目,74076.000000,74756.000000,151780.000000,106520.000000
198回目,74068.000000,74844.000000,151968.000000,106528.000000
199回目,74164.000000,74892.000000,151596.000000,106468.000000
200回目,73928.000000,75292.000000,151920.000000,106200.000000
201回目,73740.000000,75316.000000,151320.000000,105984.000000
202回目,74192.000000,75216.000000,152212.000000,106308.000000
203回目,74232.000000,75228.000000,151832.000000,106616.000000
204回目,74248.000000,75064.000000,151760.000000,106668.000000
205回目,74172.000000,74720.000000,151620.000000,106556.000000
206回目,73684.000000,74784.000000,152308.000000,106404.000000
207回目,73916.000000,75092.000000,151660.000000,106528.000000
208回目,73988.000000,74956.000000,151812.000000,105948.000000
209回目,74080.000000,75320.000000,151952.000000,106564.000000
210回目,73992.000000,75224.000000,151672.000000,106496.000000
211回目,74148.000000,74808.000000,151624.000000,106636.000000
212回目,74156.000000,75308.000000,151800.000000,106580.000000
213回目,74172.000000,74756.000000,151772.000000,106544.000000
214回目,74296.000000,74776.000000,151728.000000,106404.000000
215回目,74104.000000,74988.000000,151880.000000,106668.000000
216回目,74208.000000,74964.000000,152008.000000,106516.000000
217回目,74176.000000,75332.000000,151760.000000,106496.000000
218回目,74044.000000,75124.000000,151612.000000,106632.000000
219回目,74348.000000,75228.000000,151504.000000,106240.000000
220回目,74396.000000,74704.000000,151780.000000,106388.000000
221回目,74196.000000,75296.000000,151992.000000,106628.000000
222回目,74252.000000,75100.000000,151864.000000,106300.000000
223回目,74040.000000,74976.000000,151860.000000,106404.000000
224回目,73960.000000,74604.000000,151564.000000,106628.000000
225回目,74356.000000,75092.000000,152052.000000,106236.000000
226回目,74264.000000,75088.000000,151844.000000,106536.000000
227回目,74132.000000,74812.000000,151716.000000,106280.000000
228回目,74172.000000,74816.000000,152028.000000,106268.000000
229回目,74232.000000,75160.000000,151888.000000,106576.000000
230回目,74400.000000,74700.000000,152116.000000,106300.000000
231回目,74236.000000,75224.000000,152016.000000,106200.000000
232回目,73960.000000,75092.000000,151460.000000,106504.000000
233回目,74352.000000,74920.000000,151824.000000,106280.000000
234回目,73684.000000,74784.000000,151844.000000,106280.000000
235回目,73956.000000,75188.000000,152056.000000,106696.000000
236回目,73960.000000,75072.000000,152244.000000,106700.000000
237回目,74048.000000,75288.000000,151812.000000,106376.000000
238回目,74176.000000,75092.000000,152092.000000,106312.000000
239回目,74036.000000,75212.000000,152056.000000,106584.000000
240回目,73932.000000,74696.000000,151912.000000,106268.000000
241回目,73956.000000,75320.000000,151572.000000,106612.000000
242回目,74236.000000,75104.000000,151664.000000,106500.000000
243回目,73936.000000,75060.000000,151616.000000,106236.000000
244回目,73936.000000,74832.000000,151796.000000,106588.000000
245回目,74168.000000,75104.000000,152116.000000,106472.000000
246回目,74016.000000,75292.000000,151584.000000,105976.000000
247回目,74260.000000,74804.000000,152004.000000,106496.000000
248回目,74044.000000,75216.000000,151660.000000,106236.000000
249回目,73832.000000,75104.000000,151744.000000,106576.000000
250回目,73664.000000,75316.000000,152160.000000,106240.000000
