Delay,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,2.392260,6.131430,2.484450,6.047820
2回目,34.720700,6.237380,6.154620,6.144500
3回目,28.593000,2.373170,13.890700,2.597420
4回目,2.249500,2.412570,6.152730,6.256130
5回目,10.806000,2.345610,6.350400,6.144500
6回目,2.299220,6.237380,6.103590,2.597420
7回目,2.299220,17.479600,6.372580,6.308030
8回目,2.299220,6.237380,2.323330,6.275600
9回目,10.806000,17.479600,6.172410,6.308030
10回目,10.806000,2.380940,6.028050,4.450190
11回目,2.392260,6.086370,10.063800,2.597420
12回目,2.249500,9.914190,6.075530,6.047940
13回目,2.249500,9.836120,2.199840,2.302750
14回目,2.392260,2.380940,6.319070,2.597420
15回目,6.399460,17.479600,9.983510,6.047820
16回目,11.119200,2.367770,2.704670,2.597420
17回目,28.593000,17.479600,2.237450,6.047820
18回目,6.581430,2.380940,6.048460,6.047820
19回目,2.249500,6.131430,6.102790,6.308030
20回目,2.392260,2.345610,2.251250,2.434910
21回目,2.299220,2.383540,2.473730,2.597420
22回目,2.249500,2.412570,2.344840,6.144500
23回目,6.581430,6.131430,9.777560,6.308030
24回目,11.119200,2.224790,9.929220,2.434910
25回目,6.399460,2.224790,6.251560,6.256130
26回目,2.392260,2.299150,2.365890,6.047940
27回目,2.392260,2.412570,6.301000,10.189500
28回目,6.581430,2.367770,6.478110,6.275600
29回目,2.299220,6.131430,9.989770,6.144500
30回目,28.593000,9.914190,6.357120,6.144500
31回目,2.249500,2.414700,2.493370,2.302750
32回目,2.299220,9.935170,13.827000,6.308030
33回目,15.316700,9.935170,5.971950,2.302750
34回目,2.299220,2.299150,6.349460,2.597420
35回目,6.737130,2.299150,9.772120,6.256130
36回目,2.299220,9.914190,6.268780,10.189500
37回目,15.316700,2.414700,2.187000,6.144500
38回目,2.249500,6.086370,9.847760,6.047940
39回目,2.299220,2.373170,10.203800,6.256130
40回目,10.806000,13.753800,2.482970,10.189500
41回目,6.737130,2.414700,10.177200,6.275600
42回目,15.316700,2.380940,2.442870,4.450190
43回目,6.737130,2.345610,6.309770,2.302750
44回目,11.119200,2.367770,10.003400,2.434910
45回目,2.249500,2.299150,2.417280,6.256130
46回目,2.392260,2.414700,6.199910,6.275600
47回目,2.249500,6.237380,9.976540,6.047820
48回目,6.399460,6.237380,10.077500,6.275600
49回目,34.720700,2.318880,2.429730,6.047940
50回目,2.249500,2.345610,2.419480,6.144500
51回目,2.249500,2.414700,2.277590,2.434910
52回目,2.249500,2.412570,6.377240,2.434910
53回目,34.720700,2.414700,10.209100,6.308030
54回目,6.399460,9.914190,10.642500,2.434910
55回目,34.720700,2.383540,6.110010,6.275600
56回目,2.249500,6.237380,6.171650,4.450190
57回目,2.299220,6.086370,2.456230,2.434910
58回目,10.806000,13.753800,6.431380,6.256130
59回目,28.593000,6.086370,2.297690,6.308030
60回目,28.593000,2.299150,2.313490,10.189500
61回目,11.119200,2.299150,13.431000,6.308030
62回目,15.316700,17.479600,17.773500,2.434910
63回目,2.392260,2.345610,2.454490,2.597420
64回目,11.119200,2.299150,6.048230,6.308030
65回目,10.806000,6.237380,2.302120,2.434910
66回目,6.399460,9.914190,6.368570,4.450190
67回目,34.720700,2.367770,2.289120,6.144500
68回目,34.720700,2.345610,6.172770,6.047820
69回目,2.299220,2.340190,6.239030,2.302750
70回目,6.581430,2.299150,2.614340,2.302750
71回目,2.299220,2.318880,6.214640,10.189500
72回目,2.299220,6.131430,6.303710,6.047940
73回目,11.119200,6.131430,6.322610,6.308030
74回目,34.720700,2.345610,2.346690,6.047820
75回目,6.399460,2.367770,6.241960,6.144500
76回目,2.249500,9.935170,6.136690,6.144500
77回目,6.581430,9.964980,13.464800,6.047820
78回目,10.806000,6.059270,14.171900,6.256130
79回目,2.392260,9.964980,6.266960,6.047940
80回目,2.299220,2.412570,5.992210,6.047940
81回目,2.249500,2.299150,6.046480,10.189500
82回目,2.299220,2.290820,6.336620,10.189500
83回目,11.119200,2.318880,2.310270,2.434910
84回目,11.119200,2.383540,6.144060,6.308030
85回目,28.593000,17.479600,21.092700,2.434910
86回目,6.581430,9.914190,6.351570,10.189500
87回目,6.737130,2.380940,2.325480,4.450190
88回目,11.119200,2.383540,2.361830,2.302750
89回目,2.249500,2.299150,6.138910,6.275600
90回目,6.737130,6.086370,10.193200,6.256130
91回目,6.581430,2.318880,6.243290,2.597420
92回目,6.399460,2.412570,14.313300,4.450190
93回目,6.581430,2.383540,6.085060,4.450190
94回目,2.392260,6.237380,2.434810,10.189500
95回目,2.249500,17.479600,6.197410,6.275600
96回目,34.720700,2.299150,9.953330,6.256130
97回目,10.806000,6.237380,9.820330,2.434910
98回目,2.392260,6.237380,2.488350,2.302750
99回目,11.119200,2.345610,9.784980,6.256130
100回目,6.737130,9.914190,2.574540,6.256130
101回目,2.299220,2.412570,2.229390,6.047940
102回目,15.316700,9.964980,2.314760,4.450190
103回目,2.299220,2.412570,6.084580,6.047820
104回目,28.593000,2.367770,6.153520,6.144500
105回目,6.737130,13.753800,13.768800,6.256130
106回目,15.316700,2.345610,6.296170,4.450190
107回目,6.581430,6.059270,2.315890,6.047940
108回目,28.593000,6.131430,2.301000,6.308030
109回目,6.399460,2.345610,9.830830,6.275600
110回目,6.737130,2.383540,6.253480,6.308030
111回目,10.806000,2.290820,10.208700,6.308030
112回目,11.119200,2.224790,5.908300,6.144500
113回目,2.249500,9.914190,6.362970,2.302750
114回目,6.581430,9.914190,6.189490,6.256130
115回目,6.399460,9.964980,6.380230,6.047940
116回目,15.316700,2.345610,6.145950,6.047940
117回目,2.392260,9.914190,2.280390,6.256130
118回目,2.392260,6.086370,6.081530,6.308030
119回目,15.316700,6.237380,6.345770,2.434910
120回目,6.581430,6.237380,9.817930,2.597420
121回目,6.581430,2.414700,2.385000,6.047940
122回目,6.399460,6.086370,2.366130,10.189500
123回目,11.119200,2.373170,2.471260,4.450190
124回目,2.392260,6.131430,10.026500,10.189500
125回目,6.581430,9.935170,2.250350,6.308030
126回目,2.249500,2.380940,2.491990,6.256130
127回目,2.249500,9.914190,2.394050,2.597420
128回目,11.119200,2.412570,6.413310,6.047820
129回目,10.806000,9.836120,9.822640,6.047820
130回目,2.249500,17.479600,5.987580,4.450190
131回目,6.581430,9.914190,2.337020,2.434910
132回目,34.720700,6.131430,6.365480,6.256130
133回目,11.119200,6.059270,2.399170,2.434910
134回目,6.581430,2.380940,6.301660,6.047940
135回目,2.249500,2.414700,10.101400,6.308030
136回目,2.249500,6.237380,2.338350,6.275600
137回目,2.392260,2.290820,2.351360,6.256130
138回目,6.737130,2.414700,10.188000,4.450190
139回目,6.581430,2.414700,9.914700,4.450190
140回目,11.119200,2.299150,10.092100,6.275600
141回目,6.737130,9.836120,2.321820,6.144500
142回目,10.806000,2.367770,4.156800,6.256130
