Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,4.276650,6.982280,6.807720,95.335700
2回目,4.407860,6.982280,6.895000,95.335700
3回目,4.276650,6.918300,6.778630,95.335700
4回目,4.247560,6.604070,6.778630,95.335700
5回目,4.160280,6.801530,6.865910,95.335700
6回目,3.985690,6.836820,6.953190,95.335700
7回目,4.247560,6.952970,6.924100,95.335700
8回目,4.422100,6.982280,6.778630,95.335700
9回目,4.276650,6.836820,6.924100,95.335700
10回目,4.509380,6.952970,7.062820,95.335700
11回目,4.014780,6.864490,6.924100,95.335700
12回目,3.985690,6.836820,7.011370,95.335700
13回目,4.407860,6.918300,6.836820,95.335700
14回目,4.014780,7.098650,7.011370,95.335700
15回目,4.247530,7.011380,6.807730,95.335700
16回目,3.752980,6.801530,6.720450,95.335700
17回目,4.247530,7.011380,7.011370,95.335700
18回目,4.276650,6.952970,6.895000,95.335700
19回目,4.509380,7.011380,6.976680,95.335700
20回目,4.247530,6.982280,5.306210,95.335700
21回目,4.276650,6.487710,6.859920,95.335700
22回目,4.509380,6.924100,6.836820,95.335700
23回目,4.407860,7.040470,7.011380,95.335700
24回目,4.160280,7.098650,6.801530,95.335700
25回目,4.218410,6.544470,6.749540,95.335700
26回目,4.407860,6.924100,6.865910,95.335700
27回目,3.752980,6.982280,6.953190,95.335700
28回目,4.014780,6.604070,6.691350,95.335700
29回目,4.509380,6.895000,6.865910,95.335700
30回目,4.509380,6.982280,6.480430,95.335700
31回目,4.014780,6.836820,6.400420,95.335700
32回目,4.247530,6.864490,6.836820,95.335700
33回目,4.247560,6.924100,6.947490,95.335700
34回目,4.422100,6.924100,6.662260,95.335700
35回目,4.247530,6.982280,6.953190,95.335700
36回目,4.509380,6.836820,7.069560,95.335700
37回目,4.218410,7.040470,7.011370,95.335700
38回目,3.985690,6.953190,5.032450,95.335700
39回目,4.247560,6.982280,6.953190,95.335700
40回目,4.276650,6.801530,6.895000,95.335700
41回目,4.509380,6.918300,6.836820,95.335700
42回目,4.407860,6.982280,6.865910,95.335700
43回目,4.014780,7.040470,6.865910,95.335700
44回目,4.407860,6.895000,7.011380,95.335700
45回目,4.276650,6.953190,6.953190,95.335700
46回目,4.247560,6.836820,6.953190,95.335700
47回目,4.422100,7.040470,6.918300,95.335700
48回目,3.985690,6.953190,6.604070,95.335700
49回目,4.276650,6.924100,6.865910,95.335700
50回目,3.985690,6.952970,6.895000,95.335700
51回目,4.407860,6.982280,6.924080,95.335700
52回目,4.407860,7.098650,6.865910,95.335700
53回目,3.985690,6.982280,6.835400,95.335700
54回目,4.247530,6.982280,6.836820,95.335700
55回目,4.014780,6.864490,6.807720,95.335700
56回目,4.509380,6.487710,6.895000,95.335700
57回目,4.422100,6.864490,6.633170,95.335700
58回目,4.247530,7.011380,6.893580,95.335700
59回目,4.160280,7.040470,6.924100,95.335700
60回目,3.985690,6.982280,6.865910,95.335700
61回目,4.247530,7.040470,6.895000,95.335700
62回目,4.422100,6.953190,3.736420,95.335700
63回目,4.247530,6.544470,6.895010,95.335700
64回目,4.407860,6.924100,6.749540,95.335700
65回目,4.407860,7.040470,6.982280,95.335700
66回目,4.218410,6.924100,6.895000,95.335700
67回目,3.752980,6.801530,6.924090,95.335700
68回目,3.985690,6.924100,6.835400,95.335700
69回目,4.160280,7.098650,6.836820,95.335700
70回目,4.276650,7.098650,4.334830,95.335700
71回目,3.985690,7.098650,6.662260,95.335700
72回目,4.160280,6.864490,7.040470,95.335700
73回目,3.985690,6.952970,6.662260,95.335700
74回目,4.247530,6.801530,6.924100,95.335700
75回目,4.247560,6.952970,6.691350,95.335700
76回目,4.014780,6.982280,7.062820,95.335700
77回目,4.276650,6.982280,6.662260,95.335700
78回目,3.985690,6.924100,6.778620,95.335700
79回目,3.752980,7.098650,6.895010,95.335700
80回目,4.509380,7.040470,6.924100,95.335700
81回目,4.247560,7.098650,6.865910,95.335700
82回目,4.160280,7.098650,6.924100,95.335700
83回目,4.160280,6.924100,7.098650,95.335700
84回目,3.985690,6.544470,6.895000,95.335700
85回目,4.160280,6.982280,6.865910,95.335700
86回目,4.247530,6.953190,6.918300,95.335700
87回目,4.247530,6.924100,6.895000,95.335700
88回目,4.014780,7.098650,6.545890,95.335700
89回目,4.276650,6.836820,6.953190,95.335700
90回目,4.422100,6.836820,7.011370,95.335700
91回目,4.509380,6.924100,6.953190,95.335700
92回目,3.985690,7.098650,6.976680,95.335700
93回目,4.160280,6.604070,6.895010,95.335700
94回目,4.276650,6.836820,6.982280,95.335700
95回目,4.509380,6.604070,7.011380,95.335700
96回目,4.247530,7.040470,6.691340,95.335700
97回目,4.218410,6.982280,6.953190,95.335700
98回目,4.160280,6.924100,6.895010,95.335700
99回目,3.752980,6.836820,5.141210,95.335700
100回目,4.276650,6.836820,6.893580,95.335700
101回目,4.247560,6.836820,6.807720,95.335700
102回目,4.160280,6.982280,6.982280,95.335700
103回目,4.276650,6.487710,7.040470,95.335700
104回目,3.752980,6.924100,6.895000,95.335700
105回目,4.407860,6.982280,7.156840,95.335700
106回目,4.509380,6.918300,6.720450,95.335700
107回目,4.276650,6.918300,6.895000,95.335700
108回目,4.509380,6.952970,6.859920,95.335700
109回目,4.014780,7.040470,6.924100,95.335700
110回目,4.247530,6.982280,6.487700,95.335700
111回目,3.985690,6.807730,7.040470,95.335700
112回目,3.985690,6.982280,6.807720,95.335700
113回目,3.752980,6.982280,4.276600,95.335700
114回目,4.276650,7.040470,7.011370,95.335700
115回目,3.985690,7.098650,6.720450,95.335700
116回目,4.276650,6.807730,7.040470,95.335700
