Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
117回目,4.014780,6.982280,6.953190,95.335700
118回目,4.247560,7.098650,6.865910,95.335700
119回目,4.218410,6.864490,6.807730,95.335700
120回目,3.985690,6.487710,6.835390,95.335700
121回目,4.247530,6.864490,6.662260,95.335700
122回目,4.247560,6.982280,6.719020,95.335700
123回目,3.752980,7.011380,6.807720,95.335700
124回目,4.014780,6.924100,6.924100,95.335700
125回目,3.752980,6.864490,7.069560,95.335700
126回目,4.276650,7.040470,6.864490,95.335700
127回目,4.014780,6.801530,7.093440,95.335700
128回目,4.160280,6.836820,7.040470,95.335700
129回目,4.422100,6.801530,6.807730,95.335700
130回目,4.509380,7.098650,7.005870,95.335700
131回目,4.509380,7.098650,7.040470,95.335700
132回目,4.276650,6.982280,6.924100,95.335700
133回目,4.218410,6.924100,6.720450,95.335700
134回目,4.509380,6.924100,6.836820,95.335700
135回目,4.160280,7.098650,6.895000,95.335700
136回目,4.247560,6.487710,7.011380,95.335700
137回目,4.218410,6.982280,6.865910,95.335700
138回目,4.407860,6.864490,7.005870,95.335700
139回目,4.014780,6.544470,6.924100,95.335700
140回目,4.218410,6.982280,6.865910,95.335700
141回目,4.509380,6.952970,7.011370,95.335700
142回目,4.422100,6.982280,6.778630,95.335700
143回目,4.218410,7.098650,6.604080,95.335700
144回目,3.752980,6.801530,6.924100,95.335700
145回目,4.422100,6.864490,6.778630,95.335700
146回目,3.985690,7.040470,7.064250,95.335700
147回目,4.247560,7.127740,6.924100,95.335700
148回目,4.247560,6.895000,6.895010,95.335700
149回目,4.014780,6.487710,6.982280,95.335700
150回目,4.247560,7.040470,7.005870,95.335700
151回目,4.407860,7.011380,6.895000,95.335700
152回目,4.509380,7.040470,6.982280,95.335700
153回目,3.985690,7.040470,6.982280,95.335700
154回目,4.247560,6.836820,7.069560,95.335700
155回目,4.160280,7.098650,6.836820,95.335700
156回目,4.422100,7.011380,6.859920,95.335700
157回目,3.985690,6.982280,6.778630,95.335700
158回目,4.407860,6.924100,6.924100,95.335700
159回目,4.014780,6.801530,6.953190,95.335700
160回目,4.014780,6.544470,6.633170,95.335700
161回目,4.247530,6.836820,6.516800,95.335700
162回目,4.276650,7.098650,6.895000,95.335700
163回目,3.752980,7.098650,7.011370,95.335700
164回目,4.218410,6.982280,6.865910,95.335700
165回目,4.509380,6.801530,6.953190,95.335700
166回目,3.985690,6.836820,6.924100,95.335700
167回目,4.422100,6.836820,6.953190,95.335700
168回目,3.985690,6.924100,7.040460,95.335700
169回目,4.014780,6.982280,6.778630,95.335700
170回目,4.276650,7.098650,7.011370,95.335700
171回目,4.160280,6.836820,6.749540,95.335700
172回目,4.509380,6.952970,4.014810,95.335700
173回目,3.752980,6.982280,6.953190,95.335700
174回目,4.014780,6.982280,7.011370,95.335700
175回目,4.247530,6.918300,7.011380,95.335700
176回目,4.160280,6.924100,6.807730,95.335700
177回目,4.160280,6.982280,6.947490,95.335700
178回目,4.014780,6.953190,6.924090,95.335700
179回目,4.422100,7.127740,7.185930,95.335700
180回目,4.014780,6.982280,6.953190,95.335700
181回目,4.218410,6.952970,6.924090,95.335700
182回目,4.014780,7.040470,6.836820,95.335700
183回目,4.407860,7.011380,6.953190,95.335700
184回目,4.276650,6.982280,6.487700,95.335700
185回目,4.422100,6.982280,6.953190,95.335700
186回目,4.407860,6.982280,6.516800,95.335700
187回目,3.985690,6.982280,6.865910,95.335700
188回目,4.218410,6.982280,6.720450,95.335700
189回目,4.276650,6.864490,6.865910,95.335700
190回目,4.160280,6.982280,6.865910,95.335700
191回目,3.752980,7.011380,4.451170,95.335700
192回目,4.014780,7.040470,6.865910,95.335700
193回目,4.422100,6.487710,6.982280,95.335700
194回目,4.014780,7.098650,6.778630,95.335700
195回目,4.014780,7.098650,6.982290,95.335700
196回目,4.247560,6.864490,6.633170,95.335700
197回目,4.276650,6.864490,6.918300,95.335700
198回目,4.218410,6.952970,6.895000,95.335700
199回目,4.276650,6.982280,7.064250,95.335700
200回目,3.752980,6.982280,6.953190,95.335700
201回目,3.985690,6.952970,6.836820,95.335700
202回目,4.276650,7.011380,7.011370,95.335700
203回目,4.014780,6.982280,7.040460,95.335700
204回目,4.247530,6.924100,6.836820,95.335700
205回目,3.985690,6.864490,6.953190,95.335700
206回目,4.276650,6.953190,6.895000,95.335700
207回目,4.160280,7.098650,6.982260,95.335700
208回目,3.752980,6.544470,6.836820,95.335700
209回目,4.422100,6.982280,6.982280,95.335700
210回目,4.247560,7.098650,6.982280,95.335700
211回目,4.160280,6.953190,7.215030,95.335700
212回目,4.509380,6.924100,6.953190,95.335700
213回目,4.160280,6.865910,7.011380,95.335700
214回目,4.407860,6.982280,7.011370,95.335700
215回目,4.247530,6.487710,7.011370,95.335700
216回目,3.752980,7.098650,6.924090,95.335700
217回目,4.407860,6.982280,7.011380,95.335700
218回目,4.218410,6.864490,6.982260,95.335700
219回目,4.247530,7.011380,6.865910,95.335700
220回目,4.422100,6.982280,6.429520,95.335700
221回目,4.247530,6.982280,6.865910,95.335700
222回目,3.752980,6.982280,6.895000,95.335700
223回目,4.407860,6.924100,6.895000,95.335700
224回目,4.247530,6.982280,7.035060,95.335700
225回目,4.276650,6.952970,6.895000,95.335700
226回目,4.247530,6.952970,6.684770,95.335700
227回目,4.160280,6.801530,6.807720,95.335700
228回目,4.247530,6.864490,6.836820,95.335700
229回目,3.752980,6.864490,6.568010,95.335700
230回目,4.218410,6.924100,6.982280,95.335700
231回目,4.218410,7.040470,6.836820,95.335700
232回目,4.247530,6.982280,6.982280,95.335700
233回目,4.160280,6.952970,7.069560,95.335700
234回目,4.014780,6.864490,6.807720,95.335700
235回目,4.247530,7.098650,6.633170,95.335700
236回目,4.407860,6.982280,6.895000,95.335700
237回目,4.160280,7.040470,6.720450,95.335700
238回目,4.014780,6.918300,6.895000,95.335700
239回目,4.247530,6.836820,6.778640,95.335700
240回目,3.985690,6.801530,7.040470,95.335700
241回目,4.247530,6.487710,7.040470,95.335700
242回目,4.014780,6.864490,6.865910,95.335700
243回目,4.422100,7.098650,6.982280,95.335700
244回目,4.407860,6.836820,6.778630,95.335700
245回目,4.276650,6.604070,6.778630,95.335700
246回目,4.160280,6.807730,6.953190,95.335700
247回目,4.247530,6.952970,6.662260,95.335700
248回目,4.160280,6.982280,6.976680,95.335700
249回目,4.422100,6.487710,6.953190,95.335700
250回目,4.218410,6.982280,6.720440,95.335700
