SimTime,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,49.285800,276.590000,211.734000,95.335700
2回目,50.338400,273.519000,213.747000,95.335700
3回目,49.389000,275.715000,212.280000,95.335700
4回目,50.349500,276.460000,212.191000,95.335700
5回目,50.071300,276.320000,211.370000,95.335700
6回目,49.813800,273.123000,212.620000,95.335700
7回目,49.952100,276.337000,211.673000,95.335700
8回目,49.309400,278.152000,212.978000,95.335700
9回目,49.339900,275.851000,211.509000,95.335700
10回目,50.439800,283.201000,212.381000,95.335700
11回目,49.274700,276.948000,212.389000,95.335700
12回目,48.809700,276.264000,213.391000,95.335700
13回目,49.764500,276.359000,212.071000,95.335700
14回目,49.454800,274.555000,211.900000,95.335700
15回目,49.590800,275.212000,212.381000,95.335700
16回目,49.116100,278.752000,212.310000,95.335700
17回目,50.292700,276.042000,211.606000,95.335700
18回目,49.598200,273.734000,213.475000,95.335700
19回目,49.219800,272.421000,212.806000,95.335700
20回目,49.825200,274.172000,211.778000,95.335700
21回目,49.809000,278.930000,213.350000,95.335700
22回目,50.053300,275.847000,212.787000,95.335700
23回目,49.129500,275.572000,212.054000,95.335700
24回目,49.318700,273.322000,214.293000,95.335700
25回目,48.728400,277.734000,213.302000,95.335700
26回目,49.527800,273.343000,213.210000,95.335700
27回目,49.249100,274.523000,212.900000,95.335700
28回目,49.056700,276.830000,214.180000,95.335700
29回目,49.799400,281.023000,210.158000,95.335700
30回目,49.192500,275.566000,212.058000,95.335700
31回目,48.278200,273.073000,209.785000,95.335700
32回目,49.026400,273.825000,214.418000,95.335700
33回目,49.929700,277.293000,212.917000,95.335700
34回目,48.612600,276.882000,212.335000,95.335700
35回目,50.867200,281.285000,214.008000,95.335700
36回目,49.880500,274.832000,211.777000,95.335700
37回目,49.781000,274.131000,211.798000,95.335700
38回目,49.633500,276.979000,212.602000,95.335700
39回目,48.315700,276.631000,210.464000,95.335700
40回目,49.429700,277.617000,211.976000,95.335700
41回目,49.466600,276.184000,212.740000,95.335700
42回目,49.433400,276.115000,212.592000,95.335700
43回目,48.790900,275.336000,213.684000,95.335700
44回目,48.976500,277.576000,212.180000,95.335700
45回目,50.983000,279.619000,211.504000,95.335700
46回目,50.023800,278.333000,212.370000,95.335700
47回目,49.648300,275.367000,213.440000,95.335700
48回目,49.612800,275.459000,213.361000,95.335700
49回目,50.168000,277.395000,212.808000,95.335700
50回目,49.823700,278.218000,210.844000,95.335700
51回目,49.726800,277.580000,210.711000,95.335700
52回目,49.350500,276.113000,213.539000,95.335700
53回目,48.742100,277.312000,213.084000,95.335700
54回目,49.098800,279.069000,211.385000,95.335700
55回目,50.312600,276.692000,212.143000,95.335700
