Memory,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,74260.000000,75320.000000,159828.000000,95.335700
2回目,74252.000000,75284.000000,160128.000000,95.335700
3回目,73992.000000,75104.000000,159952.000000,95.335700
4回目,74012.000000,75116.000000,160200.000000,95.335700
5回目,74016.000000,74720.000000,159976.000000,95.335700
6回目,73964.000000,75108.000000,160216.000000,95.335700
7回目,74144.000000,74836.000000,160056.000000,95.335700
8回目,73996.000000,75492.000000,160060.000000,95.335700
9回目,74292.000000,74820.000000,160068.000000,95.335700
10回目,74264.000000,75268.000000,160588.000000,95.335700
11回目,74116.000000,74536.000000,160348.000000,95.335700
12回目,73424.000000,74848.000000,160224.000000,95.335700
13回目,73976.000000,74248.000000,160304.000000,95.335700
14回目,74048.000000,75280.000000,160340.000000,95.335700
15回目,74172.000000,74792.000000,160164.000000,95.335700
16回目,74096.000000,75272.000000,159968.000000,95.335700
17回目,74152.000000,74560.000000,159920.000000,95.335700
18回目,74004.000000,74820.000000,160180.000000,95.335700
19回目,74072.000000,75472.000000,160076.000000,95.335700
20回目,74028.000000,75120.000000,159984.000000,95.335700
21回目,74160.000000,74724.000000,159672.000000,95.335700
22回目,73768.000000,75052.000000,160200.000000,95.335700
23回目,74032.000000,75096.000000,160440.000000,95.335700
24回目,73948.000000,74840.000000,160100.000000,95.335700
25回目,74384.000000,74832.000000,160512.000000,95.335700
26回目,73964.000000,75324.000000,160248.000000,95.335700
27回目,73996.000000,74764.000000,160064.000000,95.335700
28回目,74036.000000,75052.000000,160256.000000,95.335700
29回目,74020.000000,75112.000000,159656.000000,95.335700
30回目,73996.000000,74408.000000,160176.000000,95.335700
31回目,74464.000000,75492.000000,159708.000000,95.335700
32回目,74096.000000,74440.000000,160356.000000,95.335700
33回目,73716.000000,74536.000000,159876.000000,95.335700
34回目,74048.000000,74840.000000,160128.000000,95.335700
35回目,74204.000000,74532.000000,160148.000000,95.335700
36回目,73980.000000,74548.000000,159976.000000,95.335700
37回目,74072.000000,74844.000000,160512.000000,95.335700
38回目,74024.000000,74500.000000,159644.000000,95.335700
39回目,73748.000000,75452.000000,159640.000000,95.335700
40回目,73764.000000,75080.000000,159804.000000,95.335700
41回目,73748.000000,75104.000000,160000.000000,95.335700
42回目,74028.000000,74904.000000,160064.000000,95.335700
43回目,73944.000000,75472.000000,160000.000000,95.335700
44回目,73728.000000,74832.000000,160252.000000,95.335700
45回目,74296.000000,74848.000000,160372.000000,95.335700
46回目,73936.000000,75276.000000,159712.000000,95.335700
47回目,73752.000000,74524.000000,160020.000000,95.335700
48回目,74132.000000,75452.000000,160576.000000,95.335700
49回目,74112.000000,74836.000000,160312.000000,95.335700
50回目,73980.000000,75300.000000,159916.000000,95.335700
51回目,73948.000000,74948.000000,160432.000000,95.335700
52回目,74388.000000,74764.000000,160348.000000,95.335700
53回目,74024.000000,74712.000000,160208.000000,95.335700
54回目,74052.000000,75076.000000,160392.000000,95.335700
55回目,74116.000000,74564.000000,160124.000000,95.335700
56回目,74120.000000,75176.000000,159772.000000,95.335700
57回目,74024.000000,75044.000000,160488.000000,95.335700
58回目,74384.000000,75000.000000,160616.000000,95.335700
59回目,74308.000000,74744.000000,160076.000000,95.335700
60回目,74172.000000,75172.000000,160552.000000,95.335700
61回目,73984.000000,75172.000000,160380.000000,95.335700
62回目,74288.000000,75316.000000,160048.000000,95.335700
63回目,74024.000000,74764.000000,159576.000000,95.335700
64回目,73980.000000,75000.000000,160340.000000,95.335700
65回目,74200.000000,74716.000000,160092.000000,95.335700
66回目,73936.000000,75272.000000,160144.000000,95.335700
67回目,73592.000000,75120.000000,160420.000000,95.335700
68回目,73752.000000,75080.000000,159996.000000,95.335700
69回目,74368.000000,75008.000000,160156.000000,95.335700
70回目,74252.000000,75112.000000,160136.000000,95.335700
71回目,74052.000000,75076.000000,159884.000000,95.335700
72回目,74280.000000,74760.000000,160604.000000,95.335700
73回目,74016.000000,74692.000000,160276.000000,95.335700
74回目,74384.000000,75020.000000,159584.000000,95.335700
75回目,74300.000000,74724.000000,159804.000000,95.335700
76回目,73752.000000,75064.000000,160340.000000,95.335700
77回目,74116.000000,74856.000000,160240.000000,95.335700
78回目,73748.000000,74928.000000,159652.000000,95.335700
79回目,73932.000000,74904.000000,159544.000000,95.335700
80回目,74116.000000,75492.000000,160124.000000,95.335700
81回目,74168.000000,74844.000000,160304.000000,95.335700
82回目,74312.000000,74544.000000,160416.000000,95.335700
83回目,74004.000000,75080.000000,160000.000000,95.335700
84回目,74172.000000,75000.000000,159816.000000,95.335700
85回目,74040.000000,74836.000000,160044.000000,95.335700
86回目,74084.000000,75008.000000,160068.000000,95.335700
87回目,74116.000000,75272.000000,160472.000000,95.335700
88回目,73980.000000,74948.000000,160416.000000,95.335700
89回目,74116.000000,75172.000000,159860.000000,95.335700
90回目,74232.000000,74712.000000,160272.000000,95.335700
91回目,74084.000000,75268.000000,160004.000000,95.335700
92回目,74288.000000,74668.000000,160040.000000,95.335700
93回目,74168.000000,74672.000000,159740.000000,95.335700
94回目,74424.000000,75500.000000,160528.000000,95.335700
95回目,73784.000000,74760.000000,160208.000000,95.335700
96回目,74392.000000,74908.000000,160116.000000,95.335700
97回目,74004.000000,74836.000000,160056.000000,95.335700
98回目,74368.000000,74920.000000,160520.000000,95.335700
99回目,73884.000000,74848.000000,159872.000000,95.335700
100回目,73652.000000,75324.000000,159740.000000,95.335700
101回目,74388.000000,74764.000000,159752.000000,95.335700
102回目,74020.000000,75484.000000,160160.000000,95.335700
103回目,74056.000000,75308.000000,160336.000000,95.335700
104回目,74456.000000,74912.000000,160120.000000,95.335700
105回目,73980.000000,75116.000000,159996.000000,95.335700
106回目,74052.000000,75096.000000,160472.000000,95.335700
107回目,74020.000000,75280.000000,160136.000000,95.335700
108回目,74452.000000,74840.000000,160108.000000,95.335700
109回目,74036.000000,75272.000000,160000.000000,95.335700
110回目,74444.000000,75008.000000,160156.000000,95.335700
111回目,74392.000000,74764.000000,160560.000000,95.335700
112回目,74120.000000,75116.000000,159828.000000,95.335700
113回目,73588.000000,75280.000000,160116.000000,95.335700
114回目,74080.000000,74860.000000,160172.000000,95.335700
115回目,74120.000000,75032.000000,159616.000000,95.335700
116回目,74316.000000,74564.000000,160060.000000,95.335700
117回目,74024.000000,75488.000000,160260.000000,95.335700
118回目,74056.000000,74840.000000,160692.000000,95.335700
119回目,74304.000000,75468.000000,160436.000000,95.335700
120回目,73592.000000,75080.000000,159724.000000,95.335700
121回目,73896.000000,75044.000000,160120.000000,95.335700
122回目,73716.000000,75324.000000,160244.000000,95.335700
123回目,73620.000000,75484.000000,160208.000000,95.335700
124回目,73748.000000,74796.000000,160176.000000,95.335700
125回目,74004.000000,74760.000000,159980.000000,95.335700
126回目,74072.000000,74804.000000,160128.000000,95.335700
127回目,74032.000000,75088.000000,160400.000000,95.335700
128回目,74032.000000,75088.000000,160364.000000,95.335700
129回目,74392.000000,75256.000000,160496.000000,95.335700
130回目,74256.000000,75276.000000,159996.000000,95.335700
131回目,74116.000000,74748.000000,160336.000000,95.335700
132回目,74352.000000,75268.000000,160656.000000,95.335700
133回目,74020.000000,74848.000000,160020.000000,95.335700
134回目,74120.000000,74848.000000,160044.000000,95.335700
135回目,74228.000000,74712.000000,160248.000000,95.335700
136回目,74108.000000,75268.000000,160064.000000,95.335700
137回目,73724.000000,74712.000000,160072.000000,95.335700
138回目,74160.000000,74944.000000,159924.000000,95.335700
139回目,74220.000000,74800.000000,159776.000000,95.335700
140回目,73732.000000,75032.000000,160060.000000,95.335700
141回目,74116.000000,75320.000000,160396.000000,95.335700
142回目,74296.000000,74756.000000,160156.000000,95.335700
143回目,74032.000000,75080.000000,160240.000000,95.335700
144回目,73996.000000,74728.000000,160144.000000,95.335700
145回目,73948.000000,75288.000000,160256.000000,95.335700
146回目,74004.000000,75488.000000,159868.000000,95.335700
147回目,73980.000000,74836.000000,159800.000000,95.335700
148回目,74120.000000,75016.000000,159980.000000,95.335700
149回目,74456.000000,75044.000000,160068.000000,95.335700
150回目,73728.000000,75112.000000,159660.000000,95.335700
151回目,74052.000000,75080.000000,160204.000000,95.335700
152回目,73980.000000,74548.000000,159984.000000,95.335700
153回目,74252.000000,75496.000000,159732.000000,95.335700
154回目,73928.000000,74740.000000,160148.000000,95.335700
155回目,74088.000000,75004.000000,159988.000000,95.335700
156回目,74068.000000,75116.000000,159964.000000,95.335700
157回目,74076.000000,74860.000000,160176.000000,95.335700
158回目,73944.000000,74764.000000,160024.000000,95.335700
159回目,73964.000000,74444.000000,160484.000000,95.335700
160回目,74168.000000,75488.000000,159992.000000,95.335700
161回目,74224.000000,74304.000000,160376.000000,95.335700
162回目,74444.000000,74960.000000,159672.000000,95.335700
163回目,74048.000000,74564.000000,160340.000000,95.335700
164回目,73748.000000,75320.000000,160240.000000,95.335700
165回目,74264.000000,75168.000000,159992.000000,95.335700
166回目,74024.000000,74840.000000,160200.000000,95.335700
167回目,74408.000000,74740.000000,160528.000000,95.335700
168回目,74312.000000,74736.000000,160208.000000,95.335700
169回目,74484.000000,74908.000000,160032.000000,95.335700
170回目,74028.000000,75480.000000,160088.000000,95.335700
171回目,74036.000000,75300.000000,160476.000000,95.335700
172回目,74100.000000,75076.000000,160104.000000,95.335700
173回目,73944.000000,74864.000000,160032.000000,95.335700
174回目,73980.000000,75008.000000,159748.000000,95.335700
175回目,74020.000000,75476.000000,160208.000000,95.335700
176回目,73740.000000,75004.000000,159936.000000,95.335700
177回目,73608.000000,74908.000000,159948.000000,95.335700
178回目,74208.000000,75096.000000,160504.000000,95.335700
179回目,74456.000000,75136.000000,160104.000000,95.335700
180回目,73752.000000,75168.000000,159916.000000,95.335700
181回目,74264.000000,74900.000000,160020.000000,95.335700
182回目,74160.000000,75044.000000,160104.000000,95.335700
183回目,74008.000000,74768.000000,160076.000000,95.335700
184回目,74408.000000,75116.000000,160176.000000,95.335700
185回目,74172.000000,75268.000000,160168.000000,95.335700
186回目,74292.000000,74860.000000,159988.000000,95.335700
187回目,74224.000000,75008.000000,160448.000000,95.335700
188回目,74180.000000,74844.000000,160484.000000,95.335700
189回目,74056.000000,74428.000000,159752.000000,95.335700
190回目,73596.000000,75172.000000,159836.000000,95.335700
191回目,73584.000000,74944.000000,160208.000000,95.335700
192回目,73752.000000,74536.000000,160272.000000,95.335700
193回目,73936.000000,74808.000000,160108.000000,95.335700
194回目,74312.000000,75176.000000,160168.000000,95.335700
195回目,74048.000000,74904.000000,160036.000000,95.335700
196回目,74292.000000,75488.000000,160376.000000,95.335700
197回目,74264.000000,74908.000000,160376.000000,95.335700
198回目,74292.000000,75052.000000,159884.000000,95.335700
199回目,74004.000000,74960.000000,160220.000000,95.335700
200回目,74076.000000,75308.000000,160220.000000,95.335700
201回目,74224.000000,75084.000000,159984.000000,95.335700
202回目,74000.000000,74828.000000,160544.000000,95.335700
203回目,74016.000000,75028.000000,160448.000000,95.335700
