Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
76回目,3.500930,3.810910,3.546720,3.836090
77回目,3.329030,3.890120,3.719190,3.982160
78回目,3.471320,3.643940,3.553460,3.810900
79回目,3.395840,3.831840,3.944600,3.773160
80回目,3.500930,3.740490,3.907040,3.836090
81回目,3.500930,3.981990,3.889970,3.810900
82回目,3.606480,3.606490,3.681610,3.810900
83回目,3.329030,3.890090,3.627920,3.836090
84回目,3.329030,3.890090,3.478640,3.794280
85回目,3.606480,3.713930,3.815320,3.836090
86回目,3.531370,3.628190,3.815300,3.836090
87回目,3.403830,3.890120,3.890060,3.719210
88回目,3.329030,3.873360,3.777920,3.740510
89回目,3.471320,3.869440,3.794260,3.719210
90回目,3.471320,3.713930,3.703030,3.836120
91回目,3.531370,3.606490,3.740480,3.740510
92回目,3.500930,3.719180,3.852720,3.740510
93回目,3.395840,3.810910,3.835840,3.740510
94回目,3.329030,3.777920,3.890060,3.773160
95回目,3.531370,3.869470,3.509030,3.836120
96回目,3.403830,3.719080,3.740500,3.740450
97回目,3.643990,3.606490,3.584500,3.681420
98回目,3.531370,3.869440,3.606490,3.773160
99回目,3.643990,3.890090,3.665660,3.794280
100回目,3.500930,3.873360,3.815030,3.810900
101回目,3.531370,3.643940,3.531330,3.810900
102回目,3.395840,3.606500,3.665700,3.836090
103回目,3.471320,3.981990,3.568900,3.982160
104回目,3.531350,3.777920,3.873070,3.773160
105回目,3.531350,3.869470,3.910320,3.836090
106回目,3.500930,3.831840,3.815190,3.794280
107回目,3.329030,3.719180,3.815320,3.982160
108回目,3.606480,3.628190,3.703010,3.719210
109回目,3.395840,3.810910,3.794340,3.740450
110回目,3.395840,3.869470,3.852700,3.740510
111回目,3.403830,3.740490,3.815270,3.773160
112回目,3.531370,3.810910,3.606510,3.810900
113回目,3.531370,3.810910,3.719180,3.810900
114回目,3.329030,3.777920,3.553440,3.740510
115回目,3.606480,3.719080,3.649740,3.719210
116回目,3.606480,3.890090,3.627920,3.982160
117回目,3.531370,3.869440,3.628000,3.740510
118回目,2.629670,3.873360,3.835970,3.740510
119回目,3.471320,3.890090,3.852650,3.740450
120回目,3.329030,3.713930,3.756780,3.836120
121回目,3.643990,3.873360,3.644070,3.740510
122回目,3.531370,3.981990,3.815320,3.836120
123回目,3.531370,3.869470,3.815320,3.740510
124回目,2.629670,3.643940,3.873290,3.719210
125回目,3.471320,3.907050,3.815020,3.773160
126回目,3.568930,3.964870,3.703060,3.773160
127回目,3.606480,3.628190,3.794170,3.740510
128回目,3.403830,3.873360,3.553460,3.740510
129回目,3.471320,3.606500,3.777900,3.740510
130回目,3.471320,3.643940,3.644040,3.719210
131回目,3.643990,3.719180,3.703090,3.810900
132回目,3.568930,3.981990,3.719200,3.836120
133回目,3.329030,3.719180,3.644040,3.773160
134回目,3.395840,3.869440,3.756770,3.794280
135回目,2.629670,3.719180,3.944620,3.740510
136回目,3.531370,3.869440,3.907040,3.773160
137回目,3.643990,3.831840,3.831790,3.740510
138回目,3.606480,3.719080,3.831910,3.681420
139回目,3.531370,3.848640,3.794340,3.740510
140回目,3.568930,3.869470,3.681610,3.740450
141回目,3.395840,3.907050,3.815320,3.740510
142回目,3.500930,3.890090,3.568750,3.794280
143回目,3.329030,3.848640,3.703050,3.836120
144回目,3.329030,3.643940,3.568750,3.740510
145回目,3.471320,3.810910,3.944620,3.681420
146回目,3.531350,3.869470,3.794340,3.740450
147回目,3.403830,3.848640,3.643960,3.836120
148回目,2.629670,3.719180,3.590780,3.794280
149回目,3.500930,3.719080,3.628270,3.773160
150回目,3.403830,3.848640,3.890050,3.982160
151回目,3.403830,3.777920,3.835770,3.681420
152回目,3.643990,3.810910,3.890010,3.740510
153回目,3.568930,3.810910,3.869310,3.740450
154回目,3.403830,3.719080,3.852550,3.740510
155回目,2.629670,3.777920,3.681430,3.740510
156回目,3.531370,3.777920,3.756660,3.810900
157回目,3.329030,3.777920,3.665620,3.836120
158回目,3.531350,3.890120,3.740460,3.740510
159回目,3.329030,3.869470,3.740510,3.740510
160回目,3.500930,3.810910,3.815310,3.810900
161回目,3.568930,3.606490,3.927400,3.740510
162回目,3.395840,3.794340,3.890120,3.810900
163回目,3.329030,3.643940,3.756770,3.740450
164回目,3.568930,3.869440,3.869440,3.982160
165回目,3.403830,3.873360,3.756740,3.982160
166回目,3.471320,3.740490,3.815270,3.982160
167回目,3.643990,3.907050,3.852700,3.982160
168回目,3.531370,3.777920,3.568920,3.836090
169回目,3.471320,3.643940,3.907050,3.982160
170回目,3.329030,3.810910,3.622250,3.719210
171回目,3.568930,3.869440,3.815260,3.982160
172回目,3.329030,3.907050,3.777850,3.982160
173回目,3.531370,3.869440,3.590770,3.836120
174回目,3.568930,3.606500,3.627920,3.836120
175回目,3.329030,3.907050,3.815310,3.719210
176回目,3.403830,3.848640,3.681620,3.810900
177回目,3.500930,3.719180,3.815250,3.836120
178回目,3.395840,3.907050,3.777920,3.719210
179回目,3.395840,3.719190,3.606470,3.719210
180回目,3.643990,3.777920,3.553460,3.773160
181回目,2.629670,3.777920,3.590830,3.740510
182回目,3.395840,3.890090,3.735450,3.740510
183回目,3.500930,3.890090,3.831880,3.773160
184回目,3.403830,3.719190,3.944610,3.810900
185回目,3.403830,3.869440,3.719160,3.836090
186回目,3.471320,3.873360,3.852730,3.982160
187回目,3.471320,3.777920,4.002350,3.982160
188回目,3.471320,3.606490,3.761330,3.740450
189回目,3.403830,3.777920,3.665630,3.810900
190回目,3.329030,3.890120,3.794340,3.773160
191回目,3.500930,3.890090,3.719210,3.982160
192回目,3.643990,3.643940,3.665630,3.681420
193回目,3.471320,3.810910,3.907040,3.836120
194回目,3.643990,3.890090,3.852730,3.740510
195回目,3.568930,3.873360,3.985080,3.719210
196回目,3.531350,3.869440,3.798830,3.794280
197回目,3.500930,3.777920,3.628270,3.794280
198回目,3.329030,3.907050,3.740470,3.740510
199回目,3.643990,3.869470,3.590860,3.982160
200回目,3.531370,3.794340,3.644070,3.740510
201回目,3.471320,3.873360,3.756650,3.836120
202回目,3.395840,3.890090,3.815260,3.740450
203回目,3.606480,3.848640,3.509000,3.740450
204回目,3.606480,3.628190,3.944620,3.681420
205回目,3.531370,3.643940,3.665650,3.773160
206回目,3.395840,3.869440,3.740500,3.681420
207回目,3.471320,3.777920,3.681600,3.740510
208回目,2.629670,3.643940,3.927540,3.740510
209回目,3.531370,3.777920,3.890060,3.740510
210回目,3.471320,3.810910,3.724090,3.836090
211回目,3.500930,3.719080,3.568750,3.836090
212回目,3.471320,3.869440,3.831860,3.740510
213回目,2.629670,3.890120,3.628130,3.810900
214回目,3.403830,3.810910,3.719150,3.810900
215回目,3.643990,3.869470,3.735440,3.719210
216回目,3.500930,3.981990,3.794340,3.836090
217回目,2.629670,3.777920,3.756750,3.982160
218回目,3.395840,3.890120,3.910540,3.719210
219回目,3.643990,3.869470,3.740490,3.794280
220回目,2.629670,3.719190,3.761340,3.681420
221回目,3.329030,3.777920,3.719060,3.740450
222回目,3.500930,3.794340,3.794340,3.773160
223回目,3.395840,3.777920,3.777920,3.773160
224回目,3.329030,3.869470,3.719190,3.740450
225回目,3.471320,3.777920,3.681610,3.810900
226回目,3.403830,3.810910,3.343530,3.773160
227回目,3.531370,3.890090,3.644040,3.836090
228回目,3.500930,3.848640,3.606500,3.740450
229回目,3.395840,3.907050,3.568750,3.836120
230回目,3.606480,3.890090,3.815320,3.982160
231回目,3.403830,3.794340,3.575360,3.773160
232回目,3.643990,3.890090,3.831840,3.740510
233回目,3.403830,3.628190,4.002290,3.740510
234回目,3.643990,3.643940,3.777850,3.810900
235回目,3.606480,3.890120,3.719200,3.794280
236回目,3.403830,3.606490,3.985020,3.773160
237回目,3.471320,3.606500,3.794340,3.836090
238回目,3.500930,3.869440,3.740510,3.740510
239回目,3.329030,3.777920,3.815280,3.740510
240回目,3.531370,3.869440,3.815310,3.982160
241回目,3.395840,3.606490,3.606470,3.794280
242回目,3.395840,3.907050,3.777870,3.719210
243回目,3.395840,3.869440,3.773170,3.836120
244回目,3.568930,3.810910,3.740500,3.836120
245回目,3.643990,3.643940,3.628280,3.836090
246回目,3.606480,3.873360,3.575270,3.681420
247回目,3.329030,3.777920,3.740500,3.810900
248回目,3.395840,3.890090,3.719170,3.773160
249回目,3.531370,3.907050,3.719080,3.740510
250回目,3.568930,3.848640,3.740470,3.681420
