Loss,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,66.330000,61.745000,62.416100,64.429500
2回目,64.765100,63.758400,61.073800,63.422800
3回目,64.094000,63.422800,63.758400,61.616200
4回目,65.100700,62.626300,64.094000,63.758400
5回目,65.100700,63.422800,64.094000,63.422800
6回目,65.100700,63.087200,62.963000,63.087200
7回目,64.094000,61.745000,64.429500,62.751700
8回目,67.114100,62.751700,64.094000,61.745000
9回目,64.765100,63.758400,62.080500,63.758400
10回目,64.765100,63.422800,62.080500,61.745000
11回目,64.765100,62.751700,62.289600,63.758400
12回目,67.114100,65.100700,63.758400,62.751700
13回目,65.100700,64.429500,63.758400,61.745000
14回目,64.765100,63.422800,61.745000,63.422800
15回目,65.100700,63.422800,62.080500,63.758400
16回目,65.100700,62.751700,64.765100,61.616200
17回目,64.094000,63.758400,62.416100,63.758400
18回目,66.107400,62.751700,65.100700,63.087200
19回目,64.094000,65.436200,62.416100,64.429500
20回目,66.107400,63.087200,62.751700,63.087200
21回目,64.765100,63.422800,64.094000,63.087200
22回目,65.100700,65.436200,63.758400,63.758400
23回目,72.818800,63.422800,62.416100,63.087200
24回目,66.107400,62.626300,62.080500,63.087200
25回目,65.771800,61.745000,64.429500,63.087200
26回目,65.771800,63.422800,63.758400,61.745000
27回目,64.094000,62.416100,64.094000,61.745000
28回目,66.107400,63.758400,61.409400,61.745000
29回目,64.765100,63.422800,63.422800,61.616200
30回目,65.771800,62.626300,61.409400,63.087200
31回目,64.765100,62.751700,62.416100,63.758400
32回目,64.094000,63.758400,64.309800,61.745000
33回目,64.765100,62.626300,63.758400,62.751700
34回目,64.765100,62.751700,65.436200,63.087200
35回目,64.094000,63.087200,62.751700,64.429500
36回目,64.765100,62.751700,61.952900,63.087200
37回目,64.765100,63.758400,63.422800,63.087200
38回目,72.818800,63.422800,62.080500,63.758400
39回目,64.765100,62.626300,64.094000,63.087200
40回目,64.765100,62.751700,61.745000,63.758400
41回目,64.765100,63.422800,65.436200,61.616200
42回目,65.771800,62.626300,64.429500,61.616200
43回目,64.765100,65.771800,62.080500,61.745000
44回目,64.765100,64.429500,63.758400,63.422800
45回目,64.094000,65.436200,64.429500,62.751700
46回目,66.107400,64.429500,62.080500,64.429500
47回目,64.094000,63.422800,64.765100,63.087200
48回目,66.330000,62.751700,63.299700,61.745000
49回目,64.765100,63.422800,64.429500,63.758400
50回目,65.100700,61.745000,61.745000,63.758400
51回目,66.330000,61.745000,65.100700,62.751700
52回目,66.330000,62.751700,62.080500,63.758400
53回目,67.114100,61.073800,64.094000,63.422800
54回目,65.771800,63.422800,62.751700,61.745000
55回目,64.765100,61.745000,63.758400,63.087200
56回目,64.765100,63.422800,62.751700,61.745000
57回目,67.114100,63.422800,62.751700,61.745000
58回目,65.771800,62.416100,65.100700,63.422800
59回目,64.094000,63.422800,63.758400,61.745000
60回目,64.094000,63.422800,62.416100,63.758400
61回目,67.114100,61.745000,62.080500,61.745000
62回目,64.094000,65.436200,61.616200,62.751700
63回目,66.107400,64.429500,62.080500,62.751700
64回目,65.100700,64.429500,64.429500,63.087200
65回目,66.107400,61.745000,63.087200,61.745000
66回目,66.330000,64.429500,63.422800,61.616200
67回目,65.100700,61.745000,62.080500,63.758400
68回目,67.114100,63.422800,62.626300,63.087200
69回目,65.100700,64.429500,63.422800,61.616200
70回目,72.818800,65.100700,63.758400,63.758400
71回目,64.094000,63.758400,62.080500,63.422800
72回目,67.114100,63.422800,62.963000,63.758400
73回目,64.094000,63.087200,63.758400,61.616200
74回目,64.765100,62.751700,61.409400,63.087200
75回目,72.818800,61.745000,63.087200,63.758400
76回目,64.765100,63.422800,66.107400,61.745000
77回目,67.114100,63.422800,65.100700,61.616200
78回目,65.771800,65.436200,64.429500,63.422800
79回目,66.330000,63.758400,61.073800,63.087200
80回目,64.765100,63.422800,62.080500,61.745000
81回目,64.765100,62.416100,61.616200,63.422800
82回目,64.094000,65.771800,64.094000,63.422800
83回目,67.114100,62.751700,64.094000,61.745000
84回目,67.114100,62.751700,66.107400,62.751700
85回目,64.094000,63.758400,62.080500,61.745000
86回目,64.765100,64.429500,62.080500,61.745000
87回目,66.107400,63.422800,62.963000,63.422800
88回目,67.114100,61.745000,63.087200,63.087200
89回目,65.771800,61.745000,63.087200,63.422800
90回目,65.771800,63.758400,63.422800,61.745000
91回目,64.765100,65.771800,63.758400,63.758400
92回目,64.765100,63.422800,62.080500,63.087200
93回目,66.330000,63.422800,61.745000,63.758400
94回目,67.114100,64.429500,62.963000,63.087200
95回目,64.765100,62.751700,65.993300,61.745000
96回目,66.107400,63.758400,63.422800,63.758400
97回目,64.094000,65.771800,64.429500,64.429500
98回目,64.765100,61.745000,64.429500,63.087200
99回目,64.094000,62.751700,63.422800,62.751700
100回目,64.765100,61.745000,62.080500,63.422800
101回目,64.765100,65.436200,65.436200,63.422800
102回目,66.330000,65.100700,64.094000,61.745000
103回目,65.771800,62.416100,65.100700,61.616200
104回目,65.100700,64.429500,61.409400,63.087200
105回目,65.100700,62.751700,62.416100,61.745000
106回目,64.765100,63.758400,62.751700,62.751700
107回目,67.114100,63.422800,62.963000,61.616200
108回目,64.094000,64.429500,63.758400,63.422800
109回目,66.330000,63.422800,62.626300,63.758400
110回目,66.330000,62.751700,62.416100,63.087200
111回目,66.107400,63.422800,63.422800,63.087200
112回目,64.765100,63.422800,64.765100,63.422800
113回目,64.765100,63.422800,63.422800,63.422800
114回目,67.114100,64.429500,65.100700,63.087200
115回目,64.094000,63.758400,64.094000,63.422800
116回目,64.094000,62.751700,64.094000,61.616200
117回目,64.765100,61.745000,63.973100,63.758400
118回目,72.818800,61.745000,62.080500,63.758400
119回目,65.771800,62.751700,62.289600,63.758400
120回目,67.114100,63.758400,63.087200,61.745000
121回目,64.094000,61.745000,64.094000,63.758400
122回目,64.765100,62.416100,62.751700,61.745000
123回目,64.765100,62.751700,62.751700,63.758400
124回目,72.818800,65.436200,61.745000,63.422800
125回目,65.771800,63.087200,62.963000,63.087200
126回目,64.765100,61.073800,63.422800,63.087200
127回目,64.094000,64.429500,63.422800,63.758400
128回目,66.107400,61.745000,65.436200,63.758400
129回目,65.771800,65.100700,62.751700,63.758400
130回目,65.771800,65.436200,64.765100,63.422800
131回目,64.094000,63.422800,64.094000,63.422800
132回目,64.765100,62.416100,63.087200,61.745000
133回目,67.114100,63.422800,64.094000,63.087200
134回目,66.330000,61.745000,63.758400,62.751700
135回目,72.818800,63.422800,62.080500,63.758400
136回目,64.765100,61.745000,62.080500,63.087200
137回目,64.094000,63.758400,62.751700,63.087200
138回目,64.094000,63.758400,62.963000,64.429500
139回目,64.765100,62.626300,63.299700,63.758400
140回目,64.765100,62.751700,64.429500,63.758400
141回目,66.330000,63.087200,62.751700,63.758400
142回目,64.765100,62.751700,64.429500,62.751700
143回目,67.114100,62.626300,63.422800,61.745000
144回目,67.114100,65.436200,65.100700,63.758400
145回目,65.771800,63.422800,61.409400,64.429500
146回目,65.100700,62.751700,63.087200,63.758400
147回目,66.107400,62.626300,64.429500,61.745000
148回目,72.818800,63.422800,65.100700,62.751700
149回目,64.765100,63.758400,64.094000,63.087200
150回目,66.107400,62.626300,61.409400,61.616200
151回目,66.107400,64.429500,62.416100,64.429500
152回目,64.094000,63.422800,62.080500,63.087200
153回目,64.765100,63.422800,62.416100,63.758400
154回目,66.107400,63.758400,61.745000,63.087200
155回目,72.818800,64.429500,63.758400,63.758400
156回目,64.765100,64.429500,63.422800,63.422800
157回目,67.114100,64.429500,64.765100,61.745000
158回目,65.100700,63.422800,63.087200,63.087200
159回目,67.114100,62.751700,63.087200,63.758400
160回目,64.765100,63.422800,62.963000,63.422800
