Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,2336869.000000,3887968.000000,3493009.000000,3591982.000000
2回目,2249495.000000,3867015.000000,3535615.000000,3575802.000000
3回目,2107969.000000,3865538.000000,3672567.000000,3555652.000000
4回目,2218717.000000,3878073.000000,3551685.000000,3648578.000000
5回目,2218717.000000,3887752.000000,3524167.000000,3575802.000000
6回目,2218717.000000,3756003.000000,3553193.000000,3629364.000000
7回目,2107969.000000,3929595.000000,3613785.000000,3777748.000000
8回目,2362815.000000,3925819.000000,3583445.000000,3692602.000000
9回目,2253137.000000,3843583.000000,3552783.000000,3608490.000000
10回目,2253137.000000,3899658.000000,3529647.000000,3561250.000000
11回目,2249495.000000,3925819.000000,3550955.000000,3648578.000000
12回目,2362815.000000,3781771.000000,3646997.000000,3777748.000000
13回目,2218717.000000,3924941.000000,3607451.000000,3561250.000000
14回目,2340663.000000,3876645.000000,3532431.000000,3531190.000000
15回目,2218717.000000,3899658.000000,3599457.000000,3648578.000000
16回目,2218717.000000,3914712.000000,3732491.000000,3555652.000000
17回目,2107969.000000,3891727.000000,3602339.000000,3648578.000000
18回目,2323573.000000,3902859.000000,3632597.000000,3633806.000000
19回目,2107969.000000,3863283.000000,3633975.000000,3591982.000000
20回目,2323573.000000,3767110.000000,3614815.000000,3633806.000000
21回目,2340663.000000,3876645.000000,3579057.000000,3629364.000000
22回目,2218717.000000,3863283.000000,3597047.000000,3648578.000000
23回目,2090147.000000,3865538.000000,3605683.000000,3633806.000000
24回目,2323573.000000,3866966.000000,3603985.000000,3633806.000000
25回目,2288155.000000,3907381.000000,3498125.000000,3633806.000000
26回目,2288155.000000,3910765.000000,3552807.000000,3692602.000000
27回目,2107969.000000,3874077.000000,3555913.000000,3692602.000000
28回目,2323573.000000,3843583.000000,3615825.000000,3561250.000000
29回目,2340663.000000,3932979.000000,3600571.000000,3555652.000000
30回目,2288155.000000,3866966.000000,3591925.000000,3633806.000000
31回目,2249495.000000,3891752.000000,3559619.000000,3608490.000000
32回目,2230481.000000,3905864.000000,3587441.000000,3561250.000000
33回目,2340663.000000,3866966.000000,3599405.000000,3777748.000000
34回目,2249495.000000,3936926.000000,3510887.000000,3629364.000000
35回目,2107969.000000,3756003.000000,3614815.000000,3591982.000000
36回目,2340663.000000,3891752.000000,3567601.000000,3633806.000000
37回目,2340663.000000,3843583.000000,3700833.000000,3633806.000000
38回目,2090147.000000,3899658.000000,3562043.000000,3648578.000000
39回目,2340663.000000,3866966.000000,3493151.000000,3629364.000000
40回目,2249495.000000,3914712.000000,3567057.000000,3608490.000000
41回目,2253137.000000,3865538.000000,3606071.000000,3555652.000000
42回目,2288155.000000,3878073.000000,3622025.000000,3555652.000000
43回目,2249495.000000,3832787.000000,3548743.000000,3561250.000000
44回目,2340663.000000,3924941.000000,3500199.000000,3531190.000000
45回目,2230481.000000,3863283.000000,3533765.000000,3777748.000000
46回目,2323573.000000,3832575.000000,3529647.000000,3591982.000000
47回目,2230481.000000,3876645.000000,3664835.000000,3633806.000000
48回目,2336869.000000,3914712.000000,3582709.000000,3692602.000000
49回目,2253137.000000,3910765.000000,3547369.000000,3608490.000000
50回目,2218717.000000,3896274.000000,3532431.000000,3648578.000000
51回目,2336869.000000,3896274.000000,3600297.000000,3777748.000000
52回目,2336869.000000,3891752.000000,3601743.000000,3648578.000000
53回目,2362815.000000,3773079.000000,3615085.000000,3575802.000000
54回目,2288155.000000,3865538.000000,3523511.000000,3692602.000000
55回目,2253137.000000,3896274.000000,3500199.000000,3629364.000000
56回目,2253137.000000,3910765.000000,3525569.000000,3692602.000000
57回目,2362815.000000,3827953.000000,3556627.000000,3692602.000000
58回目,2288155.000000,3874077.000000,3604979.000000,3531190.000000
59回目,2107969.000000,3910765.000000,3560699.000000,3692602.000000
60回目,2230481.000000,3815783.000000,3550421.000000,3608490.000000
61回目,2362815.000000,3887968.000000,3693163.000000,3692602.000000
62回目,2230481.000000,3852176.000000,3577851.000000,3777748.000000
63回目,2323573.000000,3924941.000000,3691695.000000,3777748.000000
64回目,2218717.000000,3821468.000000,3684269.000000,3629364.000000
65回目,2323573.000000,3896274.000000,3568571.000000,3561250.000000
66回目,2336869.000000,3924941.000000,3577323.000000,3555652.000000
67回目,2218717.000000,3896274.000000,3592869.000000,3608490.000000
68回目,2362815.000000,3827953.000000,3674845.000000,3629364.000000
69回目,2218717.000000,3832575.000000,3602529.000000,3555652.000000
70回目,2090147.000000,3781771.000000,3533671.000000,3648578.000000
71回目,2107969.000000,3891727.000000,3566943.000000,3531190.000000
72回目,2362815.000000,3910765.000000,3565937.000000,3648578.000000
73回目,2230481.000000,3756003.000000,3613015.000000,3555652.000000
74回目,2340663.000000,3902859.000000,3627803.000000,3633806.000000
