Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
75回目,2090147.000000,3887968.000000,3525113.000000,3648578.000000
76回目,2253137.000000,3899658.000000,3575921.000000,3561250.000000
77回目,2362815.000000,3876645.000000,3588765.000000,3555652.000000
78回目,2288155.000000,3863283.000000,3587435.000000,3575802.000000
79回目,2336869.000000,3843583.000000,3600043.000000,3629364.000000
80回目,2253137.000000,3827953.000000,3593565.000000,3561250.000000
81回目,2253137.000000,3874077.000000,3596925.000000,3575802.000000
82回目,2107969.000000,3832787.000000,3543285.000000,3575802.000000
83回目,2362815.000000,3902859.000000,3555311.000000,3561250.000000
84回目,2362815.000000,3913966.000000,3695137.000000,3777748.000000
85回目,2107969.000000,3891727.000000,3620575.000000,3561250.000000
86回目,2340663.000000,3924941.000000,3557023.000000,3561250.000000
87回目,2323573.000000,3876645.000000,3610195.000000,3531190.000000
88回目,2362815.000000,3887968.000000,3650957.000000,3633806.000000
89回目,2288155.000000,3896274.000000,3561609.000000,3531190.000000
90回目,2288155.000000,3880620.000000,3581873.000000,3692602.000000
91回目,2340663.000000,3832787.000000,3651833.000000,3648578.000000
92回目,2253137.000000,3815783.000000,3502855.000000,3633806.000000
93回目,2336869.000000,3899658.000000,3664457.000000,3648578.000000
94回目,2362815.000000,3821468.000000,3610195.000000,3629364.000000
95回目,2340663.000000,3914712.000000,3568377.000000,3692602.000000
96回目,2323573.000000,3883650.000000,3538617.000000,3608490.000000
97回目,2230481.000000,3832787.000000,3648099.000000,3591982.000000
98回目,2340663.000000,3896274.000000,3536111.000000,3629364.000000
99回目,2230481.000000,3891752.000000,3657243.000000,3777748.000000
100回目,2253137.000000,3887968.000000,3644677.000000,3575802.000000
101回目,2340663.000000,3863283.000000,3543011.000000,3575802.000000
102回目,2336869.000000,3781771.000000,3607315.000000,3561250.000000
103回目,2288155.000000,3874077.000000,3499419.000000,3555652.000000
104回目,2218717.000000,3832575.000000,3635577.000000,3629364.000000
105回目,2218717.000000,3925819.000000,3636307.000000,3561250.000000
106回目,2253137.000000,3843583.000000,3514351.000000,3777748.000000
107回目,2362815.000000,3815783.000000,3550283.000000,3555652.000000
108回目,2107969.000000,3924941.000000,3683229.000000,3531190.000000
109回目,2336869.000000,3899658.000000,3536881.000000,3608490.000000
110回目,2336869.000000,3936926.000000,3519685.000000,3633806.000000
111回目,2323573.000000,3827953.000000,3619087.000000,3629364.000000
112回目,2340663.000000,3910765.000000,3666149.000000,3575802.000000
113回目,2340663.000000,3910765.000000,3592265.000000,3575802.000000
114回目,2362815.000000,3843682.000000,3696025.000000,3633806.000000
115回目,2107969.000000,3894757.000000,3645071.000000,3531190.000000
116回目,2107969.000000,3891752.000000,3555311.000000,3555652.000000
117回目,2340663.000000,3896274.000000,3597191.000000,3648578.000000
118回目,2090147.000000,3887968.000000,3563333.000000,3648578.000000
119回目,2288155.000000,3913966.000000,3628993.000000,3608490.000000
120回目,2362815.000000,3891727.000000,3631659.000000,3692602.000000
121回目,2230481.000000,3887968.000000,3563255.000000,3648578.000000
122回目,2340663.000000,3874077.000000,3526189.000000,3692602.000000
123回目,2340663.000000,3914712.000000,3663153.000000,3648578.000000
124回目,2090147.000000,3863283.000000,3554851.000000,3531190.000000
125回目,2288155.000000,3744896.000000,3663479.000000,3629364.000000
126回目,2249495.000000,3773079.000000,3621849.000000,3629364.000000
127回目,2107969.000000,3924941.000000,3608089.000000,3648578.000000
128回目,2323573.000000,3899075.000000,3639991.000000,3648578.000000
129回目,2288155.000000,3781771.000000,3678399.000000,3648578.000000
130回目,2288155.000000,3852176.000000,3578931.000000,3531190.000000
131回目,2230481.000000,3815783.000000,3567061.000000,3575802.000000
132回目,2249495.000000,3874077.000000,3523957.000000,3692602.000000
133回目,2362815.000000,3815783.000000,3547323.000000,3629364.000000
134回目,2336869.000000,3907381.000000,3608529.000000,3777748.000000
135回目,2090147.000000,3815783.000000,3529647.000000,3648578.000000
136回目,2340663.000000,3896274.000000,3591413.000000,3629364.000000
137回目,2230481.000000,3843583.000000,3508513.000000,3633806.000000
138回目,2107969.000000,3883650.000000,3564145.000000,3591982.000000
139回目,2340663.000000,3889180.000000,3579129.000000,3648578.000000
140回目,2249495.000000,3914712.000000,3550427.000000,3608490.000000
141回目,2336869.000000,3756003.000000,3562205.000000,3648578.000000
142回目,2253137.000000,3902859.000000,3684269.000000,3777748.000000
143回目,2362815.000000,3866966.000000,3572183.000000,3692602.000000
144回目,2362815.000000,3852176.000000,3703461.000000,3648578.000000
145回目,2288155.000000,3910765.000000,3582465.000000,3591982.000000
146回目,2218717.000000,3936926.000000,3628389.000000,3608490.000000
147回目,2323573.000000,3878073.000000,3563083.000000,3692602.000000
148回目,2090147.000000,3815783.000000,3600297.000000,3777748.000000
149回目,2253137.000000,3894757.000000,3790047.000000,3629364.000000
150回目,2323573.000000,3889180.000000,3700965.000000,3555652.000000
151回目,2323573.000000,3821468.000000,3537059.000000,3591982.000000
152回目,2230481.000000,3899658.000000,3576785.000000,3633806.000000
153回目,2249495.000000,3910765.000000,3561563.000000,3608490.000000
154回目,2323573.000000,3883650.000000,3624241.000000,3633806.000000
155回目,2090147.000000,3832575.000000,3612485.000000,3648578.000000
156回目,2340663.000000,3843682.000000,3554055.000000,3575802.000000
157回目,2362815.000000,3832575.000000,3483155.000000,3692602.000000
158回目,2218717.000000,3876645.000000,3588027.000000,3633806.000000
159回目,2362815.000000,3936926.000000,3550221.000000,3648578.000000
160回目,2253137.000000,3910765.000000,3666389.000000,3575802.000000
161回目,2249495.000000,3832787.000000,3604893.000000,3648578.000000
162回目,2336869.000000,3867015.000000,3559895.000000,3575802.000000
163回目,2362815.000000,3885497.000000,3562329.000000,3608490.000000
164回目,2249495.000000,3896274.000000,3650701.000000,3555652.000000
165回目,2323573.000000,3887968.000000,3554621.000000,3555652.000000
166回目,2288155.000000,3816846.000000,3588641.000000,3555652.000000
167回目,2230481.000000,3756003.000000,3701799.000000,3555652.000000
168回目,2340663.000000,3821468.000000,3572909.000000,3561250.000000
169回目,2288155.000000,3852176.000000,3582979.000000,3555652.000000
170回目,2362815.000000,3910765.000000,3542231.000000,3531190.000000
171回目,2249495.000000,3896274.000000,3647717.000000,3555652.000000
172回目,2362815.000000,3756003.000000,3610141.000000,3555652.000000
173回目,2340663.000000,3918488.000000,3610001.000000,3692602.000000
174回目,2249495.000000,3781771.000000,3503197.000000,3692602.000000
175回目,2362815.000000,3744896.000000,3573367.000000,3531190.000000
176回目,2323573.000000,3878073.000000,3611529.000000,3575802.000000
177回目,2253137.000000,3815783.000000,3609713.000000,3692602.000000
178回目,2336869.000000,3767110.000000,3548983.000000,3531190.000000
179回目,2336869.000000,3888353.000000,3542539.000000,3531190.000000
180回目,2230481.000000,3832575.000000,3592985.000000,3629364.000000
181回目,2090147.000000,3821468.000000,3554221.000000,3633806.000000
182回目,2336869.000000,3891752.000000,3639903.000000,3648578.000000
183回目,2253137.000000,3902859.000000,3610105.000000,3629364.000000
184回目,2323573.000000,3888353.000000,3567463.000000,3575802.000000
185回目,2323573.000000,3907381.000000,3557109.000000,3561250.000000
186回目,2288155.000000,3887968.000000,3504503.000000,3555652.000000
187回目,2288155.000000,3821468.000000,3537543.000000,3555652.000000
188回目,2288155.000000,3832787.000000,3574301.000000,3608490.000000
189回目,2323573.000000,3832575.000000,3546125.000000,3575802.000000
190回目,2362815.000000,3876645.000000,3554549.000000,3629364.000000
191回目,2253137.000000,3902859.000000,3519513.000000,3555652.000000
192回目,2230481.000000,3852176.000000,3565975.000000,3591982.000000
193回目,2288155.000000,3899658.000000,3608461.000000,3692602.000000
194回目,2230481.000000,3891752.000000,3591971.000000,3648578.000000
195回目,2249495.000000,3887968.000000,3653299.000000,3531190.000000
196回目,2218717.000000,3896274.000000,3555041.000000,3777748.000000
197回目,2253137.000000,3821468.000000,3555645.000000,3777748.000000
198回目,2362815.000000,3744896.000000,3614815.000000,3633806.000000
199回目,2230481.000000,3925819.000000,3554725.000000,3555652.000000
200回目,2340663.000000,3867015.000000,3600061.000000,3633806.000000
201回目,2288155.000000,3887968.000000,3587647.000000,3692602.000000
202回目,2336869.000000,3902859.000000,3542021.000000,3608490.000000
203回目,2107969.000000,3866966.000000,3578015.000000,3608490.000000
204回目,2107969.000000,3924941.000000,3529647.000000,3591982.000000
205回目,2340663.000000,3863283.000000,3609551.000000,3629364.000000
206回目,2336869.000000,3907381.000000,3864275.000000,3591982.000000
207回目,2288155.000000,3843682.000000,3581843.000000,3648578.000000
208回目,2090147.000000,3863283.000000,3499215.000000,3648578.000000
209回目,2340663.000000,3821468.000000,3610195.000000,3633806.000000
210回目,2288155.000000,3910765.000000,3607879.000000,3561250.000000
211回目,2253137.000000,3883650.000000,3614503.000000,3561250.000000
212回目,2288155.000000,3896274.000000,3584131.000000,3633806.000000
213回目,2090147.000000,3876645.000000,3651391.000000,3575802.000000
214回目,2323573.000000,3910765.000000,3600765.000000,3575802.000000
215回目,2230481.000000,3925819.000000,3546511.000000,3531190.000000
216回目,2253137.000000,3874077.000000,3533357.000000,3561250.000000
217回目,2090147.000000,3821468.000000,3529837.000000,3555652.000000
218回目,2336869.000000,3876645.000000,3535615.000000,3531190.000000
219回目,2230481.000000,3914712.000000,3616329.000000,3777748.000000
220回目,2090147.000000,3888353.000000,3607815.000000,3591982.000000
221回目,2362815.000000,3821468.000000,3604575.000000,3608490.000000
222回目,2253137.000000,3867015.000000,3581695.000000,3629364.000000
223回目,2336869.000000,3843682.000000,3542551.000000,3629364.000000
224回目,2362815.000000,3914712.000000,3536021.000000,3608490.000000
225回目,2288155.000000,3821468.000000,3584935.000000,3575802.000000
226回目,2323573.000000,3899658.000000,3566447.000000,3629364.000000
227回目,2340663.000000,3891752.000000,3536237.000000,3561250.000000
228回目,2253137.000000,3866966.000000,3579869.000000,3608490.000000
229回目,2336869.000000,3756003.000000,3670641.000000,3692602.000000
230回目,2107969.000000,3891752.000000,3679119.000000,3555652.000000
231回目,2323573.000000,3867015.000000,3561411.000000,3629364.000000
232回目,2230481.000000,3891752.000000,3581587.000000,3648578.000000
233回目,2323573.000000,3924941.000000,3609571.000000,3648578.000000
234回目,2230481.000000,3863283.000000,3701789.000000,3575802.000000
235回目,2107969.000000,3876645.000000,3506959.000000,3777748.000000
236回目,2323573.000000,3832787.000000,3603201.000000,3629364.000000
237回目,2288155.000000,3781771.000000,3612979.000000,3561250.000000
238回目,2253137.000000,3896274.000000,3629791.000000,3648578.000000
239回目,2362815.000000,3821468.000000,3539661.000000,3633806.000000
240回目,2340663.000000,3896274.000000,3556491.000000,3555652.000000
241回目,2336869.000000,3832787.000000,3551031.000000,3777748.000000
242回目,2336869.000000,3744896.000000,3633177.000000,3531190.000000
243回目,2336869.000000,3907381.000000,3591381.000000,3692602.000000
244回目,2249495.000000,3899658.000000,3579755.000000,3692602.000000
245回目,2230481.000000,3863283.000000,3548585.000000,3561250.000000
246回目,2107969.000000,3899075.000000,3623145.000000,3591982.000000
247回目,2362815.000000,3832575.000000,3612645.000000,3575802.000000
248回目,2336869.000000,3891752.000000,3562729.000000,3629364.000000
249回目,2340663.000000,3756003.000000,3578629.000000,3633806.000000
250回目,2249495.000000,3878073.000000,3614815.000000,3591982.000000
