PDR,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,30.303000,34.956600,34.945100,32.902100
2回目,31.889600,33.903700,35.281100,33.909300
3回目,32.214800,34.968100,33.226900,35.690200
4回目,31.543600,34.371700,32.593100,33.562500
5回目,31.543600,34.968100,32.587700,33.909300
6回目,31.543600,34.933700,33.692200,33.590100
7回目,32.214800,34.580800,33.617600,33.931500
8回目,29.865800,34.580800,32.278200,34.597800
9回目,31.564300,34.250600,34.250600,33.579100
10回目,31.564300,33.914800,35.281100,34.580800
11回目,31.889600,34.580800,34.366000,33.562500
12回目,29.865800,32.246500,32.566300,33.931500
13回目,31.543600,32.566300,32.587700,34.580800
14回目,31.548800,34.968100,35.281100,33.254200
15回目,31.543600,33.914800,34.239400,33.562500
16回目,31.543600,34.580800,31.569500,35.690200
17回目,32.214800,32.912900,34.597800,33.562500
18回目,30.536900,34.945100,31.233600,33.568000
19回目,32.214800,32.571700,34.614800,32.902100
20回目,30.536900,34.933700,33.573500,33.568000
21回目,31.548800,34.968100,32.577000,33.590100
22回目,31.543600,32.571700,32.929100,33.562500
23回目,23.489900,34.968100,33.914800,33.568000
24回目,30.536900,34.371700,34.239400,33.568000
25回目,30.877500,34.580800,33.243300,33.568000
26回目,30.877500,33.914800,33.568000,34.597800
27回目,32.214800,35.605500,32.918300,34.597800
28回目,30.536900,34.250600,35.240700,34.580800
29回目,31.548800,33.914800,33.579100,35.690200
30回目,30.877500,34.371700,34.905000,33.568000
31回目,31.889600,34.945100,34.614800,33.579100
32回目,32.555700,33.248700,32.697600,34.580800
33回目,31.548800,34.371700,33.573500,33.931500
34回目,31.889600,34.580800,31.926300,33.590100
35回目,32.214800,34.933700,33.573500,32.902100
36回目,31.548800,34.945100,35.376800,33.568000
37回目,31.548800,34.250600,33.898200,33.568000
38回目,23.489900,33.914800,34.910800,33.562500
39回目,31.548800,34.371700,34.563800,33.590100
40回目,31.889600,34.580800,34.910800,33.579100
41回目,31.564300,34.968100,31.611000,35.690200
42回目,30.877500,34.371700,32.566300,35.690200
43回目,31.889600,32.251800,34.609100,34.580800
44回目,31.548800,32.566300,33.573500,33.254200
45回目,32.555700,32.571700,32.577000,33.931500
46回目,30.536900,33.903700,35.281100,32.902100
47回目,32.555700,34.968100,31.900100,33.568000
48回目,30.303000,34.580800,33.686600,34.597800
49回目,31.564300,33.914800,31.900100,33.579100
50回目,31.543600,34.580800,35.281100,33.562500
51回目,30.303000,34.580800,32.241200,33.931500
52回目,30.303000,34.945100,34.233800,33.562500
53回目,29.865800,35.605500,33.237800,33.909300
54回目,30.877500,34.968100,33.942700,34.597800
55回目,31.564300,34.580800,33.573500,33.590100
56回目,31.564300,33.914800,34.239400,34.597800
57回目,29.865800,33.573500,34.245000,34.597800
58回目,30.877500,35.605500,31.564300,33.254200
59回目,32.214800,33.914800,33.243300,34.597800
60回目,32.555700,33.281500,34.609100,33.579100
61回目,29.865800,34.956600,34.233800,34.597800
62回目,32.555700,32.571700,34.697200,33.931500
63回目,30.536900,32.566300,35.246400,33.931500
64回目,31.543600,33.903700,31.900100,33.590100
65回目,30.536900,34.580800,33.920400,34.580800
66回目,30.303000,32.566300,32.907500,35.690200
67回目,31.543600,34.580800,34.233800,33.579100
68回目,29.865800,33.573500,34.360400,33.590100
69回目,31.543600,33.903700,32.918300,35.690200
70回目,23.489900,32.246500,33.942700,33.562500
71回目,32.214800,32.912900,34.609100,33.254200
72回目,29.865800,33.914800,34.023500,33.562500
73回目,32.555700,34.933700,33.568000,35.690200
74回目,31.548800,34.945100,35.263800,33.568000
75回目,23.489900,34.956600,33.243300,33.562500
76回目,31.564300,33.914800,31.600600,34.580800
77回目,29.865800,34.968100,33.226900,35.690200
78回目,30.877500,32.571700,31.900100,33.909300
79回目,30.303000,34.250600,35.240700,33.590100
80回目,31.564300,33.573500,34.905000,34.580800
81回目,31.564300,35.605500,35.034100,33.909300
82回目,32.214800,32.251800,32.923700,33.909300
83回目,29.865800,34.945100,32.587700,34.580800
84回目,29.865800,34.945100,31.233600,33.931500
85回目,32.214800,32.912900,34.233800,34.580800
86回目,31.548800,32.566300,34.278700,34.580800
87回目,30.536900,34.968100,35.034100,33.254200
88回目,29.865800,34.956600,33.909300,33.568000
89回目,30.877500,34.580800,33.909300,33.254200
90回目,30.877500,32.912900,33.259600,34.597800
91回目,31.548800,32.251800,33.579100,33.562500
92回目,31.564300,33.281500,34.603400,33.568000
93回目,30.303000,33.914800,34.569400,33.562500
94回目,29.865800,33.903700,35.034100,33.590100
95回目,31.548800,34.580800,31.359500,34.597800
96回目,30.536900,33.248700,33.617600,33.579100
97回目,32.555700,32.251800,31.884400,32.902100
98回目,31.548800,34.580800,32.257000,33.590100
99回目,32.555700,34.945100,32.902100,33.931500
100回目,31.564300,34.956600,34.233800,33.909300
101回目,31.548800,32.571700,31.579800,33.909300
102回目,30.303000,32.246500,32.912900,34.580800
103回目,30.877500,35.605500,31.931500,35.690200
104回目,31.543600,33.903700,34.905000,33.590100
105回目,31.543600,34.580800,35.246400,34.580800
106回目,31.564300,34.250600,34.256300,33.931500
107回目,29.865800,33.281500,34.360400,35.690200
108回目,32.214800,32.566300,33.243300,33.254200
109回目,30.303000,33.914800,34.023500,33.579100
110回目,30.303000,34.580800,34.614800,33.568000
111回目,30.536900,33.573500,34.245000,33.590100
112回目,31.548800,33.914800,32.225300,33.909300
113回目,31.548800,33.914800,33.237800,33.909300
114回目,29.865800,33.903700,31.889600,33.568000
115回目,32.214800,33.248700,32.907500,33.254200
116回目,32.214800,34.945100,32.587700,35.690200
117回目,31.548800,34.580800,32.681400,33.562500
118回目,23.489900,34.956600,34.609100,33.562500
119回目,30.877500,34.945100,34.691500,33.579100
120回目,29.865800,32.912900,33.573500,34.597800
121回目,32.555700,34.956600,32.587700,33.562500
122回目,31.548800,35.605500,34.239400,34.597800
123回目,31.548800,34.580800,34.233800,33.562500
124回目,23.489900,32.571700,34.910800,33.254200
125回目,30.877500,34.933700,34.371700,33.590100
126回目,31.889600,35.605500,33.221500,33.590100
127回目,32.214800,32.566300,33.903700,33.562500
128回目,30.536900,34.956600,31.900100,33.562500
129回目,30.877500,32.246500,33.898200,33.562500
130回目,30.877500,32.571700,32.582400,33.254200
131回目,32.555700,33.281500,33.243300,33.909300
132回目,31.889600,35.605500,33.243300,34.597800
133回目,29.865800,33.281500,32.587700,33.590100
134回目,30.303000,34.580800,33.573500,33.931500
135回目,23.489900,33.281500,35.281100,33.562500
136回目,31.548800,34.580800,34.905000,33.590100
137回目,32.555700,34.250600,34.250600,33.568000
138回目,32.214800,33.248700,34.360400,32.902100
139回目,31.548800,34.371700,34.045900,33.562500
140回目,31.889600,34.580800,32.902100,33.579100
141回目,30.303000,34.933700,34.267500,33.562500
