PDR,GPSR,NGPSR,NPGPSR,NDGPSR
142回目,31.564300,34.945100,31.900100,33.931500
143回目,29.865800,34.371700,33.265100,34.597800
144回目,29.865800,32.571700,31.900100,33.562500
145回目,30.877500,33.914800,35.281100,32.902100
146回目,31.543600,34.580800,33.909300,33.579100
147回目,30.536900,34.371700,32.571700,34.597800
148回目,23.489900,33.281500,32.241200,33.931500
149回目,31.564300,33.248700,32.571700,33.590100
150回目,30.536900,34.371700,34.922200,35.690200
151回目,30.536900,33.903700,34.575100,32.902100
152回目,32.555700,33.914800,34.905000,33.568000
153回目,31.889600,33.914800,34.614800,33.579100
154回目,30.536900,33.248700,34.614800,33.568000
155回目,23.489900,33.903700,32.934500,33.562500
156回目,31.548800,33.903700,33.562500,33.909300
157回目,29.865800,33.903700,32.918300,34.597800
158回目,31.543600,34.968100,33.590100,33.568000
159回目,29.865800,34.580800,33.579100,33.562500
160回目,31.564300,33.914800,34.371700,33.909300
161回目,31.889600,32.251800,35.240700,33.562500
162回目,30.303000,33.903700,34.950900,33.909300
163回目,29.865800,32.571700,33.562500,33.579100
164回目,31.889600,34.580800,34.569400,35.690200
165回目,30.536900,34.956600,33.595600,35.690200
166回目,30.877500,33.573500,34.233800,35.690200
167回目,32.555700,34.933700,34.597800,35.690200
168回目,31.548800,33.903700,31.915800,34.580800
169回目,30.877500,32.571700,35.034100,35.690200
170回目,29.865800,33.914800,32.257000,33.254200
171回目,31.889600,34.580800,34.233800,35.690200
172回目,29.865800,34.933700,33.903700,35.690200
173回目,31.548800,34.580800,32.241200,34.597800
174回目,31.889600,32.246500,32.587700,34.597800
175回目,29.865800,34.933700,34.233800,33.254200
176回目,30.536900,34.371700,32.907500,33.909300
177回目,31.564300,33.281500,34.278700,34.597800
178回目,30.303000,34.933700,33.937100,33.254200
179回目,30.303000,33.349800,32.251800,33.254200
180回目,32.555700,33.903700,31.915800,33.590100
181回目,23.489900,33.903700,32.257000,33.568000
182回目,30.303000,34.945100,33.366200,33.562500
183回目,31.564300,34.945100,34.261900,33.590100
184回目,30.536900,33.349800,35.252200,33.909300
185回目,30.536900,34.580800,33.237800,34.580800
186回目,30.877500,34.956600,34.614800,35.690200
187回目,30.877500,33.903700,35.953200,35.690200
188回目,30.877500,32.251800,33.903700,33.579100
189回目,30.536900,33.903700,32.912900,33.909300
190回目,29.865800,34.968100,33.909300,33.590100
191回目,31.564300,34.945100,33.259600,35.690200
192回目,32.555700,32.571700,32.912900,32.902100
193回目,30.877500,33.914800,34.905000,34.597800
194回目,32.555700,34.945100,34.609100,33.562500
195回目,31.889600,34.956600,35.923700,33.254200
196回目,31.543600,34.580800,34.273100,33.931500
197回目,31.564300,33.903700,32.587700,33.931500
198回目,29.865800,34.933700,33.573500,33.568000
199回目,32.555700,34.580800,32.251800,35.690200
200回目,31.548800,33.903700,32.571700,33.568000
201回目,30.877500,34.956600,33.579100,34.597800
202回目,30.303000,34.945100,34.273100,33.579100
203回目,32.214800,34.371700,31.259300,33.579100
204回目,32.214800,32.566300,35.281100,32.902100
205回目,31.548800,32.571700,32.912900,33.590100
206回目,30.303000,34.580800,33.562500,32.902100
207回目,30.877500,33.903700,32.907500,33.562500
208回目,23.489900,32.571700,35.281100,33.562500
209回目,31.548800,33.903700,35.034100,33.568000
210回目,30.877500,33.914800,33.601100,34.580800
211回目,31.564300,33.248700,31.900100,34.580800
212回目,30.877500,34.580800,34.273100,33.568000
213回目,23.489900,34.968100,32.550300,33.909300
214回目,30.536900,33.914800,33.232400,33.909300
215回目,32.555700,34.580800,33.377200,33.254200
216回目,31.564300,35.605500,33.909300,34.580800
217回目,23.489900,33.903700,33.601100,35.690200
218回目,30.303000,34.968100,35.281100,33.254200
219回目,32.555700,34.580800,33.606600,33.931500
220回目,23.489900,33.349800,33.909300,32.902100
221回目,29.865800,33.903700,33.243300,33.579100
222回目,31.564300,33.903700,33.909300,33.590100
223回目,30.303000,33.903700,33.931500,33.590100
224回目,29.865800,34.580800,33.366200,33.579100
225回目,30.877500,33.903700,32.907500,33.909300
226回目,30.536900,33.914800,29.909900,33.590100
227回目,31.548800,34.945100,32.587700,34.580800
228回目,31.564300,34.371700,32.262300,33.579100
229回目,30.303000,34.933700,31.900100,34.597800
230回目,32.214800,34.945100,34.233800,35.690200
231回目,30.536900,33.903700,32.235900,33.590100
232回目,32.555700,34.945100,34.250600,33.562500
233回目,30.536900,32.566300,35.923700,33.562500
234回目,32.555700,32.571700,33.903700,33.909300
235回目,32.214800,34.968100,33.243300,33.931500
236回目,30.536900,32.251800,35.929600,33.590100
237回目,30.877500,32.246500,33.909300,34.580800
238回目,31.564300,34.580800,33.562500,33.562500
239回目,29.865800,33.903700,34.267500,33.568000
240回目,31.548800,34.580800,34.256300,35.690200
241回目,30.303000,32.251800,32.241200,33.931500
242回目,30.303000,34.933700,33.898200,33.254200
243回目,30.303000,34.580800,33.573500,34.597800
244回目,31.889600,33.914800,33.573500,34.597800
245回目,32.555700,32.571700,32.598400,34.580800
246回目,32.214800,34.956600,32.251800,32.902100
247回目,29.865800,33.903700,33.579100,33.909300
248回目,30.303000,34.945100,33.243300,33.590100
249回目,31.548800,34.933700,33.237800,33.568000
250回目,31.889600,34.371700,33.573500,32.902100
