HopNum,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,1.777780,1.894230,1.923080,1.877550
2回目,1.789470,1.881190,1.895240,1.871290
3回目,1.822920,1.903850,1.868690,1.896230
4回目,1.851060,1.852940,1.865980,1.820000
5回目,1.851060,1.903850,1.783510,1.871290
6回目,1.851060,1.855770,1.790000,1.850000
7回目,1.822920,1.902910,1.920000,1.851490
8回目,1.808990,1.864080,1.864580,1.873790
9回目,1.797870,1.872550,1.862750,1.870000
10回目,1.797870,1.871290,1.914290,1.864080
11回目,1.789470,1.864080,1.794120,1.820000
12回目,1.808990,1.833330,1.814430,1.851490
13回目,1.851060,1.824740,1.793810,1.864080
14回目,1.797870,1.903850,1.914290,1.868690
15回目,1.851060,1.871290,1.882350,1.820000
16回目,1.851060,1.864080,1.808510,1.896230
17回目,1.822920,1.795920,1.873790,1.820000
18回目,1.791210,1.884620,1.817200,1.850000
19回目,1.822920,1.865980,1.893200,1.877550
20回目,1.791210,1.855770,1.840000,1.850000
21回目,1.797870,1.903850,1.783510,1.850000
22回目,1.851060,1.865980,1.795920,1.820000
23回目,1.671430,1.903850,1.861390,1.850000
24回目,1.791210,1.852940,1.862750,1.850000
25回目,1.782610,1.902910,1.848480,1.850000
26回目,1.782610,1.871290,1.850000,1.873790
27回目,1.822920,1.867920,1.846940,1.873790
28回目,1.791210,1.872550,1.819050,1.864080
29回目,1.797870,1.871290,1.850000,1.896230
30回目,1.782610,1.852940,1.817310,1.850000
31回目,1.789470,1.884620,1.893200,1.870000
32回目,1.824740,1.828280,1.793810,1.864080
33回目,1.797870,1.852940,1.830000,1.851490
34回目,1.789470,1.864080,1.768420,1.850000
35回目,1.822920,1.855770,1.840000,1.877550
36回目,1.797870,1.884620,1.800000,1.850000
37回目,1.797870,1.872550,1.851490,1.850000
38回目,1.671430,1.871290,1.894230,1.820000
39回目,1.797870,1.852940,1.844660,1.850000
40回目,1.789470,1.864080,1.903850,1.870000
41回目,1.797870,1.903850,1.819150,1.896230
42回目,1.782610,1.852940,1.845360,1.896230
43回目,1.789470,1.843750,1.902910,1.864080
44回目,1.797870,1.824740,1.870000,1.868690
45回目,1.824740,1.865980,1.773200,1.851490
46回目,1.791210,1.881190,1.914290,1.877550
47回目,1.824740,1.903850,1.800000,1.850000
48回目,1.777780,1.864080,1.790000,1.873790
49回目,1.797870,1.871290,1.768420,1.870000
50回目,1.851060,1.902910,1.914290,1.820000
51回目,1.777780,1.902910,1.791670,1.851490
52回目,1.777780,1.884620,1.872550,1.820000
53回目,1.808990,1.896230,1.808080,1.871290
54回目,1.782610,1.903850,1.891090,1.873790
55回目,1.797870,1.902910,1.870000,1.850000
56回目,1.797870,1.871290,1.911760,1.873790
57回目,1.808990,1.800000,1.872550,1.873790
58回目,1.782610,1.867920,1.797870,1.868690
59回目,1.822920,1.871290,1.858590,1.873790
60回目,1.824740,1.868690,1.912620,1.870000
61回目,1.808990,1.894230,1.813730,1.873790
62回目,1.824740,1.865980,1.796120,1.851490
63回目,1.791210,1.824740,1.819050,1.851490
64回目,1.851060,1.881190,1.800000,1.850000
65回目,1.791210,1.902910,1.801980,1.864080
66回目,1.777780,1.824740,1.846940,1.896230
67回目,1.851060,1.902910,1.872550,1.870000
68回目,1.808990,1.800000,1.794120,1.850000
69回目,1.851060,1.881190,1.857140,1.896230
70回目,1.671430,1.833330,1.871290,1.820000
