Delay,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,2.050000,12.089200,21.898100,2.464990
2回目,1.891920,2.147300,21.461200,2.314190
3回目,2.012070,12.146700,12.471600,2.624640
4回目,23.746400,31.729300,2.491690,12.744500
5回目,23.746400,12.146700,12.583600,2.314190
6回目,23.746400,2.572360,11.966600,11.877100
7回目,2.012070,12.236300,2.419630,2.644290
8回目,13.359700,2.307750,2.677010,11.912600
9回目,12.450300,2.998880,2.167010,22.429700
10回目,12.450300,2.340840,21.459900,21.679800
11回目,1.891920,2.307750,11.756000,12.744500
12回目,13.359700,2.477630,2.202190,2.644290
13回目,23.746400,2.709180,13.019100,21.679800
14回目,2.021740,12.146700,21.634800,12.345700
15回目,23.746400,2.340840,12.093100,12.744500
16回目,23.746400,2.307750,13.093100,2.624640
17回目,2.012070,2.077650,2.499630,12.744500
18回目,13.303600,2.310960,2.484300,2.323850
19回目,2.012070,2.110340,2.497900,2.464990
20回目,13.303600,2.572360,2.073140,2.323850
21回目,2.021740,12.146700,2.107900,11.877100
22回目,23.746400,2.110340,2.454770,12.744500
23回目,16.779900,12.146700,12.244800,2.323850
24回目,13.303600,31.729300,12.314500,2.323850
25回目,2.196380,12.236300,1.974890,2.323850
26回目,2.196380,2.340840,2.293610,11.912600
27回目,2.012070,31.098000,2.583450,11.912600
28回目,13.303600,2.998880,2.654150,21.679800
29回目,2.021740,2.340840,2.546800,2.624640
30回目,2.196380,31.729300,2.634900,2.323850
31回目,1.891920,2.310960,2.497900,22.429700
32回目,12.521900,2.347280,12.483500,21.679800
33回目,2.021740,31.729300,2.167030,2.644290
34回目,1.891920,2.307750,12.899500,11.877100
35回目,2.012070,2.572360,2.073140,2.464990
36回目,2.021740,2.310960,12.047300,2.323850
37回目,2.021740,2.998880,12.024600,2.323850
38回目,16.779900,2.340840,2.582380,12.744500
39回目,2.021740,31.729300,2.243290,11.877100
40回目,1.891920,2.307750,2.509310,22.429700
41回目,12.450300,12.146700,2.115950,2.624640
42回目,2.196380,31.729300,13.088400,2.624640
43回目,1.891920,1.894320,21.843700,21.679800
44回目,2.021740,2.709180,12.565600,12.345700
45回目,12.521900,2.110340,12.842100,2.644290
46回目,13.303600,2.166100,21.459900,2.464990
47回目,12.521900,12.146700,2.155870,2.323850
48回目,2.050000,2.307750,12.093600,11.912600
49回目,12.450300,2.340840,2.273570,22.429700
50回目,23.746400,12.236300,21.634800,12.744500
