HopNum,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,1.544120,1.635290,1.604940,1.594940
2回目,1.514710,1.627910,1.592110,1.641980
3回目,1.561640,1.619050,1.617280,1.650600
4回目,1.514710,1.614460,1.594940,1.611760
5回目,1.550720,1.621950,1.594940,1.650600
6回目,1.522390,1.630950,1.578950,1.564100
7回目,1.528570,1.614460,1.602560,1.641980
8回目,1.546880,1.640450,1.614460,1.650600
9回目,1.527780,1.630950,1.604940,1.594940
10回目,1.544120,1.630950,1.637500,1.602560
11回目,1.561640,1.632910,1.642860,1.629210
12回目,1.527780,1.630950,1.597560,1.594940
13回目,1.600000,1.619050,1.621950,1.611760
14回目,1.546880,1.630950,1.607590,1.602560
15回目,1.522390,1.632910,1.602560,1.650600
16回目,1.528570,1.621950,1.612500,1.641980
17回目,1.544120,1.609760,1.614460,1.629210
18回目,1.544120,1.635290,1.617280,1.594940
19回目,1.492060,1.626510,1.612500,1.641980
20回目,1.514710,1.626510,1.630950,1.594940
21回目,1.546880,1.635290,1.592110,1.641980
22回目,1.561640,1.614460,1.620250,1.594940
23回目,1.528570,1.632910,1.614460,1.611760
24回目,1.569440,1.619050,1.635290,1.576920
25回目,1.522390,1.614460,1.604940,1.611760
26回目,1.600000,1.614460,1.630950,1.602560
27回目,1.528570,1.602560,1.604940,1.597400
28回目,1.569440,1.626510,1.651690,1.602560
29回目,1.522390,1.635290,1.623530,1.597400
30回目,1.492060,1.630950,1.604940,1.641980
31回目,1.569440,1.626510,1.604940,1.571430
32回目,1.546880,1.640450,1.621950,1.650600
33回目,1.561640,1.621950,1.614460,1.597400
34回目,1.550720,1.619050,1.604940,1.611760
35回目,1.514710,1.637500,1.620250,1.650600
36回目,1.550720,1.635290,1.602410,1.629210
37回目,1.527780,1.637500,1.635290,1.564100
38回目,1.528570,1.619050,1.630950,1.564100
39回目,1.522390,1.609760,1.638550,1.571430
40回目,1.550720,1.597400,1.615380,1.609760
41回目,1.492060,1.630950,1.642860,1.564100
42回目,1.514710,1.621950,1.614460,1.597400
43回目,1.514710,1.640450,1.602560,1.564100
44回目,1.544120,1.597400,1.592110,1.609760
45回目,1.550720,1.635290,1.607590,1.650600
46回目,1.528570,1.627910,1.630950,1.609760
47回目,1.527780,1.635290,1.619050,1.629210
48回目,1.527780,1.614460,1.612500,1.602560
49回目,1.561640,1.637500,1.638550,1.641980
50回目,1.522390,1.609760,1.578950,1.571430
51回目,1.546880,1.597400,1.610390,1.609760
52回目,1.600000,1.640450,1.630950,1.650600
53回目,1.528570,1.635290,1.620250,1.564100
54回目,1.514710,1.619050,1.617280,1.609760
55回目,1.561640,1.637500,1.619050,1.641980
56回目,1.522390,1.609760,1.626510,1.609760
57回目,1.528570,1.619050,1.617280,1.611760
58回目,1.514710,1.614460,1.607590,1.564100
59回目,1.528570,1.640450,1.666670,1.609760
60回目,1.561640,1.630950,1.612500,1.564100
61回目,1.569440,1.630950,1.604940,1.597400
62回目,1.569440,1.640450,1.578950,1.602560
63回目,1.544120,1.637500,1.615380,1.629210
64回目,1.522390,1.635290,1.594940,1.564100
65回目,1.528570,1.632910,1.621950,1.641980
66回目,1.561640,1.626510,1.567570,1.594940
67回目,1.522390,1.626510,1.604940,1.641980
