Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
158回目,1230691.000000,2903432.000000,2573899.000000,2566933.000000
159回目,1181675.000000,2912688.000000,2599437.000000,2570773.000000
160回目,1205643.000000,2888628.000000,2606681.000000,2619607.000000
161回目,1197369.000000,2912688.000000,2578461.000000,2603417.000000
162回目,1181675.000000,2918838.000000,2540619.000000,2603417.000000
163回目,1182461.000000,2887084.000000,2610119.000000,2619607.000000
164回目,1205643.000000,2930058.000000,2540619.000000,2619607.000000
165回目,1230691.000000,2872012.000000,2573307.000000,2589753.000000
166回目,1181675.000000,2918838.000000,2567407.000000,2526653.000000
167回目,1177125.000000,2913446.000000,2597891.000000,2581653.000000
168回目,1197369.000000,2930058.000000,2571111.000000,2570223.000000
169回目,1197369.000000,2903462.000000,2540619.000000,2570223.000000
170回目,1230691.000000,2892106.000000,2557523.000000,2526653.000000
171回目,1230691.000000,2930058.000000,2562037.000000,2598367.000000
172回目,1177125.000000,2885170.000000,2608645.000000,2570773.000000
173回目,1210023.000000,2923908.000000,2581607.000000,2559081.000000
174回目,1217337.000000,2952498.000000,2584237.000000,2619607.000000
175回目,1203635.000000,2892242.000000,2584747.000000,2598367.000000
176回目,1203635.000000,2885172.000000,2584747.000000,2570773.000000
177回目,1230691.000000,2907612.000000,2540619.000000,2570773.000000
178回目,1205643.000000,2893130.000000,2517993.000000,2566933.000000
179回目,1203635.000000,2919218.000000,2571111.000000,2581653.000000
180回目,1205643.000000,2888628.000000,2577757.000000,2619607.000000
181回目,1210023.000000,2898080.000000,2584747.000000,2570223.000000
182回目,1205643.000000,2880992.000000,2596541.000000,2526653.000000
183回目,1217337.000000,2887084.000000,2579379.000000,2589753.000000
184回目,1197369.000000,2888628.000000,2573619.000000,2603417.000000
185回目,1217337.000000,2892106.000000,2601057.000000,2581653.000000
186回目,1230691.000000,2918838.000000,2569369.000000,2570223.000000
187回目,1197369.000000,2892212.000000,2606389.000000,2619607.000000
188回目,1203635.000000,2880992.000000,2573619.000000,2589753.000000
189回目,1181675.000000,2892106.000000,2600017.000000,2581653.000000
190回目,1189123.000000,2913446.000000,2584237.000000,2570223.000000
191回目,1205643.000000,2923908.000000,2592001.000000,2570773.000000
192回目,1182461.000000,2909300.000000,2584237.000000,2566933.000000
193回目,1197369.000000,2885170.000000,2594233.000000,2598367.000000
194回目,1230691.000000,2809868.000000,2573619.000000,2566933.000000
195回目,1181675.000000,2880542.000000,2577615.000000,2559081.000000
196回目,1230691.000000,2892242.000000,2519135.000000,2566933.000000
197回目,1189123.000000,2903432.000000,2579139.000000,2570773.000000
198回目,1186067.000000,2918838.000000,2583819.000000,2603417.000000
199回目,1186067.000000,2894452.000000,2590809.000000,2566933.000000
200回目,1203635.000000,2896392.000000,2579139.000000,2619607.000000
201回目,1189123.000000,2898080.000000,2584269.000000,2598367.000000
202回目,1181675.000000,2913446.000000,2597111.000000,2619607.000000
203回目,1186067.000000,2885170.000000,2584237.000000,2559081.000000
204回目,1230691.000000,2809868.000000,2588951.000000,2589753.000000
205回目,1189123.000000,2894452.000000,2574963.000000,2566933.000000
206回目,1210023.000000,2918838.000000,2584747.000000,2589753.000000
207回目,1203635.000000,2892914.000000,2584747.000000,2581653.000000
208回目,1182461.000000,2872012.000000,2588951.000000,2590797.000000
209回目,1197369.000000,2892106.000000,2574883.000000,2581653.000000
210回目,1181675.000000,2898080.000000,2540619.000000,2566933.000000
211回目,1205643.000000,2885172.000000,2559723.000000,2603417.000000
212回目,1210023.000000,2893130.000000,2571111.000000,2590797.000000
213回目,1197369.000000,2935128.000000,2519135.000000,2566933.000000
214回目,1186067.000000,2883232.000000,2588951.000000,2566933.000000
215回目,1182461.000000,2930058.000000,2573619.000000,2589753.000000
216回目,1210023.000000,2894452.000000,2596107.000000,2566933.000000
217回目,1217337.000000,2907812.000000,2540619.000000,2603417.000000
218回目,1189123.000000,2924666.000000,2573499.000000,2570773.000000
219回目,1210023.000000,2919218.000000,2583375.000000,2559081.000000
220回目,1217337.000000,2896392.000000,2482221.000000,2559081.000000
221回目,1181675.000000,2907998.000000,2579393.000000,2566933.000000
222回目,1205643.000000,2885172.000000,2595265.000000,2570773.000000
223回目,1217337.000000,2912688.000000,2602493.000000,2570223.000000
224回目,1197369.000000,2872012.000000,2571111.000000,2603417.000000
225回目,1210023.000000,2912688.000000,2658311.000000,2566933.000000
226回目,1189123.000000,2935128.000000,2577615.000000,2559081.000000
227回目,1182461.000000,2892914.000000,2584747.000000,2566933.000000
228回目,1177125.000000,2892212.000000,2579139.000000,2566933.000000
229回目,1197369.000000,2903462.000000,2579139.000000,2526653.000000
230回目,1181675.000000,2892212.000000,2519135.000000,2566933.000000
231回目,1230691.000000,2913446.000000,2584747.000000,2566933.000000
232回目,1182461.000000,2883232.000000,2584747.000000,2559081.000000
233回目,1197369.000000,2935128.000000,2598183.000000,2598367.000000
234回目,1182461.000000,2903432.000000,2573619.000000,2570223.000000
235回目,1189123.000000,2907998.000000,2579139.000000,2603417.000000
236回目,1181675.000000,2907998.000000,2540619.000000,2570223.000000
237回目,1177125.000000,2923908.000000,2571055.000000,2598367.000000
238回目,1186067.000000,2910872.000000,2584241.000000,2566933.000000
239回目,1197369.000000,2909790.000000,2577615.000000,2598367.000000
240回目,1203635.000000,2883232.000000,2567559.000000,2590797.000000
241回目,1210023.000000,2912688.000000,2601327.000000,2566933.000000
242回目,1210023.000000,2893130.000000,2589811.000000,2590797.000000
243回目,1205643.000000,2912688.000000,2577615.000000,2581653.000000
244回目,1181675.000000,2892212.000000,2572625.000000,2526653.000000
245回目,1197369.000000,2912688.000000,2693027.000000,2590797.000000
246回目,1181675.000000,2907998.000000,2573363.000000,2526653.000000
247回目,1181675.000000,2885172.000000,2585375.000000,2559081.000000
248回目,1203635.000000,2914546.000000,2571111.000000,2598367.000000
249回目,1177125.000000,2903462.000000,2543357.000000,2559081.000000
250回目,1230691.000000,2930058.000000,2594651.000000,2589753.000000
