Loss,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,25.510200,11.224500,16.326500,16.326500
2回目,24.489800,12.244900,20.408200,17.346900
3回目,22.449000,13.402100,15.306100,15.306100
4回目,24.489800,13.265300,14.433000,13.265300
5回目,22.449000,14.285700,14.433000,15.306100
6回目,26.530600,12.244900,20.408200,16.494800
7回目,23.469400,13.265300,17.346900,17.346900
8回目,28.571400,8.163270,12.244900,15.306100
9回目,23.711300,12.244900,16.326500,16.326500
10回目,25.510200,12.244900,15.306100,17.346900
11回目,22.449000,19.387800,13.265300,7.142860
12回目,23.711300,12.244900,14.285700,16.326500
13回目,19.387800,13.402100,13.265300,13.265300
14回目,28.571400,12.244900,17.346900,17.346900
15回目,26.530600,19.387800,17.346900,15.306100
16回目,23.469400,14.285700,16.326500,17.346900
17回目,25.510200,14.285700,12.244900,7.142860
18回目,25.510200,12.244900,15.306100,16.326500
19回目,29.591800,13.265300,15.306100,17.346900
20回目,24.489800,13.265300,13.265300,16.326500
21回目,28.571400,11.224500,19.387800,17.346900
22回目,22.449000,13.265300,17.346900,16.326500
23回目,23.469400,19.387800,12.244900,13.265300
24回目,24.489800,13.402100,13.265300,17.346900
25回目,26.530600,13.265300,16.326500,13.265300
26回目,19.387800,13.265300,13.265300,17.346900
27回目,23.469400,16.326500,16.326500,18.367300
28回目,24.489800,12.244900,9.183670,17.346900
29回目,26.530600,12.244900,12.244900,18.367300
30回目,29.591800,12.244900,16.326500,17.346900
31回目,24.489800,12.244900,16.326500,18.367300
32回目,28.571400,8.163270,15.306100,15.306100
33回目,22.449000,14.285700,12.244900,18.367300
34回目,22.449000,13.402100,16.326500,13.265300
35回目,24.489800,16.326500,17.346900,15.306100
36回目,22.449000,12.244900,12.371100,7.142860
37回目,23.711300,16.326500,11.224500,16.494800
38回目,23.469400,13.402100,13.265300,16.494800
39回目,26.530600,12.244900,12.244900,18.367300
40回目,22.449000,17.346900,17.346900,13.265300
41回目,29.591800,12.244900,13.265300,16.494800
42回目,24.489800,14.285700,12.244900,18.367300
43回目,24.489800,8.163270,17.346900,16.494800
44回目,25.510200,17.346900,19.387800,13.265300
45回目,22.449000,12.244900,17.346900,15.306100
46回目,23.469400,12.244900,13.265300,13.265300
47回目,23.711300,12.244900,12.244900,7.142860
48回目,23.711300,13.265300,16.326500,17.346900
49回目,22.449000,16.326500,14.285700,17.346900
50回目,26.530600,14.285700,21.428600,18.367300
51回目,28.571400,17.346900,18.367300,13.265300
52回目,19.387800,8.163270,13.265300,15.306100
53回目,23.469400,12.244900,18.367300,16.494800
54回目,24.489800,13.402100,16.326500,13.265300
55回目,22.449000,16.326500,13.265300,17.346900
56回目,26.530600,14.285700,14.285700,13.265300
57回目,23.469400,13.402100,15.306100,13.265300
58回目,24.489800,13.265300,16.326500,16.494800
59回目,23.469400,8.163270,6.122450,13.265300
60回目,22.449000,12.244900,14.285700,16.494800
61回目,24.489800,12.244900,16.326500,18.367300
62回目,24.489800,8.163270,20.408200,17.346900
63回目,25.510200,16.326500,19.387800,7.142860
64回目,26.530600,11.224500,14.433000,16.494800
65回目,23.469400,19.387800,15.306100,17.346900
66回目,22.449000,12.244900,22.449000,16.326500
67回目,26.530600,13.265300,16.326500,17.346900
68回目,23.469400,12.244900,9.183670,17.346900
69回目,24.489800,17.346900,13.265300,17.346900
70回目,24.489800,16.326500,16.326500,7.142860
71回目,24.489800,14.285700,16.326500,7.142860
72回目,23.711300,8.163270,15.306100,15.306100
73回目,26.530600,13.265300,22.449000,13.265300
74回目,25.510200,19.387800,13.265300,17.346900
75回目,23.711300,12.244900,16.326500,13.265300
76回目,22.449000,13.402100,13.265300,17.346900
77回目,28.571400,13.265300,12.244900,13.265300
78回目,22.449000,13.402100,16.326500,7.142860
79回目,22.449000,14.285700,19.387800,18.367300
80回目,19.387800,14.285700,16.494800,13.265300
81回目,22.449000,13.265300,15.306100,17.346900
82回目,23.711300,12.244900,9.183670,16.326500
83回目,22.449000,14.285700,17.346900,17.346900
84回目,28.571400,12.244900,14.433000,13.265300
85回目,28.571400,14.285700,15.306100,13.265300
86回目,23.711300,12.244900,12.244900,18.367300
87回目,24.489800,12.244900,16.326500,16.494800
88回目,26.530600,19.387800,17.346900,15.306100
89回目,26.530600,13.265300,18.367300,13.265300
90回目,23.711300,13.402100,12.244900,13.265300
91回目,23.711300,14.285700,15.306100,7.142860
92回目,23.469400,13.265300,16.326500,15.306100
93回目,22.449000,11.224500,15.306100,13.265300
94回目,25.510200,12.244900,19.387800,16.326500
95回目,29.591800,13.402100,9.183670,17.346900
