SimTime,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,35.668000,213.141000,145.590000,67.331300
2回目,35.661700,210.250000,147.471000,66.486100
3回目,35.498700,211.322000,146.727000,66.519200
4回目,35.741200,208.269000,145.820000,67.313500
5回目,36.112100,211.422000,146.025000,66.770700
6回目,36.513800,213.619000,145.497000,66.667800
7回目,35.956300,209.700000,145.431000,67.540800
8回目,35.549100,209.600000,145.624000,66.841900
9回目,36.024400,212.072000,144.647000,65.999900
10回目,35.311000,211.169000,147.057000,67.158200
11回目,35.337400,211.872000,146.627000,66.986000
12回目,35.883100,211.983000,145.112000,65.824300
13回目,35.504400,211.263000,147.260000,66.716400
14回目,35.068700,212.697000,147.319000,66.701200
15回目,35.861700,211.997000,145.622000,66.037600
16回目,35.159200,218.125000,147.254000,67.523300
17回目,35.648600,209.840000,146.143000,66.387600
18回目,36.107000,212.245000,145.933000,66.806600
19回目,35.784100,209.576000,147.176000,67.034600
20回目,35.837800,211.096000,146.595000,67.090000
21回目,35.258500,210.334000,145.058000,66.160800
22回目,35.676800,208.596000,147.123000,67.232100
23回目,35.546200,207.687000,146.401000,66.924000
24回目,35.249900,214.771000,146.280000,66.327500
25回目,35.585400,214.981000,146.146000,66.669400
26回目,35.381000,210.268000,147.510000,66.275900
27回目,35.462900,214.555000,145.922000,66.645200
28回目,34.780300,209.811000,147.381000,67.337600
29回目,36.227000,210.296000,147.300000,66.073200
30回目,35.880100,214.097000,145.441000,67.605200
31回目,35.260800,209.216000,145.452000,66.874000
32回目,35.531700,211.612000,144.910000,67.469000
33回目,35.953200,209.753000,147.119000,67.263600
34回目,36.041100,209.376000,146.561000,67.267300
35回目,35.712700,212.978000,146.998000,67.193400
36回目,35.154700,212.818000,146.209000,67.043700
37回目,35.958100,211.730000,146.268000,67.096700
38回目,35.838400,212.627000,145.258000,66.129300
39回目,35.983000,210.449000,146.553000,66.860600
40回目,35.766600,212.010000,146.871000,67.327100
41回目,35.652100,213.115000,147.344000,66.981400
42回目,36.436200,213.126000,146.427000,66.490500
43回目,35.745200,210.796000,146.905000,66.553800
44回目,35.570200,210.790000,146.988000,67.090500
45回目,35.419800,210.142000,147.573000,67.162400
46回目,35.247200,211.488000,144.590000,66.891100
47回目,35.479600,211.531000,146.201000,66.612700
48回目,35.273500,209.924000,146.905000,67.175500
49回目,35.784800,211.807000,144.912000,67.685700
50回目,35.974900,212.375000,146.557000,66.974000
51回目,35.805500,210.260000,146.500000,66.072400
52回目,35.769100,212.059000,146.725000,66.764800
53回目,36.031600,213.002000,145.340000,67.017100
54回目,35.528700,209.454000,145.630000,65.537100
55回目,35.388300,209.661000,145.200000,66.501600
56回目,35.079400,211.839000,145.974000,67.132700
57回目,35.266500,209.631000,146.775000,66.105600
58回目,35.831400,209.796000,145.343000,66.680500
59回目,35.790200,211.823000,146.497000,66.747500
60回目,35.486800,211.036000,146.734000,66.674200
61回目,35.342100,211.407000,146.145000,67.510400
62回目,35.628900,214.047000,146.799000,66.278200
63回目,36.298100,209.665000,146.777000,67.268000
64回目,35.473700,210.036000,146.889000,67.319200
65回目,35.463600,212.323000,145.371000,66.697600
66回目,36.702200,212.658000,146.769000,66.990600
67回目,35.332800,212.377000,147.383000,66.326400
68回目,35.778600,212.200000,144.942000,66.607500
69回目,36.630500,210.537000,146.448000,66.872400
70回目,35.882800,211.842000,144.334000,66.586900
71回目,36.072900,213.910000,146.612000,67.147200
72回目,35.589400,208.651000,144.137000,66.639300
73回目,35.756900,208.070000,146.591000,67.014700
74回目,36.164200,210.072000,147.083000,66.856000
75回目,35.936300,211.200000,145.718000,67.371200
76回目,36.544100,213.618000,147.238000,66.342200
77回目,35.859900,208.857000,144.870000,66.274200
78回目,36.101900,211.592000,145.853000,66.198500
79回目,36.191200,210.299000,144.426000,67.135000
80回目,35.164500,211.573000,147.576000,67.420400
81回目,35.633200,210.726000,147.011000,66.356300
82回目,35.720200,210.085000,144.332000,67.064500
83回目,35.079600,214.483000,146.861000,66.593200
84回目,35.981300,211.703000,144.562000,66.686300
85回目,35.855800,211.431000,147.314000,67.474000
86回目,35.922400,211.901000,146.291000,67.262400
87回目,35.805700,210.201000,147.589000,67.428000
88回目,36.456300,207.975000,146.643000,66.805200
89回目,35.818600,210.484000,146.955000,66.992500
90回目,35.597600,211.994000,145.742000,66.365000
91回目,35.642400,208.741000,146.859000,66.816600
92回目,35.634800,212.832000,147.053000,66.865700
93回目,35.752900,210.275000,145.929000,65.593300
94回目,35.703500,209.836000,146.099000,66.473900
95回目,35.760600,211.115000,146.489000,66.906200
96回目,35.218200,212.755000,146.557000,66.890100
97回目,35.968000,211.293000,146.892000,67.496100
98回目,35.949300,209.240000,146.319000,66.206100
99回目,34.926100,212.520000,145.924000,67.574300
100回目,35.845500,211.635000,147.037000,67.376900
101回目,34.892300,211.128000,146.326000,66.828000
102回目,35.954600,212.347000,146.749000,67.314800
103回目,35.365800,216.095000,146.782000,66.669200
104回目,35.561900,210.920000,145.513000,67.630500
105回目,35.381400,214.484000,147.341000,66.402200
106回目,36.096200,212.100000,146.594000,67.674800
107回目,35.755700,213.175000,146.225000,66.794900
108回目,36.835400,212.824000,147.134000,66.949100
109回目,35.117700,210.885000,146.115000,66.502800
110回目,35.160000,211.673000,144.484000,66.251700
111回目,35.986600,211.284000,146.761000,67.075200
112回目,35.856000,212.419000,147.024000,67.191400
113回目,35.305000,210.469000,148.124000,66.741000
114回目,35.649000,210.613000,146.704000,66.096300
115回目,35.990400,210.512000,145.836000,66.618900
116回目,35.880100,211.854000,146.530000,66.712200
117回目,35.936500,211.557000,146.964000,66.527900
118回目,36.157400,210.921000,147.347000,67.197000
119回目,34.979800,208.749000,145.537000,67.291900
120回目,35.307200,208.827000,146.097000,67.401700
121回目,35.585500,211.982000,146.902000,67.239900
122回目,35.670800,213.193000,145.161000,67.151600
123回目,35.813500,214.499000,146.790000,66.618100
124回目,35.633800,210.897000,147.024000,65.893400
125回目,35.808900,208.876000,147.366000,66.543800
126回目,36.157900,211.466000,145.623000,66.589900
127回目,35.748500,210.894000,146.512000,65.977700
128回目,35.817000,212.899000,146.779000,65.555000
129回目,35.816600,211.312000,145.675000,66.699200
130回目,35.395100,208.857000,147.655000,67.329600
131回目,35.584800,209.899000,146.828000,67.345300
132回目,35.358400,208.963000,146.254000,66.389200
133回目,35.870100,209.306000,145.231000,66.687000
134回目,35.371600,213.106000,146.406000,67.481800
135回目,36.134400,210.868000,144.066000,66.910300
136回目,35.881700,212.608000,146.645000,66.694000
137回目,36.003900,208.457000,147.606000,66.559300
138回目,35.675200,212.561000,145.872000,67.223500
139回目,35.448100,208.772000,145.221000,66.888700
140回目,35.883500,211.675000,147.404000,66.974400
141回目,35.341200,210.763000,144.621000,66.420800
142回目,35.789300,211.742000,146.740000,65.727900
143回目,34.970500,209.847000,147.255000,66.380900
144回目,35.867400,210.268000,146.851000,67.173700
145回目,36.628300,211.820000,146.482000,67.329100
146回目,36.472900,208.113000,147.160000,67.676500
147回目,35.289000,213.220000,147.232000,67.042700
148回目,35.447800,215.080000,144.839000,66.626800
149回目,35.395400,211.211000,145.976000,66.884800
150回目,35.896900,216.103000,148.004000,67.126500
151回目,37.203300,212.761000,145.899000,66.712700
152回目,35.556700,208.956000,147.308000,67.696900
153回目,35.360400,210.737000,147.025000,66.913900
154回目,35.750000,212.291000,145.129000,67.054800
155回目,35.210300,213.902000,146.644000,67.156900
156回目,35.311200,209.405000,147.000000,67.302600
157回目,36.268200,213.079000,145.766000,66.882300
158回目,35.447700,211.367000,146.846000,66.803500
159回目,35.633200,209.189000,146.747000,67.295200
160回目,35.626800,211.529000,147.149000,67.010300
161回目,35.452500,208.833000,147.682000,67.343300
162回目,35.691700,209.813000,146.624000,67.458200
163回目,35.390400,210.348000,146.972000,66.753700
164回目,35.509000,212.323000,145.764000,67.268100
165回目,35.803500,211.343000,145.320000,67.197300
166回目,35.923300,212.430000,147.140000,66.462400
167回目,35.727100,212.686000,145.425000,67.630700
168回目,35.581100,207.700000,147.777000,66.780200
169回目,36.048100,212.150000,146.843000,66.964700
170回目,35.688900,209.402000,146.571000,67.456700
171回目,35.678000,208.877000,144.788000,67.012000
172回目,36.109700,211.217000,146.167000,66.472100
173回目,35.411700,209.786000,147.230000,66.945900
174回目,35.334800,210.189000,147.890000,66.660300
175回目,35.457300,211.646000,146.328000,66.822000
176回目,35.646200,210.520000,146.617000,66.964100
177回目,35.675400,212.478000,147.092000,66.200800
178回目,35.441600,212.733000,145.111000,67.614400
179回目,35.529200,213.270000,146.920000,66.721100
180回目,35.413200,210.129000,144.601000,66.878400
181回目,35.020800,209.868000,146.757000,66.195500
182回目,35.651800,212.005000,147.122000,66.577400
183回目,35.603100,211.431000,146.883000,66.988600
184回目,36.476400,210.859000,146.150000,66.321700
185回目,35.300700,211.853000,145.528000,67.414800
186回目,35.310700,211.678000,146.199000,66.933600
187回目,35.997300,212.145000,146.597000,66.780800
188回目,36.094600,212.112000,145.820000,66.904800
189回目,35.818700,210.772000,146.924000,66.323100
190回目,35.303300,213.551000,147.550000,65.971100
191回目,35.426000,210.661000,145.754000,66.419200
192回目,35.897100,211.929000,146.258000,67.185300
193回目,35.741000,209.436000,146.533000,66.742300
194回目,35.321400,213.246000,146.583000,66.633700
195回目,35.581200,212.098000,145.891000,66.744100
196回目,36.385200,216.272000,147.035000,67.094900
197回目,35.868400,209.679000,146.816000,66.802900
198回目,35.975200,212.099000,146.741000,66.338500
199回目,35.692600,212.998000,146.549000,67.232300
200回目,36.018700,211.111000,145.789000,67.107100
201回目,35.370100,213.704000,147.174000,66.427200
202回目,35.886600,208.984000,146.931000,66.631800
203回目,35.950700,209.832000,146.247000,67.545100
204回目,35.685500,210.323000,146.997000,67.011800
205回目,35.314800,208.880000,146.904000,66.796000
206回目,35.677800,211.229000,146.362000,67.211800
207回目,35.642700,215.318000,147.124000,66.743300
208回目,35.871100,211.019000,147.436000,66.722000
209回目,35.638200,210.417000,145.940000,66.360000
210回目,35.905600,212.073000,147.609000,67.110100
211回目,35.044600,211.287000,155.459000,67.290100
212回目,35.949400,213.235000,162.920000,67.407000
213回目,35.125200,210.376000,166.569000,67.244800
214回目,36.077200,210.139000,161.231000,66.694500
215回目,35.164000,211.338000,157.675000,67.002500
216回目,35.722100,214.999000,157.499000,66.973600
217回目,35.567700,213.869000,156.065000,66.434400
218回目,35.442900,210.721000,154.067000,66.809900
219回目,34.799900,211.661000,154.964000,67.092200
220回目,35.725400,212.380000,153.626000,66.272800
221回目,35.842200,211.038000,162.070000,66.861100
222回目,35.910300,211.244000,158.718000,67.367300
223回目,35.699700,212.608000,153.007000,66.992900
224回目,36.055900,208.366000,150.943000,67.279400
225回目,35.269000,209.665000,156.921000,66.875500
226回目,35.797700,211.455000,153.250000,67.063600
227回目,35.550100,211.968000,151.987000,67.122500
228回目,35.545500,209.945000,154.856000,66.824000
229回目,35.368100,213.407000,154.695000,67.101300
230回目,35.106500,210.134000,151.947000,67.356900
231回目,36.038500,209.737000,151.929000,67.124700
232回目,36.148100,213.505000,154.485000,66.812000
233回目,36.086900,210.912000,157.672000,66.843800
234回目,35.539700,208.807000,154.477000,66.304000
235回目,35.952400,212.109000,169.841000,66.937000
236回目,35.748300,209.459000,155.460000,66.849100
237回目,36.308300,210.661000,154.350000,66.760200
238回目,35.634900,213.015000,154.529000,66.088200
239回目,35.488700,207.430000,156.564000,67.387100
240回目,36.450600,211.102000,156.854000,67.318000
241回目,36.018600,211.822000,151.991000,66.433100
242回目,35.973200,209.700000,150.961000,65.690300
243回目,35.647800,212.288000,154.591000,66.239200
244回目,35.549800,212.481000,148.420000,66.377800
245回目,35.038300,211.115000,149.408000,66.400600
246回目,34.966200,211.495000,148.903000,67.366600
247回目,35.301300,212.866000,149.443000,67.005400
248回目,35.540200,211.136000,148.244000,67.286100
249回目,35.404000,209.413000,147.998000,66.504200
