Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,6.057280,7.571600,7.215290,7.037140
2回目,6.317750,7.660670,6.769900,7.215290
3回目,6.502090,7.560470,7.366510,7.393440
4回目,6.317750,7.549090,7.419590,7.571600
5回目,6.342510,7.304360,7.419590,7.393440
6回目,6.158670,7.482520,6.769280,7.246890
7回目,6.366530,7.549090,7.169800,7.215290
8回目,5.700460,7.927910,7.629210,7.393440
9回目,6.479790,7.482520,7.215290,7.037140
10回目,6.057280,7.482520,7.353480,7.093290
11回目,6.502090,7.037130,7.560460,7.927910
12回目,6.479790,7.482520,7.304370,7.037140
13回目,6.893960,7.560470,7.537120,7.571600
14回目,5.700460,7.482520,7.037130,7.093290
15回目,6.158670,7.037130,6.948050,7.393440
16回目,6.366530,7.304360,7.125560,7.215290
17回目,6.057280,7.303930,7.629210,7.927910
18回目,6.057280,7.571590,7.366510,7.037140
19回目,5.790930,7.393390,7.353480,7.215290
20回目,6.317750,7.393390,7.560460,7.037140
21回目,5.700460,7.571600,6.985900,7.215290
22回目,6.502090,7.549090,7.036480,7.037140
23回目,6.366530,7.037130,7.629210,7.571600
24回目,6.412960,7.560470,7.571590,7.169800
25回目,6.158670,7.548540,7.215290,7.571600
26回目,6.893960,7.549090,7.560460,7.093290
27回目,6.366530,7.246890,7.215290,7.077880
28回目,6.412960,7.393450,7.927900,7.093290
29回目,6.158670,7.571600,7.571600,7.077880
30回目,5.790930,7.482520,7.215290,7.215290
31回目,6.412960,7.393450,7.215290,6.858980
32回目,5.700460,7.927910,7.304370,7.393440
33回目,6.502090,7.304360,7.629210,7.077880
34回目,6.342510,7.560470,7.215290,7.571600
35回目,6.317750,7.275400,7.185220,7.393440
36回目,6.342510,7.571600,7.469760,7.927910
37回目,6.479790,7.275400,7.571600,7.246890
38回目,6.366530,7.560470,7.560460,7.246890
39回目,6.158670,7.618480,7.629340,6.858980
40回目,6.342510,7.153980,6.947430,7.304370
41回目,5.790930,7.482520,7.560460,7.246890
42回目,6.317750,7.304360,7.629210,7.077880
43回目,6.317750,7.927910,6.947710,7.246890
44回目,6.057280,7.153980,6.985880,7.304370
45回目,6.342510,7.571590,7.110430,7.393440
46回目,6.366530,7.660670,7.560460,7.304370
47回目,6.479790,7.571590,7.481850,7.927910
48回目,6.479790,7.549090,7.200310,7.093290
49回目,6.502090,7.275400,7.393440,7.215290
50回目,6.158670,7.303930,6.769900,6.858980
51回目,5.700460,7.153980,6.858980,7.304370
52回目,6.893960,7.927910,7.560460,7.393440
53回目,6.366530,7.571590,7.037130,7.246890
54回目,6.317750,7.560470,7.215290,7.304370
55回目,6.502090,7.275400,7.482520,7.215290
56回目,6.158670,7.303930,7.393440,7.304370
57回目,6.366530,7.560470,7.366510,7.571600
58回目,6.317750,7.549090,7.261560,7.246890
59回目,6.366530,7.927910,8.185760,7.304370
60回目,6.502090,7.482520,7.353280,7.246890
61回目,6.412960,7.482520,7.215290,7.077880
62回目,6.412960,7.927910,6.769280,7.093290
63回目,6.057280,7.275400,6.948060,7.927910
64回目,6.158670,7.571600,7.419590,7.246890
65回目,6.366530,7.037130,7.304370,7.215290
66回目,6.502090,7.393450,6.591740,7.037140
67回目,6.158670,7.393390,7.215290,7.215290
68回目,6.366530,7.618480,7.927900,7.093290
69回目,6.412960,7.153980,7.537310,7.215290
70回目,6.317750,7.246890,7.246660,7.927910
71回目,6.317750,7.304360,7.215290,7.927910
72回目,6.479790,7.927910,7.367130,7.393440
73回目,6.158670,7.548540,6.730510,7.571600
74回目,6.057280,7.037130,7.560460,7.169800
75回目,6.479790,7.571590,7.276230,7.571600
76回目,6.502090,7.560470,7.560460,7.169800
77回目,5.700460,7.549090,7.629210,7.571600
78回目,6.342510,7.560470,7.215290,7.927910
79回目,6.342510,7.304360,6.985880,6.858980
80回目,6.893960,7.482520,7.257230,7.571600
81回目,6.502090,7.549090,7.366510,7.169800
82回目,6.479790,7.571600,7.927900,7.037140
83回目,6.342510,7.430810,7.215280,7.215290
84回目,5.700460,7.482520,7.419590,7.571600
85回目,5.700460,7.482520,7.366510,7.304370
86回目,6.479790,7.393450,7.640050,7.077880
87回目,6.317750,7.482520,7.215290,7.246890
88回目,6.158670,7.037130,6.948050,7.393440
89回目,6.158670,7.549090,7.126210,7.304370
90回目,6.479790,7.560470,7.629210,7.571600
91回目,6.479790,7.304360,7.366510,7.927910
92回目,6.366530,7.549090,7.215290,7.393440
93回目,6.342510,7.571600,7.393440,7.571600
94回目,6.057280,7.482520,6.985880,7.037140
95回目,5.790930,7.560470,7.749760,7.169800
96回目,6.317750,7.482520,7.126210,7.077880
97回目,6.412960,7.393390,6.680820,7.037140
98回目,6.057280,7.304360,7.560460,7.093290
99回目,6.502090,7.618480,7.445500,7.927910
100回目,6.366530,7.571590,6.985880,7.215290
101回目,6.479790,7.482520,7.275750,7.571600
102回目,6.412960,7.430810,7.629210,7.037140
103回目,5.790930,7.560470,7.482520,7.215290
104回目,5.790930,7.571600,7.560460,7.093290
105回目,6.057280,7.549090,7.169210,7.077880
106回目,6.502090,7.571600,6.948050,7.571600
107回目,5.700460,7.927910,6.985880,7.215290
108回目,6.057280,7.393390,7.393450,6.858980
109回目,6.502090,7.660670,7.629150,7.077880
110回目,6.479790,7.482520,7.037130,7.077880
111回目,6.057280,7.482520,6.858980,7.215290
112回目,6.317750,7.660670,7.482520,7.037140
113回目,6.317750,7.037130,7.419590,7.927910
114回目,6.057280,7.549090,7.560460,7.037140
115回目,6.502090,7.037130,6.985950,7.393440
116回目,6.502090,7.571590,6.729640,7.393440
117回目,5.700460,7.303930,7.094320,7.246890
118回目,6.502090,7.927910,7.153900,7.077880
119回目,6.317750,7.571590,6.948050,7.571600
120回目,6.366530,7.246890,7.125350,7.037140
121回目,5.700460,7.037130,7.419590,7.037140
122回目,6.893960,7.153980,6.929780,7.215290
123回目,6.057280,7.927910,7.276230,7.304370
124回目,6.479790,7.304360,7.215290,7.215290
125回目,5.700460,7.020420,6.892980,7.037140
126回目,6.342510,7.560470,6.769890,7.246890
127回目,5.790930,7.571590,7.169390,7.037140
128回目,6.342510,7.275400,7.659970,7.393440
129回目,6.317750,7.571590,7.215280,7.304370
130回目,6.158670,7.560470,7.215290,7.037140
131回目,6.342510,7.571590,7.185220,7.037140
132回目,5.790930,7.037130,7.560460,7.304370
133回目,5.700460,7.037130,7.419590,7.927910
134回目,6.057280,7.482520,7.276230,7.037140
135回目,6.366530,7.571590,7.927900,7.393440
136回目,5.790930,7.549090,7.215290,7.571600
137回目,5.700460,7.571590,7.571600,6.858980
138回目,6.158670,7.549090,7.215290,7.393440
139回目,6.158670,7.393450,6.985880,7.246890
140回目,6.057280,7.549090,7.126210,7.571600
141回目,6.893960,7.571590,6.947420,7.304370
142回目,6.317750,7.571600,7.169740,7.037140
143回目,6.366530,7.549090,7.481830,7.304370
144回目,6.342510,7.303930,7.560460,7.037140
145回目,6.366530,7.571600,7.537320,7.393440
146回目,5.700460,7.927910,7.215290,7.093290
147回目,6.158670,7.560470,7.126210,6.858980
148回目,6.366530,7.275400,7.215290,7.393440
149回目,6.158670,7.549090,7.537430,7.093290
150回目,6.158670,7.275400,7.549090,7.169800
151回目,6.366530,7.571590,6.858980,7.304370
152回目,6.412960,7.304360,7.419590,7.571600
153回目,6.057280,7.571600,6.858360,7.393440
154回目,5.700460,7.275400,7.169730,7.246890
155回目,6.412960,7.571600,7.629210,6.858980
156回目,6.893960,7.246890,7.215290,7.215290
157回目,6.057280,7.275400,7.036470,7.093290
158回目,5.790930,7.304360,7.037140,7.571600
159回目,6.479790,7.549090,7.304370,7.246890
160回目,6.342510,7.571600,7.077780,6.858980
161回目,6.057280,7.549090,7.215290,7.093290
162回目,6.479790,7.303930,7.927900,7.093290
163回目,5.700460,7.660670,6.591740,6.858980
164回目,6.342510,7.303930,7.927900,6.858980
165回目,5.790930,7.927910,7.215290,7.215290
166回目,6.479790,7.303930,7.571600,7.927910
167回目,6.893960,7.037130,6.968040,7.037140
168回目,6.057280,7.303930,7.560460,7.393440
169回目,6.057280,7.020420,7.927900,7.393440
170回目,5.790930,7.482520,7.571600,7.927910
171回目,5.790930,7.303930,7.570920,7.077880
172回目,6.893960,7.482520,6.947410,7.246890
173回目,6.158670,7.549090,7.215290,7.304370
174回目,6.317750,7.303930,7.560460,6.858980
175回目,6.366530,7.560470,6.948050,7.077880
176回目,6.366530,7.571590,6.948050,7.246890
177回目,5.790930,7.571590,7.927900,7.246890
178回目,6.342510,7.618480,6.985960,7.571600
179回目,6.366530,7.571600,7.560460,7.037140
180回目,6.342510,7.571600,7.393440,6.858980
181回目,6.158670,7.393450,6.948050,7.393440
182回目,6.342510,7.304360,6.967520,7.927910
183回目,6.317750,7.660670,7.126210,7.215290
184回目,6.057280,7.571600,7.366510,7.093290
185回目,6.317750,7.482520,7.002800,7.037140
186回目,5.790930,7.303930,7.660670,7.393440
187回目,6.057280,7.304360,7.304370,6.858980
188回目,6.366530,7.304360,7.366510,7.215290
189回目,6.479790,7.482520,7.037140,7.037140
190回目,6.412960,7.037130,7.560460,7.393440
191回目,6.342510,7.549090,7.445460,7.246890
192回目,5.700460,7.393450,7.560460,7.571600
193回目,6.057280,7.482520,7.037130,7.077880
194回目,5.790930,7.275400,7.366510,7.571600
195回目,6.479790,7.393390,7.419590,7.304370
196回目,5.790930,7.560470,6.985880,7.571600
197回目,6.412960,7.304360,7.215290,7.246890
198回目,6.502090,7.303930,7.169570,7.093290
199回目,6.502090,7.927910,7.482520,7.571600
200回目,6.366530,7.571590,7.215290,6.858980
201回目,6.412960,7.393450,7.537480,7.077880
202回目,6.479790,7.037130,7.037140,6.858980
203回目,6.502090,7.482520,7.560460,7.304370
204回目,5.790930,7.275400,7.125560,7.215290
205回目,6.412960,7.927910,7.482520,7.571600
206回目,6.158670,7.303930,6.948050,7.215290
207回目,6.366530,7.482520,6.948050,7.037140
208回目,5.700460,7.927910,7.125560,7.169800
209回目,6.057280,7.482520,7.393450,7.037140
210回目,6.479790,7.393450,7.927900,7.571600
211回目,6.342510,7.571590,7.749760,7.093290
212回目,6.158670,7.618480,7.560460,7.169800
213回目,6.057280,7.549090,6.985880,7.571600
214回目,6.502090,7.927910,7.125560,7.571600
215回目,5.700460,7.303930,7.366510,7.215290
216回目,6.158670,7.927910,7.215280,7.571600
217回目,6.317750,7.430810,7.927900,7.093290
218回目,6.412960,7.037130,7.215290,7.246890
219回目,6.158670,7.571600,7.214640,7.304370
220回目,6.317750,7.571590,7.003200,7.304370
221回目,6.479790,7.571600,7.109790,7.571600
222回目,6.342510,7.571590,7.304370,7.246890
223回目,6.317750,7.549090,7.353570,7.393440
224回目,6.057280,7.927910,7.560460,7.093290
225回目,6.158670,7.549090,7.094330,7.571600
226回目,6.412960,7.549090,7.419590,7.304370
227回目,5.700460,7.482520,6.948050,7.571600
228回目,6.893960,7.304360,7.215290,7.571600
229回目,6.057280,7.020420,7.215290,7.927910
230回目,6.479790,7.304360,6.985880,7.571600
231回目,5.790930,7.037130,6.948050,7.571600
232回目,5.700460,7.927910,6.948050,7.304370
233回目,6.057280,7.549090,7.339790,7.077880
234回目,5.700460,7.304360,7.366510,7.393440
235回目,6.412960,7.571600,7.215290,7.093290
236回目,6.479790,7.571600,7.927900,7.393440
237回目,6.893960,7.549090,7.629210,7.077880
238回目,6.502090,7.153980,7.392770,7.571600
239回目,6.057280,7.246890,7.419590,7.077880
240回目,6.366530,7.927910,7.393440,7.169800
241回目,6.158670,7.549090,6.948060,7.571600
242回目,6.158670,7.618480,7.126210,7.169800
243回目,6.342510,7.549090,7.419590,7.037140
244回目,6.479790,7.304360,7.458060,7.927910
245回目,6.057280,7.549090,6.709930,7.169800
246回目,6.479790,7.571600,7.380450,7.927910
247回目,6.479790,7.571590,7.037130,7.304370
248回目,6.366530,7.482520,7.560460,7.077880
249回目,6.893960,7.560470,7.749760,7.304370
250回目,5.790930,7.303930,7.537480,7.215290
