Memory,GPSR,NGPSR,NPGPSR,NDGPSR
65回目,77064.000000,78436.000000,139132.000000,103628.000000
66回目,77224.000000,78316.000000,139092.000000,103336.000000
67回目,77172.000000,78068.000000,138788.000000,103628.000000
68回目,76908.000000,78152.000000,138636.000000,103396.000000
69回目,77220.000000,78112.000000,138940.000000,103340.000000
70回目,77052.000000,78440.000000,138736.000000,103376.000000
71回目,77144.000000,77916.000000,138432.000000,103532.000000
72回目,77112.000000,77888.000000,139076.000000,103228.000000
73回目,77124.000000,78336.000000,138872.000000,103632.000000
74回目,77168.000000,77648.000000,138956.000000,103360.000000
75回目,77212.000000,77956.000000,138368.000000,103636.000000
76回目,76928.000000,78120.000000,139012.000000,103392.000000
77回目,77144.000000,77832.000000,138980.000000,103528.000000
78回目,77292.000000,78424.000000,138736.000000,103228.000000
79回目,77244.000000,77832.000000,138844.000000,103528.000000
80回目,76636.000000,78264.000000,138904.000000,103380.000000
81回目,77216.000000,78228.000000,139008.000000,102872.000000
82回目,77180.000000,78352.000000,139068.000000,103164.000000
83回目,76804.000000,78152.000000,139060.000000,103484.000000
84回目,77220.000000,78296.000000,138616.000000,103624.000000
85回目,77120.000000,77884.000000,139136.000000,103540.000000
86回目,76756.000000,78244.000000,138996.000000,103516.000000
87回目,77328.000000,78124.000000,138924.000000,103516.000000
88回目,76928.000000,78320.000000,138828.000000,103284.000000
89回目,76964.000000,78228.000000,138552.000000,103628.000000
90回目,77272.000000,78216.000000,138712.000000,103180.000000
91回目,76868.000000,77916.000000,138668.000000,103084.000000
92回目,77124.000000,78040.000000,138700.000000,103512.000000
93回目,77220.000000,77944.000000,138756.000000,103276.000000
94回目,77320.000000,78340.000000,138860.000000,103524.000000
95回目,77216.000000,77976.000000,138456.000000,103628.000000
96回目,77248.000000,77912.000000,138856.000000,103516.000000
97回目,76636.000000,78160.000000,138624.000000,103188.000000
98回目,77152.000000,78184.000000,139116.000000,103440.000000
99回目,76808.000000,78208.000000,139044.000000,103248.000000
100回目,76648.000000,77864.000000,139136.000000,103340.000000
101回目,76632.000000,77952.000000,138324.000000,103544.000000
102回目,77132.000000,77896.000000,138796.000000,103204.000000
103回目,77092.000000,78184.000000,138812.000000,103304.000000
104回目,77216.000000,78356.000000,138988.000000,103108.000000
105回目,77132.000000,78304.000000,139044.000000,103508.000000
106回目,77160.000000,78280.000000,138960.000000,103632.000000
107回目,77132.000000,78260.000000,138836.000000,103516.000000
108回目,77212.000000,78096.000000,139076.000000,103624.000000
109回目,76920.000000,77828.000000,139128.000000,102872.000000
110回目,77236.000000,78264.000000,139100.000000,103292.000000
111回目,76796.000000,78204.000000,138620.000000,103632.000000
112回目,76900.000000,77648.000000,139256.000000,103428.000000
113回目,76904.000000,78120.000000,138912.000000,103488.000000
114回目,76628.000000,78072.000000,138840.000000,103488.000000
115回目,77224.000000,78416.000000,139092.000000,103148.000000
116回目,77184.000000,77832.000000,139200.000000,103204.000000
117回目,76976.000000,78152.000000,138992.000000,103264.000000
118回目,76948.000000,78232.000000,139080.000000,103396.000000
119回目,76808.000000,78148.000000,138644.000000,103164.000000
120回目,77156.000000,77868.000000,138804.000000,103532.000000
121回目,76904.000000,78264.000000,138696.000000,103184.000000
122回目,77328.000000,78280.000000,139132.000000,103628.000000
123回目,76816.000000,78236.000000,138844.000000,103204.000000
124回目,76660.000000,78072.000000,138528.000000,103532.000000
125回目,76612.000000,78236.000000,139172.000000,103524.000000
126回目,77140.000000,78104.000000,138788.000000,103184.000000
127回目,77000.000000,78280.000000,138872.000000,103052.000000
128回目,77024.000000,78228.000000,139020.000000,103180.000000
129回目,77104.000000,77868.000000,139192.000000,103536.000000
130回目,76908.000000,78308.000000,139108.000000,103428.000000
131回目,76960.000000,77788.000000,138916.000000,103392.000000
132回目,76640.000000,77868.000000,138992.000000,103156.000000
133回目,77112.000000,77952.000000,138740.000000,103264.000000
134回目,77132.000000,77860.000000,139020.000000,103296.000000
135回目,77304.000000,78040.000000,139136.000000,103100.000000
136回目,77120.000000,78224.000000,139312.000000,102876.000000
137回目,77000.000000,78352.000000,139108.000000,103520.000000
138回目,77192.000000,77952.000000,139060.000000,102848.000000
139回目,77168.000000,78224.000000,139112.000000,103104.000000
140回目,76932.000000,78432.000000,139064.000000,102872.000000
141回目,76904.000000,77972.000000,138632.000000,103508.000000
142回目,77324.000000,78180.000000,138964.000000,103204.000000
143回目,76908.000000,78224.000000,138712.000000,103472.000000
144回目,76888.000000,78120.000000,139220.000000,103392.000000
145回目,77244.000000,78216.000000,138840.000000,103588.000000
146回目,77164.000000,78340.000000,138880.000000,103156.000000
147回目,76780.000000,78160.000000,138760.000000,103140.000000
148回目,76940.000000,78352.000000,138732.000000,103620.000000
149回目,77200.000000,77972.000000,138888.000000,103656.000000
150回目,76964.000000,78412.000000,139076.000000,103428.000000
151回目,77148.000000,78120.000000,139056.000000,103216.000000
152回目,76884.000000,78196.000000,138772.000000,103364.000000
153回目,76808.000000,78236.000000,138772.000000,103532.000000
154回目,76844.000000,78200.000000,139008.000000,103356.000000
155回目,76880.000000,78200.000000,139036.000000,103308.000000
156回目,76780.000000,78064.000000,139248.000000,103100.000000
157回目,76988.000000,77840.000000,139036.000000,103296.000000
158回目,77156.000000,78164.000000,138800.000000,103340.000000
159回目,77188.000000,77912.000000,139224.000000,103428.000000
160回目,77192.000000,77928.000000,139076.000000,103148.000000
161回目,77152.000000,78420.000000,138624.000000,103516.000000
162回目,76660.000000,77936.000000,138788.000000,103516.000000
163回目,76908.000000,78232.000000,138812.000000,103364.000000
164回目,76656.000000,78196.000000,139032.000000,103508.000000
165回目,76784.000000,77844.000000,139004.000000,103420.000000
166回目,77112.000000,78236.000000,139168.000000,102848.000000
167回目,76960.000000,77928.000000,138648.000000,103532.000000
168回目,76932.000000,77828.000000,138824.000000,103528.000000
169回目,77148.000000,77924.000000,138680.000000,103140.000000
170回目,76816.000000,77888.000000,139304.000000,103204.000000
171回目,76908.000000,77824.000000,138464.000000,103344.000000
172回目,76904.000000,78100.000000,139096.000000,103144.000000
173回目,76608.000000,78004.000000,138736.000000,103184.000000
174回目,77328.000000,78124.000000,138628.000000,103516.000000
175回目,76956.000000,78264.000000,138952.000000,103132.000000
176回目,76956.000000,78096.000000,138440.000000,103396.000000
177回目,77112.000000,78068.000000,138888.000000,103532.000000
178回目,77024.000000,78136.000000,139096.000000,103300.000000
179回目,77336.000000,78100.000000,138928.000000,103428.000000
180回目,76628.000000,78224.000000,138828.000000,103424.000000
181回目,77128.000000,78436.000000,138460.000000,103480.000000
182回目,77380.000000,78116.000000,138724.000000,103200.000000
183回目,77212.000000,78184.000000,139172.000000,103472.000000
184回目,77236.000000,78228.000000,138688.000000,103164.000000
185回目,77000.000000,78136.000000,138996.000000,103628.000000
186回目,77044.000000,77828.000000,138764.000000,103376.000000
187回目,76932.000000,78200.000000,138856.000000,102848.000000
188回目,77168.000000,78196.000000,139096.000000,103268.000000
189回目,76628.000000,78424.000000,138988.000000,103288.000000
190回目,76632.000000,78248.000000,138928.000000,103508.000000
191回目,76812.000000,78320.000000,139268.000000,103392.000000
192回目,77128.000000,78168.000000,138792.000000,102848.000000
193回目,76924.000000,77920.000000,138776.000000,103344.000000
194回目,77352.000000,77816.000000,138748.000000,103276.000000
195回目,77020.000000,78236.000000,139276.000000,103056.000000
196回目,77128.000000,77772.000000,138892.000000,103420.000000
197回目,77184.000000,77824.000000,139044.000000,102872.000000
198回目,77156.000000,77948.000000,138816.000000,103396.000000
199回目,77320.000000,78296.000000,139004.000000,103396.000000
200回目,77160.000000,78096.000000,139116.000000,103456.000000
201回目,77140.000000,78092.000000,139104.000000,103540.000000
202回目,77136.000000,77872.000000,139044.000000,103544.000000
203回目,77240.000000,78116.000000,139072.000000,103296.000000
204回目,76984.000000,78392.000000,138732.000000,103628.000000
205回目,77308.000000,78416.000000,138876.000000,103252.000000
206回目,77168.000000,78008.000000,138736.000000,103212.000000
207回目,77372.000000,77912.000000,139168.000000,102744.000000
208回目,76904.000000,77980.000000,138932.000000,103516.000000
209回目,77064.000000,78244.000000,138588.000000,103504.000000
210回目,76924.000000,78224.000000,138936.000000,103392.000000
211回目,76632.000000,78324.000000,139032.000000,103300.000000
212回目,77032.000000,78420.000000,139108.000000,103272.000000
213回目,77320.000000,78220.000000,139248.000000,103532.000000
214回目,76944.000000,78352.000000,139052.000000,103364.000000
215回目,77336.000000,78304.000000,138624.000000,103528.000000
216回目,76884.000000,78340.000000,139120.000000,103344.000000
217回目,77244.000000,78220.000000,138844.000000,103252.000000
218回目,76900.000000,78432.000000,138740.000000,103424.000000
219回目,76612.000000,77892.000000,138868.000000,103404.000000
220回目,76892.000000,78240.000000,138924.000000,103528.000000
221回目,76884.000000,77836.000000,139084.000000,103212.000000
222回目,76928.000000,78064.000000,138708.000000,103180.000000
223回目,77060.000000,78060.000000,138852.000000,103156.000000
224回目,77252.000000,77876.000000,139072.000000,103552.000000
225回目,77032.000000,77984.000000,139148.000000,103432.000000
226回目,77200.000000,78160.000000,138572.000000,103532.000000
227回目,76840.000000,78356.000000,138940.000000,103260.000000
228回目,77216.000000,78196.000000,138776.000000,102844.000000
229回目,76916.000000,77976.000000,138644.000000,102864.000000
230回目,77352.000000,78120.000000,138664.000000,103516.000000
231回目,77124.000000,78112.000000,138840.000000,103532.000000
232回目,77108.000000,77988.000000,138592.000000,103624.000000
233回目,77212.000000,78296.000000,138840.000000,103268.000000
234回目,76964.000000,78320.000000,139012.000000,103632.000000
235回目,76912.000000,77908.000000,139036.000000,103628.000000
236回目,76720.000000,77980.000000,138940.000000,103520.000000
237回目,77128.000000,77912.000000,139016.000000,103200.000000
238回目,76916.000000,78148.000000,139328.000000,103392.000000
239回目,77116.000000,78212.000000,138628.000000,103168.000000
240回目,77100.000000,77916.000000,138996.000000,103432.000000
241回目,77128.000000,77932.000000,139324.000000,103516.000000
242回目,76912.000000,77900.000000,139056.000000,103176.000000
243回目,76660.000000,78100.000000,138816.000000,103292.000000
244回目,76908.000000,78400.000000,138588.000000,103176.000000
245回目,77244.000000,77944.000000,138864.000000,102876.000000
246回目,76656.000000,78196.000000,138760.000000,103380.000000
247回目,76628.000000,77980.000000,139128.000000,103532.000000
248回目,76932.000000,78428.000000,138616.000000,103504.000000
249回目,76608.000000,78316.000000,138652.000000,103276.000000
250回目,76780.000000,78116.000000,139132.000000,103404.000000
