PDR,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,47.983900,88.779600,85.937900,0.000000
2回目,51.209700,90.429400,91.201300,0.000000
3回目,47.983900,80.241200,86.725400,0.000000
4回目,46.774200,90.008000,89.200700,0.000000
5回目,47.983900,87.586200,87.165400,0.000000
6回目,47.983900,87.165400,88.393500,0.000000
7回目,49.596800,85.954800,79.917400,0.000000
8回目,49.596800,90.008000,85.585000,0.000000
9回目,46.371000,90.008000,87.972500,0.000000
10回目,49.193500,88.797100,89.972500,0.000000
11回目,46.371000,89.604300,79.125700,0.000000
12回目,47.983900,89.639700,88.751700,0.000000
13回目,47.983900,90.429400,88.358600,0.000000
14回目,47.177400,89.218300,85.971700,0.000000
15回目,47.983900,91.622400,86.779000,0.000000
16回目,49.596800,89.218300,87.182600,0.000000
17回目,48.178100,87.217000,87.941200,0.000000
18回目,49.193500,90.008000,88.346400,0.000000
19回目,46.371000,89.604300,78.318300,0.000000
20回目,47.983900,90.429400,87.551700,0.000000
21回目,49.596800,88.779600,87.989800,0.000000
22回目,47.983900,90.429400,88.393500,0.000000
23回目,49.596800,87.586200,85.971700,0.000000
24回目,51.209700,90.429400,87.603500,0.000000
25回目,47.983900,88.797100,89.183100,0.000000
26回目,47.983900,80.724600,89.156900,0.000000
27回目,47.983900,91.622400,86.744800,0.000000
28回目,47.983900,90.008000,87.972500,0.000000
29回目,48.178100,88.007200,87.535900,0.000000
30回目,47.983900,89.218300,87.165400,0.000000
31回目,47.983900,89.604300,88.751700,0.000000
32回目,47.983900,90.008000,89.967500,0.000000
33回目,49.193500,90.815200,79.513800,0.000000
34回目,47.983900,88.007200,87.165400,0.000000
35回目,49.596800,86.375300,88.393500,0.000000
36回目,51.209700,88.779600,88.393500,0.000000
37回目,49.596800,89.639700,79.917400,0.000000
38回目,47.983900,88.797100,88.358600,0.000000
39回目,47.983900,89.218300,89.200700,0.000000
40回目,47.983900,90.429400,79.917400,0.000000
41回目,47.983900,88.779600,88.376000,0.000000
42回目,47.983900,80.241200,86.779000,0.000000
43回目,47.983900,89.639700,90.815200,0.000000
44回目,46.371000,90.411600,86.779000,0.000000
45回目,47.983900,87.586200,85.988700,0.000000
46回目,47.983900,89.639700,87.182600,0.000000
47回目,49.596800,89.639700,86.358300,0.000000
48回目,47.983900,87.165400,89.569000,0.000000
49回目,47.983900,88.779600,86.320100,0.000000
50回目,46.774200,87.217000,89.967500,0.000000
51回目,47.177400,80.241200,85.971700,0.000000
52回目,46.774200,87.165400,76.284800,0.000000
53回目,47.983900,89.218300,79.125700,0.000000
54回目,47.177400,90.008000,85.971700,0.000000
55回目,48.178100,81.457000,87.586200,0.000000
56回目,47.177400,90.008000,87.989800,0.000000
57回目,47.983900,80.241200,88.779600,0.000000
58回目,49.193500,88.797100,77.092000,0.000000
59回目,47.983900,88.779600,89.183100,0.000000
60回目,49.596800,90.008000,85.971700,0.000000
61回目,49.596800,89.604300,85.971700,0.000000
62回目,51.209700,89.218300,85.971700,0.000000
63回目,47.983900,86.375300,87.130700,0.000000
64回目,49.596800,90.429400,85.971700,0.000000
65回目,46.774200,90.008000,88.358600,0.000000
66回目,47.177400,87.165400,87.955200,0.000000
67回目,46.774200,90.429400,86.392400,0.000000
68回目,49.596800,91.622400,86.779000,0.000000
69回目,47.983900,90.429400,79.851800,0.000000
70回目,49.596800,87.165400,79.917400,0.000000
71回目,47.983900,88.779600,86.779000,0.000000
72回目,51.209700,89.218300,87.182600,0.000000
73回目,46.371000,90.008000,87.972500,0.000000
74回目,47.177400,80.724600,86.375300,0.000000
75回目,47.983900,90.815200,87.165400,0.000000
76回目,46.774200,80.241200,88.376000,0.000000
77回目,49.596800,90.008000,87.130700,0.000000
78回目,46.371000,87.182600,88.007200,0.000000
79回目,46.774200,88.797100,88.346400,0.000000
80回目,47.177400,87.217000,86.779000,0.000000
81回目,47.177400,87.586200,89.604300,0.000000
82回目,51.209700,90.815200,88.797100,0.000000
83回目,46.371000,89.604300,88.376000,0.000000
84回目,47.983900,88.410900,91.622400,0.000000
85回目,51.209700,90.429400,87.586200,0.000000
86回目,51.209700,90.815200,87.989800,0.000000
87回目,46.774200,89.604300,90.008000,0.000000
88回目,47.983900,85.954800,87.182600,0.000000
89回目,48.178100,89.218300,87.165400,0.000000
90回目,49.193500,90.411600,87.586200,0.000000
91回目,47.177400,89.639700,85.164500,0.000000
92回目,51.209700,80.241200,85.954800,0.000000
93回目,47.983900,89.218300,88.393500,0.000000
94回目,48.178100,89.604300,87.586200,0.000000
95回目,47.983900,90.815200,79.917400,0.000000
96回目,47.983900,88.779600,87.586200,0.000000
97回目,48.178100,87.182600,88.358600,0.000000
98回目,48.178100,88.797100,87.586200,0.000000
99回目,49.193500,89.604300,85.568100,0.000000
100回目,49.596800,81.457000,85.509600,0.000000
101回目,51.209700,89.639700,87.165400,0.000000
102回目,49.193500,88.779600,81.935500,0.000000
103回目,46.774200,90.429400,90.411600,0.000000
104回目,46.774200,88.779600,79.513800,0.000000
105回目,49.596800,87.586200,85.988700,0.000000
106回目,47.983900,87.586200,89.200700,0.000000
107回目,46.371000,80.241200,89.604300,0.000000
108回目,47.983900,89.218300,86.779000,0.000000
109回目,49.193500,89.639700,88.007200,0.000000
110回目,47.983900,90.815200,85.585000,0.000000
111回目,47.983900,89.218300,89.569000,0.000000
112回目,46.371000,91.622400,87.955200,0.000000
113回目,47.177400,87.165400,79.917400,0.000000
