HopNum,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,1.957980,2.318180,2.309860,0.000000
2回目,1.960630,2.303570,2.293330,0.000000
3回目,1.957980,2.212120,2.280370,0.000000
4回目,1.931030,2.300450,2.321270,0.000000
5回目,1.957980,2.299540,2.305560,0.000000
6回目,1.957980,2.319440,2.283110,0.000000
7回目,1.967480,2.291080,2.217170,0.000000
8回目,1.967480,2.300450,2.278300,0.000000
9回目,1.939130,2.300450,2.252290,0.000000
10回目,1.950820,2.290910,2.331840,0.000000
11回目,1.939130,2.301800,2.234690,0.000000
12回目,1.957980,2.310810,2.301370,0.000000
13回目,1.966390,2.303570,2.287670,0.000000
14回目,1.931620,2.312220,2.291080,0.000000
15回目,1.966390,2.299560,2.316280,0.000000
16回目,1.967480,2.312220,2.296300,0.000000
17回目,1.932770,2.296300,2.290320,0.000000
18回目,1.950820,2.300450,2.293580,0.000000
19回目,1.939130,2.301800,2.190720,0.000000
20回目,1.957980,2.303570,2.294930,0.000000
21回目,1.967480,2.318180,2.293580,0.000000
22回目,1.957980,2.281250,2.278540,0.000000
23回目,1.967480,2.299540,2.300470,0.000000
24回目,1.960630,2.303570,2.299540,0.000000
25回目,1.957980,2.290910,2.294120,0.000000
26回目,1.957980,2.210000,2.277270,0.000000
27回目,1.957980,2.299560,2.260470,0.000000
28回目,1.957980,2.300450,2.288990,0.000000
29回目,1.932770,2.293580,2.296300,0.000000
30回目,1.957980,2.312220,2.296300,0.000000
31回目,1.957980,2.301800,2.283110,0.000000
32回目,1.957980,2.300450,2.292790,0.000000
33回目,1.950820,2.320000,2.218270,0.000000
34回目,1.957980,2.293580,2.296300,0.000000
35回目,1.967480,2.275700,2.319630,0.000000
36回目,1.960630,2.318180,2.292240,0.000000
37回目,1.967480,2.310810,2.222220,0.000000
38回目,1.957980,2.290910,2.287670,0.000000
39回目,1.957980,2.312220,2.285070,0.000000
40回目,1.957980,2.303570,2.222220,0.000000
41回目,1.957980,2.318180,2.301370,0.000000
42回目,1.957980,2.212120,2.325580,0.000000
43回目,1.966390,2.310810,2.297780,0.000000
44回目,1.939130,2.285710,2.325580,0.000000
45回目,1.957980,2.299540,2.281690,0.000000
46回目,1.966390,2.310810,2.291670,0.000000
47回目,1.967480,2.310810,2.294390,0.000000
48回目,1.966390,2.319440,2.319820,0.000000
49回目,1.957980,2.318180,2.291080,0.000000
50回目,1.931030,2.296300,2.288290,0.000000
51回目,1.931620,2.212120,2.314550,0.000000
52回目,1.931030,2.319440,2.216930,0.000000
53回目,1.966390,2.312220,2.214290,0.000000
54回目,1.931620,2.300450,2.291080,0.000000
55回目,1.932770,2.208960,2.294930,0.000000
56回目,1.931620,2.300450,2.293580,0.000000
57回目,1.966390,2.212120,2.313640,0.000000
58回目,1.950820,2.290910,2.204190,0.000000
59回目,1.957980,2.318180,2.321270,0.000000
60回目,1.967480,2.300450,2.300470,0.000000
61回目,1.967480,2.301800,2.300470,0.000000
62回目,1.960630,2.312220,2.319250,0.000000
63回目,1.957980,2.275700,2.293020,0.000000
64回目,1.967480,2.303570,2.338030,0.000000
65回目,1.931030,2.300450,2.287670,0.000000
66回目,1.931620,2.319440,2.293580,0.000000
67回目,1.931030,2.303570,2.294390,0.000000
68回目,1.967480,2.299560,2.288370,0.000000
69回目,1.957980,2.303570,2.243650,0.000000
70回目,1.967480,2.319440,2.222220,0.000000
71回目,1.957980,2.318180,2.279070,0.000000
72回目,1.960630,2.312220,2.305560,0.000000
73回目,1.939130,2.300450,2.288990,0.000000
74回目,1.931620,2.210000,2.308410,0.000000
75回目,1.957980,2.320000,2.296300,0.000000
76回目,1.931030,2.212120,2.319630,0.000000
77回目,1.967480,2.300450,2.279070,0.000000
78回目,1.939130,2.291670,2.288990,0.000000
79回目,1.931030,2.290910,2.307340,0.000000
80回目,1.931620,2.296300,2.293020,0.000000
81回目,1.931620,2.299540,2.292790,0.000000
82回目,1.960630,2.320000,2.277270,0.000000
83回目,1.939130,2.301800,2.315070,0.000000
84回目,1.957980,2.310500,2.303960,0.000000
85回目,1.960630,2.281250,2.290320,0.000000
86回目,1.960630,2.320000,2.316510,0.000000
87回目,1.931030,2.301800,2.309420,0.000000
88回目,1.957980,2.291080,2.287040,0.000000
89回目,1.932770,2.312220,2.277780,0.000000
90回目,1.950820,2.285710,2.317970,0.000000
91回目,1.931620,2.310810,2.293840,0.000000
92回目,1.960630,2.212120,2.272300,0.000000
93回目,1.957980,2.312220,2.305940,0.000000
94回目,1.932770,2.301800,2.304150,0.000000
95回目,1.957980,2.320000,2.217170,0.000000
96回目,1.957980,2.318180,2.299540,0.000000
97回目,1.932770,2.291670,2.292240,0.000000
98回目,1.932770,2.290910,2.294930,0.000000
99回目,1.950820,2.301800,2.278300,0.000000
100回目,1.967480,2.208960,2.284360,0.000000
101回目,1.960630,2.310810,2.296300,0.000000
102回目,1.950820,2.318180,2.231530,0.000000
103回目,1.931030,2.303570,2.303570,0.000000
104回目,1.931030,2.318180,2.218270,0.000000
105回目,1.967480,2.299540,2.309860,0.000000
106回目,1.957980,2.299540,2.303170,0.000000
107回目,1.939130,2.212120,2.310810,0.000000
108回目,1.966390,2.312220,2.288370,0.000000
109回目,1.950820,2.310810,2.279820,0.000000
110回目,1.966390,2.320000,2.292450,0.000000
111回目,1.957980,2.312220,2.315320,0.000000
112回目,1.939130,2.299560,2.298170,0.000000
113回目,1.931620,2.319440,2.222220,0.000000
114回目,1.950820,2.291080,2.275700,0.000000
115回目,1.931030,2.210000,2.315070,0.000000
116回目,1.932770,2.299560,2.238810,0.000000
117回目,1.966390,2.281250,2.269230,0.000000
118回目,1.931620,2.310810,2.243780,0.000000
119回目,1.931030,2.285710,2.304760,0.000000
120回目,1.931620,2.299540,2.317970,0.000000
121回目,1.931620,2.210000,2.307690,0.000000
122回目,1.966390,2.291080,2.293580,0.000000
123回目,1.960630,2.291080,2.299110,0.000000
124回目,1.960630,2.293580,2.301370,0.000000
125回目,1.957980,2.212120,2.305560,0.000000
126回目,1.950820,2.210000,2.298640,0.000000
127回目,1.931030,2.320000,2.291670,0.000000
128回目,1.960630,2.296300,2.315070,0.000000
129回目,1.931030,2.303570,2.293580,0.000000
130回目,1.957980,2.319440,2.300930,0.000000
