Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
200回目,2100669.000000,5207809.000000,4793212.000000,0.000000
201回目,2067357.000000,5341146.000000,4733980.000000,0.000000
202回目,2064381.000000,5336032.000000,4859742.000000,0.000000
203回目,2067357.000000,5260559.000000,5036616.000000,0.000000
204回目,2094475.000000,5335280.000000,4752012.000000,0.000000
205回目,2075941.000000,5207487.000000,4688160.000000,0.000000
206回目,2102175.000000,5354246.000000,4712708.000000,0.000000
207回目,2117277.000000,5358463.000000,4821160.000000,0.000000
208回目,2031931.000000,5315276.000000,4888178.000000,0.000000
209回目,2031931.000000,5240638.000000,4716994.000000,0.000000
210回目,2064381.000000,5106130.000000,5013556.000000,0.000000
211回目,2100669.000000,5334927.000000,4824310.000000,0.000000
212回目,2094475.000000,5241249.000000,4865988.000000,0.000000
213回目,2095441.000000,5340799.000000,4980696.000000,0.000000
214回目,2031931.000000,5222508.000000,4709258.000000,0.000000
215回目,2064381.000000,5321952.000000,4796780.000000,0.000000
216回目,2102175.000000,5314926.000000,4944648.000000,0.000000
217回目,2031931.000000,5340100.000000,4830190.000000,0.000000
218回目,2102175.000000,5100024.000000,4809256.000000,0.000000
219回目,2031931.000000,5390141.000000,4925830.000000,0.000000
220回目,2117277.000000,5341000.000000,4891482.000000,0.000000
221回目,2067357.000000,5335790.000000,4849262.000000,0.000000
222回目,2085657.000000,5279099.000000,4718174.000000,0.000000
223回目,2100669.000000,5336111.000000,4775802.000000,0.000000
224回目,2067357.000000,5358572.000000,4971264.000000,0.000000
225回目,2087609.000000,5228773.000000,4643540.000000,0.000000
226回目,2095441.000000,5280267.000000,4940512.000000,0.000000
227回目,2117277.000000,5412374.000000,5037866.000000,0.000000
228回目,2095441.000000,5298083.000000,4909650.000000,0.000000
229回目,2031931.000000,5150153.000000,4840196.000000,0.000000
230回目,2075941.000000,5390067.000000,4821930.000000,0.000000
231回目,2117277.000000,5297890.000000,4802444.000000,0.000000
232回目,2094475.000000,5430194.000000,4851352.000000,0.000000
233回目,2031931.000000,5354361.000000,4713098.000000,0.000000
234回目,2094475.000000,5390233.000000,4929782.000000,0.000000
235回目,2094475.000000,5298308.000000,4680540.000000,0.000000
236回目,2087609.000000,5335630.000000,4838658.000000,0.000000
237回目,2031931.000000,5240467.000000,4778192.000000,0.000000
238回目,2064381.000000,5240300.000000,5021756.000000,0.000000
239回目,2100669.000000,5228594.000000,4682008.000000,0.000000
240回目,2100669.000000,5297991.000000,4611928.000000,0.000000
241回目,2031931.000000,5228726.000000,4923730.000000,0.000000
242回目,2095441.000000,5105522.000000,4715580.000000,0.000000
243回目,2100669.000000,5225463.000000,4988672.000000,0.000000
244回目,2117277.000000,5376421.000000,4694456.000000,0.000000
245回目,2064381.000000,5204612.000000,5091866.000000,0.000000
246回目,2095441.000000,5268559.000000,4858280.000000,0.000000
247回目,2094475.000000,5358977.000000,4950646.000000,0.000000
248回目,2064381.000000,5240435.000000,4997102.000000,0.000000
249回目,2102175.000000,5322104.000000,4699834.000000,0.000000
250回目,2031931.000000,5149112.000000,5086286.000000,0.000000
