PDR,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,80.872500,85.906000,88.926200,86.912800
2回目,71.812100,86.912800,86.255700,83.557000
3回目,73.825500,86.209500,87.919500,86.912800
4回目,71.812100,87.248300,86.241600,83.892600
5回目,71.812100,85.570500,84.563800,84.848500
6回目,71.812100,84.577600,86.255700,84.848500
7回目,74.496600,86.577200,86.241600,86.912800
8回目,74.832200,86.912800,84.563800,84.848500
9回目,74.832200,84.577600,81.234700,83.235100
10回目,76.174500,85.248900,83.557000,84.848500
11回目,71.812100,87.919500,82.913100,83.557000
12回目,80.872500,87.919500,84.563800,83.892600
13回目,77.852300,84.577600,82.885900,84.899300
14回目,77.181200,87.919500,86.927000,83.557000
15回目,71.812100,84.577600,82.899500,83.557000
16回目,77.852300,86.577200,84.899300,82.563900
17回目,73.825500,86.868700,83.221500,84.899300
18回目,76.174500,85.248900,84.899300,84.848500
19回目,72.818800,85.248900,84.228200,83.892600
20回目,77.181200,85.234900,86.912800,84.913200
21回目,74.832200,87.919500,83.557000,84.899300
22回目,77.181200,87.919500,84.242000,81.892600
23回目,72.818800,85.906000,82.563900,84.899300
24回目,72.818800,84.563800,85.858600,83.892600
25回目,72.818800,85.906000,86.532000,86.912800
26回目,74.496600,85.234900,86.591400,84.899300
27回目,73.825500,85.248900,85.521900,83.892600
28回目,77.852300,87.248300,84.563800,83.235100
29回目,77.852300,86.912800,82.214800,81.892600
30回目,73.825500,86.912800,81.906000,84.899300
31回目,76.174500,89.932900,85.262800,86.912800
32回目,71.812100,86.912800,81.221400,82.563900
33回目,75.084200,86.241600,85.234900,83.235100
34回目,80.872500,85.906000,83.892600,81.221400
35回目,77.852300,85.248900,83.906400,83.892600
36回目,76.174500,85.248900,85.234900,82.563900
37回目,76.174500,87.919500,84.563800,83.557000
38回目,73.825500,84.577600,82.885900,83.557000
39回目,71.812100,89.932900,84.242000,83.235100
40回目,74.832200,84.228200,84.899300,83.235100
41回目,74.832200,87.919500,87.248300,86.912800
42回目,72.818800,87.919500,84.242000,84.899300
43回目,76.174500,86.241600,86.912800,81.221400
44回目,76.174500,86.912800,86.241600,84.913200
45回目,71.812100,84.228200,82.828300,84.899300
46回目,77.852300,86.912800,85.570500,83.235100
47回目,73.825500,86.912800,82.228200,82.563900
48回目,80.872500,87.248300,80.885700,86.912800
49回目,80.872500,86.912800,84.899300,83.892600
50回目,73.825500,87.919500,83.892600,84.899300
51回目,73.825500,87.919500,82.899500,81.221400
52回目,72.818800,84.228200,83.557000,81.221400
53回目,75.084200,86.912800,84.563800,83.235100
54回目,74.496600,87.919500,84.577600,81.221400
55回目,77.181200,84.228200,82.885900,84.913200
56回目,73.825500,84.563800,86.912800,83.235100
57回目,72.818800,86.912800,82.577400,84.899300
58回目,80.872500,84.228200,84.913200,84.848500
59回目,73.825500,85.906000,85.248900,83.892600
60回目,77.852300,85.248900,87.248300,83.557000
61回目,71.812100,84.228200,84.563800,86.912800
62回目,80.872500,85.248900,82.241700,83.235100
63回目,74.832200,86.912800,83.557000,83.557000
64回目,74.832200,86.241600,84.563800,84.899300
65回目,72.818800,86.209500,85.906000,84.899300
66回目,77.852300,85.248900,87.583900,82.563900
67回目,77.181200,86.912800,85.584500,84.848500
68回目,74.496600,84.228200,85.248900,82.563900
69回目,75.084200,84.577600,83.570700,83.892600
70回目,77.852300,84.577600,82.899500,86.912800
71回目,80.872500,84.899300,84.228200,81.221400
72回目,73.825500,86.912800,84.848500,81.892600
73回目,77.181200,85.248900,84.899300,84.913200
74回目,76.174500,83.557000,83.248800,84.899300
75回目,72.818800,85.248900,83.221500,81.892600
76回目,72.818800,85.906000,84.228200,83.235100
77回目,73.825500,85.248900,84.899300,81.221400
78回目,77.181200,86.912800,82.885900,83.557000
79回目,75.084200,85.906000,81.557000,82.563900
80回目,73.825500,85.570500,84.563800,84.913200
81回目,77.181200,87.919500,86.577200,83.557000
82回目,75.084200,85.906000,85.570500,84.899300
83回目,72.818800,86.912800,89.597300,83.892600
84回目,74.496600,86.868700,81.557000,84.848500
85回目,74.496600,89.932900,84.228200,84.899300
86回目,76.174500,89.932900,86.577200,84.899300
87回目,71.812100,84.228200,81.879200,86.912800
88回目,73.825500,84.563800,83.892600,84.848500
89回目,71.812100,86.912800,90.604000,86.912800
90回目,73.825500,85.248900,85.248900,84.913200
91回目,80.872500,86.241600,84.563800,86.912800
92回目,75.084200,84.577600,86.577200,81.892600
93回目,76.174500,85.570500,85.262800,83.892600
94回目,73.825500,86.912800,85.234900,83.557000
95回目,75.084200,86.912800,85.570500,84.913200
96回目,73.825500,86.868700,85.906000,81.221400
97回目,77.181200,83.557000,81.570400,83.235100
98回目,75.084200,86.912800,88.255000,81.892600
99回目,77.181200,85.248900,85.521900,83.892600
100回目,74.496600,85.906000,85.920100,81.892600
101回目,76.174500,84.577600,85.570500,84.848500
102回目,74.832200,84.899300,86.255700,83.892600
103回目,74.496600,87.919500,87.583900,86.912800
104回目,76.174500,84.577600,81.221400,84.913200
105回目,73.825500,87.919500,81.221400,84.848500
106回目,71.812100,87.919500,84.899300,83.892600
107回目,71.812100,86.868700,84.242000,84.899300
108回目,74.832200,86.912800,85.234900,84.899300
109回目,77.181200,85.248900,84.899300,83.557000
110回目,77.181200,84.577600,84.899300,82.563900
111回目,73.825500,87.248300,91.946300,83.235100
112回目,80.872500,84.228200,90.268500,83.235100
113回目,80.872500,84.228200,89.261700,82.563900
114回目,77.852300,84.228200,85.934200,84.848500
115回目,74.496600,89.932900,87.919500,84.899300
116回目,72.818800,85.906000,87.919500,81.892600
117回目,73.825500,86.577200,84.175100,84.848500
118回目,77.181200,84.577600,85.906000,83.235100
119回目,74.496600,84.228200,87.878800,83.892600
120回目,74.496600,86.868700,87.583900,83.235100
121回目,80.872500,86.241600,86.927000,83.235100
122回目,74.832200,84.899300,83.892600,83.557000
123回目,71.812100,86.241600,87.933900,84.848500
124回目,71.812100,86.241600,83.557000,81.892600
125回目,73.825500,84.577600,83.906400,83.235100
126回目,72.818800,87.919500,85.234900,84.913200
127回目,74.832200,86.912800,86.255700,84.848500
128回目,76.174500,84.577600,86.577200,82.563900
129回目,75.084200,84.228200,88.926200,84.899300
130回目,73.825500,84.228200,86.912800,84.899300
131回目,74.832200,84.228200,84.511800,82.563900
132回目,73.825500,89.932900,87.248300,81.221400
133回目,74.496600,86.577200,84.899300,84.913200
134回目,80.872500,87.919500,87.542100,84.899300
135回目,75.084200,84.563800,84.242000,83.235100
136回目,73.825500,86.912800,82.228200,83.892600
137回目,80.872500,87.248300,82.577400,84.899300
138回目,73.825500,85.906000,81.221400,86.912800
139回目,77.181200,83.557000,84.228200,86.912800
140回目,73.825500,86.912800,81.557000,81.892600
141回目,80.872500,87.919500,81.570400,83.557000
142回目,76.174500,87.248300,84.899300,81.221400
143回目,75.084200,87.919500,86.912800,81.221400
144回目,76.174500,87.248300,83.892600,83.557000
145回目,76.174500,87.919500,82.899500,83.557000
146回目,80.872500,89.932900,87.262600,84.899300
147回目,71.812100,87.248300,88.255000,84.899300
148回目,76.174500,85.234900,85.234900,83.235100
149回目,73.825500,86.912800,83.221500,86.912800
150回目,75.084200,85.906000,84.899300,82.563900
151回目,74.496600,86.868700,83.221500,84.899300
152回目,73.825500,86.241600,85.234900,86.912800
153回目,71.812100,86.868700,80.885700,84.848500
154回目,77.852300,84.228200,85.920100,86.912800
155回目,75.084200,87.248300,83.248800,83.235100
156回目,77.852300,86.912800,82.913100,84.848500
157回目,73.825500,85.906000,84.899300,84.848500
158回目,74.832200,86.241600,83.557000,84.848500
159回目,75.084200,87.919500,84.563800,84.899300
160回目,77.181200,85.906000,86.577200,81.221400
161回目,73.825500,86.209500,81.906000,83.235100
162回目,74.832200,85.234900,86.591400,82.563900
163回目,73.825500,84.577600,85.234900,82.563900
164回目,75.084200,85.906000,86.577200,83.892600
165回目,76.174500,83.557000,88.590600,84.848500
166回目,71.812100,84.899300,86.195300,84.899300
167回目,77.181200,85.248900,85.570500,81.221400
168回目,75.084200,84.577600,82.563900,84.899300
169回目,72.818800,84.577600,84.175100,84.899300
170回目,72.818800,86.577200,82.899500,84.848500
171回目,73.825500,84.228200,84.563800,83.892600
172回目,74.832200,84.899300,87.598200,81.221400
173回目,72.818800,86.912800,87.205400,81.892600
174回目,74.832200,89.932900,85.570500,84.848500
175回目,77.852300,89.932900,86.241600,83.235100
176回目,73.825500,86.241600,86.927000,81.892600
177回目,80.872500,84.228200,82.577400,84.913200
178回目,77.181200,87.919500,82.563900,83.892600
179回目,77.181200,86.577200,82.899500,83.892600
180回目,72.818800,86.912800,84.899300,83.235100
181回目,72.818800,86.241600,83.892600,83.235100
182回目,77.852300,86.241600,85.234900,84.899300
183回目,75.084200,84.563800,81.557000,83.557000
184回目,73.825500,84.228200,83.221500,84.899300
185回目,72.818800,87.919500,81.557000,83.235100
186回目,75.084200,87.919500,85.185200,83.235100
187回目,73.825500,87.919500,86.241600,83.892600
188回目,73.825500,86.577200,87.248300,84.848500
189回目,72.818800,86.241600,85.248900,83.892600
190回目,75.084200,84.228200,83.906400,84.848500
191回目,80.872500,85.906000,85.570500,84.899300
192回目,77.181200,85.906000,87.919500,81.221400
193回目,71.812100,84.899300,87.583900,84.913200
194回目,75.084200,87.248300,82.214800,83.557000
