PDR,GPSR,NGPSR,NPGPSR,NDGPSR
195回目,77.852300,87.919500,86.241600,81.892600
196回目,71.812100,84.577600,86.927000,84.848500
197回目,72.818800,86.209500,90.268500,84.848500
198回目,77.852300,84.577600,87.583900,84.899300
199回目,73.825500,86.912800,85.570500,84.899300
200回目,80.872500,86.912800,84.228200,81.221400
201回目,76.174500,85.570500,84.563800,84.899300
202回目,71.812100,86.912800,85.570500,83.892600
203回目,77.181200,84.228200,84.899300,84.913200
204回目,71.812100,86.241600,88.926200,83.235100
205回目,80.872500,87.919500,84.563800,83.235100
206回目,72.818800,86.241600,85.920100,82.563900
207回目,76.174500,86.241600,84.563800,84.899300
208回目,73.825500,86.577200,85.248900,81.892600
209回目,80.872500,87.919500,84.563800,84.913200
210回目,72.818800,89.932900,83.235100,83.892600
211回目,73.825500,86.912800,86.255700,82.563900
212回目,74.496600,86.912800,85.521900,83.557000
213回目,77.181200,87.248300,83.248800,82.563900
214回目,74.832200,84.899300,85.920100,83.892600
215回目,74.496600,87.919500,85.262800,83.557000
216回目,75.084200,89.932900,87.583900,86.912800
217回目,71.812100,85.234900,87.919500,84.848500
218回目,73.825500,85.906000,82.255200,83.557000
219回目,80.872500,89.932900,83.557000,84.899300
220回目,73.825500,87.248300,84.899300,83.235100
221回目,73.825500,87.919500,87.248300,81.892600
222回目,73.825500,86.912800,84.899300,84.848500
223回目,71.812100,87.919500,81.557000,82.563900
224回目,73.825500,87.248300,86.912800,86.912800
225回目,74.832200,85.906000,82.577400,83.557000
226回目,76.174500,85.248900,84.242000,86.912800
227回目,77.852300,85.234900,83.892600,86.912800
228回目,72.818800,87.248300,86.927000,83.892600
229回目,73.825500,87.919500,85.570500,81.892600
230回目,74.496600,85.570500,81.570400,84.848500
231回目,77.852300,85.234900,83.235100,84.899300
232回目,80.872500,86.912800,83.892600,84.913200
233回目,72.818800,84.563800,87.919500,84.899300
234回目,75.084200,86.912800,85.584500,81.892600
235回目,77.181200,87.919500,86.868700,84.848500
236回目,74.496600,85.906000,86.912800,81.221400
237回目,75.084200,86.577200,88.590600,82.563900
238回目,75.084200,84.577600,86.912800,81.221400
239回目,77.181200,89.932900,83.892600,84.848500
240回目,77.852300,86.912800,86.241600,84.899300
241回目,77.852300,84.228200,85.570500,86.912800
242回目,73.825500,87.248300,81.221400,86.912800
243回目,80.872500,85.248900,84.899300,83.557000
244回目,73.825500,86.912800,84.242000,81.892600
245回目,74.832200,87.248300,85.262800,84.899300
246回目,80.872500,87.919500,86.912800,84.848500
247回目,75.084200,83.557000,84.242000,83.557000
248回目,73.825500,87.919500,83.248800,81.892600
249回目,74.832200,86.868700,85.906000,82.563900
250回目,74.832200,86.241600,83.906400,83.557000
