Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
81回目,2728390.000000,6125202.000000,5502849.000000,5536378.000000
82回目,2843290.000000,6131756.000000,5511207.000000,5519486.000000
83回目,2772994.000000,6130996.000000,5477345.000000,5507516.000000
84回目,2761148.000000,6170942.000000,5552881.000000,5529708.000000
85回目,2761148.000000,6051348.000000,5558343.000000,5519486.000000
86回目,2856056.000000,6029146.000000,5542253.000000,5507690.000000
87回目,2810784.000000,6184834.000000,5597187.000000,5482316.000000
88回目,2762762.000000,6130044.000000,5530641.000000,5529708.000000
89回目,2810784.000000,6130996.000000,5423603.000000,5482316.000000
90回目,2762762.000000,6148618.000000,5510545.000000,5499006.000000
91回目,2772032.000000,6146474.000000,5497537.000000,5482316.000000
92回目,2843290.000000,6155868.000000,5507877.000000,5533714.000000
93回目,2856056.000000,6105472.000000,5502963.000000,5507516.000000
94回目,2771416.000000,6153198.000000,5509131.000000,5536378.000000
95回目,2843290.000000,6130996.000000,5493501.000000,5499006.000000
96回目,2762762.000000,6170942.000000,5540419.000000,5545996.000000
97回目,2728390.000000,6147746.000000,5547563.000000,5533424.000000
98回目,2843290.000000,6103136.000000,5470089.000000,5533714.000000
99回目,2728390.000000,6215224.000000,5505857.000000,5507516.000000
100回目,2761148.000000,6131756.000000,5479363.000000,5533714.000000
101回目,2856056.000000,6133666.000000,5547185.000000,5529708.000000
102回目,2753560.000000,6121368.000000,5486239.000000,5507516.000000
103回目,2761148.000000,6147404.000000,5509375.000000,5482316.000000
104回目,2856056.000000,6133666.000000,5568127.000000,5499006.000000
105回目,2762762.000000,6110992.000000,5580863.000000,5529708.000000
106回目,2810784.000000,6133194.000000,5541395.000000,5507516.000000
107回目,2810784.000000,6148740.000000,5505645.000000,5507690.000000
108回目,2753560.000000,6103136.000000,5547257.000000,5507690.000000
109回目,2728390.000000,6170820.000000,5538385.000000,5536378.000000
110回目,2728390.000000,6155868.000000,5585407.000000,5536692.000000
111回目,2762762.000000,6096000.000000,5438811.000000,5533424.000000
112回目,2772032.000000,6162632.000000,5499369.000000,5533424.000000
113回目,2772032.000000,6184834.000000,5478845.000000,5536692.000000
114回目,2782314.000000,6184834.000000,5490345.000000,5529708.000000
115回目,2761148.000000,6006944.000000,5518563.000000,5519486.000000
116回目,2772994.000000,6131756.000000,5482915.000000,5533714.000000
117回目,2762762.000000,6098276.000000,5534571.000000,5529708.000000
118回目,2728390.000000,6133666.000000,5528233.000000,5533424.000000
119回目,2761148.000000,6184834.000000,5477247.000000,5507516.000000
120回目,2761148.000000,6170942.000000,5539193.000000,5533424.000000
121回目,2772032.000000,6190878.000000,5496245.000000,5533424.000000
122回目,2753560.000000,6121368.000000,5536241.000000,5536378.000000
123回目,2810784.000000,6088810.000000,5464257.000000,5529708.000000
124回目,2810784.000000,6088810.000000,5536945.000000,5533714.000000
125回目,2771416.000000,6155868.000000,5515109.000000,5533424.000000
126回目,2772994.000000,6147404.000000,5545793.000000,5499006.000000
127回目,2753560.000000,6103136.000000,5504399.000000,5529708.000000
128回目,2856056.000000,6133666.000000,5518319.000000,5536692.000000
129回目,2843290.000000,6184834.000000,5487825.000000,5519486.000000
130回目,2762762.000000,6162632.000000,5502407.000000,5519486.000000
131回目,2753560.000000,6184834.000000,5506047.000000,5536692.000000
132回目,2771416.000000,6006944.000000,5516459.000000,5545996.000000
133回目,2761148.000000,6101966.000000,5518235.000000,5499006.000000
134回目,2772032.000000,6110992.000000,5490345.000000,5519486.000000
135回目,2843290.000000,6130044.000000,5528901.000000,5533424.000000
136回目,2762762.000000,6130996.000000,5544005.000000,5507516.000000
137回目,2772032.000000,6118202.000000,5553365.000000,5519486.000000
138回目,2762762.000000,6153958.000000,5568375.000000,5482316.000000
139回目,2728390.000000,6147746.000000,5521397.000000,5482316.000000
140回目,2762762.000000,6130996.000000,5565309.000000,5533714.000000
141回目,2772032.000000,6110992.000000,5578679.000000,5536378.000000
142回目,2856056.000000,6140404.000000,5556101.000000,5545996.000000
143回目,2843290.000000,6125202.000000,5518323.000000,5545996.000000
144回目,2856056.000000,6096000.000000,5524975.000000,5536378.000000
145回目,2856056.000000,6147404.000000,5553977.000000,5536378.000000
146回目,2772032.000000,6006944.000000,5518637.000000,5507690.000000
147回目,2810784.000000,6118202.000000,5502057.000000,5507690.000000
148回目,2856056.000000,6141476.000000,5570797.000000,5533424.000000
149回目,2762762.000000,6153198.000000,5560797.000000,5482316.000000
150回目,2843290.000000,6131756.000000,5546381.000000,5536692.000000
151回目,2761148.000000,6215346.000000,5574621.000000,5519486.000000
152回目,2771416.000000,6146474.000000,5545899.000000,5482316.000000
153回目,2810784.000000,6170942.000000,5655977.000000,5529708.000000
154回目,2782314.000000,6162632.000000,5505809.000000,5482316.000000
155回目,2843290.000000,6140404.000000,5561081.000000,5533424.000000
156回目,2782314.000000,6153198.000000,5555773.000000,5529708.000000
157回目,2762762.000000,6131756.000000,5539793.000000,5529708.000000
158回目,2753560.000000,6088810.000000,5565689.000000,5529708.000000
159回目,2843290.000000,6133194.000000,5573191.000000,5507690.000000
160回目,2728390.000000,6131756.000000,5513291.000000,5545996.000000
161回目,2771416.000000,6095510.000000,5564185.000000,5533424.000000
162回目,2753560.000000,6141476.000000,5522541.000000,5536692.000000
163回目,2762762.000000,6133666.000000,5517181.000000,5536692.000000
164回目,2843290.000000,6176160.000000,5503223.000000,5507516.000000
165回目,2856056.000000,6147746.000000,5478513.000000,5529708.000000
166回目,2810784.000000,6121368.000000,5515859.000000,5507690.000000
167回目,2728390.000000,6148618.000000,5536335.000000,5545996.000000
168回目,2843290.000000,6155868.000000,5564019.000000,5519486.000000
169回目,2772994.000000,6155868.000000,5533841.000000,5507690.000000
170回目,2772994.000000,6101966.000000,5547857.000000,5529708.000000
171回目,2762762.000000,6162632.000000,5551113.000000,5507516.000000
172回目,2753560.000000,6121368.000000,5515757.000000,5545996.000000
173回目,2772994.000000,6153198.000000,5499541.000000,5533714.000000
174回目,2753560.000000,6006944.000000,5512045.000000,5529708.000000
175回目,2782314.000000,6006944.000000,5495407.000000,5533424.000000
176回目,2762762.000000,6088810.000000,5483037.000000,5533714.000000
177回目,2772032.000000,6207036.000000,5565823.000000,5499006.000000
178回目,2728390.000000,6155396.000000,5546507.000000,5507516.000000
179回目,2728390.000000,6101966.000000,5518413.000000,5507516.000000
180回目,2772994.000000,6153198.000000,5539437.000000,5533424.000000
181回目,2772994.000000,6088810.000000,5522601.000000,5533424.000000
182回目,2782314.000000,6168676.000000,5548339.000000,5519486.000000
183回目,2843290.000000,6130044.000000,5565927.000000,5536378.000000
184回目,2771416.000000,6162632.000000,5564751.000000,5507690.000000
185回目,2772994.000000,6133194.000000,5553397.000000,5533424.000000
186回目,2843290.000000,6110992.000000,5529163.000000,5533424.000000
187回目,2762762.000000,6125202.000000,5540727.000000,5507516.000000
188回目,2771416.000000,6101966.000000,5490769.000000,5529708.000000
189回目,2772994.000000,6168676.000000,5530789.000000,5507516.000000
190回目,2843290.000000,6162632.000000,5544611.000000,5529708.000000
191回目,2772032.000000,6131756.000000,5518691.000000,5507690.000000
192回目,2728390.000000,6153958.000000,5507277.000000,5545996.000000
193回目,2810784.000000,6121368.000000,5515623.000000,5499006.000000
194回目,2843290.000000,6096000.000000,5592813.000000,5536378.000000
195回目,2782314.000000,6125202.000000,5521529.000000,5533714.000000
196回目,2810784.000000,6133666.000000,5499759.000000,5529708.000000
197回目,2772994.000000,6095510.000000,5445039.000000,5529708.000000
198回目,2782314.000000,6178070.000000,5501649.000000,5507690.000000
199回目,2762762.000000,6103136.000000,5510385.000000,5507690.000000
200回目,2772032.000000,6083236.000000,5548271.000000,5545996.000000
201回目,2856056.000000,6105472.000000,5531557.000000,5519486.000000
202回目,2810784.000000,6153198.000000,5521777.000000,5507516.000000
203回目,2728390.000000,6207036.000000,5544189.000000,5499006.000000
204回目,2810784.000000,6168676.000000,5507029.000000,5533424.000000
205回目,2772032.000000,6133194.000000,5526703.000000,5533424.000000
206回目,2772994.000000,6146474.000000,5503561.000000,5536692.000000
207回目,2856056.000000,6146474.000000,5562761.000000,5507690.000000
208回目,2762762.000000,6098276.000000,5522219.000000,5533714.000000
209回目,2772032.000000,6147404.000000,5549321.000000,5499006.000000
210回目,2772994.000000,6006944.000000,5512711.000000,5507516.000000
211回目,2771416.000000,6130996.000000,5537003.000000,5536692.000000
212回目,2761148.000000,6197602.000000,5497171.000000,5536378.000000
213回目,2728390.000000,6096000.000000,5556351.000000,5536692.000000
214回目,2753560.000000,6121368.000000,5507929.000000,5507516.000000
215回目,2761148.000000,6125202.000000,5524997.000000,5536378.000000
216回目,2843290.000000,6006944.000000,5483091.000000,5482316.000000
217回目,2810784.000000,6141476.000000,5499193.000000,5529708.000000
218回目,2762762.000000,6153958.000000,5556777.000000,5536378.000000
219回目,2772032.000000,6029146.000000,5546729.000000,5519486.000000
220回目,2762762.000000,6118202.000000,5557863.000000,5533424.000000
221回目,2771416.000000,6125202.000000,5500329.000000,5533714.000000
222回目,2762762.000000,6083236.000000,5505401.000000,5529708.000000
223回目,2810784.000000,6110992.000000,5552881.000000,5536692.000000
224回目,2771416.000000,6118202.000000,5519511.000000,5482316.000000
225回目,2753560.000000,6131756.000000,5535611.000000,5536378.000000
226回目,2856056.000000,6170820.000000,5532789.000000,5482316.000000
227回目,2782314.000000,6141476.000000,5555559.000000,5482316.000000
228回目,2772994.000000,6118202.000000,5499759.000000,5507516.000000
229回目,2762762.000000,6125202.000000,5534955.000000,5533714.000000
230回目,2761148.000000,6105472.000000,5579865.000000,5529708.000000
231回目,2782314.000000,6141476.000000,5545707.000000,5519486.000000
232回目,2772032.000000,6103136.000000,5548711.000000,5499006.000000
233回目,2772994.000000,6130044.000000,5484159.000000,5507690.000000
234回目,2843290.000000,6130996.000000,5512659.000000,5533714.000000
235回目,2728390.000000,6169606.000000,5490443.000000,5529708.000000
236回目,2761148.000000,6131756.000000,5501971.000000,5545996.000000
237回目,2843290.000000,6101966.000000,5472873.000000,5536692.000000
238回目,2843290.000000,6133666.000000,5526589.000000,5545996.000000
239回目,2728390.000000,6073550.000000,5540199.000000,5529708.000000
240回目,2782314.000000,6103136.000000,5487251.000000,5507690.000000
241回目,2782314.000000,6162632.000000,5537879.000000,5482316.000000
242回目,2762762.000000,6096000.000000,5556317.000000,5482316.000000
243回目,2772032.000000,6148618.000000,5515477.000000,5536378.000000
244回目,2762762.000000,6153198.000000,5520725.000000,5533714.000000
245回目,2753560.000000,6118202.000000,5521553.000000,5507690.000000
246回目,2772032.000000,6147404.000000,5491611.000000,5529708.000000
247回目,2843290.000000,6147746.000000,5503931.000000,5536378.000000
248回目,2762762.000000,6169606.000000,5550335.000000,5533714.000000
249回目,2753560.000000,6170942.000000,5525695.000000,5536692.000000
250回目,2753560.000000,6146474.000000,5535041.000000,5536378.000000
