SimTime,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,50.348000,265.707000,193.379000,88.687700
2回目,51.219200,268.464000,194.472000,89.882500
3回目,50.228800,265.796000,192.192000,91.154700
4回目,50.523200,269.313000,194.924000,88.961600
5回目,49.839400,265.402000,194.766000,87.801500
6回目,50.631500,266.256000,194.094000,88.388100
7回目,50.594200,266.315000,196.647000,88.950700
8回目,51.277600,265.968000,196.384000,89.169100
9回目,50.046400,263.940000,194.665000,89.014500
10回目,50.232400,265.356000,193.975000,89.233700
11回目,50.350500,268.126000,196.331000,89.322100
12回目,50.186900,265.780000,194.285000,89.074700
13回目,50.911100,268.102000,194.795000,90.063000
14回目,50.142800,266.529000,194.098000,89.001000
15回目,50.390300,266.207000,195.187000,89.131200
16回目,50.573700,269.092000,195.245000,88.164500
17回目,50.054700,264.926000,194.165000,90.222600
18回目,50.632400,267.299000,193.141000,89.358800
19回目,50.630800,267.677000,194.399000,88.367400
20回目,49.754500,269.644000,193.080000,88.366100
21回目,50.359400,268.704000,196.360000,89.028200
22回目,50.719600,264.599000,197.475000,87.977500
23回目,50.454100,269.413000,193.553000,88.841200
24回目,50.789700,268.493000,194.936000,89.926500
25回目,50.767200,265.327000,192.577000,88.980300
26回目,50.412000,267.999000,193.061000,89.879300
27回目,49.865600,270.111000,193.538000,89.267700
28回目,50.708100,265.553000,195.418000,89.247500
29回目,50.074700,267.396000,195.326000,89.021500
30回目,49.971800,269.795000,194.701000,89.733000
31回目,50.548000,264.776000,192.582000,88.953000
32回目,50.692400,264.926000,194.615000,89.590600
33回目,50.216200,265.105000,196.915000,88.688800
34回目,50.249100,265.362000,196.234000,89.349800
35回目,49.770900,266.880000,194.177000,89.985400
36回目,50.819000,267.547000,196.702000,88.762600
37回目,50.899900,266.342000,193.265000,89.138900
38回目,51.055700,268.486000,194.200000,88.893300
39回目,49.941500,267.124000,194.620000,88.997200
40回目,49.776800,264.557000,195.151000,89.224300
41回目,51.106900,267.103000,193.504000,89.310700
42回目,50.686300,262.138000,195.019000,89.772400
43回目,50.281600,266.486000,194.662000,89.238600
44回目,51.844400,273.150000,194.991000,88.661900
45回目,50.922900,266.210000,194.476000,89.133000
46回目,51.624600,267.424000,193.906000,89.472200
47回目,50.114700,266.756000,194.215000,87.646900
48回目,51.614800,266.157000,193.601000,89.756500
49回目,50.850200,265.137000,196.010000,88.968200
50回目,51.156100,267.797000,195.951000,88.171600
51回目,50.498200,266.302000,193.411000,89.861600
52回目,49.816400,266.068000,194.281000,87.642300
53回目,50.500100,269.295000,195.253000,88.516200
54回目,50.846800,268.181000,196.187000,88.909700
55回目,50.710900,265.525000,196.890000,88.856400
56回目,50.387700,265.873000,195.193000,89.775700
57回目,50.066200,263.053000,193.494000,89.880600
58回目,50.675500,267.870000,194.879000,91.003400
59回目,50.958800,267.737000,194.867000,88.067900
60回目,50.430500,266.708000,195.892000,90.113600
61回目,50.782400,265.434000,194.242000,88.847800
62回目,49.600500,268.858000,195.409000,89.333900
63回目,51.104100,271.184000,194.655000,88.858300
64回目,50.844200,267.480000,195.407000,89.398000
65回目,50.763200,266.962000,194.599000,89.172000
66回目,50.913100,264.350000,193.474000,88.553600
67回目,51.256100,267.887000,193.078000,89.967700
68回目,49.833300,265.555000,196.796000,89.493600
69回目,50.778000,268.508000,196.927000,89.943600
70回目,50.718100,267.956000,197.239000,88.325100
71回目,50.346500,266.496000,195.129000,88.653400
72回目,50.577100,266.869000,195.287000,88.203900
73回目,50.440500,267.092000,196.453000,89.283600
74回目,50.138700,267.716000,194.995000,88.813000
75回目,50.584900,266.369000,195.120000,89.242500
76回目,49.829300,269.256000,195.085000,89.049400
77回目,51.123500,267.573000,194.977000,89.275500
78回目,50.400800,270.699000,193.490000,88.662700
79回目,50.078300,267.635000,194.510000,89.299500
80回目,50.411200,269.868000,194.734000,89.246000
81回目,50.643100,268.368000,194.353000,89.631300
82回目,51.579700,263.763000,193.591000,88.570100
83回目,50.039900,265.549000,194.311000,88.946600
84回目,50.584100,266.383000,196.548000,89.535300
85回目,51.095600,265.239000,196.604000,88.866100
86回目,51.246700,266.656000,196.661000,89.784700
87回目,51.001700,267.818000,195.424000,88.409600
88回目,50.086000,265.528000,194.162000,89.365200
89回目,50.217200,266.668000,193.737000,89.962900
90回目,50.175100,268.605000,194.759000,89.138300
91回目,51.166700,265.369000,194.613000,87.999300
92回目,50.778100,266.155000,194.378000,89.243900
93回目,50.975600,270.286000,195.039000,89.860300
94回目,51.084500,264.523000,194.373000,89.365800
95回目,51.249400,268.690000,194.209000,89.922600
96回目,50.380300,266.433000,196.158000,89.685500
97回目,50.883200,267.831000,194.632000,88.908700
98回目,50.979000,268.219000,194.956000,88.695500
99回目,50.435600,268.767000,193.230000,89.894400
100回目,49.917900,264.968000,193.359000,89.921800
101回目,50.895600,266.207000,195.454000,88.935900
102回目,50.358400,269.733000,195.182000,90.237500
103回目,50.957000,264.997000,194.796000,90.104700
104回目,50.687000,262.894000,192.359000,88.697400
105回目,50.800300,265.792000,195.662000,88.580100
106回目,50.222600,264.241000,194.519000,89.178500
107回目,49.770100,266.110000,193.873000,89.550500
108回目,50.602500,267.989000,194.470000,90.045500
109回目,50.693600,269.360000,195.994000,89.144000
110回目,50.577500,264.155000,194.949000,88.735200
111回目,51.386300,265.593000,195.547000,89.315600
112回目,50.456600,266.208000,193.131000,88.325000
113回目,50.969100,264.474000,197.049000,89.749700
114回目,50.351400,267.095000,194.466000,89.563100
115回目,50.167700,267.351000,194.323000,89.700900
116回目,49.210500,265.310000,195.160000,88.758900
117回目,50.933500,267.645000,193.731000,89.254000
118回目,49.965300,268.665000,193.871000,89.991100
119回目,51.162900,269.629000,195.585000,88.626200
120回目,50.357800,262.108000,196.195000,89.552800
121回目,50.235400,267.051000,196.596000,88.930800
122回目,51.114900,269.064000,195.230000,89.251600
123回目,50.583700,266.211000,198.347000,93.650500
124回目,50.622900,267.995000,195.147000,88.109800
125回目,50.231700,264.808000,193.396000,89.546400
126回目,50.660300,264.631000,195.157000,89.826600
127回目,51.622500,269.464000,194.624000,89.169600
128回目,51.498800,266.025000,195.836000,89.189100
129回目,50.561000,265.637000,194.942000,88.761300
130回目,50.369600,271.665000,194.778000,89.446300
131回目,50.656400,261.963000,193.703000,89.175700
132回目,50.800500,265.307000,194.004000,89.328700
133回目,50.480000,266.885000,196.079000,88.562300
134回目,50.409500,267.053000,195.744000,88.599300
135回目,50.405800,267.028000,194.188000,88.639800
136回目,50.290700,264.877000,195.879000,89.430200
137回目,50.656500,269.761000,193.589000,88.940400
138回目,51.280900,264.080000,195.200000,88.917700
139回目,50.221800,268.083000,196.730000,90.018500
140回目,50.281900,267.124000,195.492000,88.457700
141回目,50.777700,266.995000,194.161000,87.915000
142回目,50.635200,271.179000,196.285000,88.910900
143回目,50.843800,268.492000,194.713000,88.611300
144回目,50.938400,265.149000,193.746000,89.030100
145回目,51.387900,266.459000,193.270000,89.495400
146回目,50.883500,267.976000,195.121000,88.182100
147回目,50.765900,267.793000,195.370000,88.140900
148回目,50.385100,267.944000,195.695000,88.764000
149回目,50.865100,263.423000,196.998000,87.944700
150回目,51.559800,265.968000,194.450000,88.415200
151回目,51.586900,265.441000,194.768000,90.864700
152回目,50.255700,264.639000,194.284000,90.068500
153回目,49.700100,263.835000,196.366000,89.202600
154回目,50.673200,264.144000,193.794000,89.580600
155回目,51.444500,267.341000,195.756000,89.689700
156回目,50.314300,264.556000,194.307000,88.486600
157回目,50.433200,266.572000,196.019000,88.769600
158回目,50.874300,271.661000,194.525000,89.308800
159回目,49.529300,267.008000,197.097000,88.845100
160回目,50.980500,264.879000,195.346000,89.318200
161回目,50.144300,269.640000,194.950000,89.362200
162回目,50.818000,265.568000,195.609000,89.580500
163回目,51.173600,265.148000,194.377000,89.884600
164回目,50.521000,266.029000,194.411000,89.312800
165回目,50.679900,265.753000,194.412000,89.990700
166回目,50.754900,266.084000,196.520000,89.623100
167回目,51.652200,267.323000,193.761000,89.514000
168回目,50.650500,265.877000,196.862000,88.434400
169回目,49.879300,267.611000,193.751000,88.082300
170回目,50.506600,265.371000,195.479000,88.433500
171回目,50.023800,267.410000,193.341000,89.370700
172回目,51.106300,268.409000,194.063000,88.879100
173回目,50.365000,269.777000,194.386000,90.000800
174回目,50.882500,267.635000,193.574000,89.216400
175回目,51.053800,265.499000,195.866000,88.951300
176回目,50.404100,267.863000,195.113000,88.943700
177回目,51.282600,267.408000,196.981000,88.051000
178回目,50.740200,263.976000,194.893000,88.643900
179回目,51.174400,269.970000,194.251000,88.970000
180回目,50.788800,266.613000,196.338000,88.464400
181回目,49.761500,267.400000,194.662000,89.942400
182回目,50.763300,269.780000,194.617000,89.092300
183回目,50.319500,267.950000,194.535000,88.399600
184回目,50.313300,267.598000,194.800000,88.402700
185回目,50.529000,267.123000,195.064000,88.778200
186回目,50.834300,265.029000,194.696000,89.055400
187回目,51.465700,267.393000,194.497000,88.658400
188回目,50.708200,267.292000,195.264000,89.928800
189回目,50.606200,267.667000,194.726000,89.083100
190回目,50.732400,264.192000,194.480000,88.278400
191回目,51.135900,265.429000,193.087000,89.345600
192回目,50.539500,265.728000,195.447000,88.914300
193回目,49.987200,270.535000,193.943000,89.165200
194回目,50.585000,264.564000,196.053000,89.761900
195回目,50.945600,268.942000,196.199000,88.371300
196回目,50.721400,265.483000,195.302000,89.532400
197回目,50.775300,269.538000,192.560000,88.034400
198回目,50.827000,266.831000,193.639000,88.908300
199回目,50.563100,267.541000,193.620000,87.968500
200回目,50.586100,264.483000,195.594000,89.100300
201回目,50.869000,267.808000,194.636000,88.303200
202回目,50.667300,267.884000,193.632000,88.862000
203回目,50.676800,261.569000,194.294000,89.528600
204回目,50.532800,266.868000,194.165000,89.018800
205回目,50.507800,268.099000,196.937000,87.724900
206回目,50.322700,264.221000,196.692000,89.111200
207回目,50.493400,268.247000,193.989000,88.790400
208回目,51.056900,266.799000,195.339000,89.804500
209回目,49.937400,265.130000,195.264000,89.046000
210回目,50.328100,265.604000,197.867000,88.937300
211回目,50.724700,266.940000,194.448000,89.507800
212回目,50.708200,266.941000,195.506000,89.054200
213回目,50.748300,267.158000,195.600000,88.942200
214回目,50.448000,268.101000,194.944000,89.608100
215回目,50.569500,265.992000,194.602000,89.090200
216回目,50.383500,264.405000,194.795000,87.585400
217回目,49.570100,269.887000,195.584000,89.906500
218回目,50.133700,267.953000,194.713000,90.458800
219回目,50.293600,264.915000,193.749000,89.651600
220回目,50.586300,267.152000,197.414000,89.202400
