Memory,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,73868.000000,75048.000000,151572.000000,106556.000000
2回目,74060.000000,74960.000000,151576.000000,106240.000000
3回目,73924.000000,74864.000000,151660.000000,106552.000000
4回目,73500.000000,74776.000000,151908.000000,106332.000000
5回目,73700.000000,74992.000000,151556.000000,106368.000000
6回目,73644.000000,74856.000000,151696.000000,106368.000000
7回目,73832.000000,75100.000000,151780.000000,106288.000000
8回目,74012.000000,74896.000000,151496.000000,106236.000000
9回目,73496.000000,75032.000000,151460.000000,106364.000000
10回目,73632.000000,74660.000000,151848.000000,106276.000000
11回目,73876.000000,74496.000000,151520.000000,106364.000000
12回目,73836.000000,74672.000000,151424.000000,106384.000000
13回目,73496.000000,74908.000000,151752.000000,106356.000000
14回目,73332.000000,75196.000000,151472.000000,106224.000000
15回目,73612.000000,74740.000000,151580.000000,106032.000000
16回目,73616.000000,74964.000000,151904.000000,105696.000000
17回目,74036.000000,74672.000000,151632.000000,106400.000000
18回目,73880.000000,74596.000000,151524.000000,106364.000000
19回目,73632.000000,74892.000000,151520.000000,106148.000000
20回目,74032.000000,74864.000000,151568.000000,106372.000000
21回目,73476.000000,74764.000000,151672.000000,105880.000000
22回目,73844.000000,74852.000000,151460.000000,106240.000000
23回目,73884.000000,75060.000000,151500.000000,105704.000000
24回目,73652.000000,74968.000000,151640.000000,106108.000000
25回目,74228.000000,74960.000000,151884.000000,106352.000000
26回目,73640.000000,75036.000000,151728.000000,106252.000000
27回目,73492.000000,74956.000000,151408.000000,106360.000000
28回目,73900.000000,75040.000000,151956.000000,105720.000000
29回目,73360.000000,75100.000000,151700.000000,106352.000000
30回目,73500.000000,74836.000000,151924.000000,105956.000000
31回目,73496.000000,74864.000000,151388.000000,106464.000000
32回目,73696.000000,74736.000000,151612.000000,106176.000000
33回目,73824.000000,75176.000000,151364.000000,106392.000000
34回目,73848.000000,74628.000000,152008.000000,106296.000000
35回目,73636.000000,74572.000000,151804.000000,106224.000000
36回目,73848.000000,74652.000000,151684.000000,106156.000000
37回目,73852.000000,74960.000000,151576.000000,106228.000000
38回目,73600.000000,75032.000000,151800.000000,106324.000000
39回目,73496.000000,75036.000000,151796.000000,106376.000000
40回目,73652.000000,74496.000000,151576.000000,105680.000000
41回目,73752.000000,74960.000000,151552.000000,106196.000000
42回目,73940.000000,74616.000000,151956.000000,105960.000000
43回目,73456.000000,74400.000000,151356.000000,106184.000000
44回目,73772.000000,74872.000000,151452.000000,106276.000000
45回目,74108.000000,74576.000000,151848.000000,106328.000000
46回目,73648.000000,74904.000000,151432.000000,106040.000000
47回目,73804.000000,74956.000000,151388.000000,106056.000000
48回目,73844.000000,74752.000000,151492.000000,106424.000000
49回目,74080.000000,75016.000000,151612.000000,106288.000000
50回目,73560.000000,74404.000000,151604.000000,106240.000000
51回目,73924.000000,75156.000000,152160.000000,105952.000000
52回目,74020.000000,74964.000000,151708.000000,105696.000000
53回目,73608.000000,74720.000000,151756.000000,106368.000000
54回目,73964.000000,74860.000000,151812.000000,106064.000000
55回目,73672.000000,75032.000000,151924.000000,106028.000000
56回目,73500.000000,74592.000000,151904.000000,106480.000000
57回目,73668.000000,75180.000000,151840.000000,106456.000000
58回目,74264.000000,74796.000000,151908.000000,106244.000000
59回目,73628.000000,74856.000000,151436.000000,106320.000000
60回目,73880.000000,74920.000000,151888.000000,106164.000000
61回目,73600.000000,74956.000000,151996.000000,106212.000000
62回目,73996.000000,74856.000000,151696.000000,106048.000000
63回目,73632.000000,74716.000000,151632.000000,106408.000000
64回目,73644.000000,74948.000000,151852.000000,106252.000000
65回目,73608.000000,75016.000000,151624.000000,106364.000000
66回目,73924.000000,74660.000000,151840.000000,106396.000000
67回目,73628.000000,74800.000000,151408.000000,105956.000000
68回目,74032.000000,75168.000000,151804.000000,106320.000000
69回目,73816.000000,75176.000000,151832.000000,106384.000000
70回目,73904.000000,74744.000000,151488.000000,106656.000000
71回目,73864.000000,74940.000000,151588.000000,106100.000000
72回目,73844.000000,74904.000000,151632.000000,106388.000000
73回目,73636.000000,75204.000000,151536.000000,105984.000000
74回目,73872.000000,75152.000000,151660.000000,106108.000000
75回目,73500.000000,74740.000000,151712.000000,106052.000000
76回目,73828.000000,74964.000000,151876.000000,106196.000000
77回目,73608.000000,75100.000000,151868.000000,105688.000000
78回目,73460.000000,74960.000000,151376.000000,106412.000000
79回目,73436.000000,74608.000000,151864.000000,106192.000000
80回目,73648.000000,74664.000000,151832.000000,106228.000000
81回目,73856.000000,74852.000000,152012.000000,106148.000000
82回目,73840.000000,74400.000000,151664.000000,106416.000000
83回目,73512.000000,74840.000000,151868.000000,106116.000000
84回目,73336.000000,74672.000000,151716.000000,106264.000000
85回目,73880.000000,74572.000000,151772.000000,106304.000000
86回目,73652.000000,75000.000000,151596.000000,105688.000000
87回目,73824.000000,75192.000000,151704.000000,106408.000000
88回目,73920.000000,74660.000000,151856.000000,106480.000000
89回目,73808.000000,74460.000000,151964.000000,106564.000000
90回目,73684.000000,74660.000000,151660.000000,106256.000000
91回目,73980.000000,74400.000000,151608.000000,106560.000000
92回目,73636.000000,74572.000000,151460.000000,106248.000000
93回目,73680.000000,74592.000000,151628.000000,106400.000000
94回目,73612.000000,74652.000000,151892.000000,106240.000000
95回目,73584.000000,74972.000000,151504.000000,106264.000000
96回目,73324.000000,74432.000000,151844.000000,106156.000000
97回目,73768.000000,74972.000000,151884.000000,106192.000000
98回目,73844.000000,74720.000000,151572.000000,106364.000000
99回目,73696.000000,74688.000000,151720.000000,106220.000000
100回目,73500.000000,74600.000000,151872.000000,106476.000000
101回目,73840.000000,74652.000000,151452.000000,106388.000000
102回目,73708.000000,74680.000000,151636.000000,106400.000000
103回目,73860.000000,74600.000000,151708.000000,106360.000000
104回目,73708.000000,74572.000000,152036.000000,106044.000000
105回目,73672.000000,74888.000000,151860.000000,106208.000000
106回目,73684.000000,75020.000000,151432.000000,106244.000000
107回目,73492.000000,75104.000000,151888.000000,106480.000000
108回目,73648.000000,74764.000000,151620.000000,106340.000000
109回目,73764.000000,74716.000000,151208.000000,106272.000000
110回目,73472.000000,74836.000000,151964.000000,106368.000000
111回目,73776.000000,74984.000000,151680.000000,106208.000000
112回目,74264.000000,74672.000000,151976.000000,106472.000000
113回目,74044.000000,75168.000000,151900.000000,105988.000000
114回目,73492.000000,75192.000000,151428.000000,105972.000000
